,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.653,0.0548280139263781
500,50,CLD,0.6933333333333334,0.108755587340503
1000,100,CLD,0.738,0.1291822571236296
1500,150,CLD,0.829,0.1099343238281636
1990,199,CLD,0.7753333333333333,0.0517928566503142
151,15,DCP,0.6206666666666667,0.0169803808359333
501,50,DCP,0.6296666666666667,0.0097467943448089
1001,100,DCP,0.7156666666666667,0.1138444357689718
1501,150,DCP,0.7163333333333333,0.1133480382617086
1991,199,DCP,0.6523333333333333,0.061198674640696
152,15,F1,0.6416666666666667,0.0717150999131672
502,50,F1,0.6256666666666667,0.0121678081656293
1002,100,F1,0.6253333333333334,0.0142594997574716
1502,150,F1,0.6243333333333333,0.0145583118679482
1992,199,F1,0.6980000000000001,0.0820179519644598
153,15,Hostility,0.6196666666666666,0.0219025620013327
503,50,Hostility,0.6223333333333334,0.0120531231545097
1003,100,Hostility,0.72,0.1420485050177501
1503,150,Hostility,0.7156666666666667,0.13510078542415
1993,199,Hostility,0.6776666666666668,0.0675010287987441
154,15,LSC,0.6403333333333333,0.0571353169628422
504,50,LSC,0.6653333333333333,0.1018809217774467
1004,100,LSC,0.7673333333333334,0.139067329816252
1504,150,LSC,0.8103333333333333,0.1119734591568714
1994,199,LSC,0.7123333333333333,0.0564038020783075
155,15,N1,0.6226666666666667,0.0104482853457716
505,50,N1,0.6233333333333333,0.0102740233382816
1005,100,N1,0.6226666666666667,0.0092496246170077
1505,150,N1,0.6233333333333333,0.0102740233382816
1995,199,N1,0.6233333333333333,0.0102740233382816
156,15,N2,0.6176666666666667,0.0080450122574314
506,50,N2,0.6226666666666667,0.0116428327977153
1006,100,N2,0.7246666666666666,0.1517463160819544
1506,150,N2,0.7253333333333334,0.1518972605999785
1996,199,N2,0.6656666666666666,0.0863745075560813
157,15,TD_U,0.6676666666666666,0.0758067719050657
507,50,TD_U,0.6443333333333333,0.0490549578420865
1007,100,TD_U,0.666,0.1016297747272476
1507,150,TD_U,0.6676666666666666,0.0998095408487808
1997,199,TD_U,0.7116666666666667,0.0586893895388633
158,15,Uniform,0.6223333333333334,0.0087876175509761
508,50,Uniform,0.6233333333333333,0.0102740233382816
1008,100,Uniform,0.6233333333333333,0.0102740233382816
1508,150,Uniform,0.6233333333333333,0.0102740233382816
1998,199,Uniform,0.6233333333333333,0.0102740233382816
159,15,kDN,0.6206666666666667,0.0104482853457716
509,50,kDN,0.6216666666666667,0.0086602540378444
1009,100,kDN,0.6216666666666667,0.0086602540378444
1509,150,kDN,0.6216666666666667,0.0086602540378444
1999,199,kDN,0.6216666666666667,0.0086602540378444
