,n_ensemble,weights,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split9,accuracy_std_split9
150,15,CLD,0.9443333333333334,0.0114017542509914,0.9466666666666668,0.0047140452079103,0.9523333333333334,0.0123939949617188,0.9506666666666668,0.0103816076682649
500,50,CLD,0.9433333333333334,0.0096465307523251,0.955,0.0090523170760002,0.955,0.0097894501037256,0.949,0.0094721814922552
1000,100,CLD,0.947,0.0101653004546512,0.954,0.0078704793020784,0.9566666666666668,0.0098601329718327,0.953,0.0095306523036638
1500,150,CLD,0.9506666666666664,0.010903618155864,0.9546666666666668,0.0092345967847967,0.9546666666666668,0.0100967541539073,0.9523333333333334,0.0088662907188469
1990,199,CLD,0.95,0.0077280154129131,0.9543333333333331,0.0099721835344343,0.954,0.0080450122574314,0.953,0.0086120071218425
151,15,DCP,0.9496666666666668,0.0134060517014601,0.9506666666666664,0.0096176920308357,0.952,0.0127693208729186,0.949,0.0125609624542778
501,50,DCP,0.9526666666666668,0.0114624992426996,0.955,0.0095014618758261,0.9546666666666668,0.0100277393043275,0.9553333333333331,0.0124387387713634
1001,100,DCP,0.9533333333333334,0.0121335164821342,0.9553333333333331,0.0086922698736035,0.9563333333333331,0.0078528126595931,0.9563333333333331,0.0103010247602416
1501,150,DCP,0.953,0.0119256958799988,0.9553333333333331,0.009457507306074,0.956,0.0101789543230683,0.957,0.010434983894999
1991,199,DCP,0.953,0.0111430097669645,0.9556666666666668,0.0098319208025017,0.9566666666666668,0.0097182531580755,0.9576666666666668,0.0101105005920687
152,15,F1,0.9476666666666668,0.0098319208025017,0.954,0.0093985814532477,0.953,0.0074907350180814,0.9526666666666668,0.0109671225842413
502,50,F1,0.9546666666666668,0.009817784316682,0.956,0.0110930408615292,0.9556666666666668,0.0080450122574314,0.956,0.0103816076682649
1002,100,F1,0.9556666666666668,0.0092496246170077,0.9556666666666668,0.0103816076682649,0.9566666666666668,0.0073598007219399,0.957,0.0113895663755132
1502,150,F1,0.9553333333333331,0.0111430097669645,0.9553333333333331,0.0090061707240708,0.9566666666666668,0.008819171036882,0.956,0.0090215790684828
1992,199,F1,0.955,0.0114867072934085,0.955,0.0093541434669348,0.957,0.0093837921735061,0.9563333333333331,0.0098177843166821
153,15,Hostility,0.9466666666666668,0.0102740233382816,0.9523333333333334,0.0127257394458807,0.9543333333333331,0.0129957257930786,0.951,0.0074161984870956
503,50,Hostility,0.9496666666666668,0.013763881881375,0.9533333333333334,0.0095014618758261,0.959,0.0086281194036965,0.9566666666666668,0.0106066017177982
1003,100,Hostility,0.9493333333333333,0.0146534030935555,0.9533333333333334,0.0100692049779955,0.9576666666666668,0.0090215790684828,0.9583333333333331,0.0112422813026933
1503,150,Hostility,0.9486666666666668,0.0134577528254576,0.9556666666666668,0.0088662907188469,0.9576666666666668,0.0111554670204543,0.9573333333333334,0.0119373363863133
1993,199,Hostility,0.9486666666666668,0.013763881881375,0.9566666666666668,0.0082495791138431,0.957,0.0108269211792745,0.957,0.0113895663755132
154,15,LSC,0.9546666666666668,0.0105013226680156,0.9536666666666668,0.0092345967847967,0.9513333333333334,0.0129314431608472,0.9563333333333336,0.0097467943448089
504,50,LSC,0.9546666666666668,0.0116308975482452,0.9556666666666668,0.0088662907188468,0.9546666666666668,0.0098882646494608,0.956,0.0073219608788295
1004,100,LSC,0.954,0.012281422284627,0.9546666666666668,0.0096752835157999,0.956,0.0109671225842414,0.9563333333333331,0.0082831824265261
1504,150,LSC,0.954,0.0127257394458807,0.9563333333333331,0.0086120071218425,0.9546666666666668,0.0087717982446272,0.955,0.0089752746785575
1994,199,LSC,0.954,0.0133645467978196,0.9553333333333331,0.0084491945704244,0.9556666666666668,0.0085472542699721,0.954,0.0096176920308356
155,15,N1,0.9546666666666668,0.0126600860098885,0.9516666666666668,0.0108653373420044,0.955,0.0071686043892022,0.9553333333333331,0.0068109389139008
505,50,N1,0.954,0.0118204154843314,0.957,0.0135092560861063,0.956,0.0118790197874702,0.9566666666666668,0.0095014618758261
1005,100,N1,0.9543333333333331,0.0119953694769644,0.9556666666666668,0.0130490527540422,0.9566666666666668,0.0117260393995585,0.958,0.0116308975482453
1505,150,N1,0.9563333333333331,0.0112669625207704,0.9563333333333331,0.0142107158315281,0.9573333333333334,0.0105803801654025,0.958,0.0113895663755132
1995,199,N1,0.9563333333333331,0.0123265747247336,0.956,0.0153929998520251,0.9573333333333334,0.0114624992426996,0.959,0.0103144989645105
156,15,N2,0.9506666666666668,0.012281422284627,0.9526666666666668,0.0136727628679958,0.9513333333333334,0.0140138820063852,0.9533333333333334,0.0125277469819774
506,50,N2,0.9516666666666668,0.0135912553585833,0.952,0.0129850341205215,0.9546666666666668,0.0118086597226123,0.954,0.0093244004871329
1006,100,N2,0.952,0.0138142438567347,0.951,0.0127257394458807,0.9533333333333334,0.0121906156986064,0.9546666666666668,0.0120415945787922
1506,150,N2,0.9523333333333334,0.0133645467978196,0.9536666666666668,0.0119837853414983,0.9533333333333334,0.0112422813026933,0.9543333333333331,0.0129421791055448
1996,199,N2,0.9523333333333334,0.0123939949617188,0.954,0.0109671225842413,0.9536666666666668,0.0114503760248784,0.9536666666666668,0.0117497044880097
157,15,TD_U,0.949,0.0150277521051331,0.9523333333333334,0.0098319208025017,0.953,0.0087717982446272,0.9513333333333334,0.0109544511501032
507,50,TD_U,0.9516666666666664,0.0134886783801988,0.9556666666666668,0.0112175457803092,0.9546666666666668,0.0127693208729186,0.9546666666666668,0.0120991276085877
1007,100,TD_U,0.9533333333333334,0.0133333333333333,0.956,0.0113406838908026,0.956,0.0126161272451837,0.956,0.0129421791055448
1507,150,TD_U,0.9536666666666668,0.0133020466261566,0.9553333333333331,0.0107625895273086,0.957,0.0112051575426477,0.9576666666666668,0.0107754865834963
1997,199,TD_U,0.9556666666666668,0.0109671225842413,0.9556666666666668,0.0117023264543612,0.958,0.0121563883525403,0.9593333333333334,0.0119373363863132
158,15,Uniform,0.9506666666666664,0.0096176920308356,0.956,0.0110930408615291,0.952,0.0079407528330477,0.9546666666666668,0.0109544511501033
508,50,Uniform,0.9546666666666668,0.0093837921735061,0.957,0.0127693208729186,0.9546666666666668,0.0075828754440515,0.957,0.0102333876220058
1008,100,Uniform,0.9566666666666668,0.0092044675143226,0.9563333333333331,0.0115108644332213,0.9583333333333334,0.0092796072713833,0.9566666666666668,0.0104748375749804
1508,150,Uniform,0.956,0.0093985814532478,0.9576666666666668,0.0121678081656293,0.958,0.009958246164193,0.9583333333333334,0.0107367489389376
1998,199,Uniform,0.957,0.0092345967847966,0.9576666666666668,0.0114624992426996,0.9566666666666668,0.0104083299973307,0.9586666666666666,0.0106327586051577
159,15,kDN,0.95,0.0128560405171179,0.9503333333333334,0.0085309892613797,0.952,0.0133020466261565,0.9543333333333331,0.0076919871728095
509,50,kDN,0.9493333333333334,0.0133645467978196,0.953,0.0103682206766638,0.9576666666666668,0.0110302614051828,0.9536666666666668,0.0115108644332213
1009,100,kDN,0.951,0.0119953694769644,0.9536666666666668,0.0120991276085876,0.957,0.0114503760248784,0.9556666666666668,0.0109671225842414
1509,150,kDN,0.9506666666666664,0.0119373363863133,0.955,0.0126381257400859,0.957,0.0106978710239208,0.957,0.0111430097669645
1999,199,kDN,0.951,0.0127257394458806,0.9546666666666668,0.0116904519445001,0.956,0.0109036181558641,0.9576666666666668,0.0117023264543612
