,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.936,0.0083831842266394
500,50,CLD,0.9403333333333332,0.0121563883525403
1000,100,CLD,0.9406666666666668,0.0131550581737807
1500,150,CLD,0.9406666666666668,0.0122247472139281
1990,199,CLD,0.9416666666666668,0.0120761472884911
151,15,DCP,0.9523333333333334,0.0069322114476951
501,50,DCP,0.9536666666666668,0.0102333876220058
1001,100,DCP,0.9536666666666668,0.0084491945704243
1501,150,DCP,0.9543333333333331,0.0095452140421842
1991,199,DCP,0.9536666666666668,0.0077638764659014
152,15,F1,0.9503333333333334,0.0077638764659013
502,50,F1,0.951,0.0080450122574314
1002,100,F1,0.953,0.0106978710239208
1502,150,F1,0.9523333333333334,0.0107108460087064
1992,199,F1,0.952,0.0106978710239207
153,15,Hostility,0.9526666666666668,0.008547254269972
503,50,Hostility,0.9536666666666668,0.0093837921735061
1003,100,Hostility,0.9553333333333331,0.0098882646494608
1503,150,Hostility,0.9543333333333331,0.0088662907188469
1993,199,Hostility,0.956,0.0089442719099991
154,15,LSC,0.9506666666666664,0.0088662907188469
504,50,LSC,0.9516666666666664,0.0093541434669348
1004,100,LSC,0.951,0.0064117946872237
1504,150,LSC,0.9503333333333334,0.0068109389139008
1994,199,LSC,0.951,0.0075092535507125
155,15,N1,0.9513333333333334,0.0103010247602416
505,50,N1,0.954,0.0114624992426996
1005,100,N1,0.9566666666666668,0.0128560405171179
1505,150,N1,0.956,0.0115229240116291
1995,199,N1,0.9563333333333331,0.0110176625873589
156,15,N2,0.948,0.0127693208729186
506,50,N2,0.949,0.0078704793020784
1006,100,N2,0.9506666666666664,0.0089442719099991
1506,150,N2,0.951,0.0095452140421842
1996,199,N2,0.9513333333333334,0.0092345967847967
157,15,TD_U,0.9463333333333332,0.0143565703115719
507,50,TD_U,0.9523333333333334,0.0093244004871329
1007,100,TD_U,0.9536666666666668,0.0108908728351363
1507,150,TD_U,0.9526666666666668,0.0093244004871329
1997,199,TD_U,0.953,0.0086922698736035
158,15,Uniform,0.9516666666666664,0.0070710678118655
508,50,Uniform,0.956,0.0080450122574313
1008,100,Uniform,0.9556666666666668,0.0099721835344344
1508,150,Uniform,0.956,0.0090215790684829
1998,199,Uniform,0.9566666666666668,0.0111803398874989
159,15,kDN,0.9526666666666668,0.0101105005920687
509,50,kDN,0.9546666666666668,0.0073974470070574
1009,100,kDN,0.9546666666666668,0.0091590877760227
1509,150,kDN,0.954,0.0091742392963486
1999,199,kDN,0.955,0.0099303127398441
