,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.4868,0.0447347739460031
500,50,CLD,0.518,0.0315277655408689
1000,100,CLD,0.5244,0.0395828245581338
1500,150,CLD,0.528,0.032893768406797
1990,199,CLD,0.5176000000000001,0.035253368633366
151,15,DCP,0.4332000000000001,0.059608724193695
501,50,DCP,0.466,0.0614003257320349
1001,100,DCP,0.44,0.0395221456907389
1501,150,DCP,0.4396,0.040556133938037
1991,199,DCP,0.4512,0.0460564870566568
152,15,F1,0.4012,0.0026832815729997
502,50,F1,0.4464,0.052084546652534
1002,100,F1,0.4396,0.0678144527368613
1502,150,F1,0.4452,0.0693051224658033
1992,199,F1,0.4763999999999999,0.0886273095608796
153,15,Hostility,0.4012,0.0026832815729997
503,50,Hostility,0.4008,0.0017888543819998
1003,100,Hostility,0.4,0.0
1503,150,Hostility,0.4,0.0
1993,199,Hostility,0.4,0.0
154,15,LSC,0.4064,0.0065421708935184
504,50,LSC,0.4604,0.0639906243132538
1004,100,LSC,0.496,0.0654980915752512
1504,150,LSC,0.4628,0.0712825364307415
1994,199,LSC,0.4596,0.0733130274917084
155,15,N1,0.4,0.0
505,50,N1,0.4,0.0
1005,100,N1,0.4,0.0
1505,150,N1,0.4,0.0
1995,199,N1,0.4,0.0
156,15,N2,0.4048,0.0060991802727907
506,50,N2,0.4412,0.0283407833342693
1006,100,N2,0.4356,0.0223785611691189
1506,150,N2,0.4655999999999999,0.048546884555036
1996,199,N2,0.4668,0.0402144252725312
157,15,TD_U,0.4052,0.0086717933554715
507,50,TD_U,0.4368,0.0443981981616371
1007,100,TD_U,0.4232,0.0402641279552904
1507,150,TD_U,0.4227999999999999,0.0413182768275735
1997,199,TD_U,0.4227999999999999,0.0414632367284562
158,15,Uniform,0.4028,0.0062609903369993
508,50,Uniform,0.4,0.0
1008,100,Uniform,0.4,0.0
1508,150,Uniform,0.4,0.0
1998,199,Uniform,0.4,0.0
159,15,kDN,0.4,0.0
509,50,kDN,0.4,0.0
1009,100,kDN,0.4,0.0
1509,150,kDN,0.4,0.0
1999,199,kDN,0.4,0.0
