,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.9566666666666668,0.0087400737347513
500,50,CLD,0.9593333333333334,0.0101789543230683
1000,100,CLD,0.9583333333333331,0.0110554159678513
1500,150,CLD,0.959,0.0093244004871328
1990,199,CLD,0.9586666666666666,0.0095306523036638
151,15,DCP,0.953,0.0120991276085876
501,50,DCP,0.957,0.0077638764659014
1001,100,DCP,0.9563333333333331,0.0100967541539073
1501,150,DCP,0.957,0.0098882646494608
1991,199,DCP,0.957,0.0091590877760227
152,15,F1,0.9526666666666668,0.0063025568003963
502,50,F1,0.955,0.0096465307523251
1002,100,F1,0.955,0.0114867072934085
1502,150,F1,0.955,0.0100692049779954
1992,199,F1,0.9553333333333331,0.0108908728351363
153,15,Hostility,0.955,0.0125277469819774
503,50,Hostility,0.9553333333333331,0.0100967541539073
1003,100,Hostility,0.9573333333333334,0.009689627902499
1503,150,Hostility,0.957,0.0113284303119776
1993,199,Hostility,0.9576666666666668,0.0091742392963486
154,15,LSC,0.9556666666666668,0.0109671225842413
504,50,LSC,0.9573333333333334,0.0097610336428976
1004,100,LSC,0.9563333333333331,0.0106327586051577
1504,150,LSC,0.9576666666666668,0.0119953694769644
1994,199,LSC,0.9583333333333334,0.0113651514141548
155,15,N1,0.9566666666666668,0.0113651514141549
505,50,N1,0.9586666666666666,0.0119256958799988
1005,100,N1,0.9576666666666668,0.0127257394458807
1505,150,N1,0.9576666666666668,0.0127257394458807
1995,199,N1,0.9573333333333334,0.011522924011629
156,15,N2,0.9546666666666668,0.0106978710239208
506,50,N2,0.9536666666666668,0.0063900965042269
1006,100,N2,0.9563333333333331,0.0098882646494608
1506,150,N2,0.9566666666666668,0.008819171036882
1996,199,N2,0.9566666666666668,0.0092796072713834
157,15,TD_U,0.954,0.0090215790684829
507,50,TD_U,0.9566666666666668,0.01
1007,100,TD_U,0.957,0.0106978710239207
1507,150,TD_U,0.958,0.0087717982446271
1997,199,TD_U,0.958,0.0080277297191948
158,15,Uniform,0.9513333333333334,0.0117497044880097
508,50,Uniform,0.9576666666666668,0.0082158383625774
1008,100,Uniform,0.9586666666666666,0.0107625895273086
1508,150,Uniform,0.9593333333333334,0.0090215790684829
1998,199,Uniform,0.9596666666666666,0.0099582461641931
159,15,kDN,0.954,0.012281422284627
509,50,kDN,0.958,0.0115108644332213
1009,100,kDN,0.957,0.0111430097669645
1509,150,kDN,0.9576666666666668,0.0105803801654025
1999,199,kDN,0.957,0.0100967541539072
