,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.891,0.0148534507775129
500,50,CLD,0.8885,0.0197325872606711
1000,100,CLD,0.8905,0.0173565549577097
1500,150,CLD,0.8915,0.0176422787643773
1990,199,CLD,0.891,0.0171937488640494
151,15,DCP,0.8895,0.0196373368866554
501,50,DCP,0.8875,0.0192840607756768
1001,100,DCP,0.8865000000000001,0.0206609535113943
1501,150,DCP,0.889,0.0185067555233217
1991,199,DCP,0.89,0.0196054839266976
152,15,F1,0.892,0.0188248505970166
502,50,F1,0.8915,0.0176422787643773
1002,100,F1,0.8915,0.0146415504643463
1502,150,F1,0.8915,0.0129421791055447
1992,199,F1,0.891,0.0136473440639561
153,15,Hostility,0.8895,0.0193164437720818
503,50,Hostility,0.8895,0.0178009831189178
1003,100,Hostility,0.8895,0.0184898620871005
1503,150,Hostility,0.89,0.0170477271212323
1993,199,Hostility,0.8905,0.0175356779167502
154,15,LSC,0.8859999999999999,0.017374550353894
504,50,LSC,0.891,0.0118057189531176
1004,100,LSC,0.892,0.0144048602908879
1504,150,LSC,0.8915,0.0155724115023974
1994,199,LSC,0.8915,0.0137613589445228
155,15,N1,0.8960000000000001,0.019088609168821
505,50,N1,0.8935000000000001,0.0204328167417025
1005,100,N1,0.8925000000000001,0.0186245805321891
1505,150,N1,0.893,0.0162403817689117
1995,199,N1,0.8935000000000001,0.0154717484467657
156,15,N2,0.885,0.0127475487839819
506,50,N2,0.8885,0.0175534896815419
1006,100,N2,0.889,0.0157718102955874
1506,150,N2,0.8885,0.017102631376487
1996,199,N2,0.889,0.0143178210632763
157,15,TD_U,0.8875,0.0174999999999999
507,50,TD_U,0.892,0.0131576973669407
1007,100,TD_U,0.891,0.0129421791055447
1507,150,TD_U,0.889,0.015062370331392
1997,199,TD_U,0.8885,0.0137613589445228
158,15,Uniform,0.8905,0.0126737918556365
508,50,Uniform,0.8905000000000001,0.0167145146504467
1008,100,Uniform,0.8859999999999999,0.0139866007306993
1508,150,Uniform,0.8885,0.0138744369255116
1998,199,Uniform,0.8875,0.0133463478150391
159,15,kDN,0.8895,0.0178009831189179
509,50,kDN,0.893,0.0171755640373176
1009,100,kDN,0.891,0.0160662690130596
1509,150,kDN,0.89,0.0166770800801579
1999,199,kDN,0.891,0.0154717484467657
