,n_ensemble,weights,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split9,accuracy_std_split9
153,15,Hostility,0.9201207243460764,0.0314781642797563,0.9172635814889336,0.0479359947446656,0.9173843058350102,0.0369582709635454,0.920281690140845,0.0384201530189865
503,50,Hostility,0.9400804828973844,0.0275945299746749,0.9259154929577464,0.0255871225592103,0.9288128772635816,0.0224025088195602,0.9288128772635816,0.0265697955216734
1003,100,Hostility,0.93158953722334,0.0213004263919724,0.9259557344064386,0.0233326672597983,0.923098591549296,0.0215523859911291,0.923098591549296,0.0190385011380646
1503,150,Hostility,0.9315492957746478,0.0257078771419904,0.9259557344064386,0.0233326672597983,0.923098591549296,0.0215523859911291,0.923098591549296,0.0190385011380646
1993,199,Hostility,0.9344064386317908,0.0240499475535552,0.9230583501006036,0.0217362500461428,0.923098591549296,0.0215523859911291,0.923098591549296,0.0190385011380646
154,15,LSC,0.9088933601609656,0.0293201829687192,0.9145674044265594,0.0376683927593896,0.8975452716297786,0.0473949630669605,0.9088531187122736,0.0258424054052351
504,50,LSC,0.9230583501006036,0.0411941059131863,0.9202012072434608,0.0373131224585047,0.9117505030181086,0.043097257661774,0.920281690140845,0.0326794261378044
1004,100,LSC,0.9258752515090544,0.0422201171016681,0.9259154929577464,0.0255871225592103,0.9173843058350102,0.0408905397567021,0.9174245472837022,0.0419980299079758
1504,150,LSC,0.923098591549296,0.0357887115236475,0.9259154929577464,0.0355941812494575,0.920241448692153,0.0358127980760822,0.9173843058350102,0.035550991213865
1994,199,LSC,0.9173843058350102,0.0309475447702838,0.923098591549296,0.0357887115236475,0.9174245472837022,0.0368194412076705,0.920241448692153,0.0358127980760822
155,15,N1,0.9088933601609656,0.0212487614700963,0.9004024144869215,0.0398791538330048,0.9059959758551308,0.0328329903430872,0.9145271629778672,0.0364255693105765
505,50,N1,0.9174245472837022,0.0232237964216203,0.9088933601609656,0.0356066903070939,0.917344064386318,0.0275871934233082,0.9117102615694164,0.0273395409207093
1005,100,N1,0.9202012072434608,0.0373131224585047,0.9145674044265594,0.0376683927593896,0.9145271629778672,0.0267315768640838,0.9145674044265594,0.0317922089161718
1505,150,N1,0.9202012072434608,0.0373131224585047,0.9173843058350102,0.0369582709635454,0.9173843058350102,0.0408905397567021,0.9173843058350102,0.0309475447702838
1995,199,N1,0.9202012072434608,0.0373131224585047,0.920241448692153,0.0411183629458222,0.9230583501006036,0.0358997367216068,0.9173843058350102,0.0309475447702838
156,15,N2,0.9059959758551308,0.0385508562832964,0.9144869215291752,0.0378940605283503,0.9116700201207244,0.0310032223218729,0.9145271629778672,0.0101159430445827
506,50,N2,0.923098591549296,0.0312203366981086,0.934486921529175,0.0328475369798564,0.920241448692153,0.0312479448453598,0.9145271629778672,0.0202102635475352
1006,100,N2,0.920241448692153,0.0358127980760822,0.931629778672032,0.0274566434218438,0.9202012072434608,0.0313704613019516,0.9088531187122736,0.0312082099151508
1506,150,N2,0.9259557344064386,0.0273586365542862,0.931629778672032,0.0255308921048159,0.9259557344064386,0.0273586365542862,0.9116700201207244,0.0310032223218729
1996,199,N2,0.931629778672032,0.0255308921048159,0.931629778672032,0.0255308921048159,0.9230583501006036,0.0260105017006882,0.9116700201207244,0.0310032223218729
157,15,TD_U,0.9202012072434608,0.021769284799106,0.9145271629778672,0.0335073196025368,0.920241448692153,0.0076201515811612,0.90317907444668,0.0307555654327484
507,50,TD_U,0.92579476861167,0.0342417251174886,0.9145674044265594,0.0284018118280587,0.920281690140845,0.0188058283096093,0.9146478873239436,0.0296684839415645
1007,100,TD_U,0.9287323943661971,0.0248620841097282,0.923098591549296,0.0215523859911291,0.920281690140845,0.0236165368135034,0.9145674044265594,0.0223727617011593
1507,150,TD_U,0.928692152917505,0.0204171326273227,0.9259154929577464,0.0212277932957476,0.920241448692153,0.0238384309834461,0.923138832997988,0.0212999512277006
1997,199,TD_U,0.9315492957746478,0.0213731914906176,0.9259154929577464,0.0212277932957476,0.923098591549296,0.0295409648998935,0.9259557344064386,0.0184480819816967
158,15,Uniform,0.9088933601609656,0.0383655838907524,0.9174245472837022,0.0339350794634703,0.9089738430583502,0.0405332978260527,0.9202012072434608,0.0164262024829699
508,50,Uniform,0.9146076458752516,0.0388347181153834,0.923138832997988,0.0256470184418284,0.9117505030181086,0.0251571823153343,0.9174245472837022,0.0183101908122172
1008,100,Uniform,0.9174245472837022,0.0368194412076705,0.9259959758551308,0.0306834119392737,0.9174647887323945,0.025065609893623,0.920281690140845,0.0236165368135034
1508,150,Uniform,0.9145674044265594,0.0317922089161718,0.9259959758551308,0.0306834119392737,0.9117102615694164,0.0273395409207093,0.9173843058350102,0.0309475447702838
1998,199,Uniform,0.9145674044265594,0.0317922089161718,0.9259959758551308,0.0306834119392737,0.9088933601609656,0.0293201829687192,0.9174245472837022,0.0368194412076705
159,15,kDN,0.917344064386318,0.0326676551033987,0.9117102615694164,0.0324587884360266,0.9203621730382292,0.0453731033568621,0.9145271629778672,0.0349968753358507
509,50,kDN,0.9202012072434608,0.0412115463988305,0.9145674044265594,0.041533483625326,0.9174245472837022,0.0368194412076705,0.9173843058350102,0.0477941538219228
1009,100,kDN,0.920241448692153,0.0358127980760822,0.9145674044265594,0.041533483625326,0.9174245472837022,0.0368194412076705,0.923098591549296,0.0371869962332183
1509,150,kDN,0.9173843058350102,0.0309475447702838,0.9145674044265594,0.041533483625326,0.9174245472837022,0.0368194412076705,0.9173843058350102,0.0408905397567021
1999,199,kDN,0.9173843058350102,0.0309475447702838,0.9174245472837022,0.0368194412076705,0.920241448692153,0.0358127980760822,0.920241448692153,0.0358127980760822
