,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.6636666666666666,0.0046248123085039
500,50,CLD,0.669,0.0056025787713239
1000,100,CLD,0.6706666666666667,0.0053489355119604
1500,150,CLD,0.6706666666666667,0.0053489355119604
1990,199,CLD,0.6706666666666667,0.0053489355119604
151,15,DCP,0.6723333333333333,0.0030276503540975
501,50,DCP,0.6723333333333333,0.0030276503540975
1001,100,DCP,0.672,0.0027386127875258
1501,150,DCP,0.672,0.0027386127875258
1991,199,DCP,0.6723333333333333,0.0030276503540975
152,15,F1,0.6723333333333333,0.0030276503540975
502,50,F1,0.6723333333333333,0.0030276503540975
1002,100,F1,0.672,0.0027386127875258
1502,150,F1,0.6723333333333333,0.0030276503540975
1992,199,F1,0.6723333333333333,0.0030276503540975
153,15,Hostility,0.6533333333333333,0.0048591265790377
503,50,Hostility,0.6613333333333333,0.0077638764659014
1003,100,Hostility,0.6609999999999999,0.0071297498787358
1503,150,Hostility,0.6613333333333333,0.0072072494368132
1993,199,Hostility,0.6613333333333333,0.0068109389139008
154,15,LSC,0.671,0.0056025787713239
504,50,LSC,0.671,0.0056025787713239
1004,100,LSC,0.671,0.0056025787713239
1504,150,LSC,0.671,0.0056025787713239
1994,199,LSC,0.6723333333333333,0.0030276503540975
155,15,N1,0.6683333333333333,0.0045643546458763
505,50,N1,0.669,0.0056025787713239
1005,100,N1,0.669,0.0056025787713239
1505,150,N1,0.669,0.0056025787713239
1995,199,N1,0.669,0.0056025787713239
156,15,N2,0.669,0.0056025787713239
506,50,N2,0.6706666666666667,0.0053489355119604
1006,100,N2,0.6706666666666667,0.0053489355119604
1506,150,N2,0.6706666666666667,0.0053489355119604
1996,199,N2,0.6706666666666667,0.0053489355119604
157,15,TD_U,0.7506666666666667,0.0742892245812869
507,50,TD_U,0.7220000000000001,0.0675503927120749
1007,100,TD_U,0.724,0.0689867136966725
1507,150,TD_U,0.7236666666666667,0.0684795184302901
1997,199,TD_U,0.7243333333333333,0.0692980679544691
158,15,Uniform,0.6723333333333333,0.0030276503540975
508,50,Uniform,0.672,0.0027386127875258
1008,100,Uniform,0.6706666666666667,0.0053489355119604
1508,150,Uniform,0.671,0.0046547466812563
1998,199,Uniform,0.6706666666666667,0.0053489355119604
159,15,kDN,0.6639999999999999,0.0081308739451003
509,50,kDN,0.6663333333333333,0.0090061707240708
1009,100,kDN,0.6643333333333333,0.0086281194036965
1509,150,kDN,0.6643333333333333,0.0086281194036965
1999,199,kDN,0.6643333333333333,0.0086281194036965
