,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.45625,0.0065550553010634
500,50,CLD,0.471,0.0020539595906443
1000,100,CLD,0.4715,0.0010458250331675
1500,150,CLD,0.4715,0.0010458250331675
1990,199,CLD,0.45375,0.0143341811764746
151,15,DCP,0.46975,0.0133872607354902
501,50,DCP,0.47,0.0113536888278656
1001,100,DCP,0.4702499999999999,0.0108036452181659
1501,150,DCP,0.4707499999999999,0.0097066343291585
1991,199,DCP,0.4755,0.0022707377655731
152,15,F1,0.47475,0.0051841103383319
502,50,F1,0.47575,0.0054914706591221
1002,100,F1,0.4752499999999999,0.005548085255293
1502,150,F1,0.476,0.005548085255293
1992,199,F1,0.4735,0.0018540496217739
153,15,Hostility,0.4679999999999999,0.0087767448407709
503,50,Hostility,0.4605,0.0152223109283708
1003,100,Hostility,0.4599999999999999,0.015637495003996
1503,150,Hostility,0.46575,0.0139362387321687
1993,199,Hostility,0.4684999999999999,0.0146682054117059
154,15,LSC,0.4745,0.0028777161083053
504,50,LSC,0.475,0.0026516504294495
1004,100,LSC,0.474,0.0018540496217739
1504,150,LSC,0.4745,0.0022707377655731
1994,199,LSC,0.4745,0.0022707377655731
155,15,N1,0.47225,0.0078759920010117
505,50,N1,0.4755,0.003010398644698
1005,100,N1,0.4755,0.0022707377655731
1505,150,N1,0.47575,0.0025920551691659
1995,199,N1,0.47575,0.0025920551691659
156,15,N2,0.474,0.0028504385627478
506,50,N2,0.475,0.0024999999999999
1006,100,N2,0.4752499999999999,0.0020539595906443
1506,150,N2,0.4752499999999999,0.0020539595906443
1996,199,N2,0.4752499999999999,0.0020539595906443
157,15,TD_U,0.47375,0.0023385358667337
507,50,TD_U,0.4707499999999999,0.0054914706591222
1007,100,TD_U,0.47125,0.0059292706128157
1507,150,TD_U,0.47225,0.0063982419460348
1997,199,TD_U,0.477,0.0053473124090518
158,15,Uniform,0.47225,0.0010458250331676
508,50,Uniform,0.4725,0.0008838834764831
1008,100,Uniform,0.47275,0.0010458250331676
1508,150,Uniform,0.47325,0.0014252192813739
1998,199,Uniform,0.473,0.0016770509831248
159,15,kDN,0.4747499999999999,0.0018540496217739
509,50,kDN,0.476,0.0024044230077089
1009,100,kDN,0.476,0.0024044230077089
1509,150,kDN,0.476,0.0024044230077089
1999,199,kDN,0.476,0.0024044230077089
