,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.9168,0.0097570487341203
500,50,CLD,0.9148,0.0070142711667001
1000,100,CLD,0.914,0.0061644140029689
1500,150,CLD,0.9144,0.0065421708935184
1990,199,CLD,0.9144,0.0051768716422179
151,15,DCP,0.9128,0.0075630681604756
501,50,DCP,0.9136,0.0045607017003965
1001,100,DCP,0.9164,0.0055497747702046
1501,150,DCP,0.9152,0.0046043457732885
1991,199,DCP,0.9156,0.0045607017003965
152,15,F1,0.9048,0.0088994381845148
502,50,F1,0.91,0.0050990195135928
1002,100,F1,0.9124,0.0032863353450309
1502,150,F1,0.9116,0.0055497747702046
1992,199,F1,0.9108,0.0076941536246685
153,15,Hostility,0.9164,0.008173126696681
503,50,Hostility,0.9176,0.0071274118724821
1003,100,Hostility,0.9164,0.0074027022093287
1503,150,Hostility,0.916,0.0067823299831252
1993,199,Hostility,0.9168,0.0080746516952745
154,15,LSC,0.9112,0.0104498803820904
504,50,LSC,0.914,0.008
1004,100,LSC,0.9144,0.009208691546577
1504,150,LSC,0.914,0.0077459666924148
1994,199,LSC,0.9132,0.0072938330115241
155,15,N1,0.9168,0.0072938330115241
505,50,N1,0.9176,0.0065421708935184
1005,100,N1,0.9164,0.0057271284253105
1505,150,N1,0.9196,0.0060663003552412
1995,199,N1,0.918,0.0074833147735478
156,15,N2,0.9148,0.0072938330115242
506,50,N2,0.9172,0.0048166378315169
1006,100,N2,0.9172,0.0033466401061362
1506,150,N2,0.9176,0.0043358966777357
1996,199,N2,0.9172,0.0054037024344424
157,15,TD_U,0.9108,0.0072938330115241
507,50,TD_U,0.9088,0.0084380092438916
1007,100,TD_U,0.9116,0.0065421708935184
1507,150,TD_U,0.9116,0.0065421708935184
1997,199,TD_U,0.912,0.0039999999999999
158,15,Uniform,0.9076,0.0074027022093286
508,50,Uniform,0.9104,0.0095289033996572
1008,100,Uniform,0.9132,0.0083186537372341
1508,150,Uniform,0.9112,0.0078230428862431
1998,199,Uniform,0.912,0.0081240384046359
159,15,kDN,0.9184,0.005899152481501
509,50,kDN,0.9176,0.0062289646009589
1009,100,kDN,0.9176,0.0072663608498339
1509,150,kDN,0.918,0.0070710678118654
1999,199,kDN,0.9168,0.0074296702484026
