,n_ensemble,weights,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split9,accuracy_std_split9
150,15,CLD,0.9013333333333332,0.0110805134257297,0.8946666666666667,0.0134060517014601,0.8960000000000001,0.0125609624542777,0.8843333333333334,0.0065192024052026
500,50,CLD,0.905,0.0100692049779954,0.8976666666666666,0.0110930408615291,0.898,0.0069121471177758,0.8896666666666666,0.0086120071218425
1000,100,CLD,0.9056666666666666,0.011522924011629,0.8993333333333332,0.0086281194036965,0.8993333333333332,0.0069322114476951,0.8913333333333334,0.0089287301573192
1500,150,CLD,0.9063333333333332,0.0112669625207704,0.8996666666666666,0.0098882646494608,0.8993333333333334,0.0068313005106397,0.8916666666666666,0.0089752746785574
1990,199,CLD,0.907,0.0115108644332213,0.901,0.0092496246170077,0.8976666666666666,0.0063025568003962,0.892,0.009817784316682
151,15,DCP,0.9036666666666668,0.0077638764659014,0.8996666666666666,0.0090829510622924,0.8976666666666666,0.0063025568003963,0.8953333333333333,0.0024720661623651
501,50,DCP,0.9053333333333332,0.0081137742964253,0.8993333333333332,0.0067288764127287,0.8986666666666666,0.0063900965042269,0.8966666666666667,0.0084162541153017
1001,100,DCP,0.9063333333333332,0.0106978710239207,0.9003333333333334,0.0096752835157999,0.8993333333333334,0.010041580220928,0.8960000000000001,0.0080450122574314
1501,150,DCP,0.9056666666666666,0.0114624992426995,0.901,0.0072264944628929,0.8986666666666666,0.0100967541539073,0.8939999999999999,0.0073219608788295
1991,199,DCP,0.9056666666666666,0.0114624992426995,0.9013333333333332,0.0081137742964254,0.8986666666666666,0.0089287301573192,0.8946666666666667,0.0059395098937351
152,15,F1,0.8956666666666667,0.0153478192442951,0.8933333333333333,0.0148136573621926,0.8916666666666666,0.0151382517704874,0.8923333333333334,0.0064117946872237
502,50,F1,0.9023333333333332,0.0103144989645105,0.897,0.0117497044880097,0.8949999999999999,0.0100692049779954,0.898,0.0085309892613798
1002,100,F1,0.901,0.0086281194036965,0.899,0.0076919871728095,0.8976666666666666,0.0105803801654025,0.8963333333333333,0.005451809077932
1502,150,F1,0.9043333333333332,0.0073219608788296,0.9003333333333334,0.0086922698736035,0.8976666666666666,0.0092496246170077,0.8956666666666667,0.0066248689714505
1992,199,F1,0.9026666666666668,0.0079582242575422,0.9,0.0090523170760002,0.8983333333333334,0.0069721668877839,0.8976666666666666,0.0067288764127287
153,15,Hostility,0.9003333333333334,0.0106978710239207,0.8993333333333334,0.0120531231545096,0.8933333333333333,0.0115470053837924,0.8939999999999999,0.0110930408615291
503,50,Hostility,0.9016666666666666,0.0096465307523251,0.9,0.0113651514141548,0.893,0.0068109389139008,0.8949999999999999,0.0096465307523251
1003,100,Hostility,0.904,0.0119373363863133,0.9016666666666666,0.011902380714238,0.8953333333333333,0.0059395098937351,0.8949999999999999,0.0087400737347512
1503,150,Hostility,0.905,0.0125277469819774,0.9013333333333332,0.0105013226680156,0.8963333333333333,0.006055300708195,0.8946666666666667,0.0085309892613798
1993,199,Hostility,0.905,0.0111180533867719,0.901,0.0110930408615291,0.8960000000000001,0.0088662907188468,0.8946666666666667,0.0086120071218425
154,15,LSC,0.8976666666666666,0.0097610336428976,0.8939999999999999,0.0050826502273256,0.8939999999999999,0.0101105005920687,0.8886666666666667,0.0121563883525403
504,50,LSC,0.9016666666666666,0.0079056941504209,0.8960000000000001,0.0052174919474995,0.898,0.0078528126595931,0.8916666666666666,0.0070710678118654
1004,100,LSC,0.9013333333333332,0.0066038709187196,0.8983333333333332,0.0071686043892022,0.8973333333333333,0.0071297498787358,0.8943333333333333,0.0103816076682649
1504,150,LSC,0.9013333333333332,0.0070118946559875,0.897,0.0049159604012508,0.8949999999999999,0.0080794664290271,0.892,0.0107625895273086
1994,199,LSC,0.9016666666666666,0.0058925565098879,0.8976666666666666,0.0054772255750516,0.8956666666666667,0.0074161984870956,0.8913333333333334,0.0107625895273086
155,15,N1,0.9023333333333332,0.0104482853457716,0.9036666666666668,0.010434983894999,0.9,0.0103413947049923,0.904,0.0097610336428975
505,50,N1,0.9046666666666668,0.0116904519445001,0.906,0.0118204154843314,0.903,0.0127693208729186,0.903,0.0095306523036639
1005,100,N1,0.9033333333333332,0.011960583412006,0.9066666666666666,0.0126381257400859,0.9036666666666668,0.0113284303119776,0.9036666666666668,0.0082831824265261
1505,150,N1,0.9046666666666668,0.009457507306074,0.9073333333333334,0.0103144989645105,0.904,0.0080450122574314,0.9043333333333332,0.0077817450199525
1995,199,N1,0.9036666666666668,0.0119837853414983,0.9063333333333332,0.010434983894999,0.905,0.0112422813026933,0.9043333333333332,0.0082999330653258
156,15,N2,0.8993333333333334,0.0116428327977153,0.8986666666666666,0.0064978628965393,0.8913333333333334,0.0095306523036638,0.8936666666666667,0.0036132472314464
506,50,N2,0.9046666666666668,0.0090061707240708,0.899,0.0104482853457716,0.9,0.0092044675143227,0.8933333333333333,0.0103413947049923
1006,100,N2,0.905,0.0078173595997057,0.9016666666666666,0.0100692049779954,0.898,0.0071102430025671,0.8943333333333333,0.0099023005183419
1506,150,N2,0.905,0.0067700320038633,0.901,0.0097610336428975,0.9,0.0085796917841558,0.8926666666666666,0.0086281194036965
