,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.89,0.01686342195404
500,50,CLD,0.8935000000000001,0.019088609168821
1000,100,CLD,0.8915,0.0177306232264971
1500,150,CLD,0.892,0.0198746069143518
1990,199,CLD,0.8915,0.0166395612922937
151,15,DCP,0.8905,0.013851895177195
501,50,DCP,0.8885,0.0175534896815419
1001,100,DCP,0.889,0.0168263186704638
1501,150,DCP,0.889,0.0179060045794699
1991,199,DCP,0.8895,0.0151451312308609
152,15,F1,0.883,0.0238746727726266
502,50,F1,0.8875,0.0164886324478411
1002,100,F1,0.8895,0.0142959784554958
1502,150,F1,0.889,0.0146415504643463
1992,199,F1,0.8865000000000001,0.0144265380462534
153,15,Hostility,0.89,0.0199999999999999
503,50,Hostility,0.8905,0.0168077363139715
1003,100,Hostility,0.8905,0.0168077363139715
1503,150,Hostility,0.89,0.0174104853464801
1993,199,Hostility,0.889,0.0158705702481038
154,15,LSC,0.8859999999999999,0.0154717484467658
504,50,LSC,0.889,0.0130623504776131
1004,100,LSC,0.8879999999999999,0.0099058063780794
1504,150,LSC,0.8875,0.0081009258730098
1994,199,LSC,0.8875,0.0107529065838032
155,15,N1,0.8895,0.0137386316640341
505,50,N1,0.889,0.0157718102955874
1005,100,N1,0.89,0.0173205080756887
1505,150,N1,0.889,0.018674849396983
1995,199,N1,0.89,0.0179408751180091
156,15,N2,0.889,0.0185909924425781
506,50,N2,0.889,0.0146415504643463
1006,100,N2,0.8880000000000001,0.0157519840020233
1506,150,N2,0.889,0.0157718102955874
1996,199,N2,0.8880000000000001,0.0148323969741912
157,15,TD_U,0.8945000000000001,0.0165264938810383
507,50,TD_U,0.8875,0.0128695376762337
1007,100,TD_U,0.8905,0.010062305898749
1507,150,TD_U,0.8895,0.0115108644332213
1997,199,TD_U,0.8879999999999999,0.0122983738762488
158,15,Uniform,0.8855000000000001,0.0161438842909629
508,50,Uniform,0.891,0.0156724280186575
1008,100,Uniform,0.8895,0.0194775511807824
1508,150,Uniform,0.8895,0.0166207701385946
1998,199,Uniform,0.889,0.0168263186704638
159,15,kDN,0.89,0.0151038074669932
509,50,kDN,0.8905,0.0145129252737
1009,100,kDN,0.8925000000000001,0.0176776695296637
1509,150,kDN,0.8905,0.0133930952359788
1999,199,kDN,0.89,0.0131101106021268
