,n_ensemble,weights,accuracy_mean_easy,accuracy_std_easy,accuracy_mean_hard,accuracy_std_hard,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_combo_extreme,accuracy_std_combo_extreme,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split2_extreme,accuracy_std_split2_extreme,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split4_extreme,accuracy_std_split4_extreme,accuracy_mean_split9,accuracy_std_split9,accuracy_mean_split9_extreme,accuracy_std_split9_extreme
155,15,N1,0.6718740629685158,0.0301188635206201,0.7132233883058471,0.0581592391179677,0.6856521739130435,0.0443083530955329,0.7218590704647676,0.0380609814906078,0.6993853073463269,0.0379022607766697,0.675232383808096,0.0293991492045017,0.7097751124437781,0.0503028831167273,0.6908845577211394,0.028349789919572,0.7063418290854573,0.0443804891509294,0.7184557721139431,0.0328542598495102
505,50,N1,0.7029535232383808,0.0194980090675768,0.7029085457271365,0.0524872118126813,0.6976911544227886,0.0465846489248568,0.68904047976012,0.0291281429921931,0.6977061469265367,0.0390484789728611,0.6838680659670164,0.0423290516778595,0.7149775112443778,0.0451983707843022,0.6838680659670164,0.0293733721133945,0.6976461769115442,0.0554042392589655,0.7028785607196402,0.0297590153081069
1005,100,N1,0.7029085457271365,0.0203456202842082,0.6873013493253374,0.0586497184611917,0.6959970014992504,0.0202361732404352,0.6959370314842579,0.0301839074088572,0.7097901049475263,0.027080027027391,0.7115142428785607,0.0297380478498876,0.7029085457271365,0.0323362448478631,0.6907946026986507,0.0313982637270309,0.699400299850075,0.0346209992166581,0.699400299850075,0.0318248780269909
1505,150,N1,0.7132683658170914,0.0121684280965126,0.6942278860569715,0.0634216800268268,0.6977211394302849,0.0225500538900315,0.6890704647676162,0.0220320568630688,0.7114992503748125,0.0305783498698077,0.7011394302848576,0.0273550238182599,0.714992503748126,0.0189319321475819,0.6960119940029985,0.0343151277154533,0.699415292353823,0.0315982977858607,0.7028935532233882,0.0325297861346687
1995,199,N1,0.7098050974512744,0.0141527766299899,0.6942278860569715,0.0598031082523343,0.6959970014992504,0.0333992135185766,0.6925187406296851,0.0180819322663936,0.7028485757121439,0.034802514918488,0.7029235382308846,0.0170459394228707,0.7132533733133434,0.0175783030612258,0.6890704647676162,0.0339743747667954,0.7045727136431784,0.0319464803186649,0.7080809595202399,0.0323292494628946
156,15,N2,0.7133133433283358,0.0279987064693023,0.6977511244377811,0.0443932251179616,0.7011694152923538,0.048157791398012,0.7184557721139431,0.0334149747168023,0.6787856071964018,0.0234250374692649,0.694287856071964,0.0226668609420974,0.711544227886057,0.0184127998019219,0.7046476761619191,0.0332095379878774,0.7114992503748125,0.0448622523694131,0.6907496251874063,0.0505313992912336
506,50,N2,0.7202248875562219,0.0253187724229066,0.7063268365817091,0.0473610262760782,0.7132533733133434,0.0274753431151838,0.7012293853073464,0.0356347482768774,0.6977211394302849,0.033211974519587,0.6959970014992504,0.0265851061299384,0.7184107946026986,0.027299873499453,0.7114842578710645,0.072008599072264,0.7098050974512744,0.0492928979698119,0.6993703148425787,0.0506655022193266
1006,100,N2,0.723688155922039,0.0347540417379335,0.7011244377811094,0.0536725875857982,0.7028785607196402,0.0438865247421038,0.7011844077961019,0.0173246473718108,0.7063568215892054,0.0216937436564448,0.6907946026986507,0.03476779882973,0.7166716641679161,0.0323488066718941,0.7097751124437781,0.0439982923396892,0.7080509745127437,0.032731102862173,0.6873313343328336,0.0332596286141881
1506,150,N2,0.7236731634182909,0.0290809359845424,0.7045877061469266,0.0444086148106348,0.715007496251874,0.0396601459854677,0.6873613193403298,0.0228395061034645,0.7011694152923538,0.0254373022231431,0.6821889055472263,0.0398981483253877,0.7028635682158921,0.0306040576558552,0.7132083958020989,0.0437082399229284,0.706311844077961,0.0332437176989482,0.6976911544227886,0.0301123327430577
1996,199,N2,0.730599700149925,0.0359962334452585,0.706311844077961,0.0505402060145969,0.6994602698650675,0.0364803154643743,0.6907946026986507,0.0325602096922452,0.6977061469265367,0.0265951972855103,0.68904047976012,0.0384725509978922,0.7046176911544227,0.0318745707068376,0.7080509745127437,0.0447244756392862,0.7132383808095952,0.0348386884419332,0.6925337331334334,0.0341779188998852
157,15,TD_U,0.6873613193403298,0.0385714247954434,0.678815592203898,0.0659997320742665,0.7045727136431784,0.044572293820839,0.7271514242878561,0.0201895231184898,0.7046776611694152,0.0183770274509584,0.6909145427286357,0.0299469117067994,0.6874512743628186,0.0340829603526682,0.7236431784107946,0.04103660805669,0.7080809595202399,0.0366393986216648,0.692623688155922,0.0462752134708137
507,50,TD_U,0.7080659670164918,0.0313625924373696,0.6857271364317841,0.0419707303356701,0.695952023988006,0.0293090506890379,0.728815592203898,0.0236810737519994,0.7097751124437781,0.0266388990322538,0.6994902548725637,0.0237643835474041,0.7132833583208396,0.0216990531678087,0.7064017991004498,0.0354109878562365,0.7131934032983509,0.0494521151158637,0.6943178410794604,0.0351344935036508
1007,100,TD_U,0.711544227886057,0.021225117944121,0.6874062968515743,0.0279819629672568,0.7115292353823088,0.0154850138649981,0.7201799100449775,0.0366293131656923,0.7218890554722639,0.0238352520173682,0.7029085457271365,0.0229220134356775,0.6959970014992504,0.01830809704164,0.7063868065967016,0.046437825253427,0.7131784107946026,0.0542595933729799,0.7029385307346327,0.0458263663912971
1507,150,TD_U,0.7201649175412294,0.0254480914361159,0.6891604197901049,0.0391136507801717,0.7132533733133434,0.0213922724079022,0.7132833583208396,0.0225390118116298,0.7184257871064468,0.0270582193100536,0.7028785607196403,0.030982499612506,0.711544227886057,0.0203309489861257,0.7098350824587707,0.0374545031936156,0.7184407796101949,0.0318892616449563,0.6943328335832084,0.0464015145084315
1997,199,TD_U,0.7167166416791604,0.0259385480226709,0.6891004497751124,0.0341379014050158,0.7149775112443779,0.0272462409199199,0.7236431784107946,0.0213958971216505,0.7167166416791604,0.0339980022850547,0.7115142428785608,0.0271241388740843,0.7132683658170914,0.0149126433763701,0.6994752623688155,0.0441670165334856,0.7115142428785607,0.0332761229760108,0.69952023988006,0.0450639661344402
158,15,Uniform,0.6752623688155922,0.0282537601562746,0.6891304347826087,0.0290638105509237,0.6890704647676162,0.0600557717052321,0.6736131934032984,0.032590811756518,0.7305247376311844,0.0324066792049831,0.6942428785607196,0.0310026616950313,0.7011544227886057,0.0544426252770114,0.6993853073463269,0.0567465623198603,0.7028785607196402,0.042159156463071,0.7063718140929536,0.0351980757391384
508,50,Uniform,0.6959670164917542,0.0442665066557955,0.706311844077961,0.0446871373889279,0.6872863568215892,0.0487654260332779,0.68904047976012,0.0443079345731167,0.7063568215892054,0.0383912546108784,0.7114842578710644,0.0540239899615047,0.701184407796102,0.044826533209316,0.6994452773613193,0.0305695735993364,0.6976761619190405,0.0447062032131237,0.7063418290854573,0.0292383902654338
1008,100,Uniform,0.7080659670164917,0.0397258420356187,0.7011394302848576,0.0472718005867504,0.6942278860569715,0.0267438700753041,0.695952023988006,0.0328933020945752,0.7011544227886057,0.0364560154731089,0.7011094452773613,0.0360281828300356,0.7114992503748125,0.0495834592222214,0.7028785607196403,0.022671954954396,0.6994302848575712,0.0406641988982163,0.6942428785607196,0.0285049548660399
1508,150,Uniform,0.7046326836581709,0.032828123155439,0.7028785607196403,0.0343927921610231,0.68904047976012,0.0327322101998328,0.6976611694152923,0.0381605388028209,0.7011244377811094,0.037341944988702,0.6959820089955022,0.0377586660808691,0.699400299850075,0.0400918094188728,0.6959670164917541,0.0249365272071563,0.7028635682158921,0.0461049778993077,0.695952023988006,0.0305505604273209
1998,199,Uniform,0.7149775112443778,0.0316617223113985,0.7028785607196403,0.0479333756853539,0.6873163418290854,0.0323489282701372,0.6890254872563718,0.041898971941675,0.7080359820089954,0.0436216616192601,0.6942278860569715,0.0376993281484871,0.6942278860569715,0.0496151932847033,0.6994602698650675,0.0190971632626395,0.7011244377811094,0.040675888078775,0.6942278860569715,0.0280989479649246
159,15,kDN,0.7219640179910045,0.0191345408310343,0.6856671664167917,0.0307904564885967,0.7011844077961019,0.044410133241193,0.7097451274362819,0.0475603066037222,0.7012143928035982,0.0313546539989524,0.7236281859070465,0.0373914741703076,0.7149775112443779,0.020197384451402,0.7201349325337331,0.0427230657354908,0.7080359820089954,0.029367010412946,0.7028935532233882,0.0387825312060993
509,50,kDN,0.7081109445277362,0.0113944754583312,0.6907946026986507,0.0592672323423261,0.7081259370314842,0.0184927079347017,0.7114992503748125,0.0259793853911631,0.6959820089955022,0.0261257337293827,0.7132833583208396,0.0326401475092525,0.7115592203898051,0.0082063246584362,0.7028485757121439,0.042494062711136,0.7098350824587707,0.02776961186925,0.6977061469265367,0.0251592573126556
1009,100,kDN,0.7150224887556222,0.0136753291046403,0.6925337331334334,0.0481667171120732,0.7080659670164918,0.0313625924373696,0.695952023988006,0.0390879401282513,0.690824587706147,0.0321561508262343,0.7236281859070465,0.0276845421583419,0.6994752623688155,0.0187863011701895,0.70976011994003,0.0406533426369698,0.7132383808095952,0.0450689849430054,0.6890854572713643,0.0270589046366217
1509,150,kDN,0.7270914542728636,0.0149745582254237,0.7080509745127437,0.0479327015901701,0.7063718140929536,0.0165164392057661,0.695952023988006,0.0376349920721868,0.6959970014992504,0.0265851061299384,0.723568215892054,0.0395173220354626,0.7011994002998501,0.0180405209386858,0.7028635682158921,0.0306040576558552,0.7114992503748125,0.0391096637905101,0.6942128935532234,0.0337460994571464
1999,199,kDN,0.725352323838081,0.0220506042840874,0.7080359820089954,0.0507118918361601,0.7063568215892054,0.0256204847565094,0.6994302848575712,0.0255011206669029,0.6994452773613193,0.0229294403404415,0.7097751124437781,0.0355949872542692,0.7080809595202399,0.0259537843132767,0.6942578710644678,0.0313814448953121,0.713223388305847,0.0399863243077157,0.6907646176911544,0.0391766272243705
