,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.6573333333333333,0.0067288764127288
500,50,CLD,0.6456666666666667,0.0081308739451003
1000,100,CLD,0.6513333333333333,0.0102333876220058
1500,150,CLD,0.6529999999999999,0.0116308975482453
1990,199,CLD,0.6679999999999999,0.0081989159174992
151,15,DCP,0.6426666666666667,0.0589090636301221
501,50,DCP,0.761,0.059542235243378
1001,100,DCP,0.7476666666666667,0.0682479140910385
1501,150,DCP,0.7636666666666667,0.0806518581448823
1991,199,DCP,0.683,0.0412882818996167
152,15,F1,0.6723333333333333,0.0030276503540975
502,50,F1,0.6723333333333333,0.0030276503540975
1002,100,F1,0.6723333333333333,0.0030276503540975
1502,150,F1,0.6723333333333333,0.0030276503540975
1992,199,F1,0.6723333333333333,0.0030276503540975
153,15,Hostility,0.6546666666666667,0.0133020466261566
503,50,Hostility,0.6576666666666666,0.0090215790684829
1003,100,Hostility,0.6606666666666666,0.0086281194036965
1503,150,Hostility,0.6599999999999999,0.0078173595997057
1993,199,Hostility,0.6613333333333333,0.0074907350180814
154,15,LSC,0.7513333333333334,0.068762877581827
504,50,LSC,0.7493333333333333,0.0703818947678385
1004,100,LSC,0.748,0.0690148937226998
1504,150,LSC,0.7470000000000001,0.0684084952489251
1994,199,LSC,0.7493333333333334,0.0703029160134912
155,15,N1,0.667,0.0093837921735061
505,50,N1,0.6673333333333333,0.0087082336517421
1005,100,N1,0.669,0.0056025787713239
1505,150,N1,0.6679999999999999,0.0073974470070574
1995,199,N1,0.6683333333333333,0.0067700320038633
156,15,N2,0.6673333333333333,0.0045030853620354
506,50,N2,0.6679999999999999,0.0050552502960344
1006,100,N2,0.6679999999999999,0.0050552502960344
1506,150,N2,0.6666666666666667,0.0057735026918963
1996,199,N2,0.6673333333333333,0.0052174919474995
157,15,TD_U,0.5970000000000001,0.0489103488253991
507,50,TD_U,0.556,0.0094721814922552
1007,100,TD_U,0.556,0.0089442719099991
1507,150,TD_U,0.5556666666666666,0.008787617550976
1997,199,TD_U,0.6073333333333333,0.0550201983113676
158,15,Uniform,0.6723333333333333,0.0030276503540975
508,50,Uniform,0.6706666666666667,0.0053489355119604
1008,100,Uniform,0.6706666666666667,0.0053489355119604
1508,150,Uniform,0.6706666666666667,0.0053489355119604
1998,199,Uniform,0.6706666666666667,0.0053489355119604
159,15,kDN,0.6643333333333333,0.0079582242575422
509,50,kDN,0.6643333333333333,0.0086281194036965
1009,100,kDN,0.6646666666666666,0.0088506120315678
1509,150,kDN,0.6643333333333333,0.0086281194036965
1999,199,kDN,0.6643333333333333,0.0086281194036965
