,n_ensemble,weights,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_combo_extreme,accuracy_std_combo_extreme,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split2_extreme,accuracy_std_split2_extreme,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split4_extreme,accuracy_std_split4_extreme,accuracy_mean_split9,accuracy_std_split9,accuracy_mean_split9_extreme,accuracy_std_split9_extreme
152,15,F1,0.971861471861472,0.0098002003659496,0.9683982683982684,0.0077439583636356,0.9731601731601732,0.0071132799675995,0.9731601731601732,0.0084664966301332,0.9744588744588744,0.0058079687727267,0.9744588744588744,0.0038719791818178,0.9748917748917748,0.0084664966301333,0.9735930735930736,0.0070802715297819
502,50,F1,0.9731601731601732,0.0075912025613637,0.9748917748917748,0.0049830581961996,0.9774891774891774,0.0066008444510722,0.9753246753246751,0.0044884072193349,0.9753246753246751,0.0049830581961997,0.9735930735930736,0.0056026749374653,0.9757575757575758,0.0056026749374653,0.9753246753246751,0.0064209510710784
1002,100,F1,0.9753246753246751,0.0064209510710785,0.9770562770562772,0.0069466694960524,0.9792207792207792,0.0056443310867555,0.9757575757575758,0.0028221655433778,0.9761904761904764,0.0034223784200956,0.9753246753246751,0.0049830581961996,0.9757575757575758,0.0056026749374653,0.9787878787878788,0.0051676780893131
1502,150,F1,0.9757575757575758,0.0035566399837998,0.9753246753246751,0.0062358702557956,0.9774891774891774,0.0049830581961996,0.9761904761904764,0.00265096292509,0.9757575757575758,0.0028221655433777,0.9766233766233766,0.0044359094224933,0.9748917748917748,0.0062358702557956,0.9783549783549784,0.0037490277220105
1992,199,F1,0.9753246753246751,0.0042193914912592,0.9774891774891774,0.0067759635681811,0.977922077922078,0.0032104755355392,0.9766233766233766,0.0023710933225332,0.9766233766233766,0.0041635030436518,0.9761904761904764,0.0045916024752373,0.9770562770562772,0.0058481628078382,0.9787878787878788,0.0049358243510785
153,15,Hostility,0.9688311688311688,0.0083270060873035,0.97012987012987,0.0049358243510785,0.97012987012987,0.0106479427499989,0.9705627705627704,0.0049830581961997,0.9714285714285716,0.0058079687727267,0.9714285714285716,0.0038719791818178,0.9731601731601732,0.0049830581961996,0.9670995670995672,0.0070802715297818
503,50,Hostility,0.9709956709956712,0.0066008444510722,0.97012987012987,0.0053895669255362,0.9692640692640692,0.0074037365266177,0.9714285714285712,0.0088453752128582,0.9722943722943722,0.0063843641574686,0.9744588744588744,0.0053895669255362,0.9727272727272728,0.0074353091070639,0.971861471861472,0.0073401839644212
1003,100,Hostility,0.9709956709956712,0.0090028720099936,0.9727272727272728,0.0069466694960524,0.9714285714285712,0.0098478901870799,0.9731601731601732,0.0084664966301333,0.9714285714285712,0.0070802715297818,0.9722943722943724,0.0082988266288661,0.9744588744588744,0.0067413036806915,0.9709956709956712,0.0077439583636356
1503,150,Hostility,0.9722943722943724,0.0082988266288661,0.9714285714285716,0.0075602810374775,0.9722943722943724,0.0096070740351394,0.9735930735930736,0.0069128655509399,0.974025974025974,0.0066714437261568,0.9722943722943724,0.0081564691261544,0.9735930735930736,0.0072438097535417,0.971861471861472,0.0086580086580086
1993,199,Hostility,0.9731601731601732,0.0077439583636356,0.9709956709956712,0.0060451255600731,0.9735930735930736,0.0085764557385969,0.9744588744588744,0.0074037365266177,0.9753246753246751,0.0075912025613636,0.9727272727272728,0.0095090401023761,0.9735930735930736,0.0072438097535417,0.9722943722943724,0.0084387829825185
154,15,LSC,0.9709956709956712,0.0078937586704807,0.9744588744588744,0.0069128655509399,0.9705627705627704,0.010887252242389,0.9714285714285712,0.010312666016945,0.9692640692640692,0.0053895669255362,0.974025974025974,0.0055184193870051,0.9714285714285716,0.0082988266288661,0.9748917748917748,0.0067759635681811
504,50,LSC,0.9705627705627704,0.0091320446362463,0.9735930735930736,0.0091063566960877,0.9744588744588744,0.0078640268937597,0.9748917748917748,0.0067759635681811,0.9748917748917748,0.0062358702557956,0.9757575757575758,0.0056026749374652,0.9722943722943724,0.0085764557385969,0.9735930735930736,0.0116963256156764
1004,100,LSC,0.971861471861472,0.0076526707920622,0.9731601731601732,0.0069466694960524,0.9744588744588744,0.0074037365266177,0.974025974025974,0.0082421786859998,0.9757575757575758,0.0060062497513037,0.9761904761904764,0.0063105539987503,0.974025974025974,0.0083830808359468,0.9761904761904764,0.0087922493556666
1504,150,LSC,0.9731601731601732,0.0087388005360114,0.9731601731601732,0.0067759635681811,0.9757575757575758,0.0075602810374774,0.9753246753246751,0.0072760763263946,0.9757575757575758,0.0067413036806915,0.9757575757575758,0.007713649212643,0.9744588744588744,0.0082988266288661,0.9753246753246751,0.0081851387018134
1994,199,LSC,0.9731601731601732,0.009871648702157,0.9731601731601732,0.0062358702557956,0.9753246753246751,0.0072760763263946,0.9753246753246751,0.0081851387018134,0.9753246753246751,0.0075912025613637,0.9753246753246751,0.0087388005360113,0.9744588744588744,0.0085764557385969,0.9757575757575758,0.0088453752128582
155,15,N1,0.9705627705627704,0.0081851387018133,0.9692640692640692,0.0078640268937596,0.971861471861472,0.0089244710511204,0.9692640692640692,0.0088453752128581,0.9714285714285716,0.0100829564492226,0.97012987012987,0.0065652601247199,0.967965367965368,0.0082988266288661,0.967965367965368,0.0082988266288661
505,50,N1,0.971861471861472,0.0076526707920622,0.9727272727272728,0.0084664966301333,0.971861471861472,0.0073401839644212,0.9705627705627704,0.0087388005360114,0.9705627705627704,0.0066008444510722,0.9714285714285716,0.0074037365266178,0.9709956709956712,0.0074353091070639,0.971861471861472,0.0082421786859999
1005,100,N1,0.9705627705627704,0.0087388005360114,0.97012987012987,0.0093600642036535,0.971861471861472,0.0066714437261569,0.9731601731601732,0.0081851387018134,0.9714285714285712,0.0080115824776284,0.974025974025974,0.0086580086580086,0.9731601731601732,0.0095090401023761,0.9722943722943724,0.0067413036806915
1505,150,N1,0.971861471861472,0.0082421786859999,0.9714285714285712,0.0084387829825186,0.9709956709956712,0.0078937586704807,0.971861471861472,0.01060385170036,0.9722943722943724,0.0075602810374774,0.9735930735930736,0.0082988266288661,0.9731601731601732,0.0090028720099937,0.9731601731601732,0.0083270060873036
1995,199,N1,0.971861471861472,0.0082421786859999,0.971861471861472,0.00795288877527,0.9714285714285716,0.0075602810374775,0.971861471861472,0.01060385170036,0.9727272727272728,0.0075912025613636,0.9722943722943724,0.0080115824776284,0.9722943722943724,0.00897681443867,0.9731601731601732,0.0078937586704807
156,15,N2,0.9722943722943724,0.0107573797747092,0.9722943722943724,0.0075602810374774,0.9753246753246751,0.0075912025613636,0.9683982683982684,0.0081851387018134,0.9757575757575758,0.0065652601247199,0.9696969696969696,0.0125279620160067,0.9735930735930736,0.0099661163923994,0.9727272727272728,0.0119145964887644
506,50,N2,0.9714285714285716,0.0111844248335617,0.9731601731601732,0.0084664966301333,0.977922077922078,0.0070802715297818,0.974025974025974,0.00795288877527,0.9757575757575758,0.0056026749374652,0.9744588744588744,0.007713649212643,0.9757575757575758,0.0061981909364833,0.9753246753246751,0.0081851387018134
1006,100,N2,0.9744588744588744,0.007713649212643,0.9744588744588744,0.0080115824776284,0.9774891774891774,0.0056443310867555,0.9757575757575758,0.0074037365266178,0.9770562770562772,0.0066008444510722,0.9774891774891774,0.0081851387018134,0.9757575757575758,0.0053895669255362,0.974025974025974,0.0070137886346405
1506,150,N2,0.9748917748917748,0.0069466694960524,0.9744588744588744,0.0061981909364832,0.9787878787878788,0.0056026749374652,0.9757575757575758,0.0074037365266177,0.9761904761904764,0.00530192585018,0.9761904761904764,0.0073401839644212,0.9761904761904764,0.0061221366336497,0.9753246753246751,0.0058481628078382
1996,199,N2,0.9748917748917748,0.0069466694960524,0.9727272727272728,0.0058481628078382,0.9783549783549784,0.0070137886346405,0.9761904761904764,0.0061221366336497,0.9744588744588744,0.0056026749374653,0.9766233766233766,0.0067413036806915,0.9744588744588744,0.0067413036806915,0.9757575757575758,0.0065652601247199
157,15,TD_U,0.9584415584415584,0.0117960403406395,0.9619047619047618,0.0091320446362462,0.9636363636363636,0.0116963256156764,0.9645021645021644,0.01330772826748,0.9632034632034632,0.01271357156328,0.9601731601731602,0.0081851387018134,0.9645021645021644,0.0054328573151563,0.9640692640692642,0.0095090401023761
507,50,TD_U,0.9632034632034632,0.0100363836531339,0.9653679653679652,0.00795288877527,0.9675324675324676,0.0085216535433027,0.9653679653679652,0.0090547621919271,0.97012987012987,0.0105373692161368,0.9666666666666666,0.0072760763263946,0.9683982683982684,0.0091320446362463,0.9688311688311688,0.0086037259369488
1007,100,TD_U,0.9653679653679652,0.0101524150645528,0.9623376623376624,0.0102214016910109,0.9692640692640692,0.01097297996159,0.9653679653679652,0.0082421786859998,0.97012987012987,0.0111844248335617,0.9662337662337664,0.0062358702557956,0.9696969696969696,0.0101524150645528,0.9675324675324676,0.0086580086580086
1507,150,TD_U,0.9636363636363636,0.0127503692424443,0.964069264069264,0.0111003302207429,0.9670995670995672,0.0114943013396984,0.9662337662337664,0.0099895937309214,0.9692640692640692,0.01097297996159,0.9675324675324676,0.0087922493556665,0.9683982683982684,0.0099895937309214,0.9675324675324676,0.0086580086580086
1997,199,TD_U,0.9658008658008658,0.010647942749999,0.9645021645021644,0.0115146632712298,0.9670995670995672,0.010312666016945,0.967965367965368,0.0100829564492226,0.9683982683982684,0.0099895937309214,0.9675324675324676,0.0085216535433028,0.9692640692640692,0.0117960403406395,0.9692640692640692,0.0093600642036535
158,15,Uniform,0.9714285714285712,0.007713649212643,0.9731601731601732,0.0044884072193349,0.9731601731601732,0.0064209510710785,0.971861471861472,0.0100363836531338,0.974025974025974,0.0043290043290043,0.9727272727272728,0.0074353091070639,0.9714285714285716,0.0094843732901327,0.9709956709956712,0.0093850577440168
508,50,Uniform,0.9753246753246751,0.0072760763263946,0.9757575757575758,0.0049358243510785,0.9744588744588744,0.0061981909364832,0.9722943722943724,0.0074037365266177,0.974025974025974,0.0063105539987503,0.9753246753246751,0.0067759635681812,0.974025974025974,0.0093098758301327,0.9748917748917748,0.0075912025613637
1008,100,Uniform,0.9753246753246751,0.0054328573151563,0.9748917748917748,0.0056443310867555,0.9753246753246751,0.0078937586704807,0.974025974025974,0.0066714437261569,0.9753246753246751,0.0062358702557956,0.9748917748917748,0.0077439583636356,0.9735930735930736,0.0072438097535417,0.9744588744588744,0.0070802715297818
1508,150,Uniform,0.9731601731601732,0.0075912025613637,0.974025974025974,0.0070137886346405,0.9735930735930736,0.007713649212643,0.974025974025974,0.0055184193870051,0.9753246753246751,0.0062358702557956,0.9753246753246751,0.0067759635681812,0.9753246753246751,0.0062358702557956,0.974025974025974,0.0064935064935065
1998,199,Uniform,0.974025974025974,0.0066714437261569,0.974025974025974,0.0073401839644213,0.9744588744588744,0.0082988266288661,0.9753246753246751,0.0049830581961997,0.9748917748917748,0.0066008444510722,0.974025974025974,0.0064935064935064,0.9744588744588744,0.0070802715297818,0.9744588744588744,0.0058079687727267
159,15,kDN,0.964069264069264,0.0141605430595637,0.9688311688311688,0.0049830581961996,0.9696969696969696,0.0130768895818123,0.9666666666666668,0.0071132799675995,0.9731601731601732,0.0044884072193349,0.971861471861472,0.0091832049504746,0.9735930735930736,0.0084387829825186,0.9688311688311688,0.0078937586704807
509,50,kDN,0.9705627705627704,0.0039320134468798,0.9696969696969696,0.0089244710511204,0.971861471861472,0.0071788415375658,0.974025974025974,0.0068447568401912,0.9744588744588744,0.0060062497513037,0.9727272727272728,0.0081851387018134,0.9735930735930736,0.0080115824776284,0.9714285714285712,0.0070802715297818
1009,100,kDN,0.9709956709956712,0.0080407686671024,0.9696969696969696,0.0080988255124977,0.9753246753246751,0.0072760763263946,0.9722943722943724,0.007713649212643,0.9753246753246751,0.0062358702557956,0.9731601731601732,0.0064209510710784,0.9748917748917748,0.0077439583636356,0.9735930735930736,0.0067413036806915
1509,150,kDN,0.9714285714285712,0.007713649212643,0.9696969696969696,0.0080988255124977,0.9735930735930736,0.0070802715297818,0.9731601731601732,0.0072760763263946,0.9744588744588744,0.0063843641574686,0.974025974025974,0.0073401839644212,0.9735930735930736,0.0080115824776284,0.974025974025974,0.0059277333063329
1999,199,kDN,0.974025974025974,0.0071788415375657,0.9705627705627704,0.0084664966301333,0.974025974025974,0.0073401839644212,0.9735930735930736,0.0072438097535417,0.9744588744588744,0.0063843641574686,0.9731601731601732,0.0084664966301333,0.974025974025974,0.00795288877527,0.9753246753246751,0.0058481628078382
