,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.6895,0.0123827837473378
500,50,CLD,0.6918333333333333,0.0114624992426996
1000,100,CLD,0.6910000000000001,0.0115830335692627
1500,150,CLD,0.6916666666666667,0.011380416903123
1990,199,CLD,0.6915,0.0112946644237199
151,15,DCP,0.6916666666666667,0.0114412751814549
501,50,DCP,0.6916666666666667,0.0114867072934085
1001,100,DCP,0.6910000000000001,0.0110773793531382
1501,150,DCP,0.6908333333333333,0.0110239637961024
1991,199,DCP,0.6908333333333333,0.0110239637961024
152,15,F1,0.6851666666666667,0.0157938103206428
502,50,F1,0.6903333333333334,0.0107464464410851
1002,100,F1,0.6906666666666667,0.0108557460463213
1502,150,F1,0.6906666666666667,0.0108876841737197
1992,199,F1,0.6921666666666667,0.0118233525984243
153,15,Hostility,0.6941666666666666,0.0142278092324698
503,50,Hostility,0.6910000000000001,0.011432167093095
1003,100,Hostility,0.6908333333333333,0.011410886614691
1503,150,Hostility,0.6911666666666666,0.0111741268612411
1993,199,Hostility,0.6910000000000001,0.0111086802896553
154,15,LSC,0.6911666666666666,0.0118086597226122
504,50,LSC,0.6910000000000001,0.0106621084010413
1004,100,LSC,0.6915,0.0113406838908026
1504,150,LSC,0.6910000000000001,0.0111086802896553
1994,199,LSC,0.6906666666666667,0.0109671225842414
155,15,N1,0.6946666666666667,0.0139019383140944
505,50,N1,0.6908333333333333,0.0109449379471364
1005,100,N1,0.6910000000000001,0.011014510631183
1505,150,N1,0.6906666666666667,0.0108876841737197
1995,199,N1,0.6910000000000001,0.011014510631183
156,15,N2,0.6911666666666667,0.0110491326959781
506,50,N2,0.6915,0.0112020583426043
1006,100,N2,0.6908333333333333,0.0109449379471364
1506,150,N2,0.6911666666666667,0.0110648341856331
1996,199,N2,0.6910000000000001,0.011014510631183
157,15,TD_U,0.6915,0.0120818964662929
507,50,TD_U,0.6913333333333334,0.0115108644332213
1007,100,TD_U,0.6913333333333334,0.0112669625207703
1507,150,TD_U,0.6908333333333333,0.0110239637961024
1997,199,TD_U,0.6913333333333334,0.0114957721697056
158,15,Uniform,0.6908333333333333,0.0110239637961024
508,50,Uniform,0.6913333333333334,0.0112206407026416
1008,100,Uniform,0.6913333333333334,0.0112206407026416
1508,150,Uniform,0.6910000000000001,0.011014510631183
1998,199,Uniform,0.6913333333333334,0.0112206407026416
159,15,kDN,0.687,0.0130117468295212
509,50,kDN,0.6906666666666667,0.0108876841737197
1009,100,kDN,0.6908333333333333,0.0109449379471364
1509,150,kDN,0.6908333333333333,0.0109449379471364
1999,199,kDN,0.6908333333333333,0.0109449379471364
