,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.661,0.0232916293977042
500,50,CLD,0.675,0.0206155281280882
1000,100,CLD,0.682,0.0238746727726266
1500,150,CLD,0.677,0.0207966343430853
1990,199,CLD,0.677,0.0261247009552262
151,15,DCP,0.6799999999999999,0.0333541601603158
501,50,DCP,0.679,0.0309030742807248
1001,100,DCP,0.682,0.0292831009286926
1501,150,DCP,0.682,0.0225277606521375
1991,199,DCP,0.677,0.0236114379062351
152,15,F1,0.662,0.0182345825288104
502,50,F1,0.663,0.0301247406627841
1002,100,F1,0.651,0.0243413228892761
1502,150,F1,0.657,0.0279732014613987
1992,199,F1,0.665,0.0302076149339864
153,15,Hostility,0.658,0.0281957443597433
503,50,Hostility,0.666,0.0315039680040467
1003,100,Hostility,0.669,0.0243413228892761
1503,150,Hostility,0.677,0.0251495526799185
1993,199,Hostility,0.675,0.0285043856274784
154,15,LSC,0.664,0.035951356024495
504,50,LSC,0.6679999999999999,0.018907670401189
1004,100,LSC,0.667,0.0352845575287546
1504,150,LSC,0.665,0.0407737660757502
1994,199,LSC,0.659,0.0373162163140905
155,15,N1,0.661,0.0267861904719577
505,50,N1,0.666,0.0230217288664426
1005,100,N1,0.6679999999999999,0.028853076092507
1505,150,N1,0.669,0.0304959013639537
1995,199,N1,0.675,0.0322102468168127
156,15,N2,0.673,0.0275227178890457
506,50,N2,0.6759999999999999,0.0294533529500462
1006,100,N2,0.669,0.0307001628660174
1506,150,N2,0.67,0.0306186217847897
1996,199,N2,0.675,0.0348209706929602
157,15,TD_U,0.65,0.0247487373415291
507,50,TD_U,0.648,0.0277488738510232
1007,100,TD_U,0.653,0.0376828873628335
1507,150,TD_U,0.658,0.0386652298583624
1997,199,TD_U,0.653,0.0441021541423998
158,15,Uniform,0.658,0.0394651745213422
508,50,Uniform,0.663,0.0391471582621267
1008,100,Uniform,0.673,0.0356370593624109
1508,150,Uniform,0.678,0.0313448560373149
1998,199,Uniform,0.6769999999999999,0.0294957624075052
159,15,kDN,0.683,0.0279732014613986
509,50,kDN,0.675,0.0206155281280882
1009,100,kDN,0.677,0.0275227178890457
1509,150,kDN,0.672,0.0279732014613987
1999,199,kDN,0.677,0.0236114379062351
