,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.8375,0.0090571104663683
500,50,CLD,0.837,0.0093374246984915
1000,100,CLD,0.83775,0.0091600354802806
1500,150,CLD,0.8375,0.0098821176880261
1990,199,CLD,0.8385,0.0090743457064407
151,15,DCP,0.8525,0.0099215674164921
501,50,DCP,0.85025,0.0071479892277479
1001,100,DCP,0.851,0.0077257685701812
1501,150,DCP,0.85275,0.0087231731611838
1991,199,DCP,0.85175,0.0091258561242219
152,15,F1,0.8404999999999999,0.0139921853189557
502,50,F1,0.8472500000000001,0.0126676260601582
1002,100,F1,0.8470000000000001,0.0125187359585542
1502,150,F1,0.8472500000000001,0.0137044700736657
1992,199,F1,0.8487500000000001,0.0124373429638327
153,15,Hostility,0.86075,0.008687275176947
503,50,Hostility,0.8594999999999999,0.0080816149376222
1003,100,Hostility,0.861,0.0076750407165043
1503,150,Hostility,0.859,0.0065788486834703
1993,199,Hostility,0.85925,0.0051234753829798
154,15,LSC,0.852,0.0122983738762488
504,50,LSC,0.85775,0.0122601998352392
1004,100,LSC,0.85925,0.0084131593352319
1504,150,LSC,0.8547499999999999,0.0115040753648435
1994,199,LSC,0.8554999999999999,0.0085055129181019
155,15,N1,0.8550000000000001,0.0092702481088696
505,50,N1,0.85875,0.0089704375590046
1005,100,N1,0.857,0.0111313184304465
1505,150,N1,0.85775,0.0115379807592143
1995,199,N1,0.85775,0.0124812359163665
156,15,N2,0.8535,0.0086782774788548
506,50,N2,0.8560000000000001,0.0094124252985083
1006,100,N2,0.8554999999999999,0.0122027148618658
1506,150,N2,0.85725,0.0108036452181659
1996,199,N2,0.857,0.011476878931138
157,15,TD_U,0.8365,0.0139025627133992
507,50,TD_U,0.8445,0.0160711309496251
1007,100,TD_U,0.8452500000000001,0.0166160690297073
1507,150,TD_U,0.84575,0.0164316767251549
1997,199,TD_U,0.8452500000000001,0.0152428261815189
158,15,Uniform,0.83925,0.0121385233863102
508,50,Uniform,0.842,0.0160468065358811
1008,100,Uniform,0.8432499999999999,0.0143232765106311
1508,150,Uniform,0.842,0.0126429328084903
1998,199,Uniform,0.844,0.0139866007306993
159,15,kDN,0.85625,0.0091429617739548
509,50,kDN,0.8595,0.0090829510622924
1009,100,kDN,0.8620000000000001,0.0094620954338877
1509,150,kDN,0.86075,0.0096258116540892
1999,199,kDN,0.86175,0.0090398423658822
