,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.9573333333333334,0.0110930408615291
500,50,CLD,0.9576666666666668,0.0095452140421842
1000,100,CLD,0.958,0.0086922698736035
1500,150,CLD,0.9583333333333334,0.0095014618758261
1990,199,CLD,0.9593333333333334,0.0099721835344343
151,15,DCP,0.953,0.0119256958799988
501,50,DCP,0.957,0.0119256958799989
1001,100,DCP,0.9566666666666668,0.01
1501,150,DCP,0.957,0.0113895663755132
1991,199,DCP,0.957,0.0115108644332213
152,15,F1,0.9566666666666668,0.0092044675143227
502,50,F1,0.9556666666666668,0.0134680692338912
1002,100,F1,0.957,0.0096752835158
1502,150,F1,0.9566666666666668,0.0097894501037255
1992,199,F1,0.9573333333333334,0.0096176920308356
153,15,Hostility,0.9543333333333331,0.014841757907262
503,50,Hostility,0.9556666666666668,0.0103816076682649
1003,100,Hostility,0.9556666666666668,0.0106458129484475
1503,150,Hostility,0.9583333333333334,0.0103413947049923
1993,199,Hostility,0.9583333333333334,0.0106066017177982
154,15,LSC,0.9526666666666668,0.010903618155864
504,50,LSC,0.956,0.0118204154843314
1004,100,LSC,0.9556666666666668,0.0116428327977153
1504,150,LSC,0.9563333333333331,0.0110176625873589
1994,199,LSC,0.9573333333333334,0.0105145401970583
155,15,N1,0.9526666666666668,0.0146534030935555
505,50,N1,0.956,0.0099023005183419
1005,100,N1,0.9563333333333331,0.0109544511501033
1505,150,N1,0.9576666666666668,0.0097610336428975
1995,199,N1,0.9573333333333334,0.0091742392963485
156,15,N2,0.9543333333333331,0.0101789543230683
506,50,N2,0.957,0.0098882646494608
1006,100,N2,0.9563333333333331,0.0116308975482453
1506,150,N2,0.9566666666666668,0.0104083299973306
1996,199,N2,0.9573333333333334,0.0099721835344344
157,15,TD_U,0.9533333333333334,0.0110554159678513
507,50,TD_U,0.9556666666666668,0.0082158383625774
1007,100,TD_U,0.957,0.0100277393043275
1507,150,TD_U,0.9563333333333331,0.0078528126595931
1997,199,TD_U,0.9563333333333331,0.0093837921735061
158,15,Uniform,0.9526666666666668,0.0074161984870956
508,50,Uniform,0.9533333333333334,0.0084162541153017
1008,100,Uniform,0.9576666666666668,0.0097610336428975
1508,150,Uniform,0.9593333333333334,0.0097610336428976
1998,199,Uniform,0.9576666666666668,0.0093244004871328
159,15,kDN,0.952,0.0115108644332213
509,50,kDN,0.9556666666666668,0.0132077418374393
1009,100,kDN,0.958,0.0122133806403742
1509,150,kDN,0.9583333333333334,0.0088191710368819
1999,199,kDN,0.9593333333333334,0.0096176920308356
