,n_ensemble,weights,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split9,accuracy_std_split9
150,15,CLD,0.649,0.0436463056855903,0.653,0.0171755640373176,0.654,0.0277037903543901,0.646,0.0267861904719577
500,50,CLD,0.687,0.0210950231097289,0.654,0.0294533529500462,0.648,0.034022051672408,0.654,0.0437892680916226
1000,100,CLD,0.6839999999999999,0.0096176920308356,0.669,0.0143178210632763,0.654,0.0389551023615649,0.657,0.0433877862998333
1500,150,CLD,0.688,0.0195576072156079,0.656,0.0243413228892761,0.646,0.0379802580296658,0.656,0.0402181551043804
1990,199,CLD,0.687,0.0216794833886788,0.661,0.0248495472795783,0.647,0.0358120091589399,0.654,0.0481404196076436
151,15,DCP,0.675,0.0145773797371132,0.677,0.0230759615184286,0.661,0.0198116127561589,0.672,0.0251495526799185
501,50,DCP,0.6859999999999999,0.0155724115023973,0.667,0.0345687720348871,0.673,0.0248997991959774,0.663,0.0241350367722943
1001,100,DCP,0.693,0.0198746069143517,0.6759999999999999,0.015165750888103,0.667,0.0311448230047948,0.67,0.0206155281280882
1501,150,DCP,0.698,0.0185741756210066,0.674,0.0348926926447357,0.664,0.0364691650576209,0.671,0.020124611797498
1991,199,DCP,0.696,0.0181659021245849,0.673,0.0258843582110895,0.666,0.032672618505409,0.67,0.0242383992870816
152,15,F1,0.647,0.0144048602908879,0.665,0.019364916731037,0.651,0.0320936130717624,0.658,0.0414728827066554
502,50,F1,0.649,0.0281513765205185,0.674,0.0221923410211721,0.678,0.0258843582110895,0.6599999999999999,0.0302076149339864
1002,100,F1,0.659,0.0288097205817758,0.665,0.0234520787991171,0.666,0.0315039680040467,0.654,0.0338008875623111
1502,150,F1,0.666,0.0300832179129826,0.666,0.0263153947338815,0.666,0.0245967477524976,0.658,0.0400936403934589
1992,199,F1,0.666,0.0272488531868774,0.662,0.0265988721565407,0.664,0.0288097205817758,0.657,0.0371819848851563
153,15,Hostility,0.6980000000000001,0.0428077095860079,0.672,0.0275227178890457,0.6599999999999999,0.0231840462387392,0.658,0.0329013677527241
503,50,Hostility,0.6799999999999999,0.02783882181415,0.681,0.0207364413533277,0.657,0.0370135110466435,0.659,0.0290258505474
1003,100,Hostility,0.6839999999999999,0.0302902624617218,0.683,0.0241350367722943,0.657,0.0294957624075052,0.651,0.0364691650576209
1503,150,Hostility,0.687,0.0297069015550258,0.68,0.0226384628453435,0.662,0.0275227178890457,0.656,0.0348926926447358
1993,199,Hostility,0.693,0.0268328157299974,0.6759999999999999,0.0253475837112731,0.6599999999999999,0.0297909382195324,0.654,0.0263153947338815
154,15,LSC,0.666,0.0263153947338815,0.667,0.0453596737201669,0.658,0.0258843582110895,0.659,0.046690470119715
504,50,LSC,0.674,0.0391152144312158,0.669,0.0371483512420134,0.673,0.0275227178890457,0.6599999999999999,0.0404660351405965
1004,100,LSC,0.674,0.0429243520626694,0.674,0.0361247837363768,0.67,0.031024184114977,0.67,0.0385681215513537
1504,150,LSC,0.678,0.036844266853881,0.679,0.0435028734683124,0.669,0.0338008875623111,0.665,0.0348209706929603
1994,199,LSC,0.678,0.034749100707788,0.6689999999999999,0.0334290293008935,0.665,0.0273861278752582,0.667,0.0332791225845874
155,15,N1,0.679,0.0433589667773575,0.688,0.0160468065358811,0.67,0.0106066017177982,0.666,0.0227486263321546
505,50,N1,0.669,0.035951356024495,0.6759999999999999,0.0185067555233217,0.668,0.0192353840616713,0.661,0.017102631376487
1005,100,N1,0.682,0.0256417628099161,0.683,0.0213892496362074,0.67,0.0203100960115898,0.664,0.0178185296812054
1505,150,N1,0.686,0.0230217288664426,0.678,0.0281957443597433,0.6679999999999999,0.0207966343430853,0.67,0.0141421356237309
1995,199,N1,0.675,0.0262202212042537,0.674,0.0281513765205184,0.669,0.0277037903543901,0.665,0.0122474487139158
156,15,N2,0.679,0.0267861904719577,0.67,0.0196850196850295,0.675,0.0367423461417476,0.65,0.0223606797749979
506,50,N2,0.681,0.0270185121722125,0.6759999999999999,0.0288097205817758,0.678,0.0144048602908878,0.662,0.0248997991959774
1006,100,N2,0.685,0.0239791576165635,0.6799999999999999,0.0293683503111768,0.675,0.0220794021658195,0.661,0.0250998007960222
1506,150,N2,0.688,0.0168077363139715,0.677,0.0297069015550258,0.675,0.0273861278752582,0.663,0.0284165444767656
1996,199,N2,0.6890000000000001,0.015165750888103,0.677,0.0297069015550258,0.673,0.0284165444767656,0.67,0.0302076149339863
157,15,TD_U,0.662,0.0404042077016737,0.656,0.0272488531868774,0.656,0.0298747384925792,0.658,0.0363318042491699
507,50,TD_U,0.662,0.0248997991959774,0.666,0.0213307290077015,0.671,0.0216217483104396,0.663,0.04522167621838
1007,100,TD_U,0.662,0.0198746069143517,0.666,0.0248495472795783,0.669,0.0270185121722125,0.661,0.0341686991265397
1507,150,TD_U,0.66,0.0154110350074224,0.662,0.0160468065358812,0.667,0.0329013677527241,0.663,0.0358120091589399
1997,199,TD_U,0.659,0.0119373363863133,0.657,0.0182345825288104,0.665,0.0310241841149771,0.665,0.0320156211871641
158,15,Uniform,0.659,0.0194935886896179,0.665,0.0412310562561765,0.662,0.0246475150877324,0.651,0.0429243520626695
508,50,Uniform,0.6679999999999999,0.0299165506033031,0.667,0.0432434966208793,0.663,0.0265988721565407,0.661,0.0462871472441324
1008,100,Uniform,0.672,0.0347491007077881,0.665,0.0379143772202577,0.669,0.0334290293008935,0.661,0.0460163014593741
1508,150,Uniform,0.673,0.0416233107765348,0.665,0.0344601218802255,0.667,0.0265988721565407,0.661,0.037815340802378
1998,199,Uniform,0.675,0.0404660351405966,0.67,0.0353553390593273,0.67,0.0280624304008045,0.664,0.0356019662378357
159,15,kDN,0.672,0.0236114379062352,0.67,0.0314245127249413,0.655,0.0244948974278317,0.662,0.0241350367722943
509,50,kDN,0.683,0.0207966343430853,0.666,0.0258360213655275,0.656,0.0245967477524977,0.6599999999999999,0.0322102468168127
1009,100,kDN,0.686,0.0147478812037525,0.669,0.0250998007960222,0.656,0.0204328167417025,0.658,0.0330907842155485
1509,150,kDN,0.682,0.0109544511501032,0.6759999999999999,0.0232916293977041,0.664,0.0238222584991431,0.659,0.0302902624617219
1999,199,kDN,0.682,0.0164316767251549,0.669,0.0216217483104396,0.662,0.0241350367722942,0.6679999999999999,0.0219658826364887
