,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.502,0.0273455257359915
500,50,CLD,0.4656666666666666,0.0190977020141749
1000,100,CLD,0.5416666666666667,0.0737770665963045
1500,150,CLD,0.4996666666666666,0.0287324825860132
1990,199,CLD,0.4896666666666666,0.0230156951279387
151,15,DCP,0.4603333333333333,0.0290449842677029
501,50,DCP,0.4066666666666666,0.0422459728521219
1001,100,DCP,0.38,0.048290210648168
1501,150,DCP,0.3573333333333333,0.0397841397767725
1991,199,DCP,0.374,0.0534971442643852
152,15,F1,0.5186666666666666,0.0676633825147201
502,50,F1,0.5893333333333334,0.1238312023145486
1002,100,F1,0.5103333333333333,0.0606149046577379
1502,150,F1,0.5206666666666667,0.0533671767620843
1992,199,F1,0.5643333333333334,0.0534192017079169
153,15,Hostility,0.3623333333333333,0.0712448828571802
503,50,Hostility,0.43,0.0666249869710222
1003,100,Hostility,0.4656666666666666,0.130365937950746
1503,150,Hostility,0.3983333333333333,0.0795473304252114
1993,199,Hostility,0.3966666666666666,0.0782446306287033
154,15,LSC,0.4893333333333333,0.1242510898677888
504,50,LSC,0.4203333333333333,0.0893836922735039
1004,100,LSC,0.4216666666666667,0.0889522343732859
1504,150,LSC,0.4133333333333333,0.0942293301826276
1994,199,LSC,0.407,0.1026415012447585
155,15,N1,0.3543333333333333,0.0525674170312117
505,50,N1,0.365,0.0708382351245113
1005,100,N1,0.351,0.0395565698996035
1505,150,N1,0.3326666666666666,0.0009128709291752
1995,199,N1,0.3326666666666666,0.0009128709291752
156,15,N2,0.4573333333333333,0.0884794389172484
506,50,N2,0.4203333333333333,0.1069423520718834
1006,100,N2,0.374,0.0825513308325324
1506,150,N2,0.36,0.0513024799054046
1996,199,N2,0.381,0.1001013375424014
157,15,TD_U,0.4396666666666666,0.044322053702919
507,50,TD_U,0.5093333333333334,0.0805932861830176
1007,100,TD_U,0.476,0.0442310850973485
1507,150,TD_U,0.4939999999999999,0.0787277305373116
1997,199,TD_U,0.4946666666666666,0.0823053258706061
158,15,Uniform,0.331,0.0019002923751652
508,50,Uniform,0.3326666666666666,0.0014907119849998
1008,100,Uniform,0.3323333333333333,0.0009128709291752
1508,150,Uniform,0.3326666666666666,0.0009128709291752
1998,199,Uniform,0.333,0.0013944333775567
159,15,kDN,0.3973333333333333,0.041021674487736
509,50,kDN,0.379,0.0556975961978811
1009,100,kDN,0.4183333333333333,0.048890467146242
1509,150,kDN,0.3916666666666667,0.0670509756329714
1999,199,kDN,0.3783333333333333,0.0701486516857831
