,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.8210000000000001,0.0158212673322967
500,50,CLD,0.82325,0.0162163112328297
1000,100,CLD,0.8244999999999999,0.0163123802677598
1500,150,CLD,0.8247500000000001,0.0163792933302996
1990,199,CLD,0.8247500000000001,0.017079776052396
151,15,DCP,0.8262499999999999,0.0127168687183598
501,50,DCP,0.829,0.0149843668534909
1001,100,DCP,0.83025,0.0146682054117059
1501,150,DCP,0.8314999999999999,0.0156724280186574
1991,199,DCP,0.8317500000000001,0.0146735305908291
152,15,F1,0.8380000000000001,0.0136244265934386
502,50,F1,0.8402499999999999,0.01209984504033
1002,100,F1,0.8400000000000001,0.014496766880929
1502,150,F1,0.8404999999999999,0.0114086042091046
1992,199,F1,0.8415000000000001,0.0114359630114826
153,15,Hostility,0.825,0.014361406616345
503,50,Hostility,0.8265,0.0149843668534909
1003,100,Hostility,0.829,0.0135034717758063
1503,150,Hostility,0.8305,0.0139921853189556
1993,199,Hostility,0.8310000000000001,0.0156973325759506
154,15,LSC,0.828,0.0122027148618658
504,50,LSC,0.8317500000000001,0.0151193171142085
1004,100,LSC,0.833,0.0160711309496251
1504,150,LSC,0.83375,0.0133755840993954
1994,199,LSC,0.833,0.0126429328084902
155,15,N1,0.82875,0.0135784756140002
505,50,N1,0.836,0.0121320855585509
1005,100,N1,0.8385,0.0133287752625662
1505,150,N1,0.8385,0.0126984250992002
1995,199,N1,0.8385,0.0130324115189783
156,15,N2,0.828,0.0147531776238205
506,50,N2,0.83475,0.015647483823286
1006,100,N2,0.835,0.0154868896167048
1506,150,N2,0.8317499999999999,0.0135669635512151
1996,199,N2,0.8324999999999999,0.01375
157,15,TD_U,0.83475,0.0133287752625663
507,50,TD_U,0.8425,0.0153093108923948
1007,100,TD_U,0.8415000000000001,0.01209984504033
1507,150,TD_U,0.841,0.0142082722383828
1997,199,TD_U,0.8404999999999999,0.0148060376198359
158,15,Uniform,0.8414999999999999,0.0189241908677755
508,50,Uniform,0.84375,0.01375
1008,100,Uniform,0.8460000000000001,0.0091600354802806
1508,150,Uniform,0.845,0.0104582503316759
1998,199,Uniform,0.8445,0.0116122241624935
159,15,kDN,0.8307500000000001,0.0114086042091046
509,50,kDN,0.834,0.0115717868110331
1009,100,kDN,0.8352499999999999,0.0124812359163665
1509,150,kDN,0.83525,0.010875718367078
1999,199,kDN,0.83775,0.0124184842070198
