,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.8455,0.0141586987396441
500,50,CLD,0.851,0.0126058022354787
1000,100,CLD,0.8477499999999999,0.0089442719099991
1500,150,CLD,0.8472500000000001,0.0099765349696174
1990,199,CLD,0.8470000000000001,0.0098662936303355
151,15,DCP,0.8452500000000001,0.0101704228034039
501,50,DCP,0.8484999999999999,0.0142082722383828
1001,100,DCP,0.8494999999999999,0.0122983738762488
1501,150,DCP,0.85,0.0108613419981143
1991,199,DCP,0.85,0.0111803398874989
152,15,F1,0.83625,0.0122474487139159
502,50,F1,0.84175,0.0115447498890187
1002,100,F1,0.8455,0.009945162140458
1502,150,F1,0.84475,0.0076750407165043
1992,199,F1,0.8442500000000001,0.0092110667134702
153,15,Hostility,0.85175,0.007531185165696
503,50,Hostility,0.85,0.0128998546503438
1003,100,Hostility,0.8515,0.0140423466699836
1503,150,Hostility,0.8515,0.010285001215362
1993,199,Hostility,0.84975,0.0120026038841578
154,15,LSC,0.844,0.0156224997999679
504,50,LSC,0.842,0.0150416089564912
1004,100,LSC,0.8452500000000001,0.016090564005031
1504,150,LSC,0.845,0.0146041518069348
1994,199,LSC,0.8435,0.0137329439669723
155,15,N1,0.84975,0.0110184504355195
505,50,N1,0.8484999999999999,0.0084502218905777
1005,100,N1,0.8525,0.01375
1505,150,N1,0.8532500000000001,0.0130981868974296
1995,199,N1,0.8535,0.0142357384775079
156,15,N2,0.84825,0.0127045759472718
506,50,N2,0.85,0.0125934010497561
1006,100,N2,0.849,0.0089442719099991
1506,150,N2,0.85075,0.0084131593352319
1996,199,N2,0.84925,0.010701927396502
157,15,TD_U,0.8465,0.0140423466699835
507,50,TD_U,0.8432499999999999,0.0125187359585542
1007,100,TD_U,0.8465,0.011904568450809
1507,150,TD_U,0.8472500000000001,0.0120675183861471
1997,199,TD_U,0.8460000000000001,0.0122282971013955
158,15,Uniform,0.8404999999999999,0.0095443045844105
508,50,Uniform,0.84475,0.0102469507659596
1008,100,Uniform,0.843,0.0120739906410432
1508,150,Uniform,0.8425,0.0107529065838033
1998,199,Uniform,0.8422499999999999,0.0117393568818738
159,15,kDN,0.8495000000000001,0.0059686681931567
509,50,kDN,0.8522500000000001,0.0089878390061237
1009,100,kDN,0.85275,0.0113674425443896
1509,150,kDN,0.8532500000000001,0.0120091111244754
1999,199,kDN,0.85125,0.0096014321848357
