,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.6906666666666667,0.0115078475639693
500,50,CLD,0.6926666666666667,0.0134680692338912
1000,100,CLD,0.6923333333333334,0.0119518710762048
1500,150,CLD,0.6925,0.0119750898859999
1990,199,CLD,0.6923333333333332,0.0122389405859603
151,15,DCP,0.6985,0.0199687255477158
501,50,DCP,0.6986666666666667,0.0225816420030863
1001,100,DCP,0.6980000000000001,0.0212834703728294
1501,150,DCP,0.6981666666666666,0.0216056834086671
1991,199,DCP,0.6988333333333333,0.0211361328324533
152,15,F1,0.6945,0.014750235403018
502,50,F1,0.6916666666666667,0.0114412751814549
1002,100,F1,0.6916666666666667,0.0114412751814549
1502,150,F1,0.692,0.0116755918241622
1992,199,F1,0.6910000000000001,0.011045989719753
153,15,Hostility,0.6998333333333333,0.0106131469832886
503,50,Hostility,0.6948333333333333,0.0140361636100783
1003,100,Hostility,0.6921666666666667,0.0122842491743605
1503,150,Hostility,0.6918333333333333,0.0115980122818045
1993,199,Hostility,0.6923333333333334,0.011522924011629
154,15,LSC,0.6908333333333333,0.0104913985933451
504,50,LSC,0.6913333333333334,0.0108108741552198
1004,100,LSC,0.6910000000000001,0.0112330118648364
1504,150,LSC,0.6908333333333333,0.0110554159678513
1994,199,LSC,0.6933333333333334,0.013003738778606
155,15,N1,0.6916666666666667,0.0096645112539526
505,50,N1,0.6903333333333334,0.0106816301294429
1005,100,N1,0.6906666666666667,0.0108876841737197
1505,150,N1,0.6910000000000001,0.011014510631183
1995,199,N1,0.6910000000000001,0.011014510631183
156,15,N2,0.6923333333333332,0.0114473432143299
506,50,N2,0.6948333333333333,0.0150738920727933
1006,100,N2,0.6935,0.0130090780269437
1506,150,N2,0.6946666666666667,0.0148206874934254
1996,199,N2,0.6950000000000001,0.0150923085635623
157,15,TD_U,0.6990000000000001,0.01790600457947
507,50,TD_U,0.6991666666666667,0.0184936175176434
1007,100,TD_U,0.6986666666666667,0.0185648263600222
1507,150,TD_U,0.6986666666666667,0.0184710734814074
1997,199,TD_U,0.6983333333333334,0.0184183634210835
158,15,Uniform,0.6968333333333334,0.0073219608788295
508,50,Uniform,0.6906666666666667,0.0108876841737197
1008,100,Uniform,0.6910000000000001,0.011014510631183
1508,150,Uniform,0.6908333333333333,0.0109449379471364
1998,199,Uniform,0.6908333333333333,0.0109449379471364
159,15,kDN,0.6918333333333333,0.0087678389583751
509,50,kDN,0.6910000000000001,0.0111086802896553
1009,100,kDN,0.6910000000000001,0.0111086802896553
1509,150,kDN,0.6911666666666666,0.0111741268612411
1999,199,kDN,0.6911666666666666,0.0111741268612411
