,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.9132,0.0048166378315169
500,50,CLD,0.9156,0.0055497747702046
1000,100,CLD,0.9132,0.0052153619241621
1500,150,CLD,0.9148,0.0050199601592044
1990,199,CLD,0.9128,0.0052153619241621
151,15,DCP,0.9108,0.0055856960175075
501,50,DCP,0.9132,0.006572670690062
1001,100,DCP,0.914,0.0063245553203367
1501,150,DCP,0.9156,0.0053665631459995
1991,199,DCP,0.9148,0.0041472882706655
152,15,F1,0.908,0.0044721359549995
502,50,F1,0.9112,0.009959919678391
1002,100,F1,0.9112,0.0095498691090506
1502,150,F1,0.9112,0.0074296702484027
1992,199,F1,0.912,0.0072111025509279
153,15,Hostility,0.9168,0.0112782977438973
503,50,Hostility,0.916,0.0081240384046359
1003,100,Hostility,0.9168,0.009859006035093
1503,150,Hostility,0.9168,0.0074296702484026
1993,199,Hostility,0.916,0.0090553851381374
154,15,LSC,0.9108,0.0070142711667
504,50,LSC,0.9124,0.0055497747702046
1004,100,LSC,0.912,0.0081240384046359
1504,150,LSC,0.9108,0.0052153619241621
1994,199,LSC,0.912,0.0031622776601683
155,15,N1,0.914,0.0076157731058639
505,50,N1,0.9152,0.009444575162494
1005,100,N1,0.9164,0.0096332756630338
1505,150,N1,0.9164,0.0079246451024635
1995,199,N1,0.9152,0.0055856960175076
156,15,N2,0.9108,0.0046043457732885
506,50,N2,0.9112,0.0030331501776206
1006,100,N2,0.9124,0.0016733200530681
1506,150,N2,0.9156,0.0040987803063838
1996,199,N2,0.9152,0.0041472882706655
157,15,TD_U,0.9108,0.0078230428862431
507,50,TD_U,0.9068,0.009444575162494
1007,100,TD_U,0.9124,0.0045607017003965
1507,150,TD_U,0.9112,0.0050199601592044
1997,199,TD_U,0.9136,0.0045607017003965
158,15,Uniform,0.906,0.0103923048454132
508,50,Uniform,0.91,0.0088317608663278
1008,100,Uniform,0.9104,0.0068410525505948
1508,150,Uniform,0.91,0.0066332495807107
1998,199,Uniform,0.91,0.0050990195135927
159,15,kDN,0.916,0.0054772255750516
509,50,kDN,0.9176,0.0049799598391954
1009,100,kDN,0.9172,0.0041472882706655
1509,150,kDN,0.9168,0.0060991802727907
1999,199,kDN,0.9168,0.0065726706900619
