,n_ensemble,weights,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split9,accuracy_std_split9
150,15,CLD,0.8883333333333333,0.0130703226177984,0.8836666666666666,0.0119837853414983,0.884,0.0127257394458806,0.8816666666666666,0.0132811478754243
500,50,CLD,0.8916666666666666,0.0042491829279939,0.884,0.0118204154843314,0.8853333333333333,0.0102333876220058,0.8836666666666666,0.0098882646494608
1000,100,CLD,0.8913333333333334,0.0082831824265261,0.8870000000000001,0.0090829510622924,0.8816666666666666,0.0103413947049924,0.885,0.0104748375749804
1500,150,CLD,0.89,0.0083333333333333,0.8880000000000001,0.0102333876220058,0.8826666666666666,0.0099023005183419,0.885,0.0086602540378444
1990,199,CLD,0.889,0.0043461349368017,0.8879999999999999,0.0093094933625126,0.883,0.0108908728351363,0.8833333333333334,0.0098601329718326
151,15,DCP,0.889,0.0103144989645105,0.883,0.0134577528254575,0.8870000000000001,0.0112051575426477,0.8893333333333333,0.0096176920308356
501,50,DCP,0.8913333333333334,0.0092345967847967,0.89,0.0096465307523251,0.8913333333333334,0.0096032401939252,0.892,0.0083666002653407
1001,100,DCP,0.8926666666666666,0.0116428327977152,0.8903333333333332,0.0105013226680155,0.8926666666666666,0.0103816076682649,0.8896666666666666,0.0114503760248784
1501,150,DCP,0.8913333333333334,0.0116308975482452,0.8903333333333332,0.0110176625873589,0.8916666666666666,0.0111180533867719,0.8906666666666666,0.0109671225842414
1991,199,DCP,0.892,0.0108908728351363,0.8906666666666666,0.0108397416943394,0.8923333333333334,0.0096176920308356,0.8886666666666667,0.0124944432093275
152,15,F1,0.883,0.0107625895273086,0.8779999999999999,0.0084491945704243,0.8836666666666666,0.0138644228953902,0.8816666666666666,0.0121335164821341
502,50,F1,0.8816666666666666,0.0071686043892021,0.8863333333333333,0.0080277297191948,0.8843333333333334,0.0103816076682649,0.8869999999999999,0.0069121471177759
1002,100,F1,0.885,0.0080794664290272,0.8853333333333333,0.0082831824265261,0.8863333333333333,0.0120991276085876,0.8859999999999999,0.0094721814922552
1502,150,F1,0.8880000000000001,0.0093837921735061,0.8866666666666667,0.007728015412913,0.8866666666666667,0.0126929551764398,0.8873333333333333,0.0093244004871328
1992,199,F1,0.8859999999999999,0.0080450122574314,0.8853333333333333,0.0084491945704243,0.8859999999999999,0.0118204154843314,0.8863333333333333,0.0105013226680155
153,15,Hostility,0.8913333333333334,0.0095306523036638,0.8846666666666667,0.0108269211792744,0.8883333333333333,0.0093541434669348,0.8866666666666667,0.0105409255338945
503,50,Hostility,0.8913333333333334,0.0092345967847967,0.8936666666666667,0.0100967541539072,0.8866666666666667,0.0095014618758261,0.8846666666666667,0.0093094933625126
1003,100,Hostility,0.893,0.0082831824265261,0.8939999999999999,0.0095452140421841,0.889,0.0088662907188469,0.8846666666666667,0.0128776291813878
1503,150,Hostility,0.8956666666666667,0.0065192024052026,0.8926666666666666,0.0082158383625774,0.8866666666666667,0.010992421631894,0.8853333333333333,0.013091557924437
1993,199,Hostility,0.8943333333333333,0.0064117946872237,0.893,0.0086120071218425,0.889,0.0096176920308356,0.884,0.0134680692338912
154,15,LSC,0.8896666666666666,0.0093837921735061,0.8866666666666667,0.0117260393995585,0.8883333333333333,0.0051370116691407,0.8859999999999999,0.0074161984870957
504,50,LSC,0.8949999999999999,0.0091287092917527,0.892,0.0092345967847967,0.885,0.010992421631894,0.8866666666666667,0.0092796072713833
1004,100,LSC,0.8966666666666667,0.0102062072615965,0.893,0.010434983894999,0.8876666666666667,0.0097610336428975,0.8880000000000001,0.0068109389139008
1504,150,LSC,0.8963333333333333,0.0110176625873589,0.8949999999999999,0.0122474487139158,0.8866666666666667,0.0085796917841558,0.8879999999999999,0.0099582461641931
1994,199,LSC,0.8956666666666667,0.0097610336428975,0.8933333333333333,0.0108653373420044,0.8859999999999999,0.0096176920308357,0.8863333333333333,0.0086922698736035
155,15,N1,0.8963333333333333,0.0066038709187196,0.8926666666666666,0.0064117946872237,0.892,0.0055777335102271,0.8903333333333332,0.0123827837473378
505,50,N1,0.8949999999999999,0.0105409255338945,0.8963333333333333,0.0077638764659013,0.8943333333333333,0.0082158383625774,0.8956666666666667,0.0105803801654025
1005,100,N1,0.8953333333333333,0.0088506120315678,0.8976666666666666,0.0091742392963485,0.8949999999999999,0.0085796917841558,0.8949999999999999,0.0098601329718326
1505,150,N1,0.8953333333333333,0.0079407528330477,0.8966666666666667,0.0080794664290272,0.8963333333333333,0.0090061707240708,0.8960000000000001,0.0101789543230683
1995,199,N1,0.8953333333333333,0.0088506120315678,0.8963333333333333,0.0074907350180813,0.8963333333333333,0.0097467943448089,0.8956666666666667,0.0094721814922552
156,15,N2,0.8939999999999999,0.0142204860051343,0.8879999999999999,0.0109544511501032,0.8833333333333334,0.0080794664290272,0.8826666666666666,0.0063025568003963
506,50,N2,0.8956666666666667,0.0118790197874702,0.8916666666666666,0.0103413947049923,0.8846666666666667,0.0089287301573192,0.8863333333333333,0.0058214163988576
1006,100,N2,0.8963333333333333,0.0144048602908879,0.891,0.0119953694769644,0.8853333333333333,0.0092345967847966,0.8863333333333333,0.0081989159174992
1506,150,N2,0.8973333333333333,0.0137739690075962,0.8926666666666666,0.0109671225842414,0.8876666666666667,0.0094721814922551,0.8856666666666667,0.0105803801654025
1996,199,N2,0.8953333333333333,0.0152023390013218,0.8943333333333333,0.0097610336428975,0.8876666666666667,0.0094721814922551,0.8853333333333333,0.0086120071218425
157,15,TD_U,0.8883333333333333,0.0092796072713833,0.8913333333333334,0.0119256958799988,0.8880000000000001,0.0108269211792744,0.8873333333333333,0.0088662907188469
507,50,TD_U,0.891,0.0109671225842413,0.889,0.0124498995979887,0.8873333333333333,0.0099023005183419,0.8866666666666667,0.0114867072934085
1007,100,TD_U,0.8916666666666668,0.0091287092917527,0.8893333333333333,0.0126161272451836,0.89,0.0103413947049923,0.8870000000000001,0.0085309892613798
1507,150,TD_U,0.8933333333333333,0.0104748375749804,0.8903333333333332,0.0108269211792744,0.8906666666666666,0.0083831842266395,0.889,0.0074161984870956
1997,199,TD_U,0.8926666666666666,0.0099023005183419,0.889,0.0136727628679957,0.89,0.010137937550497,0.8869999999999999,0.0077638764659014
158,15,Uniform,0.883,0.0090061707240708,0.885,0.0074535599249992,0.8776666666666667,0.0107108460087063,0.8836666666666666,0.0096752835157999
508,50,Uniform,0.889,0.0093985814532477,0.885,0.0073598007219398,0.889,0.0097610336428975,0.8866666666666667,0.0126929551764398
1008,100,Uniform,0.8886666666666667,0.0105672449894315,0.884,0.0078704793020783,0.8873333333333333,0.0124498995979886,0.885,0.0095014618758261
1508,150,Uniform,0.8866666666666667,0.0108653373420044,0.8843333333333334,0.0093244004871329,0.8873333333333333,0.0144625954332777,0.8846666666666666,0.0096032401939252
1998,199,Uniform,0.8866666666666667,0.0119605834120061,0.8843333333333334,0.0094721814922552,0.8873333333333333,0.0127257394458807,0.8856666666666667,0.0095452140421842
159,15,kDN,0.8906666666666666,0.0104482853457716,0.892,0.0098882646494608,0.89,0.0133333333333333,0.8953333333333333,0.0112051575426477
509,50,kDN,0.8926666666666666,0.0091742392963486,0.892,0.0114503760248784,0.8923333333333334,0.0097610336428975,0.8913333333333334,0.0119256958799988
1009,100,kDN,0.8946666666666667,0.0084491945704243,0.893,0.0095306523036638,0.8926666666666666,0.0117023264543612,0.893,0.0120991276085876
1509,150,kDN,0.8943333333333333,0.0070316743699096,0.8953333333333333,0.0090061707240708,0.8926666666666666,0.0086281194036965,0.892,0.0100967541539072
1999,199,kDN,0.8933333333333333,0.0080794664290272,0.8946666666666667,0.0102333876220058,0.8913333333333334,0.0104349838949989,0.893,0.0092345967847967
