,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.8836666666666666,0.0079407528330477
500,50,CLD,0.893,0.0089287301573192
1000,100,CLD,0.89,0.0055277079839256
1500,150,CLD,0.8923333333333334,0.0063025568003963
1990,199,CLD,0.893,0.004772607021092
151,15,DCP,0.8893333333333333,0.0112792828771257
501,50,DCP,0.8936666666666667,0.0036132472314464
1001,100,DCP,0.8923333333333334,0.0064117946872237
1501,150,DCP,0.893,0.0059395098937351
1991,199,DCP,0.893,0.0063900965042269
152,15,F1,0.8876666666666667,0.0063025568003963
502,50,F1,0.8863333333333333,0.0047726070210921
1002,100,F1,0.8903333333333332,0.0036132472314464
1502,150,F1,0.8883333333333333,0.005
1992,199,F1,0.8896666666666666,0.0036132472314464
153,15,Hostility,0.8893333333333333,0.0061913918736688
503,50,Hostility,0.8936666666666667,0.0038005847503304
1003,100,Hostility,0.8923333333333334,0.0045030853620354
1503,150,Hostility,0.891,0.00584522597225
1993,199,Hostility,0.8913333333333334,0.0032058973436118
154,15,LSC,0.8873333333333333,0.0075092535507125
504,50,LSC,0.8869999999999999,0.0090829510622924
1004,100,LSC,0.8856666666666667,0.0076919871728095
1504,150,LSC,0.8859999999999999,0.0064117946872237
1994,199,LSC,0.8866666666666667,0.0057735026918962
155,15,N1,0.8883333333333333,0.0124721912892464
505,50,N1,0.893,0.0079407528330477
1005,100,N1,0.8913333333333334,0.0075828754440515
1505,150,N1,0.8926666666666666,0.0065192024052025
1995,199,N1,0.8923333333333334,0.0073219608788295
156,15,N2,0.8869999999999999,0.0092345967847967
506,50,N2,0.8893333333333333,0.0065192024052026
1006,100,N2,0.8903333333333332,0.0073029674334022
1506,150,N2,0.891,0.0049441323247304
1996,199,N2,0.8896666666666666,0.0041499665326628
157,15,TD_U,0.8826666666666666,0.0048016200969626
507,50,TD_U,0.8893333333333334,0.0053489355119604
1007,100,TD_U,0.89,0.0033333333333333
1507,150,TD_U,0.889,0.0041833001326703
1997,199,TD_U,0.8916666666666666,0.0026352313834736
158,15,Uniform,0.8789999999999999,0.0049441323247304
508,50,Uniform,0.8859999999999999,0.0041833001326703
1008,100,Uniform,0.8870000000000001,0.005451809077932
1508,150,Uniform,0.8880000000000001,0.0049159604012508
1998,199,Uniform,0.8883333333333333,0.0042491829279939
159,15,kDN,0.8876666666666667,0.0102469507659596
509,50,kDN,0.8906666666666666,0.0069322114476951
1009,100,kDN,0.8923333333333334,0.0082158383625774
1509,150,kDN,0.8913333333333334,0.0080277297191948
1999,199,kDN,0.8923333333333334,0.0078704793020783
