,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.9193333333333332,0.0104482853457716
500,50,CLD,0.918,0.0078528126595931
1000,100,CLD,0.918,0.0086120071218425
1500,150,CLD,0.918,0.0084491945704244
1990,199,CLD,0.9186666666666669,0.0096752835157999
151,15,DCP,0.9473333333333332,0.0111554670204543
501,50,DCP,0.948,0.0119837853414984
1001,100,DCP,0.9493333333333333,0.0132077418374393
1501,150,DCP,0.9496666666666668,0.0137133349538161
1991,199,DCP,0.948,0.0137133349538161
152,15,F1,0.9536666666666668,0.0119837853414984
502,50,F1,0.956,0.0101105005920687
1002,100,F1,0.9583333333333334,0.0082495791138429
1502,150,F1,0.9563333333333331,0.0101653004546512
1992,199,F1,0.9573333333333334,0.0099023005183419
153,15,Hostility,0.9393333333333332,0.0123939949617187
503,50,Hostility,0.939,0.012505554321536
1003,100,Hostility,0.9423333333333334,0.0103144989645105
1503,150,Hostility,0.943,0.0107625895273086
1993,199,Hostility,0.9426666666666664,0.0108397416943394
154,15,LSC,0.9423333333333334,0.0127257394458807
504,50,LSC,0.9453333333333334,0.0144048602908879
1004,100,LSC,0.947,0.0131444961020869
1504,150,LSC,0.9486666666666668,0.0158727579344121
1994,199,LSC,0.9483333333333336,0.0162018517460196
155,15,N1,0.9503333333333334,0.0132497379429012
505,50,N1,0.9516666666666668,0.0138944433337775
1005,100,N1,0.95,0.0127475487839819
1505,150,N1,0.95,0.0138944433337775
1995,199,N1,0.9516666666666664,0.0123603308118261
156,15,N2,0.9386666666666666,0.0133020466261565
506,50,N2,0.9426666666666664,0.0157497795399032
1006,100,N2,0.941,0.0150277521051331
1506,150,N2,0.943,0.0159600194931655
1996,199,N2,0.9423333333333334,0.0167746501867815
157,15,TD_U,0.947,0.0144048602908879
507,50,TD_U,0.949,0.0155724115023974
1007,100,TD_U,0.9476666666666668,0.0149350445448132
1507,150,TD_U,0.9483333333333336,0.0144817893308189
1997,199,TD_U,0.9463333333333332,0.013197221929886
158,15,Uniform,0.952,0.0049159604012508
508,50,Uniform,0.954,0.008547254269972
1008,100,Uniform,0.9553333333333331,0.0090829510622925
1508,150,Uniform,0.957,0.0099582461641931
1998,199,Uniform,0.9573333333333334,0.0094721814922552
159,15,kDN,0.9353333333333332,0.0135092560861062
509,50,kDN,0.937,0.0126600860098886
1009,100,kDN,0.9363333333333334,0.0136116779927302
1509,150,kDN,0.9356666666666664,0.0147478812037526
1999,199,kDN,0.9356666666666668,0.0139741825441696
