,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.7234999999999999,0.008547254269972
500,50,CLD,0.7311666666666666,0.0083873250933907
1000,100,CLD,0.7346666666666667,0.0081564562021614
1500,150,CLD,0.733,0.0108108741552198
1990,199,CLD,0.733,0.0100450374702027
151,15,DCP,0.7215,0.0040568871482127
501,50,DCP,0.7263333333333334,0.0109385912154069
1001,100,DCP,0.7255,0.0089868731430285
1501,150,DCP,0.7245,0.0083041154455687
1991,199,DCP,0.7224999999999999,0.0091666666666666
152,15,F1,0.701,0.0094170353910111
502,50,F1,0.7046666666666667,0.0067340346169456
1002,100,F1,0.7075,0.0067956276792917
1502,150,F1,0.7073333333333334,0.0073456336236796
1992,199,F1,0.7060000000000001,0.0090023145172042
153,15,Hostility,0.722,0.0131444961020869
503,50,Hostility,0.727,0.0123687554390533
1003,100,Hostility,0.7283333333333333,0.0149071198499985
1503,150,Hostility,0.728,0.0123967961810927
1993,199,Hostility,0.726,0.0138493882736948
154,15,LSC,0.7021666666666666,0.0056703419454012
504,50,LSC,0.7078333333333333,0.0099407969722978
1004,100,LSC,0.7085,0.0061632873623668
1504,150,LSC,0.7085,0.0078262379212492
1994,199,LSC,0.7108333333333333,0.0076148612010404
155,15,N1,0.7138333333333333,0.0094941502457507
505,50,N1,0.719,0.0073219608788296
1005,100,N1,0.7196666666666667,0.0040654369725501
1505,150,N1,0.7193333333333334,0.0057554322166106
1995,199,N1,0.718,0.0039791121287711
156,15,N2,0.71,0.0067700320038633
506,50,N2,0.7143333333333334,0.0073927517054056
1006,100,N2,0.7163333333333333,0.0061407111423135
1506,150,N2,0.7161666666666667,0.0078306733072223
1996,199,N2,0.7163333333333333,0.0087519839020774
157,15,TD_U,0.7015,0.0081094937504685
507,50,TD_U,0.705,0.0070955776524693
1007,100,TD_U,0.705,0.0095197163823299
1507,150,TD_U,0.7076666666666667,0.0045030853620354
1997,199,TD_U,0.7076666666666667,0.0060781941762701
158,15,Uniform,0.7020000000000001,0.0083249958291614
508,50,Uniform,0.7064999999999999,0.008547254269972
1008,100,Uniform,0.7056666666666667,0.0075323376923177
1508,150,Uniform,0.7066666666666667,0.0065880784586841
1998,199,Uniform,0.7074999999999999,0.005
159,15,kDN,0.716,0.0087678389583751
509,50,kDN,0.7175,0.010240171439537
1009,100,kDN,0.7193333333333334,0.0118057189531176
1509,150,kDN,0.7203333333333333,0.0114352039286095
1999,199,kDN,0.719,0.0115680354617559
