,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.9156031672100604,0.0315419972553445
500,50,CLD,0.9261605340785592,0.0381073094358079
1000,100,CLD,0.9226517621487348,0.0287669331862915
1500,150,CLD,0.9208973761838224,0.0278027475842977
1990,199,CLD,0.9208973761838224,0.0278027475842977
151,15,DCP,0.9191585157584228,0.0368977275358695
501,50,DCP,0.9174041297935104,0.033729569576426
1001,100,DCP,0.915649743828598,0.0307360396188167
1501,150,DCP,0.9174041297935104,0.033729569576426
1991,199,DCP,0.9173886042539978,0.037038028511411
152,15,F1,0.9015836050302748,0.0114107962601705
502,50,F1,0.9156652693681104,0.0191066350006349
1002,100,F1,0.9174041297935104,0.0228497229968925
1502,150,F1,0.9226828132277596,0.0226592443507349
1992,199,F1,0.9262071106970968,0.0259586951006885
153,15,Hostility,0.9138643067846608,0.0274048092198505
503,50,Hostility,0.9191274646793977,0.0288134940398497
1003,100,Hostility,0.9191274646793977,0.0267356935483991
1503,150,Hostility,0.9208818506443098,0.0298751381628451
1993,199,Hostility,0.9208818506443098,0.0298751381628451
154,15,LSC,0.9174041297935104,0.0181588259234221
504,50,LSC,0.9173886042539978,0.0211767448359687
1004,100,LSC,0.91914299021891,0.0243994732929329
1504,150,LSC,0.9173886042539978,0.0237460449573876
1994,199,LSC,0.9173886042539978,0.0237460449573876
155,15,N1,0.9226672876882472,0.0324789314234777
505,50,N1,0.9296848315478964,0.0328696883654338
1005,100,N1,0.9261760596180718,0.0343397945750122
1505,150,N1,0.9244216736531594,0.033191292357531
1995,199,N1,0.9209129017233348,0.0290948776158291
156,15,N2,0.9068778140040368,0.015783507360743
506,50,N2,0.91914299021891,0.0347981079909352
1006,100,N2,0.91914299021891,0.0243994732929329
1506,150,N2,0.9209129017233348,0.0223663031292263
1996,199,N2,0.9173886042539978,0.0237460449573876
157,15,TD_U,0.913833255705636,0.0254033600973555
507,50,TD_U,0.922698338767272,0.0226122167809814
1007,100,TD_U,0.9156342182890856,0.0202311690395971
1507,150,TD_U,0.9156342182890856,0.0202311690395971
1997,199,TD_U,0.908539046731874,0.0311481753137507
158,15,Uniform,0.9173886042539978,0.0211767448359687
508,50,Uniform,0.91914299021891,0.0273720259145465
1008,100,Uniform,0.915649743828598,0.0219777982147277
1508,150,Uniform,0.91914299021891,0.0294048963939197
1998,199,Uniform,0.9226517621487348,0.0336945612277809
159,15,kDN,0.9191585157584228,0.0286847525243299
509,50,kDN,0.9191585157584228,0.0243305316185438
1009,100,kDN,0.9156342182890856,0.0267784841261949
1509,150,kDN,0.9156342182890856,0.0267784841261949
1999,199,kDN,0.9156342182890856,0.0320136568277507
