,n_ensemble,weights,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split9,accuracy_std_split9
155,15,N1,0.9703333333333332,0.0090829510622925,0.9706666666666668,0.0053489355119604,0.9733333333333334,0.0037267799624996,0.968,0.0069121471177759
505,50,N1,0.969,0.0076919871728095,0.972,0.0044721359549995,0.9713333333333332,0.0047726070210921,0.9713333333333332,0.0046248123085038
1005,100,N1,0.969,0.0076919871728095,0.9716666666666668,0.0061237243569579,0.9726666666666668,0.0049441323247304,0.97,0.0052704627669473
1505,150,N1,0.9693333333333334,0.0060781941762701,0.9723333333333332,0.0050826502273256,0.9716666666666668,0.005,0.971,0.0063025568003963
1995,199,N1,0.97,0.0048591265790377,0.9713333333333332,0.0046248123085038,0.972,0.0055777335102271,0.971,0.0060781941762701
156,15,N2,0.969,0.0101789543230683,0.974,0.0076011695006609,0.9763333333333334,0.0071102430025671,0.9723333333333332,0.0082999330653258
506,50,N2,0.972,0.0066038709187196,0.9763333333333334,0.0063900965042268,0.979,0.0049441323247304,0.9766666666666668,0.0061237243569579
1006,100,N2,0.9703333333333332,0.0077638764659014,0.9753333333333334,0.0055777335102272,0.9783333333333332,0.0054006172486732,0.9766666666666668,0.0058925565098879
1506,150,N2,0.9723333333333332,0.0060781941762701,0.9753333333333334,0.0046248123085038,0.9773333333333334,0.0065192024052026,0.9756666666666668,0.0045030853620354
1996,199,N2,0.973,0.0061689185077739,0.9743333333333334,0.0041833001326703,0.978,0.0059395098937351,0.9776666666666668,0.0054772255750516
157,15,TD_U,0.9763333333333334,0.0036132472314464,0.9753333333333334,0.0064978628965393,0.9746666666666666,0.0057008771254957,0.9756666666666668,0.0068313005106397
507,50,TD_U,0.9776666666666668,0.0080450122574314,0.9776666666666668,0.0053489355119604,0.9776666666666668,0.0071297498787358,0.978,0.0081989159174992
1007,100,TD_U,0.9766666666666666,0.0081649658092772,0.978,0.0054518090779321,0.978,0.0061689185077738,0.978,0.0066038709187196
1507,150,TD_U,0.9756666666666666,0.0091742392963485,0.978,0.0072072494368131,0.9773333333333334,0.0059628479399994,0.9776666666666668,0.0060781941762701
1997,199,TD_U,0.9756666666666668,0.0083831842266395,0.9783333333333332,0.0065616732283431,0.977,0.0063900965042269,0.977,0.0057008771254956
158,15,Uniform,0.9776666666666668,0.0025276251480172,0.9746666666666666,0.0057008771254957,0.975,0.0061237243569579,0.974,0.0080450122574314
508,50,Uniform,0.9756666666666668,0.0050826502273256,0.9746666666666666,0.0051908038341325,0.9756666666666668,0.0063025568003963,0.9756666666666666,0.0061913918736688
1008,100,Uniform,0.9756666666666666,0.003651483716701,0.9766666666666666,0.0045643546458764,0.9763333333333334,0.0066038709187196,0.9753333333333334,0.0059395098937351
1508,150,Uniform,0.9763333333333334,0.0039791121287711,0.9763333333333334,0.0038005847503304,0.976,0.0053489355119603,0.9763333333333334,0.0055777335102271
1998,199,Uniform,0.9773333333333334,0.0043461349368017,0.978,0.0050552502960343,0.976,0.0052174919474995,0.977,0.0050552502960343
159,15,kDN,0.961,0.0067288764127287,0.968,0.0091590877760227,0.966,0.0075092535507125,0.9676666666666668,0.0075092535507125
509,50,kDN,0.96,0.0129636243217533,0.9683333333333334,0.0055277079839256,0.969,0.0069322114476951,0.9703333333333332,0.0079407528330476
1009,100,kDN,0.9633333333333332,0.0116666666666667,0.9676666666666666,0.0080450122574314,0.9693333333333334,0.0067288764127288,0.969,0.0060781941762701
1509,150,kDN,0.9646666666666668,0.0105013226680155,0.9673333333333334,0.0079582242575422,0.9686666666666668,0.0068109389139008,0.9693333333333334,0.0069322114476951
1999,199,kDN,0.9646666666666668,0.0093094933625126,0.9673333333333334,0.0078704793020784,0.9693333333333334,0.0073219608788296,0.9696666666666668,0.0069121471177759
