,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.91,0.0210818510677891
500,50,CLD,0.908,0.0212916258968951
1000,100,CLD,0.9106666666666668,0.0238513917599977
1500,150,CLD,0.9093333333333332,0.0246531494494674
1990,199,CLD,0.9093333333333332,0.0246531494494674
151,15,DCP,0.904,0.0259700682410432
501,50,DCP,0.9053333333333332,0.0223109340409087
1001,100,DCP,0.906,0.0212655172103154
1501,150,DCP,0.906,0.0232617950964905
1991,199,DCP,0.906,0.0232617950964905
152,15,F1,0.9146666666666666,0.0165998661306516
502,50,F1,0.9193333333333332,0.0092496246170077
1002,100,F1,0.92,0.0133333333333333
1502,150,F1,0.9193333333333332,0.0140237893119751
1992,199,F1,0.9193333333333332,0.0149814700361628
153,15,Hostility,0.9126666666666668,0.0295710068216225
503,50,Hostility,0.9146666666666666,0.0295897880282294
1003,100,Hostility,0.914,0.0308580981627549
1503,150,Hostility,0.914,0.0295710068216224
1993,199,Hostility,0.914,0.0295710068216224
154,15,LSC,0.9153333333333332,0.0211607603308051
504,50,LSC,0.9173333333333332,0.0189150146121482
1004,100,LSC,0.9153333333333334,0.0219342451684828
1504,150,LSC,0.9166666666666666,0.0232139804619735
1994,199,LSC,0.9166666666666666,0.0232139804619735
155,15,N1,0.914,0.0250998007960222
505,50,N1,0.9146666666666666,0.0208965706915433
1005,100,N1,0.914,0.0225339250415407
1505,150,N1,0.9133333333333332,0.0224845626053867
1995,199,N1,0.914,0.0217817456702727
156,15,N2,0.92,0.0174801474695025
506,50,N2,0.9166666666666666,0.0188561808316412
1006,100,N2,0.9173333333333332,0.0193505670316
1506,150,N2,0.9186666666666669,0.0192353840616713
1996,199,N2,0.9173333333333332,0.0224103150852954
157,15,TD_U,0.9093333333333332,0.0157056253191863
507,50,TD_U,0.9133333333333332,0.0171593835683116
1007,100,TD_U,0.9146666666666666,0.0130384048104053
1507,150,TD_U,0.9146666666666666,0.0136626010212795
1997,199,TD_U,0.9153333333333332,0.0146439217576592
158,15,Uniform,0.908,0.0153839743456191
508,50,Uniform,0.9093333333333332,0.0151657508881031
1008,100,Uniform,0.914,0.0132077418374393
1508,150,Uniform,0.9126666666666668,0.0116428327977153
1998,199,Uniform,0.9133333333333332,0.0139443337755679
159,15,kDN,0.9133333333333332,0.0224845626053867
509,50,kDN,0.9146666666666666,0.0219342451684827
1009,100,kDN,0.914,0.0215251790546172
1509,150,kDN,0.9133333333333332,0.0201384099559909
1999,199,kDN,0.914,0.0204667752440116
