,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.946,0.0167332005306814
500,50,CLD,0.9466666666666668,0.0190029237516523
1000,100,CLD,0.9466666666666668,0.0181046341520003
1500,150,CLD,0.944,0.0178574603146385
1990,199,CLD,0.944,0.0178574603146385
151,15,DCP,0.9453333333333334,0.0142594997574716
501,50,DCP,0.9486666666666668,0.0101653004546512
1001,100,DCP,0.946,0.0125609624542778
1501,150,DCP,0.946,0.0118790197874703
1991,199,DCP,0.9473333333333332,0.0086281194036965
152,15,F1,0.9486666666666668,0.0130384048104052
502,50,F1,0.95,0.0110554159678513
1002,100,F1,0.9513333333333334,0.0128235893744475
1502,150,F1,0.9513333333333334,0.0132497379429011
1992,199,F1,0.9506666666666668,0.0144144988736263
153,15,Hostility,0.9506666666666668,0.0146059348668044
503,50,Hostility,0.952,0.017256238807393
1003,100,Hostility,0.9486666666666668,0.0192353840616713
1503,150,Hostility,0.9493333333333334,0.020055478608655
1993,199,Hostility,0.948,0.0175752351019521
154,15,LSC,0.948,0.0152023390013218
504,50,LSC,0.9466666666666668,0.0173205080756887
1004,100,LSC,0.9446666666666668,0.0183484785926972
1504,150,LSC,0.946,0.0192064803878506
1994,199,LSC,0.9446666666666668,0.0202210011841375
155,15,N1,0.946,0.0165663648530522
505,50,N1,0.948,0.0159164485150844
1005,100,N1,0.9486666666666668,0.0190904280843684
1505,150,N1,0.9486666666666668,0.0178885438199983
1995,199,N1,0.95,0.0177951304200521
156,15,N2,0.946,0.015347819244295
506,50,N2,0.9446666666666668,0.0140633487398193
1006,100,N2,0.9446666666666668,0.016766368453279
1506,150,N2,0.9446666666666668,0.016766368453279
1996,199,N2,0.944,0.0178574603146385
157,15,TD_U,0.9473333333333332,0.0132077418374392
507,50,TD_U,0.9493333333333334,0.0160554594383897
1007,100,TD_U,0.946,0.0181659021245849
1507,150,TD_U,0.9453333333333334,0.0192353840616713
1997,199,TD_U,0.9466666666666668,0.0184089350286454
158,15,Uniform,0.9466666666666668,0.0168325082306034
508,50,Uniform,0.9506666666666668,0.0187675843470123
1008,100,Uniform,0.9493333333333334,0.0187675843470123
1508,150,Uniform,0.95,0.015986105077709
1998,199,Uniform,0.9506666666666668,0.0168983891408487
159,15,kDN,0.9446666666666668,0.0190904280843684
509,50,kDN,0.948,0.0195220672857951
1009,100,kDN,0.9473333333333332,0.0175435964892543
1509,150,kDN,0.948,0.0162617478902006
1999,199,kDN,0.9486666666666668,0.0157409586041568
