,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.7446666666666666,0.0072072494368131
500,50,CLD,0.7478333333333333,0.0058807595881257
1000,100,CLD,0.7471666666666666,0.0043140597018482
1500,150,CLD,0.7471666666666666,0.0060839040828146
1990,199,CLD,0.7463333333333333,0.0049159604012508
151,15,DCP,0.7333333333333334,0.0096645112539526
501,50,DCP,0.7341666666666666,0.0076148612010404
1001,100,DCP,0.7351666666666666,0.0075323376923177
1501,150,DCP,0.7336666666666667,0.005939509893735
1991,199,DCP,0.7338333333333333,0.0071589105316381
152,15,F1,0.6998333333333333,0.0087678389583751
502,50,F1,0.7045,0.006785400995274
1002,100,F1,0.7081666666666667,0.0082369425287677
1502,150,F1,0.7088333333333333,0.0076512526207586
1992,199,F1,0.7086666666666667,0.008948153130364
153,15,Hostility,0.741,0.0090791274666432
503,50,Hostility,0.7403333333333333,0.0067340346169456
1003,100,Hostility,0.7443333333333333,0.0084860997454006
1503,150,Hostility,0.7449999999999999,0.0079494933451411
1993,199,Hostility,0.7426666666666667,0.00670302585073
154,15,LSC,0.7113333333333334,0.0101994008538628
504,50,LSC,0.716,0.0098847525681391
1004,100,LSC,0.7176666666666667,0.0070563210433388
1504,150,LSC,0.7171666666666667,0.0063628697229404
1994,199,LSC,0.7161666666666667,0.0084697172981812
155,15,N1,0.7220000000000001,0.00887020606049
505,50,N1,0.7241666666666666,0.0072408946654094
1005,100,N1,0.7258333333333333,0.0081009258730098
1505,150,N1,0.7236666666666667,0.0060553007081949
1995,199,N1,0.7246666666666666,0.0079188593454697
156,15,N2,0.7245,0.0064172077693928
506,50,N2,0.7246666666666667,0.0079407528330477
1006,100,N2,0.7233333333333334,0.0106718737290547
1506,150,N2,0.7233333333333334,0.0098952850725315
1996,199,N2,0.7221666666666666,0.0096213015982477
157,15,TD_U,0.701,0.0056334812603851
507,50,TD_U,0.7011666666666667,0.0085918242791879
1007,100,TD_U,0.7033333333333334,0.0083333333333333
1507,150,TD_U,0.7055,0.0116607127664745
1997,199,TD_U,0.7045,0.0083666002653407
158,15,Uniform,0.6981666666666667,0.0077145245406887
508,50,Uniform,0.7051666666666667,0.0094538352005945
1008,100,Uniform,0.7063333333333334,0.0041499665326628
1508,150,Uniform,0.7078333333333333,0.0053554230043531
1998,199,Uniform,0.7061666666666666,0.0064172077693928
159,15,kDN,0.7293333333333333,0.0090408025700769
509,50,kDN,0.7323333333333333,0.0099023005183419
1009,100,kDN,0.733,0.0108269211792744
1509,150,kDN,0.7338333333333333,0.0086522315682782
1999,199,kDN,0.7346666666666667,0.0084697172981812
