,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.9183333333333332,0.0061237243569579
500,50,CLD,0.9256666666666667,0.0111554670204543
1000,100,CLD,0.9216666666666666,0.0100692049779955
1500,150,CLD,0.923,0.009817784316682
1990,199,CLD,0.9233333333333336,0.012801909579781
151,15,DCP,0.9603333333333334,0.013560563737872
501,50,DCP,0.9563333333333331,0.0120991276085877
1001,100,DCP,0.9576666666666668,0.0133645467978196
1501,150,DCP,0.9566666666666668,0.0135912553585834
1991,199,DCP,0.9563333333333331,0.0159164485150844
152,15,F1,0.972,0.0080277297191948
502,50,F1,0.9756666666666666,0.0060781941762701
1002,100,F1,0.9746666666666666,0.0068109389139007
1502,150,F1,0.975,0.0049999999999999
1992,199,F1,0.975,0.0058925565098879
153,15,Hostility,0.9463333333333332,0.0130384048104052
503,50,Hostility,0.948,0.0153839743456191
1003,100,Hostility,0.9496666666666668,0.013763881881375
1503,150,Hostility,0.9493333333333334,0.0146534030935555
1993,199,Hostility,0.9486666666666668,0.0129314431608472
154,15,LSC,0.9476666666666668,0.0133124836984772
504,50,LSC,0.9496666666666668,0.0126051136007927
1004,100,LSC,0.9506666666666664,0.0145583118679483
1504,150,LSC,0.9523333333333334,0.0132077418374393
1994,199,LSC,0.952,0.0142107158315281
155,15,N1,0.9603333333333334,0.0112051575426477
505,50,N1,0.9636666666666668,0.0084491945704243
1005,100,N1,0.962,0.0115710366384731
1505,150,N1,0.9623333333333332,0.0107108460087063
1995,199,N1,0.9633333333333332,0.010992421631894
156,15,N2,0.9496666666666668,0.0128776291813878
506,50,N2,0.9496666666666668,0.0134577528254575
1006,100,N2,0.9526666666666668,0.0139741825441697
1506,150,N2,0.9523333333333334,0.0147478812037526
1996,199,N2,0.952,0.0148791427471104
157,15,TD_U,0.96,0.0088191710368819
507,50,TD_U,0.9673333333333334,0.0094721814922551
1007,100,TD_U,0.9656666666666668,0.0084656167328002
1507,150,TD_U,0.9646666666666668,0.0099582461641931
1997,199,TD_U,0.9636666666666668,0.0105013226680155
158,15,Uniform,0.9766666666666668,0.0060092521257733
508,50,Uniform,0.9783333333333332,0.0062360956446232
1008,100,Uniform,0.977,0.0072072494368132
1508,150,Uniform,0.9773333333333334,0.0063025568003963
1998,199,Uniform,0.9773333333333334,0.0060781941762701
159,15,kDN,0.933,0.013763881881375
509,50,kDN,0.9346666666666668,0.0151107026088575
1009,100,kDN,0.9373333333333334,0.0139741825441697
1509,150,kDN,0.937,0.0136116779927302
1999,199,kDN,0.9373333333333334,0.0121106014163899
