,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.8643333333333333,0.0107754865834963
500,50,CLD,0.8676666666666666,0.0114624992426996
1000,100,CLD,0.8706666666666667,0.014073221221723
1500,150,CLD,0.8696666666666667,0.0125499003980111
1990,199,CLD,0.8699999999999999,0.0120185042515466
151,15,DCP,0.8783333333333333,0.0121335164821341
501,50,DCP,0.8853333333333333,0.0062804812271389
1001,100,DCP,0.8796666666666667,0.0079407528330477
1501,150,DCP,0.8789999999999999,0.0066248689714506
1991,199,DCP,0.8793333333333333,0.0073219608788296
152,15,F1,0.8876666666666667,0.0112175457803092
502,50,F1,0.8946666666666665,0.0084491945704243
1002,100,F1,0.8939999999999999,0.0092496246170077
1502,150,F1,0.8923333333333334,0.0078704793020783
1992,199,F1,0.8913333333333334,0.0058214163988576
153,15,Hostility,0.8813333333333333,0.0117497044880096
503,50,Hostility,0.8836666666666666,0.0066038709187196
1003,100,Hostility,0.8833333333333334,0.007728015412913
1503,150,Hostility,0.881,0.0076919871728095
1993,199,Hostility,0.883,0.0087717982446271
154,15,LSC,0.883,0.0059395098937351
504,50,LSC,0.8826666666666666,0.008787617550976
1004,100,LSC,0.8846666666666667,0.0090061707240708
1504,150,LSC,0.885,0.0096465307523251
1994,199,LSC,0.8856666666666667,0.0094721814922552
155,15,N1,0.891,0.0076011695006608
505,50,N1,0.8949999999999999,0.0094280904158206
1005,100,N1,0.8926666666666666,0.0089442719099991
1505,150,N1,0.893,0.0090829510622924
1995,199,N1,0.8923333333333334,0.0096176920308356
156,15,N2,0.8783333333333333,0.0118438920029599
506,50,N2,0.8856666666666667,0.0107108460087064
1006,100,N2,0.8856666666666667,0.0098319208025017
1506,150,N2,0.8846666666666667,0.0098882646494608
1996,199,N2,0.884,0.0101105005920687
157,15,TD_U,0.8783333333333333,0.0049999999999999
507,50,TD_U,0.8846666666666667,0.0044721359549996
1007,100,TD_U,0.883,0.0074907350180814
1507,150,TD_U,0.8846666666666667,0.0096032401939253
1997,199,TD_U,0.8863333333333333,0.0087717982446271
158,15,Uniform,0.8896666666666666,0.0059395098937351
508,50,Uniform,0.8916666666666666,0.0089752746785574
1008,100,Uniform,0.8939999999999999,0.0063025568003963
1508,150,Uniform,0.8936666666666667,0.0114503760248784
1998,199,Uniform,0.8936666666666667,0.0116308975482452
159,15,kDN,0.8790000000000001,0.0091742392963485
509,50,kDN,0.8856666666666667,0.0075092535507125
1009,100,kDN,0.8843333333333334,0.0066248689714506
1509,150,kDN,0.8826666666666666,0.0104482853457716
1999,199,kDN,0.8846666666666667,0.010434983894999
