Dataset,alpha,split,weights,accuracy_mean_mean,accuracy_mean_median,accuracy_mean_std
wdbc,4,22,LSC,0.957359171738871,0.9612781954887218,0.009025758843005811
wdbc,4,22,N1,0.9607068265902852,0.9613095238095236,0.006061442375664352
wdbc,4,22,N2,0.9545351473922902,0.9578007518796992,0.011799062088512887
wdbc,4,22,TD_U,0.9600847356486453,0.963095238095238,0.011220971440723078
wdbc,4,22,kDN,0.9583870390261366,0.9595864661654134,0.006503899309461715
glass1,2,14,CLD,0.8132756132756133,0.8177489177489177,0.027615886631708473
glass1,2,14,DCP,0.8039991754277468,0.8082251082251082,0.019202149995649006
glass1,2,14,F1,0.8005668934240362,0.8082251082251082,0.029373058094311382
glass1,2,14,Hostility,0.7958565244279531,0.8032467532467532,0.013874152550846756
glass1,2,14,LSC,0.8093176664605236,0.8175324675324676,0.02603154491578547
glass1,2,14,N1,0.8033601319315605,0.808008658008658,0.017178105985112192
glass1,2,14,N2,0.8121005978148835,0.8175324675324676,0.01834993712445858
glass1,2,14,TD_U,0.7958977530406102,0.8032467532467532,0.026126041107349875
glass1,2,14,kDN,0.803834260977118,0.8084415584415584,0.016364286682996897
contraceptive_LS,8,4,CLD,0.6256169134320395,0.6254621848739496,0.006174611590686303
contraceptive_LS,8,4,DCP,0.6198566093103908,0.6185154061624649,0.004132701535102726
contraceptive_LS,8,4,F1,0.613921568627451,0.6172549019607844,0.014460120643203454
contraceptive_LS,8,4,Hostility,0.6156102440976391,0.613655462184874,0.010345731400007203
contraceptive_LS,8,4,LSC,0.6222522342270241,0.6219607843137255,0.005578620758002943
contraceptive_LS,8,4,N1,0.6192083500066693,0.6196638655462186,0.0039441691165965735
contraceptive_LS,8,4,N2,0.6192517006802721,0.6196078431372549,0.004439874371370143
contraceptive_LS,8,4,TD_U,0.6163251967453649,0.6160504201680672,0.006488714767367412
contraceptive_LS,8,4,kDN,0.622874483126584,0.6219887955182073,0.008126576041437171
pima,18,2,CLD,0.7463317384370016,0.7487525632262475,0.006815745211485729
pima,18,2,DCP,0.7652442795299939,0.7656356801093643,0.0050077243149389255
pima,18,2,F1,0.7598265143377926,0.764354066985646,0.018478993518918296
pima,18,2,Hostility,0.7447148715945708,0.7460868079289132,0.010120828708668752
pima,18,2,LSC,0.7600633076196986,0.7617395762132604,0.00834373939875722
pima,18,2,N1,0.7537203398105654,0.7526144907723855,0.0058772246937356725
pima,18,2,N2,0.7540051427269473,0.7578434723171565,0.011162677464153243
pima,18,2,TD_U,0.7573584936366892,0.7617566643882434,0.015338861657858747
pima,18,2,kDN,0.7602634833837841,0.7617053998632947,0.009870857446015227
banknote_authentication,6,22,CLD,0.9859711958410784,0.991976092245848,0.01956826242366215
banknote_authentication,6,22,DCP,0.9895838055945958,0.9912461652385488,0.00501113704705079
banknote_authentication,6,22,F1,0.9886780714613149,0.9905162382312492,0.0061916503912608015
banknote_authentication,6,22,Hostility,0.9875355770151073,0.98979160055009,0.008167935024291697
banknote_authentication,6,22,LSC,0.9867001153576844,0.9912461652385488,0.014666507356826107
banknote_authentication,6,22,N1,0.9886836126601282,0.9890669628689306,0.001690993198327624
banknote_authentication,6,22,N2,0.9866338728445996,0.98979160055009,0.01045658976736868
banknote_authentication,6,22,TD_U,0.9903046651856554,0.9927007299270072,0.00949048653419918
banknote_authentication,6,22,kDN,0.9883672605824304,0.9890616735427906,0.001792864001547461
breastcancer,18,28,CLD,0.9989974937343359,1.0,0.004594060847073558
breastcancer,18,28,DCP,1.0,1.0,0.0
breastcancer,18,28,F1,1.0,1.0,0.0
breastcancer,18,28,Hostility,1.0,1.0,0.0
breastcancer,18,28,LSC,0.9957318892469269,1.0,0.019558940600412758
breastcancer,18,28,N1,1.0,1.0,0.0
breastcancer,18,28,N2,0.997577276524645,1.0,0.011102313713760973
breastcancer,18,28,TD_U,1.0,1.0,0.0
breastcancer,18,28,kDN,1.0,1.0,0.0
profb,12,22,CLD,0.6766315481416447,0.6785338015803337,0.008387530362959982
profb,12,22,DCP,0.6716835988126594,0.6710711150131694,0.00815004149291106
profb,12,22,F1,0.6741220368744513,0.6771510096575943,0.014051231715102567
profb,12,22,Hostility,0.6670418913834191,0.6695346795434591,0.012161789048796608
profb,12,22,LSC,0.6645794138550942,0.665188762071993,0.010595583921527403
profb,12,22,N1,0.6673533592541494,0.6726075504828797,0.016095949777416768
profb,12,22,N2,0.6575776579288432,0.6635206321334504,0.016614311027618008
profb,12,22,TD_U,0.6649494126008613,0.671180860403863,0.02522787063678952
profb,12,22,kDN,0.6594433295706342,0.659108867427568,0.009170588842900219
segment,4,24,CLD,0.9716347144918573,0.976190476190476,0.014580211930199068
segment,4,24,DCP,0.9726035868893012,0.9766233766233766,0.01515840465327791
segment,4,24,F1,0.9743970315398888,0.977922077922078,0.011891204964213762
segment,4,24,Hostility,0.9712636569779427,0.9735930735930736,0.009799699529904511
segment,4,24,LSC,0.9704596990311275,0.9748917748917748,0.013609128827178133
segment,4,24,N1,0.9709750566893424,0.9731601731601732,0.006681935893345262
segment,4,24,N2,0.9706039991754277,0.9744588744588744,0.011456662938624969
segment,4,24,TD_U,0.970995670995671,0.9744588744588744,0.013149773744818792
segment,4,24,kDN,0.972108843537415,0.9753246753246751,0.008069351657472303
breastcancer,14,10,CLD,0.9990810359231412,1.0,0.004211222443150749
breastcancer,14,10,DCP,1.0,1.0,0.0
breastcancer,14,10,F1,1.0,1.0,0.0
breastcancer,14,10,Hostility,1.0,1.0,0.0
breastcancer,14,10,LSC,0.9960735171261487,1.0,0.01799340498437132
breastcancer,14,10,N1,1.0,1.0,0.0
breastcancer,14,10,N2,0.9983172216254923,1.0,0.007711459279016277
breastcancer,14,10,TD_U,1.0,1.0,0.0
breastcancer,14,10,kDN,1.0,1.0,0.0
liver-disorders,4,10,CLD,0.7446485260770975,0.7461904761904762,0.015613605876880727
liver-disorders,4,10,DCP,0.7388208616780045,0.74,0.008068048242316208
liver-disorders,4,10,F1,0.7342403628117914,0.7390476190476191,0.029569053183449105
liver-disorders,4,10,Hostility,0.7498639455782312,0.7528571428571429,0.013733074808628381
liver-disorders,4,10,LSC,0.7475056689342404,0.7461904761904762,0.007908066953793829
liver-disorders,4,10,N1,0.7323356009070295,0.7395238095238096,0.023082669511761977
liver-disorders,4,10,N2,0.732312925170068,0.7319047619047618,0.009206974722670493
liver-disorders,4,10,TD_U,0.7375283446712018,0.7390476190476191,0.010681557471363253
liver-disorders,4,10,kDN,0.7398412698412699,0.7461904761904762,0.019966714554434377
banknote_authentication,14,16,CLD,0.98544956753462,0.9912461652385488,0.023723200823470198
banknote_authentication,14,16,DCP,0.9906235359900863,0.992706019253147,0.007721073635139852
banknote_authentication,14,16,F1,0.9873242558421866,0.98979160055009,0.008850412537130044
banknote_authentication,14,16,Hostility,0.9869441799781374,0.9890616735427906,0.008471459668565683
banknote_authentication,14,16,LSC,0.9848266864134845,0.98979160055009,0.02115190587085698
banknote_authentication,14,16,N1,0.9882984993426124,0.9883317465354914,0.0010924233945354851
banknote_authentication,14,16,N2,0.9855578727841502,0.98979160055009,0.014244052529632864
banknote_authentication,14,16,TD_U,0.9893699656949418,0.9927007299270072,0.013724324435158653
banknote_authentication,14,16,kDN,0.9885425639630654,0.9890616735427906,0.0021661300342188444
credit-g,16,14,CLD,0.7652380952380953,0.769,0.011835982265552655
credit-g,16,14,DCP,0.7589523809523809,0.764,0.016190973381721648
credit-g,16,14,F1,0.7513809523809524,0.754,0.017150732318114485
credit-g,16,14,Hostility,0.7622380952380953,0.764,0.011545149465921894
credit-g,16,14,LSC,0.7470952380952381,0.751,0.014747558312835262
credit-g,16,14,N1,0.7524285714285714,0.754,0.007928249671720906
credit-g,16,14,N2,0.7561904761904762,0.76,0.012631781535551667
credit-g,16,14,TD_U,0.7521904761904762,0.757,0.02040494804604771
credit-g,16,14,kDN,0.7589523809523809,0.761,0.00696043238941513
analcatdata_authorship,18,24,CLD,0.9595798319327732,0.970280112044818,0.03594427430294836
analcatdata_authorship,18,24,DCP,0.9589122315592904,0.9678991596638656,0.032120049924423036
analcatdata_authorship,18,24,F1,0.9665993063892224,0.971470588235294,0.01958407804462193
analcatdata_authorship,18,24,Hostility,0.9658623449379752,0.9702941176470588,0.024372321321443076
analcatdata_authorship,18,24,LSC,0.9640036014405761,0.9702941176470588,0.020495930721184465
analcatdata_authorship,18,24,N1,0.967280912364946,0.970280112044818,0.012161373620723597
analcatdata_authorship,18,24,N2,0.9626910764305722,0.9690896358543416,0.01970791205820313
analcatdata_authorship,18,24,TD_U,0.9667760437508337,0.9726610644257704,0.023290748302815484
analcatdata_authorship,18,24,kDN,0.9676744030945711,0.970280112044818,0.010390310182883042
glass0,6,28,CLD,0.8524221809936096,0.8601731601731603,0.04349807261915629
glass0,6,28,DCP,0.8556380127808699,0.8645021645021644,0.027447259531033857
glass0,6,28,F1,0.8653473510616367,0.8740259740259739,0.02472491644165679
glass0,6,28,Hostility,0.8633786848072562,0.8740259740259739,0.0362558066171904
glass0,6,28,LSC,0.8631931560502989,0.8696969696969697,0.02059367422461885
glass0,6,28,N1,0.8593898165326737,0.8692640692640692,0.019855042913631105
glass0,6,28,N2,0.8701710987425273,0.8785714285714284,0.02634383377646661
glass0,6,28,TD_U,0.8483817769532055,0.8597402597402597,0.03195663101236425
glass0,6,28,kDN,0.8616058544629974,0.8694805194805195,0.025138200142788746
profb,8,2,CLD,0.672330574020653,0.6785338015803337,0.017131463553973138
profb,8,2,DCP,0.6654406538734897,0.6710491659350307,0.01459857198302792
profb,8,2,F1,0.6572850035536603,0.6636523266022827,0.024562455093558703
profb,8,2,Hostility,0.6775983527739454,0.6815188762071993,0.012389488557335997
profb,8,2,LSC,0.6569923491784774,0.6635645302897278,0.023488003334168107
profb,8,2,N1,0.6671861281826164,0.6725417032484635,0.017529786223016642
profb,8,2,N2,0.657959153810778,0.6621378402107111,0.014656690615477782
profb,8,2,TD_U,0.6575682511810694,0.6621597892888499,0.02082418556375013
profb,8,2,kDN,0.6632196162046908,0.6636742756804215,0.009718852885153348
contraceptive_NS,10,30,CLD,0.6589807852965748,0.6596491228070176,0.0061397541182744925
contraceptive_NS,10,30,DCP,0.6590643274853801,0.6570175438596492,0.007783491723399446
contraceptive_NS,10,30,F1,0.654093567251462,0.6552631578947368,0.007229971929457867
contraceptive_NS,10,30,Hostility,0.6555555555555556,0.6570175438596492,0.0075118319173479815
contraceptive_NS,10,30,LSC,0.6483709273182958,0.6473684210526316,0.007532047638908618
contraceptive_NS,10,30,N1,0.648078529657477,0.6491228070175439,0.005959873049539282
contraceptive_NS,10,30,N2,0.6433166248955723,0.6447368421052632,0.004653888574181226
contraceptive_NS,10,30,TD_U,0.6502923976608187,0.6508771929824562,0.0063578844093225475
contraceptive_NS,10,30,kDN,0.650501253132832,0.6482456140350877,0.0079847279809895
profb,20,30,CLD,0.6777446799615369,0.6785338015803336,0.004814186312773455
profb,20,30,DCP,0.6656162464985994,0.6652326602282704,0.006675795496372079
profb,20,30,F1,0.666032233789038,0.6725417032484635,0.022126460119927888
profb,20,30,Hostility,0.6710146745265271,0.6726075504828797,0.013113705510899697
profb,20,30,LSC,0.6496759897989046,0.6545873573309922,0.015658294364188575
profb,20,30,N1,0.6522388059701493,0.6591747146619842,0.015996564342661706
profb,20,30,N2,0.6598425937539195,0.6650570676031606,0.013456162592237577
profb,20,30,TD_U,0.6504128517078474,0.6562115891132573,0.01959998679244975
profb,20,30,kDN,0.6583437852753041,0.6606014047410008,0.008869859251470113
profb,8,1,CLD,0.6704711735440445,0.6711369622475856,0.005206089685763072
profb,8,1,DCP,0.6633941636356036,0.6651668129938543,0.00843615582168257
profb,8,1,F1,0.6661566118984907,0.6726733977172958,0.02792479857622623
profb,8,1,Hostility,0.6588872862577867,0.6637181738366988,0.014183965577092325
profb,8,1,LSC,0.6556064216731469,0.6591527655838455,0.016314321115890762
profb,8,1,N1,0.6558802625527823,0.659108867427568,0.011459833993657959
profb,8,1,N2,0.652260755048288,0.6547410008779632,0.011597943565669023
profb,8,1,TD_U,0.6387369873322464,0.6457418788410887,0.024591293316947597
profb,8,1,kDN,0.664563735942138,0.6651448639157155,0.006182668518360712
sylvine,8,30,CLD,0.941822419909728,0.9453532376949316,0.009612960791140773
sylvine,8,30,DCP,0.9404097084435625,0.9443778173732944,0.012525069798021584
sylvine,8,30,F1,0.9422773332347072,0.9449629934210526,0.009180487153043137
sylvine,8,30,Hostility,0.9400926361041493,0.9435961866471734,0.008711736536542237
sylvine,8,30,LSC,0.9416453641337138,0.9443778173732944,0.0077568069084741915
sylvine,8,30,N1,0.9421196401014109,0.9445731298732942,0.008586212916393665
sylvine,8,30,N2,0.9406889982479347,0.943206703825536,0.006715165970668965
sylvine,8,30,TD_U,0.9406430029065719,0.944964516325536,0.016375902485856145
sylvine,8,30,kDN,0.9412454566682911,0.9435961866471734,0.008065167353543706
contraceptive_LS,12,24,CLD,0.6142750433506736,0.6112605042016808,0.011239685509155689
contraceptive_LS,12,24,DCP,0.6314165666266506,0.6279551820728291,0.01519522728367606
contraceptive_LS,12,24,F1,0.6157016139789249,0.6196218487394958,0.014941387514645778
contraceptive_LS,12,24,Hostility,0.6194171001734027,0.6172549019607843,0.007754301920307142
contraceptive_LS,12,24,LSC,0.6285901027077497,0.6278851540616246,0.0054375356585383205
contraceptive_LS,12,24,N1,0.6303207949846605,0.6290196078431373,0.005713631575334783
contraceptive_LS,12,24,N2,0.6243444044284381,0.6242717086834734,0.006662385078280778
contraceptive_LS,12,24,TD_U,0.625108710150727,0.6243837535014005,0.005871145961564778
contraceptive_LS,12,24,kDN,0.6263525410164066,0.625532212885154,0.006570606409397137
teaching_assistant_MH,10,2,CLD,0.7132900432900433,0.72,0.016964903466454836
teaching_assistant_MH,10,2,DCP,0.7063203463203462,0.72,0.0190681166766168
teaching_assistant_MH,10,2,F1,0.7216450216450216,0.72,0.012887366636031254
teaching_assistant_MH,10,2,Hostility,0.7185281385281386,0.7290909090909091,0.032949342774865005
teaching_assistant_MH,10,2,LSC,0.7109523809523809,0.72,0.027003942458534026
teaching_assistant_MH,10,2,N1,0.7196103896103897,0.7290909090909091,0.03161176084701513
teaching_assistant_MH,10,2,N2,0.7112554112554113,0.7118181818181818,0.016470550203508592
teaching_assistant_MH,10,2,TD_U,0.7103463203463204,0.7190909090909091,0.04351353564509407
teaching_assistant_MH,10,2,kDN,0.7082683982683983,0.7109090909090909,0.02166214041663815
bupa,4,6,CLD,0.7128811524609844,0.7163025210084034,0.028917590879142648
bupa,4,6,DCP,0.7072388955582233,0.7132773109243697,0.018958834046447572
bupa,4,6,F1,0.7266066426570629,0.7338655462184873,0.02290882497726993
bupa,4,6,Hostility,0.7123569427771108,0.7191596638655462,0.025870911421083647
bupa,4,6,LSC,0.7259663865546219,0.7310084033613445,0.023872631804118215
bupa,4,6,N1,0.709811924769908,0.7133613445378152,0.02315504864251221
bupa,4,6,N2,0.7135414165666267,0.7221848739495799,0.04012156942478734
bupa,4,6,TD_U,0.7135974389755902,0.7191596638655462,0.023686773001024192
bupa,4,6,kDN,0.724561824729892,0.7276470588235294,0.020870152546728932
ilpd,2,4,CLD,0.7115389047330971,0.7132183908045977,0.006711299304172809
ilpd,2,4,DCP,0.7141531990896782,0.71497277676951,0.007668189232735503
ilpd,2,4,F1,0.7064846023103736,0.7079552329098608,0.005808043726142294
ilpd,2,4,Hostility,0.7186471926943797,0.7166666666666667,0.008787996733267986
ilpd,2,4,LSC,0.7083196496989601,0.7081064730792499,0.00965574133009536
ilpd,2,4,N1,0.6955881082015384,0.7011191772534786,0.013488124654075223
ilpd,2,4,N2,0.7185492466799182,0.7253176043557168,0.01657266811117856
ilpd,2,4,TD_U,0.7168539164001959,0.7201754385964912,0.016369099132071022
ilpd,2,4,kDN,0.7159896868608302,0.7167271627344223,0.007790372030202548
teaching_assistant_LH,4,10,CLD,0.6732034632034631,0.6836363636363636,0.02009814564781816
teaching_assistant_LH,4,10,DCP,0.6705194805194805,0.6736363636363636,0.022806355915180036
teaching_assistant_LH,4,10,F1,0.6621212121212121,0.6736363636363636,0.02820282696886632
teaching_assistant_LH,4,10,Hostility,0.6535497835497834,0.6536363636363636,0.01198795801408655
teaching_assistant_LH,4,10,LSC,0.6749350649350648,0.6827272727272727,0.025021596339023035
teaching_assistant_LH,4,10,N1,0.6864935064935064,0.6927272727272726,0.018675758172813153
teaching_assistant_LH,4,10,N2,0.6737662337662338,0.6827272727272727,0.02531338409624007
teaching_assistant_LH,4,10,TD_U,0.671125541125541,0.6736363636363636,0.016579148414224705
teaching_assistant_LH,4,10,kDN,0.6822943722943722,0.6927272727272726,0.01835062330920354
segment,12,12,CLD,0.9712018140589569,0.9757575757575758,0.017570968920727188
segment,12,12,DCP,0.9720057720057719,0.9757575757575758,0.016563934427380828
segment,12,12,F1,0.9741496598639455,0.9787878787878788,0.01866756962028661
segment,12,12,Hostility,0.9716759431045144,0.9744588744588744,0.009363638793894074
segment,12,12,LSC,0.9696145124716553,0.9744588744588744,0.019422047430202767
segment,12,12,N1,0.9731395588538445,0.9744588744588744,0.006656646473272091
segment,12,12,N2,0.9718202432488147,0.9753246753246751,0.012217386517134528
segment,12,12,TD_U,0.9707276850133992,0.9748917748917748,0.016714933309169917
segment,12,12,kDN,0.971696557410843,0.9744588744588744,0.009608513711145187
parkinsons,4,16,CLD,0.8931328320802004,0.9034210526315788,0.02326737053455188
parkinsons,4,16,DCP,0.8890225563909775,0.893157894736842,0.01444402292229067
parkinsons,4,16,F1,0.8905012531328321,0.898157894736842,0.020123046826626283
parkinsons,4,16,Hostility,0.8925689223057643,0.898157894736842,0.01536848971729094
parkinsons,4,16,LSC,0.8942105263157895,0.898157894736842,0.017352065664510516
parkinsons,4,16,N1,0.8944862155388471,0.898157894736842,0.012549479961435316
parkinsons,4,16,N2,0.8894736842105263,0.8934210526315789,0.016721194274038575
parkinsons,4,16,TD_U,0.9004636591478697,0.908421052631579,0.02160058362712869
parkinsons,4,16,kDN,0.8963784461152882,0.9034210526315788,0.01988625981365201
teaching_assistant_MH,6,18,CLD,0.6983549783549784,0.7009090909090909,0.020910314287568187
teaching_assistant_MH,6,18,DCP,0.7056277056277056,0.7118181818181818,0.03164970858510764
teaching_assistant_MH,6,18,F1,0.7172727272727273,0.72,0.010871146130092173
teaching_assistant_MH,6,18,Hostility,0.7297835497835499,0.7381818181818182,0.020156217919505018
teaching_assistant_MH,6,18,LSC,0.7114285714285714,0.7209090909090909,0.03002006412876499
teaching_assistant_MH,6,18,N1,0.701125541125541,0.7109090909090909,0.036170972291618766
teaching_assistant_MH,6,18,N2,0.6975757575757576,0.7109090909090909,0.034980907819062323
teaching_assistant_MH,6,18,TD_U,0.694935064935065,0.7009090909090909,0.02741262818810808
teaching_assistant_MH,6,18,kDN,0.7003463203463204,0.7109090909090909,0.03882837442347969
pima,14,14,CLD,0.7589354880708264,0.7604066985645933,0.008277701229020638
pima,14,14,DCP,0.7685300914624222,0.7721975393028024,0.010707448911907044
pima,14,14,F1,0.7574154542199656,0.7617395762132604,0.014946560301723968
pima,14,14,Hostility,0.7529879894541549,0.753896103896104,0.007574685649805446
pima,14,14,LSC,0.7499666373726525,0.7526144907723855,0.009886353965007843
pima,14,14,N1,0.7546276405298962,0.753896103896104,0.007075913084536241
pima,14,14,N2,0.750212381603359,0.7512645249487355,0.007597183460168741
pima,14,14,TD_U,0.7599729844090747,0.7643369788106631,0.013552013598395123
pima,14,14,kDN,0.7551760895745858,0.7565447710184553,0.006590399582121063
breastcancer,8,28,CLD,0.9994152046783626,1.0,0.0026798688274596006
breastcancer,8,28,DCP,1.0,1.0,0.0
breastcancer,8,28,F1,1.0,1.0,0.0
breastcancer,8,28,Hostility,1.0,1.0,0.0
breastcancer,8,28,LSC,0.9958094641365319,1.0,0.01920344779677014
breastcancer,8,28,N1,1.0,1.0,0.0
breastcancer,8,28,N2,1.0,1.0,0.0
breastcancer,8,28,TD_U,1.0,1.0,0.0
breastcancer,8,28,kDN,1.0,1.0,0.0
parkinsons,18,1,CLD,0.8766165413533835,0.8828947368421053,0.025472717156813297
parkinsons,18,1,DCP,0.8734335839598997,0.8776315789473685,0.021530831496256623
parkinsons,18,1,F1,0.8823809523809525,0.8828947368421053,0.011551245627953477
parkinsons,18,1,Hostility,0.8697869674185463,0.8723684210526315,0.017487949758515527
parkinsons,18,1,LSC,0.8781704260651628,0.8878947368421052,0.03429993137278572
parkinsons,18,1,N1,0.9055137844611527,0.908421052631579,0.01293133265367394
parkinsons,18,1,N2,0.8729573934837094,0.8778947368421053,0.022503601552611018
parkinsons,18,1,TD_U,0.8827568922305764,0.8828947368421053,0.013951990060402137
parkinsons,18,1,kDN,0.8821804511278195,0.8881578947368421,0.018861123681936685
glass0,14,14,CLD,0.8571428571428571,0.8692640692640692,0.047568647078239504
glass0,14,14,DCP,0.8567408781694494,0.8645021645021644,0.03283053106987239
glass0,14,14,F1,0.8715007215007214,0.8785714285714284,0.029122597065062227
glass0,14,14,Hostility,0.8558750773036488,0.8696969696969697,0.042727529622111196
glass0,14,14,LSC,0.8607400535971964,0.8694805194805195,0.024025825453937534
glass0,14,14,N1,0.861904761904762,0.8694805194805195,0.023408467968487282
glass0,14,14,N2,0.8717893217893217,0.8785714285714284,0.030579010234048624
glass0,14,14,TD_U,0.8673160173160174,0.8742424242424243,0.035624641528724806
glass0,14,14,kDN,0.859997938569367,0.8692640692640692,0.02763778719450403
breastcancer,6,4,CLD,1.0,1.0,0.0
breastcancer,6,4,DCP,1.0,1.0,0.0
breastcancer,6,4,F1,1.0,1.0,0.0
breastcancer,6,4,Hostility,1.0,1.0,0.0
breastcancer,6,4,LSC,0.9995822890559732,1.0,0.001914192019613976
breastcancer,6,4,N1,1.0,1.0,0.0
breastcancer,6,4,N2,1.0,1.0,0.0
breastcancer,6,4,TD_U,1.0,1.0,0.0
breastcancer,6,4,kDN,1.0,1.0,0.0
wdbc,16,20,CLD,0.9551244181883279,0.9578007518796992,0.010882308669785169
wdbc,16,20,DCP,0.9552243704499342,0.9560463659147868,0.0091043081284619
wdbc,16,20,F1,0.9497493734335839,0.9542606516290728,0.01655021846537647
wdbc,16,20,Hostility,0.9529403866809881,0.9542919799498746,0.007091982385233386
wdbc,16,20,LSC,0.9573725981620718,0.9613095238095236,0.014908421202568922
wdbc,16,20,N1,0.9584646139157417,0.9578007518796992,0.004527691561608515
wdbc,16,20,N2,0.9567117197756294,0.9595551378446114,0.009392358609764917
wdbc,16,20,TD_U,0.9569891991884473,0.9613408521303258,0.015964550503233716
wdbc,16,20,kDN,0.9557017543859648,0.9578007518796992,0.006155724067941515
teaching_assistant_LM,16,2,CLD,0.6411640211640212,0.6466666666666667,0.04124823406691537
teaching_assistant_LM,16,2,DCP,0.6526984126984127,0.6555555555555556,0.01416643323803955
teaching_assistant_LM,16,2,F1,0.6359259259259259,0.6466666666666667,0.022447011221033458
teaching_assistant_LM,16,2,Hostility,0.6246031746031746,0.6255555555555555,0.0076842448586454575
teaching_assistant_LM,16,2,LSC,0.6397883597883598,0.6455555555555555,0.012773521260211168
teaching_assistant_LM,16,2,N1,0.6406878306878306,0.6366666666666666,0.011729861599576083
teaching_assistant_LM,16,2,N2,0.6335449735449735,0.6355555555555555,0.029877567140324107
teaching_assistant_LM,16,2,TD_U,0.6217989417989418,0.6255555555555555,0.01476346922357949
teaching_assistant_LM,16,2,kDN,0.6331216931216931,0.6366666666666666,0.00913965074581288
segment,20,4,CLD,0.9712636569779427,0.976190476190476,0.020792057808961335
segment,20,4,DCP,0.9724799010513296,0.9774891774891774,0.02128469404804994
segment,20,4,F1,0.9730983302411874,0.9787878787878788,0.023921533349024953
segment,20,4,Hostility,0.9717171717171715,0.9744588744588744,0.0101601033769494
segment,20,4,LSC,0.969676355390641,0.9744588744588744,0.022716128453232353
segment,20,4,N1,0.9730571016285301,0.974025974025974,0.004337447960037511
segment,20,4,N2,0.9711605854462997,0.974025974025974,0.012907749596041837
segment,20,4,TD_U,0.9685425685425684,0.9744588744588744,0.02555701807022272
segment,20,4,kDN,0.9728097299525871,0.9748917748917748,0.008169806166242289
cleveland,10,6,CLD,0.5748745519713262,0.5773118279569893,0.0074260008673027915
cleveland,10,6,DCP,0.555099846390169,0.5543010752688172,0.011479348079806067
cleveland,10,6,F1,0.5716436251920123,0.5773118279569893,0.02344145562174531
cleveland,10,6,Hostility,0.5734613415258577,0.5706451612903225,0.010768677308268361
cleveland,10,6,LSC,0.5776497695852535,0.5774193548387097,0.010801142745299247
cleveland,10,6,N1,0.5659344598054276,0.5705376344086022,0.010618061467618189
cleveland,10,6,N2,0.5856067588325653,0.5905376344086022,0.018653304199544446
cleveland,10,6,TD_U,0.548320532514081,0.5511827956989247,0.015741086270004905
cleveland,10,6,kDN,0.5648131080389145,0.5673118279569892,0.008768809277364698
sonar,18,24,CLD,0.7658276643990929,0.7742857142857142,0.03865926353065372
sonar,18,24,DCP,0.752437641723356,0.7545238095238095,0.020663032481914825
sonar,18,24,F1,0.7765873015873016,0.7885714285714285,0.03165201355691466
sonar,18,24,Hostility,0.7678571428571429,0.7697619047619048,0.026045159629690385
sonar,18,24,LSC,0.7552607709750566,0.7547619047619047,0.02565070454734081
sonar,18,24,N1,0.7812698412698412,0.7930952380952381,0.030886040016098598
sonar,18,24,N2,0.7928911564625851,0.8028571428571428,0.030633919008921408
sonar,18,24,TD_U,0.7876643990929705,0.7928571428571429,0.027847334358645434
sonar,18,24,kDN,0.7626530612244897,0.764047619047619,0.017145549675170832
segment,10,22,CLD,0.9710781282209854,0.9757575757575758,0.016930015363434414
segment,10,22,DCP,0.9720263863121006,0.9770562770562772,0.019028166075219465
segment,10,22,F1,0.9736136878994023,0.9783549783549784,0.018517047794453144
segment,10,22,Hostility,0.9710781282209854,0.974025974025974,0.011101696825836702
segment,10,22,LSC,0.9710162853019997,0.9766233766233766,0.02007579021967977
segment,10,22,N1,0.9697175840032983,0.971861471861472,0.0064768562730370014
segment,10,22,N2,0.9700267985982272,0.974025974025974,0.013617388544669502
segment,10,22,TD_U,0.968212739641311,0.9731601731601732,0.018181597312908866
segment,10,22,kDN,0.9731601731601732,0.9753246753246751,0.007641643000386652
teaching_assistant_LH,20,26,CLD,0.6700865800865801,0.6736363636363636,0.015758782837549817
teaching_assistant_LH,20,26,DCP,0.6504761904761904,0.6636363636363637,0.038320763471339746
teaching_assistant_LH,20,26,F1,0.6722077922077921,0.6736363636363636,0.017975123831046064
teaching_assistant_LH,20,26,Hostility,0.657965367965368,0.6536363636363636,0.014456845905862324
teaching_assistant_LH,20,26,LSC,0.6849783549783549,0.6927272727272726,0.013470564933882202
teaching_assistant_LH,20,26,N1,0.6774891774891775,0.6927272727272726,0.02522281657924967
teaching_assistant_LH,20,26,N2,0.6548484848484848,0.6727272727272726,0.05255405193375341
teaching_assistant_LH,20,26,TD_U,0.6681818181818182,0.6736363636363636,0.021329760375727386
teaching_assistant_LH,20,26,kDN,0.6888744588744589,0.6927272727272726,0.017503021609044343
breastcancer,16,2,CLD,1.0,1.0,0.0
breastcancer,16,2,DCP,1.0,1.0,0.0
breastcancer,16,2,F1,1.0,1.0,0.0
breastcancer,16,2,Hostility,1.0,1.0,0.0
breastcancer,16,2,LSC,0.9957393483709274,1.0,0.0195247586000625
breastcancer,16,2,N1,1.0,1.0,0.0
breastcancer,16,2,N2,0.9984962406015038,1.0,0.006891091270610302
breastcancer,16,2,TD_U,1.0,1.0,0.0
breastcancer,16,2,kDN,1.0,1.0,0.0
bands,16,4,CLD,0.7214178464178465,0.7288288288288288,0.02515983121074428
bands,16,4,DCP,0.7009545259545259,0.7095345345345345,0.02106571213009452
bands,16,4,F1,0.7285321035321035,0.737012012012012,0.035271277618535546
