n_ensemble,weights,accuracy_mean,Boots_Hostility_dataset_mean,Boots_kDN_dataset_mean,Boots_DCP_dataset_mean,Boots_TD_U_dataset_mean,Boots_CLD_dataset_mean,Boots_N1_dataset_mean,Boots_N2_dataset_mean,Boots_LSC_dataset_mean,Boots_F1_dataset_mean,accuracy_std,Boots_Hostility_dataset_std,Boots_kDN_dataset_std,Boots_DCP_dataset_std,Boots_TD_U_dataset_std,Boots_CLD_dataset_std,Boots_N1_dataset,Boots_N2_dataset_std,Boots_LSC_dataset_std,Boots_F1_dataset_std,confusion_matrix,Boots_Hostility_class_mean,Boots_kDN_class_mean,Boots_DCP_class_mean,Boots_TD_U_class_mean,Boots_CLD_class_mean,Boots_N1_class_mean,Boots_N2_class_mean,Boots_LSC_class_mean,Boots_F1_class_mean,Boots_Hostility_class_std,Boots_kDN_class_std,Boots_DCP_class_std,Boots_TD_U_class_std,Boots_CLD_class_std,Boots_N1_class,Boots_N2_class_std,Boots_LSC_class_std,Boots_F1_class_std,Boots_N1_class_std
0,CLD,0.966,0.07933333333333334,0.13456666666666667,0.02566341884788721,0.6082626262626263,0.3976744012350061,0.07643055555555556,0.2138631382552739,0.9667080490548168,0.862125,0.005348935511960428,0.014131697035781338,0.005533797671280247,0.004337796355952273,0.03373493834193834,0.003383376881860956,0.00484784897253347,0.003964725089307462,0.0010623105951029074,0.008630948532429366,"[[1177, 11, 36], [22, 848, 0], [33, 0, 873]]","[0.08329147081686643, 0.104183938534065, 0.05372705224200065]","[0.14923317063389246, 0.16613839764739785, 0.08760551925509233]","[0.02797699612538785, 0.007251961681135513, 0.03652586985084509]","[0.6824182547907925, 0.6204429523924919, 0.4860398809904293]","[0.39867195910819386, 0.4930343116262629, 0.321426697160211]","[0.08414486559574334, 0.09062614948896797, 0.05365626752425508]","[0.22110301869235355, 0.24292316055400315, 0.1801080727223177]","[0.9764815875201973, 0.9753484629095676, 0.9450638942533696]","[0.9220456868873992, 0.9784130662818817, 0.6797247118456073]","[0.01475086835132721, 0.024186645643032554, 0.012336677895746228]","[0.007569914172602078, 0.013087968081977566, 0.004694056041885521]","[0.007871920373782697, 0.0018479870254569399, 0.0033919880424940776]","[0.0456132685781688, 0.031435113326362264, 0.017639708031564644]","[0.004996996536369105, 0.005462619127015456, 0.005625646936684495]",0,"[0.004051056045993451, 0.005257519480547985, 0.005218164825928429]","[0.0005587258549671448, 0.00117714533710989, 0.0018634188268365135]","[0.004393776034383927, 0.007867679509106057, 0.012102657727315391]","[0.006998901425464732, 0.010718802876398729, 0.0073637773925008835]"
0,DCP,0.9576666666666667,0.05441666666666667,0.08905833333333332,0.025413740149278642,0.5832531565656565,0.266698222858259,0.049840277777777775,0.17486686741580243,0.9334094172397744,0.8457708333333332,0.0030276503540974963,0.013698134503971296,0.0041030137974691515,0.008757733938251716,0.041851560448889644,0.010420205222255624,0.0038592152869686923,0.003546803731009356,0.002485373330993888,0.008997190437235895,"[[1168, 20, 36], [31, 839, 0], [40, 0, 866]]","[0.07306473055701843, 0.04911511778977368, 0.034453650983557196]","[0.11510478229720564, 0.08640296383814564, 0.05848984365148617]","[0.032775726676493804, 0.00928108448573986, 0.028934369136890615]","[0.6759682050135462, 0.5624560153408223, 0.4831890639953775]","[0.30482664654611036, 0.24558484380526915, 0.2360614223574457]","[0.06467641617540616, 0.04679655374521235, 0.03319254212020399]","[0.19947163187099803, 0.17215306862590768, 0.14596120423433606]","[0.9687321754397574, 0.9198513688762002, 0.8995549685970344]","[0.9337137440622587, 0.9813011906213752, 0.6271815394583288]","[0.011724592508728687, 0.021286604209698277, 0.01405788413926936]","[0.005194793701574428, 0.011564993364214097, 0.0032730267684561013]","[0.01176132011252807, 0.005384606555763775, 0.008527158240455805]","[0.05128955368235094, 0.04958697169777874, 0.027656568116316282]","[0.011570308085260722, 0.02377737618354073, 0.011420923385195113]",0,"[0.0024417616690344105, 0.008198736176183887, 0.0022502165071390315]","[0.0019817387385900557, 0.005232065012109904, 0.0032389599622912536]","[0.004980723027346652, 0.0033847494093981, 0.011454202298723522]","[0.00477925332705597, 0.012922928755493501, 0.004049789281138681]"
0,F1,0.958,0.05683333333333333,0.094125,0.014728129010435995,0.6177922979797981,0.27222609970072326,0.049930555555555554,0.1825556990412328,0.9461176867769456,0.9529375,0.010501322668015562,0.006703025850730072,0.0016430620127608592,0.005622824292529047,0.044298590852027066,0.007489209851842544,0.004598499214216325,0.0026129581236889994,0.001671797796111697,0.0022897719440057055,"[[1161, 18, 45], [16, 854, 0], [47, 0, 859]]","[0.060083822332275175, 0.05261455747675849, 0.058537132765675494]","[0.09956623283364925, 0.09119838004086858, 0.08384527331895579]","[0.015313232805042598, 0.005766525455856511, 0.038229267935717584]","[0.6941740486808566, 0.5506676849147842, 0.5365969738673854]","[0.28361396414803797, 0.24926360352183735, 0.29648257012830975]","[0.051774102348028, 0.04676768976379749, 0.053360067868847706]","[0.19049990941415434, 0.17463763126829193, 0.1771585855912874]","[0.9660702075985188, 0.9237539752876452, 0.9386302397929411]","[0.9734961213202331, 0.9961689431166485, 0.7586831223198386]","[0.007731935195730608, 0.009567765836291996, 0.0275074883171298]","[0.006442767056532754, 0.0044661622073754815, 0.007431652717915777]","[0.006265339952307477, 0.0036291121880237458, 0.008849819999124214]","[0.0577752803148875, 0.041679417055167506, 0.028663949200426562]","[0.005390063304996721, 0.009062816680771748, 0.01179293068358022]",0,"[0.002952399369624134, 0.0049038761362693, 0.005939776437917289]","[0.0007324867837171302, 0.004291819469674105, 0.006541285436080393]","[0.0009145692396855812, 0.0011252400474232999, 0.005130983382757746]","[0.0057373690526554355, 0.009807538878787929, 0.00991935432179909]"
0,Hostility,0.967,0.07666666666666667,0.11092500000000001,0.020617341826030408,0.590050505050505,0.2952342924060781,0.062430555555555545,0.19233400854642985,0.9440387838760781,0.8632083333333334,0.008928730157319284,0.026040833319999568,0.02334276966928589,0.003942839058711822,0.047826773686098716,0.03177551909822776,0.012120617167966627,0.019301651481873964,0.011648044138436021,0.0022743188082735115,"[[1171, 10, 43], [15, 855, 0], [31, 0, 875]]","[0.09252306765827614, 0.07368006078750589, 0.056200746604103416]","[0.1359379664588057, 0.1103248650689842, 0.07416299867366674]","[0.024137613062522042, 0.005451146385999145, 0.03055086895139873]","[0.6772750715140127, 0.5675914471217764, 0.4835857947032549]","[0.31984118049273647, 0.28540078617193326, 0.2682459487649207]","[0.07428681401598305, 0.05891415232380796, 0.0480510621054509]","[0.21386667446010899, 0.18826239935910677, 0.16441788058710688]","[0.9721792228600016, 0.9307903009102614, 0.9160607500480789]","[0.9323099260561385, 0.9822733235095145, 0.6418945313434452]","[0.028569384584641228, 0.017882206097391773, 0.02698900863418599]","[0.021921817180264272, 0.025039314012456453, 0.015883638457035887]","[0.004589871103220644, 0.0036797544596649107, 0.005207090319150741]","[0.05677503858617116, 0.04906728011581652, 0.0189719655443953]","[0.023752988483427502, 0.04068015015216684, 0.0261562650958457]",0,"[0.015859398595442272, 0.021726764746375332, 0.016024124621348328]","[0.004826032513196423, 0.013870558151423969, 0.014593042648053518]","[0.005521626359385509, 0.0010468689777664811, 0.0010466282064544653]","[0.012273657273248171, 0.015263983503633397, 0.007001459158609027]"
0,LSC,0.966,0.10200000000000001,0.15958333333333335,0.02869768222747615,0.6227891414141414,0.3584172965906953,0.09617361111111111,0.23858089922949427,0.9756637068630403,0.8865208333333333,0.005602578771323901,0.015133663726202513,0.004648868589954604,0.008096103886325567,0.041240270250970865,0.0036659656610301644,0.00363228302012269,0.005077845637936244,0.0007265598852690808,0.004332381706405798,"[[1179, 16, 29], [15, 855, 0], [42, 0, 864]]","[0.11232728877243284, 0.10342771206720172, 0.07851665156658752]","[0.17182462600995208, 0.16764929373505025, 0.12519224441726753]","[0.031358039857208315, 0.007062051945971983, 0.04772493374538453]","[0.686089854890891, 0.6117616383153172, 0.5025124720345555]","[0.35907306427646957, 0.3735259074629935, 0.33982372910350966]","[0.10027798685231779, 0.09891308223665102, 0.08468422601794841]","[0.242428163443275, 0.24905785222807236, 0.21876993185753868]","[0.9811464775997049, 0.9733400251566241, 0.9668066619787019]","[0.9266415593503099, 0.9826194591723183, 0.6938141291122617]","[0.020526460686239416, 0.02540092161656546, 0.01636245071875385]","[0.007780740801383359, 0.013160247767351217, 0.004663888641852007]","[0.009775699154821496, 0.0021894038478895528, 0.011954001126475686]","[0.04952906713264748, 0.034396868826188226, 0.019794801855136265]","[0.006547357214651676, 0.013099463361347612, 0.007986635216732112]",0,"[0.0037277477473386463, 0.01350295568694218, 0.002903323401253924]","[0.00046359694468334103, 0.0019283491310820267, 0.0012970468397406753]","[0.0030273551666700265, 0.002445390153786686, 0.0076878192509399765]","[0.005581084278275619, 0.01543512136537025, 0.005235244197847831]"
0,N1,0.96,0.059083333333333335,0.09105833333333332,0.01837667334490094,0.5803200757575758,0.26624304359106415,0.05380555555555555,0.17826220927479067,0.9347581571696008,0.8565833333333334,0.013591255358583418,0.011597263805647339,0.004978739521427302,0.00448556601439498,0.040999776098253,0.003679742374473581,0.004782574909224706,0.00252998110440966,0.0007859073523851074,0.007211388442171792,"[[1161, 23, 40], [21, 849, 0], [36, 0, 870]]","[0.07524920139168292, 0.05600833357880144, 0.040016934571812116]","[0.11420660534860452, 0.09259656958285103, 0.05840272358137207]","[0.022893534485163354, 0.004237800448950032, 0.02591998479998217]","[0.6806353913559844, 0.5546171462037454, 0.4697222384052419]","[0.3016338302226994, 0.24580527815123604, 0.2381738026143497]","[0.0687438962848907, 0.053164224797787964, 0.03420365194943308]","[0.201106282563901, 0.1787505747283372, 0.14700702640555016]","[0.9689364351317469, 0.9234824847801753, 0.8994711818444507]","[0.9385648854603164, 0.9815389616570576, 0.6262299877722867]","[0.014703674744473545, 0.011174727404491097, 0.00899073054490023]","[0.007933016399737746, 0.002742233721757671, 0.0031236158732487382]","[0.004512860079547091, 0.002546413749776628, 0.007425299080007495]","[0.057517457013334876, 0.04361741826003926, 0.018370117012552718]","[0.009422268147594465, 0.004551268586302412, 0.011327984106455597]",0,"[0.003696685457265837, 0.0043145496959614395, 0.003862224005916374]","[0.0014577105625117482, 0.004638206364530005, 0.0034898791356206132]","[0.0021835861482344923, 0.004542650395356135, 0.01225942064990823]","[0.005897229580639901, 0.002862892452738739, 0.004286921060630568]"
0,N2,0.9686666666666668,0.09591666666666668,0.1469916666666667,0.025285408879299826,0.610935606060606,0.34042446334954946,0.09384027777777777,0.24804852937762273,0.966780361875631,0.8813749999999999,0.007582875444051544,0.011834360284076759,0.0037852968473056654,0.004159274258304296,0.04225636925800695,0.0045541736384197605,0.0020392618584843657,0.002597969629209779,0.0014501529510371376,0.0038509276930659433,"[[1181, 11, 32], [15, 855, 0], [36, 0, 870]]","[0.10404920544884089, 0.10062438353616487, 0.07543801738832592]","[0.1648759815304457, 0.15104670033660067, 0.1104442588569062]","[0.02849474790335611, 0.007877103135685978, 0.03920861909361438]","[0.6815370653312179, 0.5994015082036052, 0.49796345128968333]","[0.35113402376660907, 0.34443487058477673, 0.3164469342273849]","[0.10449721600586341, 0.09112662443979216, 0.07785899133062406]","[0.26003638691941466, 0.25138224887440597, 0.22287395321878067]","[0.9786404638153483, 0.9623821673271422, 0.9507229859489552]","[0.924469270887886, 0.986140386369093, 0.6853236580570745]","[0.016507387211742903, 0.013973647905180882, 0.018218921715594596]","[0.003158506522711854, 0.009097833939922216, 0.006989348331455708]","[0.007805988986621933, 0.0018356888374134756, 0.004706095477531934]","[0.05181313191525345, 0.03926927062038156, 0.02058774814694016]","[0.00549935874801709, 0.011917221927065366, 0.008740657212243262]",0,"[0.001756989782227805, 0.00407743001686482, 0.01010770396476906]","[0.0005478024218907942, 0.0015960905462409386, 0.0053661313629529235]","[0.002982318074576586, 0.004547589080300732, 0.016536566779400425]","[0.003928720338190404, 0.007811775832948399, 0.010274394447716733]"
0,TD_U,0.9543333333333333,0.0705,0.10931666666666666,0.020405336202984688,0.6594090909090908,0.3006007340082439,0.061986111111111096,0.1934141626223757,0.9496280929374871,0.9067083333333332,0.0058452259722501084,0.015529988910348763,0.004143644732197326,0.004111441222506135,0.04987108825554548,0.010539014294872804,0.004837890970579009,0.0033142927064308296,0.0016155373770827765,0.006427851453289452,"[[1174, 14, 36], [24, 846, 0], [63, 0, 843]]","[0.06942188649509339, 0.08050226840597936, 0.06153265305653042]","[0.111007584441783, 0.1262821978282254, 0.08460023579331491]","[0.0202263286973971, 0.0058767179468513266, 0.040694417329811494]","[0.7079240936404058, 0.6355899294042936, 0.5635594211130146]","[0.30477834204748355, 0.3189019167993087, 0.26813847985319506]","[0.06067214912809684, 0.068977503200591, 0.05758143733053023]","[0.19527020963699016, 0.2073675680324925, 0.17060735699198012]","[0.9678549247380911, 0.9441853774623242, 0.909998626088173]","[0.9500761683800834, 0.9847604090545292, 0.689880434660214]","[0.01182793325366863, 0.0216509044033649, 0.02737890333446283]","[0.006520223197687461, 0.017312564277780038, 0.008475887939268657]","[0.004820002122092777, 0.0025029821300286957, 0.007047985769709583]","[0.05175126258695968, 0.045700021524970116, 0.027742437264526753]","[0.0061097799019183534, 0.037032758714688294, 0.009318672049362658]",0,"[0.0010002681213644134, 0.011830991071195866, 0.004401632801206924]","[0.0009510651372205671, 0.005057756922144759, 0.0029772324923515734]","[0.0023290362111737704, 0.003379075807584223, 0.011666948987159937]","[0.003630530660118618, 0.01624726662100939, 0.005894048184771783]"
0,Uniform,0.9593333333333334,0.04833333333333333,0.08695833333333333,0.016934839037628956,0.5806502525252525,0.26997410978894987,0.04544444444444444,0.1720949969621743,0.9336216555595975,0.8581666666666667,0.0058452259722500755,0.010667805928743423,0.004814889377983905,0.0035284213000254965,0.03971734403291028,0.004530749034260088,0.0028854354692528176,0.001992550892425931,0.001602386696191471,0.0038993689393285067,"[[1163, 21, 40], [14, 856, 0], [47, 0, 859]]","[0.06017991042106139, 0.047696852240160646, 0.03210918620653326]","[0.10949258666591954, 0.08422172218366736, 0.058118279569892475]","[0.021186567896207802, 0.003640865012293744, 0.023860866905089605]","[0.6784304458228619, 0.5515769246148652, 0.47343734143281785]","[0.2998760313760526, 0.2527580226659127, 0.24499045147461582]","[0.0559073699882332, 0.042301306677219895, 0.03374378027554449]","[0.1923925641284167, 0.16962586115407272, 0.14619728318737363]","[0.9680184521159644, 0.9202736748979833, 0.8988098853326939]","[0.9393190507766891, 0.9796712123480489, 0.6268381549229929]","[0.014297689577903757, 0.011836360440630208, 0.011079421852606715]","[0.004416892857632924, 0.010475537913251067, 0.0025353084307367037]","[0.004212014564311244, 0.0018728156279989132, 0.005089036120818153]","[0.05555876548349377, 0.038975293887048366, 0.01976078877390567]","[0.005092414479548439, 0.011803976451109147, 0.007941390318258454]",0,"[0.003924193308872667, 0.0024529869416066823, 0.0010953428679974415]","[0.001951665498475608, 0.0026819672021642497, 0.003007920162646199]","[0.0015577385800487882, 0.0026357411012191798, 0.010556731274066875]","[0.00262893040900593, 0.007491043692896595, 0.00488963288434427]"
0,kDN,0.9596666666666668,0.06533333333333333,0.10827500000000001,0.018958942918428784,0.585824494949495,0.2801801461364247,0.06151388888888889,0.1865091902964009,0.9386252444515089,0.8557916666666667,0.011205157542647741,0.011247684946986494,0.0014314789360812985,0.003744646759923707,0.0395411444822696,0.005728307654917647,0.004120154163595106,0.0027122671734522226,0.0020207147583285994,0.005289267008396415,"[[1160, 17, 47], [19, 851, 0], [38, 0, 868]]","[0.0827383033663537, 0.06675684273899067, 0.03982975867468829]","[0.13262799592401658, 0.11439988927620486, 0.0685024724210456]","[0.023271375374889585, 0.0039103821399137486, 0.027585038435534427]","[0.6818340786074704, 0.56308373586602, 0.47324185199971847]","[0.3115879123860724, 0.26560645512455333, 0.2505068573073804]","[0.07572874958250667, 0.062003021522735194, 0.041280829791577094]","[0.2091773787764372, 0.18929838109221442, 0.15207709836240232]","[0.9707913101396486, 0.9285402220638629, 0.9033132395468927]","[0.935100970599186, 0.9801287298307665, 0.6260196368135895]","[0.01897343872602534, 0.005740300324884124, 0.01309307210196266]","[0.0022365025650289997, 0.002797231221938181, 0.0049148444569201265]","[0.004842374637109347, 0.0030346701289260033, 0.005490751997980082]","[0.055241455663527124, 0.038031328360940406, 0.02109148184983645]","[0.003267411349879836, 0.006045918118589733, 0.011121542918744422]",0,"[0.00470779847801716, 0.006564965342778121, 0.0046090966497850825]","[0.0008416214015506642, 0.006334911914767105, 0.001610811594728831]","[0.0032282808121214786, 0.0043159043310829455, 0.00975406143403859]","[0.00449257129590578, 0.005109932421874442, 0.0033729440537843833]"
