n_ensemble,weights,accuracy_mean,Boots_Hostility_dataset_mean,Boots_kDN_dataset_mean,Boots_DCP_dataset_mean,Boots_TD_U_dataset_mean,Boots_CLD_dataset_mean,Boots_N1_dataset_mean,Boots_N2_dataset_mean,Boots_LSC_dataset_mean,Boots_F1_dataset_mean,accuracy_std,Boots_Hostility_dataset_std,Boots_kDN_dataset_std,Boots_DCP_dataset_std,Boots_TD_U_dataset_std,Boots_CLD_dataset_std,Boots_N1_dataset,Boots_N2_dataset_std,Boots_LSC_dataset_std,Boots_F1_dataset_std,confusion_matrix,Boots_Hostility_class_mean,Boots_kDN_class_mean,Boots_DCP_class_mean,Boots_TD_U_class_mean,Boots_CLD_class_mean,Boots_N1_class_mean,Boots_N2_class_mean,Boots_LSC_class_mean,Boots_F1_class_mean,Boots_Hostility_class_std,Boots_kDN_class_std,Boots_DCP_class_std,Boots_TD_U_class_std,Boots_CLD_class_std,Boots_N1_class,Boots_N2_class_std,Boots_LSC_class_std,Boots_F1_class_std,Boots_N1_class_std
0,CLD,0.7859999999999999,0.23337500000000003,0.28445624999999997,0.2642759320628528,0.4179919312888199,0.4141769522652806,0.2854895833333333,0.34894763143088803,0.9677160513141427,0.8563541666666665,0.025239478005695776,0.008366016637265319,0.0035702082178425193,0.00574898762562922,0.049340040061114934,0.0050078425011971656,0.004396393316918842,0.0018402835529206425,0.0020207703584719868,0.00490579659971522,"[[914, 41, 44, 1], [46, 839, 49, 66], [74, 77, 661, 188], [1, 59, 210, 730]]","[0.06081361162585506, 0.2704876747209566, 0.3931997989466187, 0.2658310959225295]","[0.10658951560355409, 0.3010420303001376, 0.42461918011565986, 0.36112844271797767]","[0.10574528344403185, 0.27971167545390435, 0.38125058628306807, 0.3398204068892189]","[0.3634196074194708, 0.3738410412148245, 0.47173974785132894, 0.4745442650799645]","[0.43657203487081475, 0.46106131221446367, 0.44241468982319593, 0.31495982787683363]","[0.11446130439663423, 0.28777296979262473, 0.4209503371147201, 0.3702345280950123]","[0.21783164599807528, 0.3491943492027088, 0.4466925760282229, 0.421712822701488]","[0.9504206226811271, 0.9497220953121517, 0.9857603947134239, 0.9882183685763403]","[0.7248534289176727, 0.8709457734615492, 0.9152736414310099, 0.9558271092517524]","[0.012296348604499968, 0.016882422937224716, 0.04039102750024526, 0.02837333984832324]","[0.0070462349161002896, 0.008564461490496897, 0.0095814532684045, 0.006560505313915542]","[0.008393229669831958, 0.008122366070677971, 0.013905178022988433, 0.011023565737659306]","[0.03292507494532435, 0.03606415546977064, 0.05117802636468123, 0.05959331943991388]","[0.00899804863902337, 0.004506788722984091, 0.013612496790614492, 0.007930002900880988]",0,"[0.005716934826834463, 0.012554244547542188, 0.0044427272312854565, 0.0034419915717170207]","[0.003291198027841237, 0.007156579035109428, 0.0017051536356438224, 0.0004960221258305695]","[0.010132547194156112, 0.009195287059757272, 0.006783298748166384, 0.0032373983454523]","[0.010859462132473364, 0.013194026045182116, 0.005352110931398229, 0.013746886541177625]"
0,DCP,0.79375,0.232625,0.2941125,0.28499120480095785,0.44604945587474126,0.3466340256551342,0.29766666666666663,0.36191038986417035,0.965404255319149,0.8753333333333334,0.01056970907830487,0.007283998944604543,0.0028470619450145494,0.003960164081842159,0.051481208870748064,0.007365753967629236,0.0074099090307923445,0.0037068820874143348,0.002535489354606677,0.00926999937728485,"[[895, 39, 64, 2], [47, 837, 47, 69], [62, 55, 687, 196], [1, 57, 186, 756]]","[0.06485799126608835, 0.28400168726694053, 0.31216701066867286, 0.2294045588574917]","[0.12672273705903978, 0.3098597690548005, 0.36127395389041506, 0.3295428157464638]","[0.14058154520648208, 0.30285357292340437, 0.3398510763446708, 0.3159377922330739]","[0.4127005328073893, 0.37363123792182656, 0.47186098176388774, 0.4906519271249118]","[0.410847468013793, 0.41394397888482226, 0.33170464906615693, 0.2743051177422651]","[0.13887455086169911, 0.30211882088793135, 0.3642247067694667, 0.33561328466394696]","[0.2560810925194997, 0.33591091816391705, 0.4079146552640128, 0.40514060903327254]","[0.9675585119289357, 0.9084605697265784, 0.981076845766246, 0.9858264500978791]","[0.753643228955936, 0.8390222301438911, 0.8967159700084144, 0.961772562182307]","[0.016153469073174435, 0.05414187795530916, 0.017497402905121678, 0.029160944321057515]","[0.005164690326848656, 0.03445746993424844, 0.010346474849602126, 0.010039054362745102]","[0.005900220945763895, 0.03329981764828305, 0.010118123072918013, 0.008477828250971889]","[0.04665064876679899, 0.0368253541536283, 0.04711196506832904, 0.05526039867013555]","[0.011243119809558331, 0.029623740953116977, 0.01013163035946873, 0.005848226496967402]",0,"[0.0030804217816480144, 0.027155393821556698, 0.005625110688249321, 0.01042471029014161]","[0.002729120562119328, 0.012098820269278568, 0.0012742675127492716, 0.003341340407747376]","[0.021657624374759495, 0.016382971271884515, 0.011779215341592087, 0.008157928092810912]","[0.009084836377281774, 0.042867154502929924, 0.005725566616949974, 0.019515315991729492]"
0,F1,0.79875,0.18025,0.24820000000000003,0.22969033768007274,0.4293289596273292,0.30521839599859785,0.24754687499999997,0.3287944816740548,0.9622482790988736,0.9033749999999999,0.01414213562373095,0.005943253791064283,0.002976683478512631,0.0034619133869181005,0.048627102478949406,0.0018468148162294798,0.008560926108644649,0.004662444355100448,0.0021605713156488903,0.011539979005673643,"[[863, 46, 90, 1], [39, 848, 49, 64], [66, 52, 707, 175], [1, 62, 160, 777]]","[0.03339515568975583, 0.19481981039456722, 0.26830309619982273, 0.16929068527754726]","[0.08957652186863233, 0.23370546017806823, 0.3240461227493437, 0.27263203472672426]","[0.09064227042602968, 0.2152585930345296, 0.2912154548821355, 0.2567658038660593]","[0.36714371138457086, 0.36534322590252244, 0.4622278394725917, 0.47401476396757564]","[0.3456901315184905, 0.3621945701174146, 0.3250997082244681, 0.23053304601163616]","[0.1019786750473008, 0.22206037330714135, 0.32052051449736374, 0.27504356999200213]","[0.21839781405151704, 0.29148960754948716, 0.38454345277744206, 0.36098323572225705]","[0.9556869859132121, 0.914602480921, 0.9817539859013789, 0.9794932737595857]","[0.7940019497191573, 0.8609047355896979, 0.9398657063132964, 0.9541593257984475]","[0.006610182883508759, 0.022763651047489345, 0.025355868746548264, 0.018690393587516063]","[0.0060257248627324745, 0.016564123083931733, 0.009663674168046678, 0.005883413260312546]","[0.00821478072865689, 0.01672762844729686, 0.009010735132956822, 0.009480103057781122]","[0.031572431671664715, 0.03545923586015073, 0.046788975128285684, 0.05534379639717704]","[0.015079014684587458, 0.018009306338278564, 0.009040788942612699, 0.0062507140335155064]",0,"[0.009076734680324598, 0.017363390970145384, 0.01180540894492611, 0.005738484207857385]","[0.004108928218275322, 0.008685013973723406, 0.002354627976312887, 0.0013074234374156636]","[0.030315091701042133, 0.009887729405342964, 0.01540773387712509, 0.0028042536066552087]","[0.004017737450262578, 0.016870306210002316, 0.0162939795359069, 0.008015275769533821]"
0,Hostility,0.79625,0.23424999999999999,0.29184375,0.26458468718762984,0.42958399780020706,0.35266517855714274,0.292171875,0.3574216484660119,0.9638089799749686,0.8653437500000001,0.005659615711335932,0.02907140320615776,0.03144260178533657,0.027477384389359254,0.054308666964678974,0.02547328520135515,0.03009112949390154,0.029186563434176416,0.012911938622844633,0.013398461542333448,"[[889, 50, 61, 0], [50, 825, 48, 77], [55, 49, 718, 178], [1, 69, 177, 753]]","[0.06667473000601883, 0.281733779726028, 0.3292344643473539, 0.2275515339655066]","[0.12421280077005192, 0.30108614285973195, 0.37737375010149077, 0.32617717047231654]","[0.11625650730666796, 0.27254443634451214, 0.33036069976936994, 0.3061105219423217]","[0.38174944316619003, 0.36518694039217336, 0.47015202702890635, 0.47485680024141325]","[0.41147896314281107, 0.40561869314232757, 0.34631054369048686, 0.27542328379518527]","[0.13676228236140134, 0.2921394067646494, 0.37382782900807204, 0.32792775457552686]","[0.24602193729983277, 0.3320342256774057, 0.4203592955572003, 0.3990277383206594]","[0.9607033910336359, 0.9125045497509625, 0.9852426343258918, 0.9846884122074974]","[0.7348825581924522, 0.8415683027049436, 0.8958797932618019, 0.9559324917373292]","[0.021444952420735776, 0.04990639779959862, 0.03444441821883864, 0.046933352581740424]","[0.0202480046097196, 0.04598727604923824, 0.013311520754295559, 0.03149958334744067]","[0.014731320435062655, 0.046781173114658965, 0.0075084484557014245, 0.03153387463696729]","[0.04157745910952401, 0.04624333624156718, 0.0446326840706866, 0.05923252704340573]","[0.027337095480454123, 0.05652475908988254, 0.009812192325171522, 0.023371044554166758]",0,"[0.026341297933126357, 0.03777890022247302, 0.010168061867947954, 0.027886497296042364]","[0.007988363921653346, 0.02814534238155606, 0.003151804183684662, 0.006151525128657295]","[0.011898698955911268, 0.032534663353936066, 0.011141407741962386, 0.007007223126196986]","[0.019512200973331013, 0.040860388413496644, 0.010624073860147252, 0.03691719310423725]"
0,LSC,0.7985,0.24456250000000002,0.31727500000000003,0.2814514089676237,0.44989549042443067,0.36651838485776955,0.3421197916666666,0.4009390620946114,0.9828803973717146,0.8801875000000001,0.02401822224895096,0.006719113362267372,0.004258401622087771,0.006977880016232059,0.050198996378144865,0.005668608023768512,0.007528397663239353,0.005932905910256255,0.0011541766855086533,0.011024738891308372,"[[895, 45, 58, 2], [47, 834, 45, 74], [60, 47, 704, 189], [1, 63, 175, 761]]","[0.08004183193072241, 0.33072276077438256, 0.32717727294096927, 0.2249541844527804]","[0.14577968729923568, 0.3710024302444956, 0.39143065469849225, 0.3315228052370786]","[0.13550111129274112, 0.32578689767121155, 0.33470364264986996, 0.3046636333441265]","[0.4021508817982573, 0.38960507475703166, 0.4810654381177625, 0.4871972569013657]","[0.435556980809684, 0.4777304428810617, 0.3446353813318951, 0.2728484530734156]","[0.17747423398981627, 0.3757228669560562, 0.4176568740155816, 0.3618151247583219]","[0.28786822146682, 0.4186392983445706, 0.4496414988361557, 0.4210524435833459]","[0.9720362933843762, 0.9721214861697834, 0.9905065354669468, 0.989069704527233]","[0.7359454394797277, 0.891004155471847, 0.8980705825261992, 0.9596201226030102]","[0.017832687201341377, 0.03289565931832049, 0.022193902515976898, 0.036630168571636854]","[0.00476811021167542, 0.009083436031163869, 0.007833903790025763, 0.012485901945149688]","[0.009832563201990078, 0.0070414336962188045, 0.005962942751984236, 0.010663378857187763]","[0.040540133294170166, 0.04244196032039219, 0.045202256142237836, 0.05358670212693457]","[0.007851822118885798, 0.016904940129687525, 0.006756681804402917, 0.00877631086268463]",0,"[0.0051587529979211155, 0.012117168178294528, 0.0063496278650984625, 0.0035409429888655273]","[0.0023175243168156237, 0.003455083910956094, 0.0007795172954768189, 0.0002877930848380811]","[0.019556873715461807, 0.011755176497653116, 0.013199173404405712, 0.0016347099957717054]","[0.008559912937777178, 0.01786513717424812, 0.011710696085073692, 0.014305815751004747]"
0,N1,0.80325,0.16199999999999998,0.21633125,0.19922558898231618,0.4010646758540372,0.2881396911249713,0.23130208333333332,0.29953496087765447,0.9427931007509386,0.8328020833333334,0.010480636908127247,0.006049922520165029,0.0056466856290881004,0.006156859235834493,0.044099259261791354,0.0055204797326925325,0.009490695970493427,0.007713652301617526,0.0021223291037837633,0.007571311728143357,"[[901, 45, 54, 0], [46, 836, 53, 65], [57, 47, 713, 183], [1, 60, 176, 763]]","[0.044499133954797536, 0.15236360615121794, 0.26598582835269, 0.17676461677712269]","[0.08791151702178569, 0.1767285873719813, 0.32239922507039637, 0.2677188698896636]","[0.08908698637988777, 0.15998613680778165, 0.2880569661283579, 0.2501511639770807]","[0.3494432755181326, 0.3360328717727524, 0.4561501839230873, 0.45446209240068586]","[0.34992994933400007, 0.27581495775351267, 0.29641953607583393, 0.2331765953281825]","[0.10496454202215746, 0.18097897404386118, 0.3385521837361026, 0.289856696848136]","[0.2031649989908828, 0.23294124454535264, 0.3908682784438425, 0.3608333921363157]","[0.9479340182353493, 0.8626952844300527, 0.9794004170694812, 0.9755459146966174]","[0.718918264998254, 0.7786477392623287, 0.8849593958256673, 0.9377078039657766]","[0.010810237986215127, 0.00684650918281224, 0.01278522072733988, 0.020777238794613212]","[0.00794807345162406, 0.009653828127861475, 0.006649814051882828, 0.011420922236773046]","[0.007627688250659266, 0.0084797977326729, 0.011318587364115056, 0.006044459594643732]","[0.03029894966940158, 0.03696319891476576, 0.0414029256387074, 0.04945411923974627]","[0.011295971148380702, 0.007638239374385231, 0.007478555830165032, 0.005713379682872391]",0,"[0.013486817937586828, 0.010790778217301582, 0.011394935578132521, 0.008928707197026277]","[0.0021885013290426727, 0.006600521432123358, 0.0024750386695361845, 0.002625388025139901]","[0.01681044788060138, 0.0039971383782183255, 0.01633034874033641, 0.00749769489370897]","[0.01518169851892815, 0.011425972007097777, 0.01832604059214308, 0.011560975206380768]"
0,N2,0.79925,0.24506250000000002,0.31303125,0.2792892891425317,0.44514488871635616,0.3607907570350807,0.33754687499999997,0.4075736023190194,0.976485294117647,0.874375,0.013681648292512155,0.008429973494916816,0.005854977516502526,0.007244854600444852,0.05006108516337563,0.009916598795597028,0.008508502372933102,0.004852875396457684,0.0007218137801196008,0.006927768606455012,"[[898, 42, 60, 0], [37, 848, 48, 67], [60, 55, 700, 185], [1, 61, 187, 751]]","[0.07962879493342481, 0.2985498885167896, 0.3305515376290022, 0.23615293835788162]","[0.14360655759802113, 0.337926509266729, 0.38690546620841926, 0.33618755239143966]","[0.13049967941017973, 0.29946064735801387, 0.33648609854461364, 0.3083146273240545]","[0.40215204673197613, 0.3765116133275992, 0.477092087004413, 0.48530881814072535]","[0.4312978534601698, 0.43677327418306267, 0.3478076542094627, 0.2786288379059195]","[0.18449932132719032, 0.3411876913818505, 0.4080075760761222, 0.36677484355532886]","[0.305823102999591, 0.38974948894268835, 0.45612464772782707, 0.4380817311193449]","[0.9715072852782777, 0.946970887527385, 0.9880949933124636, 0.986887028960241]","[0.7407276668962324, 0.8590229469192223, 0.8926990363357268, 0.9546267240448829]","[0.018688151107150976, 0.02732535286191483, 0.016987379304422255, 0.022887328596417605]","[0.006473389686529334, 0.011668094300829972, 0.010853021292057771, 0.00761716771612901]","[0.012774856328663908, 0.007066530072594418, 0.011769052219751238, 0.009544431714044803]","[0.03551616497170655, 0.037668916419234096, 0.04432661604521773, 0.05920008725704075]","[0.02257449290684271, 0.01757251120980824, 0.012182500136908664, 0.005746412169776563]",0,"[0.005240156792014131, 0.008963318668065396, 0.009312825201334005, 0.00786853058565908]","[0.0017751021871204296, 0.0023066961512834237, 0.0017010823971994249, 0.0010953167457572854]","[0.017657774777720486, 0.005593753111849424, 0.012830503200401291, 0.005827665510017142]","[0.00934941931253395, 0.01483757562131856, 0.017221167322926972, 0.017510201544866457]"
0,TD_U,0.79575,0.1893125,0.25849375,0.24079119179613012,0.458546148421325,0.3153504679210763,0.26110416666666664,0.33862391317709206,0.9589347622027533,0.8687083333333334,0.01719829206636519,0.006141241222261182,0.006712329781361318,0.007673853995156135,0.050244677504912905,0.011903417614655241,0.008842758428658103,0.0038061228051343697,0.0024336237299418203,0.012423507273958958,"[[904, 45, 50, 1], [52, 833, 46, 69], [61, 58, 697, 184], [1, 60, 190, 749]]","[0.06489914182342871, 0.1891021375748109, 0.2700593213866395, 0.18544688764746797]","[0.1364553734707753, 0.21643071715600476, 0.3256958985442129, 0.3037895834811163]","[0.13377732457282063, 0.20423910908731385, 0.29332638006179457, 0.28723421057305565]","[0.44120676096982453, 0.36286551096189756, 0.48465042544332304, 0.5176360525885357]","[0.41939330436587846, 0.3208357258018356, 0.30711710936528147, 0.2482964388437713]","[0.15404809005120118, 0.2150594229625867, 0.3225520559100724, 0.30564764564059455]","[0.27132205698192746, 0.26800261994404717, 0.3876526246211089, 0.3889466104731541]","[0.9719952481075559, 0.8797103353446973, 0.982871691167893, 0.986750998632066]","[0.7594063410020176, 0.8133709512259802, 0.893754688447495, 0.9621353887637409]","[0.005941044662132726, 0.01740117076981005, 0.019821961458282585, 0.012072547737202047]","[0.009139286061179539, 0.015914746833456707, 0.009424860817294434, 0.012189663367144655]","[0.00790597733340752, 0.014931301270953636, 0.013382408809031738, 0.010374329607112261]","[0.045273517808802004, 0.037546158173424986, 0.04964698816752078, 0.05176860931514641]","[0.013426515649573988, 0.018316349010404954, 0.01700328294052921, 0.008882487052505652]",0,"[0.01845910957215002, 0.01857515646470617, 0.00550762259855651, 0.008865480268384763]","[0.004717157511288116, 0.013655169340919553, 0.0018142529305645923, 0.003324236849132903]","[0.0313562000324837, 0.013925026226591586, 0.01293495663784746, 0.007933584629810902]","[0.020615543250074277, 0.015550142327124022, 0.013182076712051636, 0.017567714885357723]"
0,Uniform,0.8089999999999999,0.1385,0.19181875,0.17783710964036364,0.3920731909937888,0.2771650029023759,0.19071875,0.27481048084577075,0.9373983103879849,0.8242083333333333,0.020717595178977723,0.006943550289657301,0.005530340673841886,0.0021601350154799325,0.044367769128192514,0.007628121648861734,0.005458124598426136,0.0049109147943169566,0.0014373471196945143,0.008339467143623961,"[[898, 41, 60, 1], [43, 838, 48, 71], [54, 43, 730, 173], [1, 59, 170, 770]]","[0.042387051389450245, 0.12623876037052978, 0.23493868421824918, 0.14813387997984248]","[0.07789039271207379, 0.1498662460517342, 0.2937335258742212, 0.24382722196894563]","[0.0800218313146119, 0.13882952120062003, 0.262119833862136, 0.22867246856683138]","[0.3419708055065308, 0.3305936427446916, 0.4493272026705357, 0.44516800921564464]","[0.35221545731663395, 0.2571518612251099, 0.28180332299279615, 0.21763236233849867]","[0.08830270583624233, 0.13955199230226223, 0.29029596100934507, 0.24277893009027235]","[0.19137263339448976, 0.20776720133675894, 0.36289332683223735, 0.3352943567634298]","[0.9471744662281969, 0.8516728658547466, 0.9778971734527125, 0.9720784310554171]","[0.7158553324349575, 0.766192064108168, 0.8803954901839098, 0.9326941086918348]","[0.009523714746716457, 0.013646291621330194, 0.026360703052220172, 0.014250944833940895]","[0.009961028305908906, 0.009035243677320679, 0.014295415252000636, 0.007560645538707357]","[0.008696465841906179, 0.007243096082789199, 0.007478348677033638, 0.011079955826046956]","[0.030873652345991865, 0.03545205044481398, 0.04266615081279572, 0.05509680892619162]","[0.013177342315690222, 0.012565166513260548, 0.013771934182784712, 0.008054498736440112]",0,"[0.010806127278689208, 0.008296088403090466, 0.014718434139159848, 0.0032647928257774957]","[0.003390347117603999, 0.0069396456294421646, 0.004073436696898898, 0.0009252665687788359]","[0.016422716826582185, 0.004875193459986121, 0.014850330327238755, 0.005534571931616488]","[0.010490170527666359, 0.011600414122525264, 0.011897300664156653, 0.009219110097972504]"
0,kDN,0.7927500000000001,0.20187499999999997,0.2636625,0.23558623310221508,0.4151597936076604,0.3227297183186493,0.263265625,0.33034260811303984,0.9509886576971214,0.8471145833333333,0.0024044230077089404,0.011385897938897917,0.0062944280295154685,0.0062122490821159,0.0455627247333965,0.008257688107871239,0.010443627219547254,0.009746317472361321,0.0020475940450273658,0.009677596304129146,"[[889, 41, 64, 6], [41, 848, 47, 64], [54, 51, 696, 199], [1, 73, 188, 738]]","[0.058475987230262115, 0.19988066744044608, 0.3147382515793339, 0.2073207535750993]","[0.10726565695912979, 0.22855112462873445, 0.3755906283603165, 0.3116818027190812]","[0.10017775333990304, 0.20874559776904061, 0.3208165115154358, 0.285966364535709]","[0.3593233921228911, 0.34827922610495354, 0.46818045637264466, 0.4676653183166019]","[0.37465359773058476, 0.3295969799695023, 0.33453424785180513, 0.2601743282182299]","[0.11664016245884667, 0.21718987468583154, 0.3683475695587446, 0.31970789997690685]","[0.22103186696683547, 0.2702614969720315, 0.41719356444192063, 0.38673206258498694]","[0.9525221383474672, 0.8789499514948732, 0.9838577724451489, 0.9802453880424202]","[0.7235814692065274, 0.7984992229976379, 0.8939638901114192, 0.9466444773461339]","[0.011025572062261312, 0.02389039247021187, 0.016186782554940063, 0.03843279464530433]","[0.0036413639093806245, 0.014169786687446902, 0.012460571740428332, 0.012802001166927372]","[0.009346614246208643, 0.013806512261366756, 0.009479459733617046, 0.011764412548562732]","[0.03113611949722252, 0.03785093449849491, 0.04387420383946101, 0.05685666435067451]","[0.00968983794494913, 0.014302822323020853, 0.012605633668291795, 0.009474187303777592]",0,"[0.00827862558399373, 0.01014918696820008, 0.011878570736636533, 0.01425028007528058]","[0.00363739355622664, 0.006371582550465239, 0.003536018733724338, 0.0018214489215869496]","[0.016511399626022303, 0.0077450243641753415, 0.01087779314485708, 0.005659164352872092]","[0.008378175064846255, 0.012444075564993677, 0.01383642400961645, 0.019619531715513953]"
