,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
419,average,F1,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
399,9,F1,bupa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,19,F1,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
401,29,F1,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
402,39,F1,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
403,49,F1,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
404,59,F1,bupa,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
405,69,F1,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
406,79,F1,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
407,89,F1,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
408,99,F1,bupa,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
409,109,F1,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
410,119,F1,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
411,129,F1,bupa,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
412,139,F1,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
413,149,F1,bupa,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1
414,159,F1,bupa,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1
415,169,F1,bupa,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
416,179,F1,bupa,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
417,189,F1,bupa,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
418,199,F1,bupa,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0
566,average,F1,hill_valley_without_noise_traintest,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1
546,9,F1,hill_valley_without_noise_traintest,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1
547,19,F1,hill_valley_without_noise_traintest,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
548,29,F1,hill_valley_without_noise_traintest,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1
549,39,F1,hill_valley_without_noise_traintest,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1
550,49,F1,hill_valley_without_noise_traintest,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
551,59,F1,hill_valley_without_noise_traintest,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
552,69,F1,hill_valley_without_noise_traintest,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
553,79,F1,hill_valley_without_noise_traintest,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0
554,89,F1,hill_valley_without_noise_traintest,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1
555,99,F1,hill_valley_without_noise_traintest,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0
556,109,F1,hill_valley_without_noise_traintest,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0
557,119,F1,hill_valley_without_noise_traintest,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1
558,129,F1,hill_valley_without_noise_traintest,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
559,139,F1,hill_valley_without_noise_traintest,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
560,149,F1,hill_valley_without_noise_traintest,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0
561,159,F1,hill_valley_without_noise_traintest,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1
562,169,F1,hill_valley_without_noise_traintest,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0
563,179,F1,hill_valley_without_noise_traintest,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
564,189,F1,hill_valley_without_noise_traintest,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0
565,199,F1,hill_valley_without_noise_traintest,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1
482,average,F1,contraceptive_NS,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
462,9,F1,contraceptive_NS,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
463,19,F1,contraceptive_NS,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
464,29,F1,contraceptive_NS,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1
465,39,F1,contraceptive_NS,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0
466,49,F1,contraceptive_NS,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
467,59,F1,contraceptive_NS,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1
468,69,F1,contraceptive_NS,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
469,79,F1,contraceptive_NS,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1
