,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
419,average,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
399,9,Hostility,bupa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
400,19,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
401,29,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
402,39,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
403,49,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
404,59,Hostility,bupa,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
405,69,Hostility,bupa,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
406,79,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
407,89,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
408,99,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
409,109,Hostility,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
410,119,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
411,129,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
412,139,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
413,149,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
414,159,Hostility,bupa,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
415,169,Hostility,bupa,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1
416,179,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
417,189,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
418,199,Hostility,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
566,average,Hostility,hill_valley_without_noise_traintest,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1
546,9,Hostility,hill_valley_without_noise_traintest,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
547,19,Hostility,hill_valley_without_noise_traintest,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
