,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme,accuracy_mean_easy_std,accuracy_mean_hard_std,accuracy_mean_combo_std,accuracy_mean_combo_extreme_std,accuracy_mean_split2_std,accuracy_mean_split2_extreme_std,accuracy_mean_split1_classic_std,accuracy_mean_split1_classic_extreme_std,accuracy_mean_split4_std,accuracy_mean_split4_extreme_std,accuracy_mean_split2_classic_std,accuracy_mean_split2_classic_extreme_std,accuracy_mean_split9_std,accuracy_mean_split9_extreme_std,accuracy_mean_split4_classic_std,accuracy_mean_split4_classic_extreme_std,weights
19,bupa,0.01603277310924371,-0.006960504201680662,0.011550840336134469,0.015043277310924379,0.019157983193277314,0.00927478991596639,0.015923949579831932,0.013216806722689068,0.019814285714285708,0.023887815126050423,0.018760924369747904,0.007124369747899162,0.007636974789915961,0.013860924369747911,0.012598739495798306,0.01723739495798319,0.010419740977283631,0.014945276460154812,0.012430435721109006,0.011235336195490232,0.0127167493911394,0.014839253113098987,0.015378996944180325,0.014134646542488855,0.016080217576773033,0.015152636474371465,0.013087399598067432,0.011660685482204136,0.014074285662669411,0.017553788595169647,0.018638268129080142,0.009464368464998275,Hostility
19,bupa,-0.0021600840336134376,-0.012959243697478974,0.025606302521008425,0.04033865546218487,0.02622983193277312,0.021291176470588234,0.01041680672268906,0.015519327731092443,0.011295798319327728,0.022730252100840342,0.011926470588235287,0.027765126050420176,0.0321563025210084,0.019773109243697497,0.006060504201680674,0.021814285714285724,0.01622241498813092,0.009719130336622372,0.011321852418965083,0.018490747764045117,0.01153564454229315,0.013294688319347705,0.008968896470714471,0.009486773917542456,0.009800778597798836,0.01080521528267872,0.011146675848632165,0.014944528484086186,0.017833200083870956,0.013860315364616446,0.010162419188511563,0.011605641310989857,kDN
19,bupa,-0.027360084033613456,-0.01986974789915964,-0.0007621848739495735,-0.006103361344537808,0.00948277310924368,0.010065966386554614,-0.0008277310924369946,0.019292436974789908,0.009914285714285698,0.006981092436974787,0.017744117647058806,0.01391848739495798,0.011921848739495785,0.02235714285714285,0.006602521008403372,0.020228991596638633,0.011646614774192585,0.012939151975774912,0.009687341510618437,0.011808995971767957,0.011253537894258514,0.009349851244077027,0.01291268442954261,0.01119971262322447,0.010231901382326125,0.015448335105317129,0.009348660272988274,0.014771440040570887,0.011706463025852907,0.01449325921817104,0.012833271594649006,0.011305789081022598,DCP
19,bupa,0.013592436974789922,-0.0030836134453781513,-0.00012605042016805844,0.006242857142857128,0.015674369747899156,0.006943697478991584,0.012099999999999984,0.015191596638655474,0.014223949579831942,0.005998319327731067,0.00804495798319329,0.011267226890756305,0.01972184873949579,0.032369327731092454,0.007943277310924363,0.001981092436974788,0.013020374086410347,0.010205791946662395,0.011696821649029328,0.016812854314119753,0.012212710958504645,0.009552906411901228,0.01054273575549273,0.00955163164593934,0.01200694844066424,0.01268768024150147,0.012246780057091233,0.015969503028522205,0.011747290221727158,0.011307790651823288,0.010220578497472944,0.009284241206507105,TD_U
19,bupa,-0.00635672268907562,-0.07519369747899159,0.027531092436974797,0.020257983193277318,0.02769915966386555,0.018409243697478997,0.027276050420168084,0.026257142857142878,0.026792436974789915,0.0259138655462185,0.022393277310924362,0.02909033613445379,0.01396974789915967,0.021127310924369754,0.019663445378151255,0.035563445378151266,0.008802157896004945,0.012771349710397848,0.014793585407649301,0.017070830367216634,0.011319075692966854,0.011965539563706381,0.016858587844590524,0.016401588107604836,0.012712970956086873,0.013107062923132623,0.0142517897046175,0.016589815702410658,0.009730720692666747,0.012431987118707698,0.015166419247318623,0.019541954701762513,CLD
19,bupa,0.016287815126050435,-0.02052478991596637,0.02404495798319327,0.012856722689075633,0.013411764705882354,0.005715126050420172,0.010334873949579836,0.018627310924369752,0.014485714285714294,0.009647899159663863,0.016581932773109237,0.009631512605042011,0.022593697478991585,0.0019613445378151213,0.014605462184873933,0.01575546218487395,0.011899418269949901,0.01484782881276687,0.009430581360562048,0.01255272986449882,0.013249357600914337,0.015107926095218325,0.009644737469343806,0.011420536841129642,0.016119239180725525,0.009581096428147312,0.012009092293926944,0.011795614376334125,0.012536368756684521,0.011645670702725723,0.011676096772233616,0.012763540446247114,N1
19,bupa,-0.00017689075630253072,-0.009954621848739484,0.022003781512605035,0.007672689075630247,0.027004621848739502,-0.0022789915966386536,0.01397436974789915,0.009221848739495804,0.013033193277310917,0.021251260504201685,0.013018487394957989,0.004547899159663869,0.02816260504201682,0.02064201680672268,0.021393697478991586,0.013511344537815129,0.011750377049005709,0.013981866789931323,0.011171702567850456,0.018163893598037037,0.014091405896558344,0.01351321397209147,0.012346376282726074,0.00922010509918591,0.0127022715669048,0.01304381602303379,0.013023637638342933,0.013268583334549135,0.011438737872461711,0.014308662987450056,0.013346093344307529,0.01081903552205637,N2
19,bupa,0.001557142857142858,-0.0024785714285714255,0.02993193277310925,0.020663025210084035,0.011507563025210086,0.02401260504201681,0.015094117647058819,0.0229873949579832,0.012230252100840328,0.010080252100840334,0.020006302521008417,0.02170714285714286,0.013671848739495798,0.014882352941176468,0.013686134453781506,0.02620504201680673,0.013592077193798614,0.011730079277937623,0.012820628388973573,0.014385739416858287,0.016466336107826423,0.011029996606258481,0.011785998334858421,0.014263967107376919,0.011381186714368307,0.012514706060458883,0.016527010119978244,0.01444639115042044,0.012416372164766624,0.011704961501942232,0.0111651591332331,0.009471577692678246,LSC
19,bupa,0.01906008403361344,-0.004174369747899167,0.011454621848739492,0.01264747899159663,0.0160718487394958,0.016744957983193264,0.017746218487394952,0.020322268907563022,0.009168067226890769,0.013332773109243712,0.003769327731092408,0.010437815126050416,0.007022689075630247,0.014844117647058824,0.020171008403361328,0.0009764705882353009,0.012204750238968307,0.010034925882985804,0.010798508333107358,0.011691605397923518,0.013318235680953354,0.00928249829997645,0.015033548214979488,0.016568900906505674,0.00832104866182385,0.011088512408553177,0.013315537393435276,0.012701221091052909,0.01105070158243735,0.013589387810946495,0.010410431943741546,0.00917793561088267,F1
26,hill_valley_without_noise_traintest,-0.04945518899878066,-0.009159869936323005,-0.003720092128437876,-0.011271609538002993,0.0017071196314862502,0.0019906178024657988,8.576073702750542e-05,0.004421487603305765,-0.0013954409971548647,0.007412139276520795,0.00011956374475003196,0.00848878878200785,-0.0012324888226527592,0.008778214334101073,0.0005489771033735191,0.010714401842568746,0.011714544071206,0.009230254121989278,0.010242173303576657,0.007663638585680941,0.007392316301440374,0.007183374479406338,0.00834554911802783,0.008740038154727696,0.005424476179870381,0.00917739554500701,0.007483738336040865,0.007620455714964698,0.008500950371609218,0.008453901873161817,0.006292139351664624,0.00812784331718806,Hostility
26,hill_valley_without_noise_traintest,-0.054305988348462286,0.012012227340468756,-0.0048577089825226905,-0.003079189811678623,0.01089771033735266,0.0014577970464706585,-0.0011425619834710865,-0.00469455358352527,0.007216637312017316,0.003848868716976019,0.0036242379081425054,0.006675484351713841,0.0007221243733911481,0.001951971277604655,0.005043693266495031,0.007264462809917343,0.013677530676435005,0.009025068535998639,0.004882793508057678,0.008813599806019309,0.007677038876273467,0.006975695554983285,0.005601366541993015,0.006306927600845446,0.008324124846241145,0.008781822174515433,0.006222277407374454,0.006919624565561073,0.00666057547525494,0.007181348908965791,0.005991535285863279,0.007452001671417818,kDN
26,hill_valley_without_noise_traintest,-0.018214605067064075,-0.000297317436661691,0.001473106625118552,-0.0030564286682021463,-0.001192860046064222,0.009333254301585145,-0.0004852323533396463,0.0006629521745020833,0.010183681073025324,0.003578444655195761,0.004254267714401852,0.0059176940793930245,0.0050045725511448196,0.00912769272456305,0.004840434900419984,0.011650284514293443,0.00609906377843541,0.0076325387799531545,0.007476433690503218,0.0069198846916683175,0.009826254358289642,0.006880620650040163,0.008298361175615221,0.007182698137966606,0.005757460600939718,0.0070945443921517195,0.009785757399102096,0.007667296372166009,0.006412271366343046,0.008272360820640255,0.0074250401262196545,0.009182357230871728,DCP
26,hill_valley_without_noise_traintest,-0.020697330984961383,-0.004579054328681747,-0.0060597141308765924,0.0009287698143882794,-0.0023359639615228274,-0.0028156415119902495,-0.001917694079393032,-0.003461488958135754,0.0025686221379216806,-0.007551619021812788,0.005190150386126544,0.005589181682698809,-0.0028625863704105094,-0.006497900013548314,0.003644187779433665,0.003753556428668192,0.01020892144601331,0.006622450070982378,0.009061497000713686,0.0067189738605622626,0.01009064208816343,0.00626395567452594,0.008031193077965425,0.0062584382261397,0.00634100174112722,0.00866285300079104,0.007416971369033059,0.006652507571692173,0.006747280503235423,0.00805792256323693,0.006766274838173988,0.009405701293740274,TD_U
26,hill_valley_without_noise_traintest,-0.052812423790814245,-0.05536109605744479,0.009627760466061503,-0.004904619970193747,0.004240990380707212,-0.00010604931581086884,0.007621291152960288,0.0064110215417965,0.0063910039290068985,0.0031397168405365118,0.004327055954477699,0.0066864246037122285,0.004546944858420252,0.0016800569028586803,0.01138829426906923,0.006010770898252262,0.01046606663437079,0.01264555376691686,0.007703682059969002,0.011278614730390935,0.007931680279004066,0.006555353184920248,0.006963111646401183,0.010552039508501013,0.005844878224892833,0.009252070370965301,0.006294660289645031,0.008465372850847567,0.0068648449478568895,0.008351997007803647,0.008676603841395281,0.008088239644066972,CLD
26,hill_valley_without_noise_traintest,-0.047300264191843924,0.014621562118954072,-0.0020540238450074645,-0.016746714537325555,0.003272557918981157,0.002482658176398854,-0.0018401639344262206,-0.007450108386397515,0.002961827665627948,0.004096768730524306,0.0018316962471209674,0.006155703834168806,0.0007745224224359959,0.00812830239804904,-0.002668913426364998,0.0032597886465248506,0.010262910024856763,0.006199151057152632,0.011766164162862693,0.007728629650451128,0.007210557492580328,0.007205830074578244,0.005835909939699225,0.0055055028913119355,0.00571811811062105,0.005772866800801797,0.005114062197408868,0.007570413465098844,0.006788477653191436,0.007213422309223255,0.007456187872893222,0.008043432267586498,N1
26,hill_valley_without_noise_traintest,-0.031005012870884703,0.006532753014496688,-0.0014183376236282402,-0.003636126541119091,0.005800467416339252,-0.0019175924671453798,-0.001061847988077485,-0.0006221040509416082,0.002121595989703287,0.00697649370004064,-0.0017435645576480113,0.008600731608183164,-0.0024275165966671113,0.00048001625795962674,0.002092433274624022,-0.002780483674298877,0.010254169320657813,0.010457040882126033,0.004625187564662902,0.00730658782661859,0.008902749129432112,0.007504842734965016,0.007241458272178921,0.006438827704355629,0.006344390157852453,0.00694481435249978,0.009415936739387783,0.007615381429596767,0.005400700496931081,0.007542774401900542,0.006993019279817175,0.006849728568479224,N2
26,hill_valley_without_noise_traintest,-0.03490153773201461,0.013577936593957458,0.006506435442351977,-0.005801144831323679,0.006698211624441108,-0.014874000812897994,0.005825430158515094,0.00032841078444655503,0.0016846633247527582,-0.003530754640292647,0.005516291830375278,-0.006464909903807088,0.0073303752879013565,-0.01100884026554669,0.0027106760601544474,0.004643611976696918,0.010470674975732388,0.007913034200199892,0.005088829169011478,0.008404500382086556,0.006635312222078844,0.006397147037092482,0.0076154675384312275,0.008938838605905951,0.00803319498193843,0.007428649914276634,0.007914397884783961,0.00857138508794224,0.005730512314342799,0.0081897155007233,0.00693747928989705,0.008191357487006674,LSC
26,hill_valley_without_noise_traintest,0.008478390461997005,0.00035896220024388413,0.006685510093483254,0.003562254437068146,-0.0005596463893781367,0.0011917423113399184,0.002867633112044453,0.006744885516867614,-0.0019208440590705827,0.004273438558460917,0.004863500880639462,0.006189676195637432,-0.0004988483945264844,0.0028913426364991046,0.0069083118818588,0.0015681818181818275,0.00630057533301903,0.006366720579320664,0.007235035504478157,0.00785821577460756,0.008724982675085233,0.005455168676911579,0.007973153608260045,0.006801488922050806,0.005891557565172895,0.006374341753816863,0.006747433417904201,0.0075047736680204594,0.007440571736038846,0.007006198214137291,0.00732405717911113,0.009488061346376926,F1
22,contraceptive_NS,0.013425438596491231,-0.02920614035087719,0.0007587719298245654,0.009754385964912283,0.006263157894736849,0.006368421052631586,0.003846491228070175,0.0076798245614035235,-0.0024517543859649054,0.005368421052631589,0.004929824561403514,0.004197368421052646,0.0008333333333333448,-0.00032456140350876184,0.006802631578947378,0.008206140350877194,0.007846442694282706,0.00669079597696922,0.007327880512688468,0.008701809130370153,0.005815342971519348,0.0063005635034298615,0.008096961123043197,0.007636817355384164,0.008801544604779124,0.00601891224180758,0.007154811062095208,0.005899730924681569,0.007296720242536924,0.007843540839676226,0.006674421115495951,0.008818047464655449,Hostility
22,contraceptive_NS,0.008381578947368426,-0.021521929824561407,0.004035087719298254,-0.0037763157894736754,0.0022850877192982498,-0.002307017543859635,0.00042105263157896533,0.000614035087719309,0.0012982456140350912,-3.070175438596723e-05,0.0015087719298245595,-0.004179824561403505,-0.00478508771929824,-3.947368421051811e-05,-0.008048245614035084,-0.0033815789473684165,0.006380729289510538,0.0066502658242479145,0.008364421380217344,0.0064263188208036936,0.007139304197143965,0.009921309099320482,0.0057946407660186315,0.00793309127343661,0.0056102043264620064,0.0063580734458463335,0.004871843995488861,0.006335898065323507,0.009010593299020516,0.00566803346101001,0.007195700660219338,0.0066697269177097,kDN
22,contraceptive_NS,0.01543421052631577,-0.04609210526315789,0.010070175438596491,0.01680701754385965,0.005872807017543863,-0.003425438596491222,0.0028377192982456186,0.0026842105263157907,0.002328947368421054,-0.007280701754385959,0.007188596491228078,-0.0017982456140350767,0.0004868421052631733,0.001092105263157901,0.0007236842105263263,-0.001513157894736842,0.0058240185430246455,0.01103343571506363,0.006813438387507621,0.00771737451284311,0.006200320184521124,0.009273585264213778,0.007547937233084669,0.006713781831713801,0.006023431577503687,0.00856495663512081,0.005732070376349762,0.007621233390109212,0.006446444023136892,0.007367254675676746,0.007159607117561515,0.008434824421240073,DCP
