,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
419,average,LSC,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
399,9,LSC,bupa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
400,19,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
401,29,LSC,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
402,39,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
403,49,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
404,59,LSC,bupa,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
405,69,LSC,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
406,79,LSC,bupa,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
407,89,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
408,99,LSC,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
409,109,LSC,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
410,119,LSC,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
411,129,LSC,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
412,139,LSC,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
413,149,LSC,bupa,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
414,159,LSC,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
415,169,LSC,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
416,179,LSC,bupa,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
417,189,LSC,bupa,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
418,199,LSC,bupa,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
566,average,LSC,hill_valley_without_noise_traintest,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1
546,9,LSC,hill_valley_without_noise_traintest,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0
547,19,LSC,hill_valley_without_noise_traintest,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
548,29,LSC,hill_valley_without_noise_traintest,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
549,39,LSC,hill_valley_without_noise_traintest,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0
550,49,LSC,hill_valley_without_noise_traintest,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
551,59,LSC,hill_valley_without_noise_traintest,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
552,69,LSC,hill_valley_without_noise_traintest,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
553,79,LSC,hill_valley_without_noise_traintest,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
554,89,LSC,hill_valley_without_noise_traintest,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0
555,99,LSC,hill_valley_without_noise_traintest,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
556,109,LSC,hill_valley_without_noise_traintest,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
557,119,LSC,hill_valley_without_noise_traintest,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1
558,129,LSC,hill_valley_without_noise_traintest,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1
559,139,LSC,hill_valley_without_noise_traintest,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1
560,149,LSC,hill_valley_without_noise_traintest,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1
561,159,LSC,hill_valley_without_noise_traintest,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1
562,169,LSC,hill_valley_without_noise_traintest,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
563,179,LSC,hill_valley_without_noise_traintest,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
564,189,LSC,hill_valley_without_noise_traintest,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
565,199,LSC,hill_valley_without_noise_traintest,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1
482,average,LSC,contraceptive_NS,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
462,9,LSC,contraceptive_NS,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
463,19,LSC,contraceptive_NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,29,LSC,contraceptive_NS,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1
465,39,LSC,contraceptive_NS,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
466,49,LSC,contraceptive_NS,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
467,59,LSC,contraceptive_NS,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
468,69,LSC,contraceptive_NS,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0
469,79,LSC,contraceptive_NS,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
470,89,LSC,contraceptive_NS,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
471,99,LSC,contraceptive_NS,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
472,109,LSC,contraceptive_NS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
473,119,LSC,contraceptive_NS,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
474,129,LSC,contraceptive_NS,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
475,139,LSC,contraceptive_NS,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0
476,149,LSC,contraceptive_NS,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1
477,159,LSC,contraceptive_NS,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
478,169,LSC,contraceptive_NS,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
479,179,LSC,contraceptive_NS,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1
480,189,LSC,contraceptive_NS,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0
481,199,LSC,contraceptive_NS,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0
776,average,LSC,teaching_assistant_LM,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
756,9,LSC,teaching_assistant_LM,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
757,19,LSC,teaching_assistant_LM,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1
758,29,LSC,teaching_assistant_LM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
759,39,LSC,teaching_assistant_LM,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
760,49,LSC,teaching_assistant_LM,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
761,59,LSC,teaching_assistant_LM,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1
762,69,LSC,teaching_assistant_LM,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0
763,79,LSC,teaching_assistant_LM,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0
764,89,LSC,teaching_assistant_LM,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0
765,99,LSC,teaching_assistant_LM,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
766,109,LSC,teaching_assistant_LM,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
767,119,LSC,teaching_assistant_LM,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
768,129,LSC,teaching_assistant_LM,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
769,139,LSC,teaching_assistant_LM,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
770,149,LSC,teaching_assistant_LM,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1
771,159,LSC,teaching_assistant_LM,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1
772,169,LSC,teaching_assistant_LM,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1
773,179,LSC,teaching_assistant_LM,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1
774,189,LSC,teaching_assistant_LM,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1
775,199,LSC,teaching_assistant_LM,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1
440,average,LSC,contraceptive_LS,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1
420,9,LSC,contraceptive_LS,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0
421,19,LSC,contraceptive_LS,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
422,29,LSC,contraceptive_LS,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
423,39,LSC,contraceptive_LS,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
424,49,LSC,contraceptive_LS,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1
425,59,LSC,contraceptive_LS,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1
426,69,LSC,contraceptive_LS,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
427,79,LSC,contraceptive_LS,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1
428,89,LSC,contraceptive_LS,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
429,99,LSC,contraceptive_LS,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
430,109,LSC,contraceptive_LS,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1
431,119,LSC,contraceptive_LS,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1
432,129,LSC,contraceptive_LS,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1
433,139,LSC,contraceptive_LS,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1
434,149,LSC,contraceptive_LS,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1
435,159,LSC,contraceptive_LS,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
436,169,LSC,contraceptive_LS,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
437,179,LSC,contraceptive_LS,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1
438,189,LSC,contraceptive_LS,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1
439,199,LSC,contraceptive_LS,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1
545,average,LSC,diabetic_retinopathy,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
525,9,LSC,diabetic_retinopathy,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
526,19,LSC,diabetic_retinopathy,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1
527,29,LSC,diabetic_retinopathy,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
528,39,LSC,diabetic_retinopathy,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
529,49,LSC,diabetic_retinopathy,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1
530,59,LSC,diabetic_retinopathy,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1
531,69,LSC,diabetic_retinopathy,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1
532,79,LSC,diabetic_retinopathy,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
533,89,LSC,diabetic_retinopathy,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
534,99,LSC,diabetic_retinopathy,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
