,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
419,average,kDN,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
399,9,kDN,bupa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
400,19,kDN,bupa,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
401,29,kDN,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
402,39,kDN,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
403,49,kDN,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
404,59,kDN,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
405,69,kDN,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
406,79,kDN,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
407,89,kDN,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
408,99,kDN,bupa,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
409,109,kDN,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
410,119,kDN,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
411,129,kDN,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
412,139,kDN,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
413,149,kDN,bupa,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
414,159,kDN,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
415,169,kDN,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
416,179,kDN,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
417,189,kDN,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
418,199,kDN,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
566,average,kDN,hill_valley_without_noise_traintest,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
546,9,kDN,hill_valley_without_noise_traintest,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
547,19,kDN,hill_valley_without_noise_traintest,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
548,29,kDN,hill_valley_without_noise_traintest,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
549,39,kDN,hill_valley_without_noise_traintest,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0
550,49,kDN,hill_valley_without_noise_traintest,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
551,59,kDN,hill_valley_without_noise_traintest,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1
552,69,kDN,hill_valley_without_noise_traintest,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1
553,79,kDN,hill_valley_without_noise_traintest,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1
554,89,kDN,hill_valley_without_noise_traintest,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1
555,99,kDN,hill_valley_without_noise_traintest,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1
556,109,kDN,hill_valley_without_noise_traintest,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1
557,119,kDN,hill_valley_without_noise_traintest,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1
558,129,kDN,hill_valley_without_noise_traintest,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1
559,139,kDN,hill_valley_without_noise_traintest,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
560,149,kDN,hill_valley_without_noise_traintest,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1
561,159,kDN,hill_valley_without_noise_traintest,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1
562,169,kDN,hill_valley_without_noise_traintest,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1
563,179,kDN,hill_valley_without_noise_traintest,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1
564,189,kDN,hill_valley_without_noise_traintest,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1
565,199,kDN,hill_valley_without_noise_traintest,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
482,average,kDN,contraceptive_NS,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0
462,9,kDN,contraceptive_NS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
463,19,kDN,contraceptive_NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,29,kDN,contraceptive_NS,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1
465,39,kDN,contraceptive_NS,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
466,49,kDN,contraceptive_NS,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
467,59,kDN,contraceptive_NS,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1
468,69,kDN,contraceptive_NS,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1
469,79,kDN,contraceptive_NS,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
470,89,kDN,contraceptive_NS,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0
471,99,kDN,contraceptive_NS,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
472,109,kDN,contraceptive_NS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,119,kDN,contraceptive_NS,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
474,129,kDN,contraceptive_NS,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
475,139,kDN,contraceptive_NS,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0
476,149,kDN,contraceptive_NS,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0
477,159,kDN,contraceptive_NS,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
478,169,kDN,contraceptive_NS,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0
479,179,kDN,contraceptive_NS,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0
480,189,kDN,contraceptive_NS,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0
481,199,kDN,contraceptive_NS,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
776,average,kDN,teaching_assistant_LM,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1
756,9,kDN,teaching_assistant_LM,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
757,19,kDN,teaching_assistant_LM,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
758,29,kDN,teaching_assistant_LM,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1
759,39,kDN,teaching_assistant_LM,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1
760,49,kDN,teaching_assistant_LM,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1
761,59,kDN,teaching_assistant_LM,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
