,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
419,average,TD_U,bupa,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
399,9,TD_U,bupa,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
400,19,TD_U,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
401,29,TD_U,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
402,39,TD_U,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
403,49,TD_U,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
404,59,TD_U,bupa,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
405,69,TD_U,bupa,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
406,79,TD_U,bupa,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
407,89,TD_U,bupa,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
408,99,TD_U,bupa,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
409,109,TD_U,bupa,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
410,119,TD_U,bupa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
411,129,TD_U,bupa,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
412,139,TD_U,bupa,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
413,149,TD_U,bupa,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0
414,159,TD_U,bupa,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0
415,169,TD_U,bupa,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
416,179,TD_U,bupa,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1
417,189,TD_U,bupa,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
418,199,TD_U,bupa,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0
566,average,TD_U,hill_valley_without_noise_traintest,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1
546,9,TD_U,hill_valley_without_noise_traintest,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0
547,19,TD_U,hill_valley_without_noise_traintest,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
548,29,TD_U,hill_valley_without_noise_traintest,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1
549,39,TD_U,hill_valley_without_noise_traintest,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1
550,49,TD_U,hill_valley_without_noise_traintest,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
551,59,TD_U,hill_valley_without_noise_traintest,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1
552,69,TD_U,hill_valley_without_noise_traintest,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1
553,79,TD_U,hill_valley_without_noise_traintest,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
554,89,TD_U,hill_valley_without_noise_traintest,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
555,99,TD_U,hill_valley_without_noise_traintest,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
556,109,TD_U,hill_valley_without_noise_traintest,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
557,119,TD_U,hill_valley_without_noise_traintest,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1
558,129,TD_U,hill_valley_without_noise_traintest,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
559,139,TD_U,hill_valley_without_noise_traintest,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1
560,149,TD_U,hill_valley_without_noise_traintest,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1
561,159,TD_U,hill_valley_without_noise_traintest,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1
562,169,TD_U,hill_valley_without_noise_traintest,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
563,179,TD_U,hill_valley_without_noise_traintest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
564,189,TD_U,hill_valley_without_noise_traintest,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1
565,199,TD_U,hill_valley_without_noise_traintest,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1
482,average,TD_U,contraceptive_NS,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
462,9,TD_U,contraceptive_NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,19,TD_U,contraceptive_NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,29,TD_U,contraceptive_NS,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1
465,39,TD_U,contraceptive_NS,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
466,49,TD_U,contraceptive_NS,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1
467,59,TD_U,contraceptive_NS,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
468,69,TD_U,contraceptive_NS,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
469,79,TD_U,contraceptive_NS,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
470,89,TD_U,contraceptive_NS,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0
471,99,TD_U,contraceptive_NS,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
472,109,TD_U,contraceptive_NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,119,TD_U,contraceptive_NS,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
474,129,TD_U,contraceptive_NS,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
475,139,TD_U,contraceptive_NS,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
476,149,TD_U,contraceptive_NS,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1
477,159,TD_U,contraceptive_NS,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0
478,169,TD_U,contraceptive_NS,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1
479,179,TD_U,contraceptive_NS,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
480,189,TD_U,contraceptive_NS,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
481,199,TD_U,contraceptive_NS,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
776,average,TD_U,teaching_assistant_LM,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1
756,9,TD_U,teaching_assistant_LM,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1
757,19,TD_U,teaching_assistant_LM,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1
758,29,TD_U,teaching_assistant_LM,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
759,39,TD_U,teaching_assistant_LM,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
760,49,TD_U,teaching_assistant_LM,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1
761,59,TD_U,teaching_assistant_LM,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
762,69,TD_U,teaching_assistant_LM,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0
763,79,TD_U,teaching_assistant_LM,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1
764,89,TD_U,teaching_assistant_LM,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1
765,99,TD_U,teaching_assistant_LM,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1
766,109,TD_U,teaching_assistant_LM,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1
767,119,TD_U,teaching_assistant_LM,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
768,129,TD_U,teaching_assistant_LM,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
769,139,TD_U,teaching_assistant_LM,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1
770,149,TD_U,teaching_assistant_LM,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1
771,159,TD_U,teaching_assistant_LM,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1
772,169,TD_U,teaching_assistant_LM,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1
773,179,TD_U,teaching_assistant_LM,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1
774,189,TD_U,teaching_assistant_LM,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1
775,199,TD_U,teaching_assistant_LM,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1
440,average,TD_U,contraceptive_LS,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
420,9,TD_U,contraceptive_LS,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
421,19,TD_U,contraceptive_LS,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
422,29,TD_U,contraceptive_LS,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
423,39,TD_U,contraceptive_LS,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
424,49,TD_U,contraceptive_LS,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
425,59,TD_U,contraceptive_LS,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
426,69,TD_U,contraceptive_LS,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
427,79,TD_U,contraceptive_LS,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
428,89,TD_U,contraceptive_LS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
429,99,TD_U,contraceptive_LS,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
430,109,TD_U,contraceptive_LS,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
431,119,TD_U,contraceptive_LS,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
432,129,TD_U,contraceptive_LS,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
433,139,TD_U,contraceptive_LS,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
434,149,TD_U,contraceptive_LS,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0
435,159,TD_U,contraceptive_LS,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
436,169,TD_U,contraceptive_LS,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
437,179,TD_U,contraceptive_LS,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
438,189,TD_U,contraceptive_LS,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1
439,199,TD_U,contraceptive_LS,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0
545,average,TD_U,diabetic_retinopathy,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1
525,9,TD_U,diabetic_retinopathy,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
526,19,TD_U,diabetic_retinopathy,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0
527,29,TD_U,diabetic_retinopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
