,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
419,average,CLD,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
399,9,CLD,bupa,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
400,19,CLD,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
401,29,CLD,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
402,39,CLD,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
403,49,CLD,bupa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
404,59,CLD,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
405,69,CLD,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
406,79,CLD,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
407,89,CLD,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
408,99,CLD,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
409,109,CLD,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
410,119,CLD,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
411,129,CLD,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
412,139,CLD,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
413,149,CLD,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
414,159,CLD,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
415,169,CLD,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
416,179,CLD,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
417,189,CLD,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
418,199,CLD,bupa,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
566,average,CLD,hill_valley_without_noise_traintest,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
546,9,CLD,hill_valley_without_noise_traintest,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0
547,19,CLD,hill_valley_without_noise_traintest,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
548,29,CLD,hill_valley_without_noise_traintest,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0
549,39,CLD,hill_valley_without_noise_traintest,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1
550,49,CLD,hill_valley_without_noise_traintest,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1
551,59,CLD,hill_valley_without_noise_traintest,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
552,69,CLD,hill_valley_without_noise_traintest,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1
553,79,CLD,hill_valley_without_noise_traintest,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1
554,89,CLD,hill_valley_without_noise_traintest,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
555,99,CLD,hill_valley_without_noise_traintest,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
556,109,CLD,hill_valley_without_noise_traintest,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1
557,119,CLD,hill_valley_without_noise_traintest,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1
558,129,CLD,hill_valley_without_noise_traintest,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0
559,139,CLD,hill_valley_without_noise_traintest,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
560,149,CLD,hill_valley_without_noise_traintest,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
561,159,CLD,hill_valley_without_noise_traintest,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
562,169,CLD,hill_valley_without_noise_traintest,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
563,179,CLD,hill_valley_without_noise_traintest,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
564,189,CLD,hill_valley_without_noise_traintest,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1
565,199,CLD,hill_valley_without_noise_traintest,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
482,average,CLD,contraceptive_NS,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1
462,9,CLD,contraceptive_NS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
463,19,CLD,contraceptive_NS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464,29,CLD,contraceptive_NS,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1
465,39,CLD,contraceptive_NS,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0
466,49,CLD,contraceptive_NS,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1
467,59,CLD,contraceptive_NS,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1
468,69,CLD,contraceptive_NS,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1
469,79,CLD,contraceptive_NS,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
470,89,CLD,contraceptive_NS,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1
471,99,CLD,contraceptive_NS,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
472,109,CLD,contraceptive_NS,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
473,119,CLD,contraceptive_NS,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
474,129,CLD,contraceptive_NS,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
475,139,CLD,contraceptive_NS,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1
476,149,CLD,contraceptive_NS,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
477,159,CLD,contraceptive_NS,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0
478,169,CLD,contraceptive_NS,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
479,179,CLD,contraceptive_NS,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
480,189,CLD,contraceptive_NS,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
481,199,CLD,contraceptive_NS,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
776,average,CLD,teaching_assistant_LM,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
756,9,CLD,teaching_assistant_LM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
757,19,CLD,teaching_assistant_LM,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
758,29,CLD,teaching_assistant_LM,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
759,39,CLD,teaching_assistant_LM,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
760,49,CLD,teaching_assistant_LM,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1
761,59,CLD,teaching_assistant_LM,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1
762,69,CLD,teaching_assistant_LM,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1
