dataset,n_ensemble,method_weights,compl_measure,exp_loss_avg_train_mean,misc_rate_train_mean,misc_rate_test_mean,exp_loss_avg_train_std,misc_rate_train_std,misc_rate_test_std,conf_matrix_test_total
musk1,1,classic,none,1.0240635231161606,0.2791794653944187,0.2878989361702128,0.008454664611736867,0.003597113693155177,0.0350387651161129,"[[231, 38], [99, 108]]"
musk1,2,classic,none,1.0240635231161606,0.2791794653944187,0.2878989361702128,0.008454664611736867,0.003597113693155177,0.0350387651161129,"[[231, 38], [99, 108]]"
musk1,3,classic,none,0.9499961241820779,0.24766681916214628,0.28368794326241137,0.03868631998038168,0.016459445493086956,0.03372227212785551,"[[215, 54], [81, 126]]"
musk1,4,classic,none,0.959342075334283,0.25164313879267153,0.2817375886524823,0.03611257229221164,0.01536442121039797,0.04994710538175323,"[[216, 53], [81, 126]]"
musk1,5,classic,none,0.9005922563875016,0.2266474958063743,0.28581560283687946,0.046741115705022325,0.019886431343767583,0.05111046049670866,"[[212, 57], [79, 128]]"
musk1,6,classic,none,0.8978618203092037,0.22548580702786308,0.2709663120567376,0.046379005157764754,0.019732368129223507,0.048415155244199544,"[[214, 55], [74, 133]]"
musk1,7,classic,none,0.8539764288078959,0.20681436943119186,0.27291666666666664,0.05677740155226279,0.024156460127571912,0.06124049835904943,"[[213, 56], [74, 133]]"
musk1,8,classic,none,0.8457467178152202,0.20331296429427273,0.27938829787234043,0.03772673304002169,0.016051180531499922,0.06131745065150532,"[[202, 67], [66, 141]]"
musk1,9,classic,none,0.8281966575088605,0.1958461320610853,0.2647163120567376,0.045307161901072854,0.019276342700348423,0.0595783816822151,"[[212, 57], [69, 138]]"
musk1,10,classic,none,0.8227025029621868,0.1935085942095288,0.2730939716312057,0.041781864602532824,0.017776473010968033,0.06054439192210474,"[[210, 59], [71, 136]]"
musk1,11,classic,none,0.8144779123372153,0.19000936757946102,0.25837765957446807,0.03315677348882427,0.014106849817782778,0.04160975293281668,"[[221, 48], [75, 132]]"
musk1,12,classic,none,0.7831975860318758,0.1767008692242337,0.27101063829787236,0.04651828313379842,0.019791625206559284,0.058673538070061156,"[[209, 60], [69, 138]]"
musk1,13,classic,none,0.771144240456042,0.1715726640960286,0.2603723404255319,0.039377570023156595,0.01675354408935865,0.06860573198273393,"[[217, 52], [72, 135]]"
musk1,14,classic,none,0.7519415814731316,0.16340271877655055,0.2625,0.05025863594175457,0.021382992211709653,0.058766707494280986,"[[210, 59], [66, 141]]"
musk1,15,classic,none,0.7519339009215753,0.16339945101627346,0.26467198581560286,0.04424361717936592,0.018823847958401602,0.05294360829146968,"[[218, 51], [75, 132]]"
musk1,16,classic,none,0.7349150787645329,0.15615863886891923,0.2583333333333333,0.05589736834962009,0.023782042024781316,0.050847520629454725,"[[213, 56], [67, 140]]"
musk1,17,classic,none,0.7255883289912188,0.15219048863908674,0.24148936170212765,0.045878549395996664,0.01951944468918838,0.04125109223780759,"[[222, 47], [68, 139]]"
musk1,18,classic,none,0.7261374884275009,0.15242413349889986,0.2499113475177305,0.057768020956144764,0.024577928132046303,0.052324077260243976,"[[214, 55], [64, 143]]"
musk1,19,classic,none,0.7173650184581732,0.14869180663573187,0.2288563829787234,0.048037826416239396,0.02043812866939595,0.053672409752279646,"[[222, 47], [62, 145]]"
musk1,20,classic,none,0.700347476393057,0.1414515391150905,0.23736702127659576,0.0491729239845959,0.020921066218513414,0.05759616601178824,"[[215, 54], [59, 148]]"
musk1,21,classic,none,0.6915865272510638,0.13772411389233818,0.23945035460992908,0.04852162729961553,0.02064396614045739,0.06069325593964892,"[[215, 54], [60, 147]]"
musk1,22,classic,none,0.7008838349100784,0.1416797377077751,0.23945035460992906,0.060617261682242234,0.02579016342482336,0.043024523102071305,"[[220, 49], [65, 142]]"
musk1,23,classic,none,0.6904997292058341,0.13726172581312768,0.23102836879432626,0.036901843791174074,0.01570022392368289,0.043755087017418454,"[[221, 48], [62, 145]]"
musk1,24,classic,none,0.6827884554432149,0.13398089449491318,0.2268617021276596,0.05183581296179962,0.02205401647060905,0.0450515908395657,"[[222, 47], [61, 146]]"
musk1,25,classic,none,0.6657926749408417,0.1267498856283903,0.22468971631205675,0.04941443594869064,0.021023819672730846,0.0489173091886293,"[[219, 50], [57, 150]]"
musk1,26,classic,none,0.6767502618279633,0.13141189029039496,0.22890070921985814,0.05213102970175065,0.022179619108501074,0.05252247051993255,"[[220, 49], [60, 147]]"
musk1,27,classic,none,0.6701757096956903,0.12861468749319216,0.2288563829787234,0.046693319717635864,0.01986609610770546,0.04396377113491948,"[[216, 53], [56, 151]]"
musk1,28,classic,none,0.6646789949651646,0.1262760603882099,0.2205673758865248,0.05526061472162312,0.02351112942213892,0.051735135814900114,"[[225, 44], [61, 146]]"
musk1,29,classic,none,0.6537201279861169,0.12161351109949241,0.22052304964539005,0.042774126103486985,0.018198639660525935,0.045289113562051425,"[[222, 47], [58, 149]]"
musk1,30,classic,none,0.6487776930595774,0.11951070736117467,0.21843971631205675,0.04229397946165609,0.017994356919652357,0.04319417262934913,"[[225, 44], [60, 147]]"
musk1,31,classic,none,0.6493370932312682,0.11974870923469054,0.2205673758865248,0.04401889267729223,0.018728236882064542,0.040922934981951965,"[[222, 47], [58, 149]]"
musk1,32,classic,none,0.6367038660129265,0.1143737882055639,0.20997340425531913,0.0253289838496215,0.010776445763761954,0.044946434509458406,"[[229, 40], [60, 147]]"
musk1,33,classic,none,0.6465976965094877,0.11858320806918936,0.2288563829787234,0.03192556566271099,0.01358302128834777,0.05390375899282282,"[[219, 50], [59, 148]]"
musk1,34,classic,none,0.6229864009332073,0.10853756835065247,0.21205673758865248,0.02165212820208848,0.00921209420105944,0.05290142872485535,"[[228, 41], [60, 147]]"
musk1,35,classic,none,0.6175063273977205,0.10620602139293729,0.2288563829787234,0.018218689997264042,0.007751306795722178,0.05895780736210251,"[[218, 51], [58, 149]]"
musk1,36,classic,none,0.6169533276856601,0.10597074265298564,0.2143617021276596,0.028095528599249298,0.011953497303783771,0.06476864578713881,"[[227, 42], [60, 147]]"
musk1,37,classic,none,0.6092791765888967,0.10270570550944383,0.2078457446808511,0.014986779451154198,0.006376261159455815,0.0582602825279305,"[[224, 45], [54, 153]]"
musk1,38,classic,none,0.5999524268155827,0.09873755527961135,0.19131205673758864,0.015445648331324847,0.006571491083766857,0.05767417659198373,"[[228, 41], [50, 157]]"
musk1,39,classic,none,0.5994071076550787,0.09850554429993683,0.18692375886524823,0.0204712424620498,0.008709675659270362,0.053322685098060055,"[[228, 41], [48, 159]]"
musk1,40,classic,none,0.5911799568462549,0.09500522841644336,0.1828014184397163,0.016990123949680098,0.0072286022349079175,0.05507254760618152,"[[231, 38], [49, 158]]"
musk1,41,classic,none,0.5955655517849558,0.09687111953467094,0.19539007092198582,0.02699807650108978,0.011486576361184662,0.05307142675245981,"[[226, 43], [50, 157]]"
musk1,42,classic,none,0.5829451254858748,0.09150164477267281,0.1849290780141844,0.015190742770647263,0.006463039202482084,0.051150169024179154,"[[232, 37], [51, 156]]"
musk1,43,classic,none,0.58842903929714,0.09383482561052654,0.19113475177304964,0.02738531413120658,0.011651330120886075,0.054165868643353626,"[[227, 42], [49, 158]]"
musk1,44,classic,none,0.5758214139173197,0.08847079711565693,0.1701241134751773,0.012072110801056878,0.005136188963366499,0.05070391558607231,"[[230, 39], [42, 165]]"
musk1,45,classic,none,0.5774624917665359,0.08916900856153193,0.1785904255319149,0.026951676939833535,0.011466835247277008,0.05156574931900759,"[[229, 40], [45, 162]]"
musk1,46,classic,none,0.5719811381391228,0.0868369169771039,0.17016843971631207,0.013226684753481667,0.005627412916622091,0.05454527635556882,"[[230, 39], [42, 165]]"
musk1,47,classic,none,0.579651448960108,0.09010032024050715,0.1765514184397163,0.019488968084472483,0.00829175812187759,0.049902874336589194,"[[229, 40], [44, 163]]"
musk1,48,classic,none,0.568142142452852,0.0852035814652637,0.16604609929078012,0.016903369458638216,0.00719169175034106,0.04923792172333929,"[[234, 35], [44, 163]]"
musk1,49,classic,none,0.5730704963682046,0.0873003943097401,0.16808510638297874,0.022390311952124896,0.009526161168498302,0.05342606536749633,"[[235, 34], [46, 161]]"
musk1,50,classic,none,0.5615573495851705,0.0824020216543581,0.1702127659574468,0.014267014868188493,0.006070030793600756,0.05307891291574249,"[[233, 36], [45, 162]]"
musk1,51,classic,none,0.5664857035005231,0.0844988344988345,0.17025709219858157,0.02202344826153394,0.009370075686040001,0.05038067259820865,"[[233, 36], [45, 162]]"
musk1,52,classic,none,0.5588115524037598,0.08123379735529268,0.16391843971631206,0.013190733255138613,0.005612117025783363,0.04864087737543815,"[[234, 35], [43, 164]]"
musk1,53,classic,none,0.565391224903737,0.08403317865934688,0.1723404255319149,0.020680935494346672,0.008798891460543804,0.04870412071100593,"[[233, 36], [46, 161]]"
musk1,54,classic,none,0.5555204360618451,0.07983356207655272,0.16604609929078012,0.012949929689123363,0.005509664965949826,0.050413919443946645,"[[233, 36], [43, 164]]"
musk1,55,classic,none,0.5560721556819793,0.08006829618979151,0.16179078014184398,0.023210568889050136,0.009875146917220187,0.045557658722357876,"[[236, 33], [44, 163]]"
musk1,56,classic,none,0.5522267595360782,0.07843223754438708,0.16604609929078012,0.014251050624778638,0.006063238661540227,0.05144229562624449,"[[234, 35], [44, 163]]"
musk1,57,classic,none,0.5566213151182614,0.0803019410496046,0.1596631205673759,0.02250823749193129,0.00957633365830015,0.04670704356355794,"[[236, 33], [43, 164]]"
