dataset,classic_misc_rate_test_mean_median,init_easy_misc_rate_test_mean_median,init_hard_misc_rate_test_mean_median,classic_misc_rate_test_mean_std,init_easy_misc_rate_test_mean_std,init_hard_misc_rate_test_mean_std,classic_misc_rate_test_mean_total_mean,init_easy_misc_rate_test_mean_total_mean,init_hard_misc_rate_test_mean_total_mean
WineQualityRed_5vs6,0.288144806847097,0.300231320842008,0.28736409900532,0.0103996040059864,0.009908466042237,0.00682662082767656,0.291634879327627,0.303785854730511,0.288078437042177
Yeast_CYTvsNUC,0.341947565543071,0.353171036204744,0.329612983770287,0.00568075117565281,0.00589173172763146,0.0102889608107196,0.343420391177695,0.355371202663337,0.332419309196837
arrhythmia_cfs,0.167874396135266,0.187971014492754,0.176714975845411,0.0262034921776098,0.0361409365961681,0.0331016454151508,0.175926247987117,0.206894847020934,0.183853784219002
bands,0.312162162162162,0.296058558558559,0.295795795795796,0.0187202336268836,0.0246190792329957,0.0253839736109439,0.310372622622623,0.303083333333333,0.300336336336336
banknote_authentication,0.0014545646884586,0.0043689833915159,0.0021844916957579,0.0169294675960157,0.0178390111336731,0.0218265032113416,0.00651796607778829,0.00936894812934161,0.00989206248457274
bodyfat,0.004,0.004,0.004,0,0,0,0.004,0.004,0.004
breast-w,0.0414699792960662,0.0414906832298136,0.0371842650103519,0.00494687157153609,0.00409669076453821,0.00564311942178923,0.0425209109730848,0.0418606625258799,0.0385341614906832
breastcancer,0,0,0,0,0,0,0,0,0
bupa,0.266764705882353,0.281008403361345,0.27218487394958,0.0198828082980955,0.0215502376138397,0.0219900619512165,0.271157142857143,0.280685994397759,0.276292997198879
chatfield_4,0.127717391304348,0.132065217391304,0.131884057971014,0.00686394135996304,0.00680748785697808,0.00751724736029049,0.12623731884058,0.12998731884058,0.13219384057971
contraceptive_LS,0.358991596638655,0.354271708683473,0.361386554621849,0.00551939444879742,0.0055925044321348,0.00373083300253061,0.359478711484594,0.354345891690009,0.36198548085901
contraceptive_NL,0.262006013745704,0.257807130584192,0.25673324742268,0.00583181794656667,0.00504816774453167,0.022521739004969,0.261640141752577,0.257840707331042,0.263018864547537
contraceptive_NS,0.316666666666667,0.309649122807017,0.321052631578947,0.0160433956069377,0.0132637478407622,0.0251024656354681,0.321,0.312888888888889,0.329523391812865
credit-g,0.246,0.238,0.256,0.0108091433899718,0.00989166738280462,0.0125381607024938,0.247876666666667,0.23988,0.260123333333333
diabetes,0.240909090909091,0.242224880382775,0.24477956254272,0.00712229834703216,0.00397784544909401,0.00671724832991514,0.242108965595808,0.242388471177945,0.245372465254044
diabetic_retinopathy,0.326731634182909,0.319737631184408,0.347578710644678,0.0168976198614242,0.0112951072605303,0.0275365153212695,0.330662018990505,0.322978135932034,0.359844102948526
fri_c0_250_50,0.228,0.232,0.22,0.0169447919867375,0.014224095937517,0.0169019943675559,0.225733333333333,0.235386666666667,0.219186666666667
glass0,0.167748917748918,0.177489177489178,0.177705627705628,0.0206479828572626,0.0172821163680505,0.0162656918694616,0.171763347763348,0.183017316017316,0.179705627705628
glass1,0.201082251082251,0.201082251082251,0.191991341991342,0.0168570679887266,0.0111454745336969,0.0256949301483434,0.204671717171717,0.202797258297258,0.200890331890332
hill_valley_without_noise_traintest,0.473641782956239,0.471115025064354,0.482698821297927,0.00838188547325509,0.00848314513630904,0.00702669766130869,0.47503129657228,0.473056857697692,0.483882807207695
ilpd,0.304053236539625,0.305777374470659,0.305868118572293,0.00839351480008668,0.00643397206859294,0.00727246373101236,0.304087820125025,0.306756906634402,0.306152046783626
ionosphere,0.0741269841269841,0.0769841269841269,0.0741269841269841,0.012935815764891,0.0172272410572922,0.0104549763007568,0.0754510582010581,0.0815436507936507,0.0757920634920634
liver-disorders,0.28047619047619,0.273809523809524,0.329047619047619,0.0105775273943628,0.0184085154363163,0.032712470157724,0.279169841269841,0.273680952380952,0.315533333333333
mammographic,0.163855421686747,0.169879518072289,0.165060240963855,0.00238016385164672,0.00294331594210627,0.00475861404891471,0.163927710843373,0.170935742971888,0.165253012048193
musk1,0.119835992907801,0.14501329787234,0.128280141843972,0.0466359050796984,0.039253805419142,0.0472398028141784,0.138929225768321,0.155202423167849,0.147231382978723
parkinsons,0.106578947368421,0.0860526315789473,0.0968421052631578,0.0122695545841224,0.0227606437815555,0.013961341570554,0.108598245614035,0.0953412280701754,0.099728947368421
phoneme,0.196062675429588,0.197355035257068,0.195785239953447,0.00985030223664138,0.0102402782990826,0.00858390501899638,0.197754781953858,0.199901040596974,0.197346020172976
pima,0.236380724538619,0.239559125085441,0.246103896103896,0.00830800443420891,0.00387574477575786,0.00559504378524733,0.239314023695603,0.240062257917521,0.247209159261791
profb,0.325965759438104,0.330399473222125,0.355575065847234,0.00635908992150413,0.00612191454052242,0.00465490457722366,0.325860111208663,0.33079741000878,0.355121085747732
ring,0.0518918918918918,0.0934459459459459,0.0699324324324324,0.0546702788222542,0.0714499061130922,0.115678459545779,0.0714914414414414,0.120244144144144,0.110952252252252
saheart,0.302913968547641,0.294357076780758,0.317992599444958,0.0099268524120693,0.00729169328135334,0.0103730581949418,0.301336262719704,0.29450200431699,0.315967160037003
sonar,0.148809523809524,0.154285714285714,0.134761904761905,0.0246585545369821,0.0274634200251356,0.0392417316183389,0.151715079365079,0.16385,0.146711904761905
spambase,0.0624386662877711,0.0635270436677086,0.0678767642322629,0.0167018449979136,0.0161220132555792,0.0168928249118691,0.0677714044393925,0.0677686053487417,0.0705376006441223
spectfheart,0.205413105413105,0.218732193732194,0.216951566951567,0.00766867809051302,0.00987846059129282,0.0105769854527151,0.205720322886989,0.216208926875593,0.214847578347578
steel-plates-fault,0,0,0,0.0584189255814286,0.0681028829374254,0.0676028380327558,0.0174982994096396,0.0194589126795312,0.0239115164331659
sylvine,0.0798215155945419,0.0792371009990253,0.0823579130116959,0.00265989801315623,0.00353179482982735,0.00152989383537611,0.0807822310043047,0.0807567134705977,0.0828051062987329
teaching_assistant_LH,0.376363636363636,0.445454545454545,0.387272727272727,0.0255739462776572,0.0260611915740024,0.0282460329550201,0.383936363636364,0.442239393939394,0.383042424242424
teaching_assistant_LM,0.365555555555555,0.405555555555555,0.344444444444444,0.0283111327737141,0.0219244420549369,0.0176576343352846,0.370414814814815,0.407988888888889,0.34412962962963
teaching_assistant_MH,0.33,0.338181818181818,0.331818181818182,0.055355346431098,0.0470245240149387,0.0633104035054071,0.338309090909091,0.34889696969697,0.3512
titanic,0.216200822078685,0.208578978273635,0.218502642395772,0.00254799818393381,0.00431632077029248,0.00310268808134678,0.21645834801331,0.20976388725778,0.218319729888432
vehicle2,0.0248389355742296,0.024859943977591,0.0284173669467787,0.0231598440498272,0.0255112650900258,0.0281617683068949,0.0287048085901027,0.0323815592903828,0.0365295985060691
vertebral_column,0.164516129032258,0.170967741935484,0.167741935483871,0.0139531944733749,0.00954342570149734,0.0131558328135273,0.166290322580645,0.170956989247312,0.170795698924731
wdbc,0.0351817042606516,0.0263784461152882,0.0333646616541353,0.00795407932360198,0.00814042458493053,0.00902938505516714,0.0373484753550543,0.0291628028404344,0.0340991019214703
yeast1,0.23716669689824,0.227734445855251,0.227426083801923,0.00678403346621227,0.00653580923979489,0.0115664238799278,0.237341934216095,0.229166319003567,0.229640924481528
