n_ensemble,method_weights,compl_measure,exp_loss_avg_train_mean,exp_loss_avg_train_median,exp_loss_avg_train_std,misc_rate_train_mean_mean,misc_rate_train_mean_median,misc_rate_train_mean_std,misc_rate_test_mean_mean,misc_rate_test_mean_median,misc_rate_test_mean_std
33,init_easy,F1,0.7620924136296466,0.8043501577636876,0.2794364156486492,0.16772148232589712,0.18570042259697428,0.11888875588282682,0.21962537457747935,0.21966666666666665,0.12721513970762166
33,init_easy,Hostility,0.7647018356534647,0.8045505344325012,0.2685651617795329,0.16883168457804396,0.18578567466695922,0.11426348238586538,0.2140783447327805,0.23035055439560648,0.11667497560432284
33,init_easy,LSC,0.7591908732945167,0.8300986055470145,0.26386722410413566,0.16648699569040729,0.19665533309340255,0.11226470221919835,0.2161730312730815,0.22091881368534882,0.11805357315851925
33,init_easy,N1,0.7564901578077783,0.8213607491578772,0.2701752376346027,0.16533795180696603,0.1929377328916681,0.11494850375232504,0.20748777871031382,0.21738731430136235,0.11575304933647781
33,init_easy,N2,0.7586218767331208,0.8197380265035974,0.2674292499184352,0.16624491094590846,0.19224733082985251,0.11378019838852028,0.2172060243897443,0.22470106916415633,0.12367932051030178
33,init_easy,TD_U,0.7747757326652899,0.8603212442168319,0.2806863579301139,0.173117715372733,0.20951382865708965,0.11942055515610235,0.21987676935576028,0.22752503186713705,0.12805567451822827
33,init_easy,kDN,0.7595757720457705,0.8099442268060539,0.26552182793944223,0.16665075435289659,0.18808046997636024,0.11296866841845674,0.2114180482390361,0.2234993461652196,0.11738053248067948
33,init_hard,CLD,0.8750509733227055,0.8525336013724174,0.40143471753825416,0.21578072541721083,0.20620050542080687,0.17079403922896602,0.2638996850775379,0.25995460489167577,0.16577017916427939
33,init_hard,DCP,0.8338289058627399,0.8334259504185328,0.35530804031498825,0.19824242317461638,0.19807098212844204,0.15116902630660564,0.24730984448851495,0.26007536132822173,0.15271331989937284
33,init_hard,F1,0.7548706789624066,0.7907329239953989,0.2710534091242842,0.16464892985305266,0.17990684706201945,0.11532212977246147,0.2186146734944711,0.2319319180575381,0.1229014617692137
