dataset,classic_misc_rate_test_mean_median,init_easy_misc_rate_test_mean_median,init_hard_misc_rate_test_mean_median,classic_misc_rate_test_mean_std,init_easy_misc_rate_test_mean_std,init_hard_misc_rate_test_mean_std,classic_misc_rate_test_mean_total_mean,init_easy_misc_rate_test_mean_total_mean,init_hard_misc_rate_test_mean_total_mean
WineQualityRed_5vs6,0.288144806847097,0.286586282674069,0.327521397177886,0.0103996040059864,0.00577411023383485,0.0118484050319659,0.291634879327627,0.286588962140489,0.330390643071941
Yeast_CYTvsNUC,0.341947565543071,0.348651685393258,0.37230961298377,0.00568075117565281,0.00530369661166361,0.00970340056178596,0.343420391177695,0.349714107365793,0.37238834789846
arrhythmia_cfs,0.167874396135266,0.192367149758454,0.194420289855072,0.0262034921776098,0.0283656813391838,0.0354034955982648,0.175926247987117,0.202614331723027,0.207188566827697
bands,0.312162162162162,0.293543543543543,0.333783783783784,0.0187202336268836,0.0172751488262831,0.0187259926065156,0.310372622622623,0.299167417417417,0.334619119119119
banknote_authentication,0.0014545646884586,0.0036443457103565,0.0014545646884586,0.0169294675960157,0.0188105984451838,0.0175237636643641,0.00651796607778829,0.00931665432490563,0.00570693606967798
bodyfat,0.004,0.004,0.004,0,0,0,0.004,0.004,0.004
breast-w,0.0414699792960662,0.0386335403726708,0.0371842650103519,0.00494687157153609,0.00491882070044368,0.00583248317869951,0.0425209109730848,0.039835403726708,0.0379863354037266
breastcancer,0,0,0,0,0,0,0,0,0
bupa,0.266764705882353,0.307226890756302,0.286890756302521,0.0198828082980955,0.0220990685244587,0.0187677429823969,0.271157142857143,0.31256974789916,0.291809803921569
chatfield_4,0.127717391304348,0.123369565217391,0.140398550724638,0.00686394135996304,0.00667381498619804,0.00718961539555288,0.12623731884058,0.121846014492754,0.138756038647343
contraceptive_LS,0.358991596638655,0.366071428571429,0.450441176470588,0.00551939444879742,0.00294679943794982,0.0165207456275629,0.359478711484594,0.366483800186741,0.452652941176471
contraceptive_NL,0.262006013745704,0.250558419243986,0.310899914089347,0.00583181794656667,0.00646053116699375,0.0387892972904223,0.261640141752577,0.251444050687285,0.32056622279496
contraceptive_NS,0.316666666666667,0.314912280701754,0.341228070175439,0.0160433956069377,0.0138802060663832,0.0299510177599735,0.321,0.320163742690058,0.35059649122807
credit-g,0.246,0.249,0.265,0.0108091433899718,0.00782593450241692,0.00927387034230985,0.247876666666667,0.25067,0.267636666666667
diabetes,0.240909090909091,0.240909090909091,0.251264524948735,0.00712229834703216,0.00390256813514862,0.00616785981411928,0.242108965595808,0.241034290271132,0.251901344269765
diabetic_retinopathy,0.326731634182909,0.330610944527736,0.357931034482759,0.0168976198614242,0.0130371311959209,0.0271017639395087,0.330662018990505,0.335618940529735,0.371010494752624
fri_c0_250_50,0.228,0.24,0.228,0.0169447919867375,0.0152318389768804,0.018362731876333,0.225733333333333,0.239066666666667,0.228306666666667
glass0,0.167748917748918,0.186363636363636,0.186796536796537,0.0206479828572626,0.0173507264541577,0.0195366193843119,0.171763347763348,0.185556277056277,0.191974747474747
glass1,0.201082251082251,0.214718614718615,0.21969696969697,0.0168570679887266,0.0135693336011053,0.0255315580569476,0.204671717171717,0.217635642135642,0.228989177489177
hill_valley_without_noise_traintest,0.473641782956239,0.480195772930497,0.495102289662647,0.00838188547325509,0.00601527434543451,0.0036538234118083,0.47503129657228,0.481059296391636,0.494261866052477
ilpd,0.304053236539625,0.279824561403509,0.322988505747126,0.00839351480008668,0.00465461250742693,0.0130915938965187,0.304087820125025,0.281513309134906,0.322733817301875
ionosphere,0.0741269841269841,0.0742063492063492,0.0769841269841269,0.012935815764891,0.0185252378823174,0.0136757953748094,0.0754510582010581,0.0813269841269841,0.0795089947089947
liver-disorders,0.28047619047619,0.295,0.321904761904762,0.0105775273943628,0.0145278361809838,0.0124205868963032,0.279169841269841,0.292238095238095,0.317947619047619
mammographic,0.163855421686747,0.169879518072289,0.16144578313253,0.00238016385164672,0.00227442987303749,0.00206734603534169,0.163927710843373,0.16970281124498,0.161991967871486
musk1,0.119835992907801,0.162012411347518,0.134552304964539,0.0466359050796984,0.0332557329008995,0.0444962228271914,0.138929225768321,0.170109190307329,0.149352541371158
parkinsons,0.106578947368421,0.096578947368421,0.0968421052631578,0.0122695545841224,0.0159845636038384,0.0124334349583512,0.108598245614035,0.102570175438596,0.0999166666666666
phoneme,0.196062675429588,0.195968713630451,0.186531115218731,0.00985030223664138,0.00803016436319438,0.00984988881409227,0.197754781953858,0.199163175189977,0.189920101093083
pima,0.236380724538619,0.243506493506493,0.253887559808612,0.00830800443420891,0.00308165339072806,0.0110012250678145,0.239314023695603,0.2439829687856,0.257150831624516
profb,0.325965759438104,0.33184811237928,0.363147497805092,0.00635908992150413,0.00344893922735852,0.0176813636982206,0.325860111208663,0.331813067017852,0.363996195493123
ring,0.0518918918918918,0.0551351351351351,0.0542567567567567,0.0546702788222542,0.0553261588079467,0.062099809067342,0.0714914414414414,0.0735414414414414,0.0761806306306306
saheart,0.302913968547641,0.296438482886216,0.352844588344126,0.0099268524120693,0.00862090888997853,0.0136949446022495,0.301336262719704,0.29413768115942,0.348301110083256
