dataset,classic_misc_rate_test_mean_median,init_easy_misc_rate_test_mean_median,init_hard_misc_rate_test_mean_median,classic_misc_rate_test_mean_std,init_easy_misc_rate_test_mean_std,init_hard_misc_rate_test_mean_std,classic_misc_rate_test_mean_total_mean,init_easy_misc_rate_test_mean_total_mean,init_hard_misc_rate_test_mean_total_mean
WineQualityRed_5vs6,0.288144806847097,0.289613694193847,0.304053897756188,0.0103996040059864,0.00765657407775723,0.0111209063013015,0.291634879327627,0.291939895134552,0.304581559873545
Yeast_CYTvsNUC,0.341947565543071,0.348651685393258,0.354219725343321,0.00568075117565281,0.00477396763336549,0.00632912722316949,0.343420391177695,0.349943528922181,0.354304952143154
arrhythmia_cfs,0.167874396135266,0.197971014492754,0.185724637681159,0.0262034921776098,0.0360019392792438,0.0483613786289051,0.175926247987117,0.211059259259259,0.205484863123994
bands,0.312162162162162,0.304354354354354,0.326238738738739,0.0187202336268836,0.0236769404449746,0.0180052774270737,0.310372622622623,0.307888888888889,0.329351601601602
banknote_authentication,0.0014545646884586,0.0036443457103565,0.0021844916957579,0.0169294675960157,0.0167010720299893,0.0167258684308191,0.00651796607778829,0.00791512394654251,0.00621044465601742
bodyfat,0.004,0.004,0.004,0,0,0,0.004,0.004,0.004
breast-w,0.0414699792960662,0.042919254658385,0.0385921325051759,0.00494687157153609,0.00503153801613595,0.0046525388869409,0.0425209109730848,0.0444826086956521,0.0391979296066252
breastcancer,0,0,0,0,0,0,0,0,0
bupa,0.266764705882353,0.278403361344538,0.272352941176471,0.0198828082980955,0.0236351052525684,0.0214251085531602,0.271157142857143,0.284418487394958,0.277044817927171
chatfield_4,0.127717391304348,0.123731884057971,0.136231884057971,0.00686394135996304,0.00524424743241009,0.00640867026344108,0.12623731884058,0.125510869565217,0.136353864734299
contraceptive_LS,0.358991596638655,0.351904761904762,0.385056022408964,0.00551939444879742,0.00463998362020604,0.00571320827304116,0.359478711484594,0.352325676937442,0.384925070028011
contraceptive_NL,0.262006013745704,0.257850085910653,0.277593427835052,0.00583181794656667,0.0048950668508507,0.0309943752525088,0.261640141752577,0.257892146334479,0.292405641466208
contraceptive_NS,0.316666666666667,0.318859649122807,0.335964912280702,0.0160433956069377,0.0123908176514484,0.0243295948659415,0.321,0.320204678362573,0.342175438596491
credit-g,0.246,0.235,0.272,0.0108091433899718,0.00973999729877558,0.0142819186230027,0.247876666666667,0.236863333333333,0.277326666666667
diabetes,0.240909090909091,0.23444976076555,0.26296992481203,0.00712229834703216,0.00429466690406778,0.0080352389935272,0.242108965595808,0.234351275917065,0.263553827751196
diabetic_retinopathy,0.326731634182909,0.320614692653673,0.386229385307346,0.0168976198614242,0.0153773172294978,0.0206781254905854,0.330662018990505,0.321251774112943,0.388797051474263
fri_c0_250_50,0.228,0.212,0.22,0.0169447919867375,0.0216235719268639,0.0146744319161742,0.225733333333333,0.21592,0.217786666666667
glass0,0.167748917748918,0.172943722943723,0.182034632034632,0.0206479828572626,0.0178843511581821,0.0201571423094074,0.171763347763348,0.180194805194805,0.188634199134199
glass1,0.201082251082251,0.201298701298701,0.191991341991342,0.0168570679887266,0.0118321937503114,0.0284721308284401,0.204671717171717,0.204598845598846,0.202769841269841
hill_valley_without_noise_traintest,0.473641782956239,0.456320281804634,0.503305785123967,0.00838188547325509,0.0132266460536218,0.00630399656809252,0.47503129657228,0.460309533486881,0.503791107799304
ilpd,0.304053236539625,0.288475499092559,0.31099516031458,0.00839351480008668,0.0052567524431174,0.0108127815041911,0.304087820125025,0.287039221617262,0.309615144182295
ionosphere,0.0741269841269841,0.077063492063492,0.0741269841269841,0.012935815764891,0.0167304143584424,0.0120269619591494,0.0754510582010581,0.08245291005291,0.0754679894179894
liver-disorders,0.28047619047619,0.273809523809524,0.328095238095238,0.0105775273943628,0.0119133588961715,0.0199900659013266,0.279169841269841,0.272619047619048,0.323719047619048
mammographic,0.163855421686747,0.178313253012048,0.162650602409638,0.00238016385164672,0.00306053306192836,0.00638982745550066,0.163927710843373,0.177947791164659,0.164208835341365
musk1,0.119835992907801,0.15447695035461,0.144902482269503,0.0466359050796984,0.0412560414823389,0.0485749840010455,0.138929225768321,0.166703605200946,0.148618055555556
parkinsons,0.106578947368421,0.091578947368421,0.091578947368421,0.0122695545841224,0.0182302822455606,0.013426827752875,0.108598245614035,0.0972543859649122,0.0970728070175438
phoneme,0.196062675429588,0.19096974053536,0.194951393167659,0.00985030223664138,0.0102683442447912,0.00973093027370207,0.197754781953858,0.195132201455923,0.197341051094224
pima,0.236380724538619,0.234415584415584,0.260406698564593,0.00830800443420891,0.00369585068222676,0.00797528073726705,0.239314023695603,0.235286283891547,0.261767828662565
profb,0.325965759438104,0.33184811237928,0.383977172958736,0.00635908992150413,0.00403078334143547,0.00707264680347457,0.325860111208663,0.332757023705004,0.38387876792508
ring,0.0518918918918918,0.098581081081081,0.0686486486486486,0.0546702788222542,0.0696806001671903,0.109892571925155,0.0714914414414414,0.1231,0.108218468468468
saheart,0.302913968547641,0.294403330249769,0.32890841813136,0.0099268524120693,0.00672874033032904,0.0134884046946465,0.301336262719704,0.295658957755165,0.328659574468085
sonar,0.148809523809524,0.149761904761905,0.144285714285714,0.0246585545369821,0.0311329499287617,0.0326457676410269,0.151715079365079,0.160665079365079,0.153129365079365
spambase,0.0624386662877711,0.0614556692242113,0.0636345552713839,0.0167018449979136,0.0157837784623182,0.0171244559919603,0.0677714044393925,0.0661122446402071,0.0693294212370938
spectfheart,0.205413105413105,0.205555555555555,0.205555555555555,0.00766867809051302,0.00755277370734594,0.0104292936396937,0.205720322886989,0.204037986704653,0.206906932573599
steel-plates-fault,0,0,0,0.0584189255814286,0.0586013551171569,0.0584420042718308,0.0174982994096396,0.0175520662613446,0.0179449290686404
sylvine,0.0798215155945419,0.0786511634990253,0.0839198419225146,0.00265989801315623,0.00379585144257538,0.00165365242413537,0.0807822310043047,0.080016520975471,0.0837905727136127
teaching_assistant_LH,0.376363636363636,0.346363636363636,0.377272727272727,0.0255739462776572,0.0267784229279994,0.0386515206440082,0.383936363636364,0.357366666666667,0.383554545454545
teaching_assistant_LM,0.365555555555555,0.365555555555556,0.453333333333333,0.0283111327737141,0.0215378384206727,0.0218620005112264,0.370414814814815,0.365588888888889,0.452666666666667
teaching_assistant_MH,0.33,0.369090909090909,0.38,0.055355346431098,0.0152606340298714,0.0586482716728858,0.338309090909091,0.368354545454545,0.402675757575758
titanic,0.216200822078685,0.207795067527892,0.22460951262478,0.00254799818393381,0.00307282010078657,0.00288431644412521,0.21645834801331,0.208623820708553,0.224724447054218
vehicle2,0.0248389355742296,0.0272128851540616,0.0248319327731092,0.0231598440498272,0.025829942489084,0.0262718269529059,0.0287048085901027,0.0322071895424836,0.0303443510737628
vertebral_column,0.164516129032258,0.174193548387097,0.17741935483871,0.0139531944733749,0.0102352728826195,0.0132022873331692,0.166290322580645,0.17647311827957,0.177967741935484
wdbc,0.0351817042606516,0.031610275689223,0.0342575187969924,0.00795407932360198,0.00883987444727158,0.00649755814862815,0.0373484753550543,0.0344557226399331,0.0349357769423558
yeast1,0.23716669689824,0.229058588790132,0.233146653364774,0.00678403346621227,0.00689369787809559,0.0126452062952352,0.237341934216095,0.231418752645263,0.236675191970494
