,Dataset,alpha,split,weights,accuracy_mean_mean,accuracy_mean_median,accuracy_mean_std,Table
54528,parkinsons,10,6,N2,0.9050831024930748,0.9034210526315788,0.0054527635454879,0.905 (0.005)
1996,parkinsons,10,8,TD_U,0.9045567867036012,0.903684210526316,0.0059462120645096,0.905 (0.006)
9323,parkinsons,6,2,kDN,0.905720221606648,0.9034210526315788,0.0026342707070597,0.906 (0.003)
9621,phoneme,10,4,CLD,0.9128465804066545,0.9137711371260356,0.0031050892040146,0.913 (0.003)
16804,phoneme,8,8,DCP,0.9100717392165978,0.9106267542958856,0.0018698707053305,0.91 (0.002)
15050,phoneme,8,4,F1,0.912612103785856,0.9130317655918396,0.0014848709748406,0.913 (0.001)
9624,phoneme,10,4,Hostility,0.9108878403649296,0.9113644143219004,0.0016784692885468,0.911 (0.002)
35320,phoneme,10,2,LSC,0.9109577239463416,0.911736838502088,0.001731392832186,0.911 (0.002)
65129,phoneme,4,8,N1,0.9107123116890604,0.9109950708564388,0.0019694871095714,0.911 (0.002)
52791,phoneme,6,4,N2,0.9097094940061182,0.910440884507428,0.0023597611577638,0.91 (0.002)
8125,phoneme,4,4,TD_U,0.9114738787819826,0.9121068665708222,0.0018500343765852,0.911 (0.002)
65348,phoneme,2,8,kDN,0.9103915210083126,0.9115495995070856,0.002733576607213,0.91 (0.003)
41769,pima,4,8,CLD,0.7657894736842106,0.7655673274094327,0.0045235561991894,0.766 (0.005)
28216,pima,10,4,DCP,0.7730555455624707,0.773444976076555,0.0051345584724919,0.773 (0.005)
37595,pima,2,8,F1,0.7678472497032054,0.7682330827067669,0.0035066274658139,0.768 (0.004)
29091,pima,6,4,Hostility,0.7651949850703313,0.7630041011619959,0.0056311452118646,0.765 (0.006)
56011,pima,4,2,LSC,0.76445209914739,0.7643198906356801,0.0031009523701495,0.764 (0.003)
37598,pima,2,8,N1,0.764679641687952,0.764354066985646,0.003159348796072,0.765 (0.003)
16998,pima,8,4,N2,0.7631830773105012,0.7630553656869447,0.0048850379482719,0.763 (0.005)
35197,pima,6,6,TD_U,0.7690775983019751,0.7695317840054682,0.0028209369636386,0.769 (0.003)
56015,pima,4,2,kDN,0.7656104975357053,0.7656356801093643,0.0026412664133605,0.766 (0.003)
42705,profb,2,6,CLD,0.6811630700984243,0.6800921861281826,0.0067574791111342,0.681 (0.007)
43606,profb,2,4,DCP,0.6791668592024398,0.6800482879719052,0.0068183533960441,0.679 (0.007)
61769,profb,6,6,F1,0.6777540316990897,0.6830114135206322,0.0125267768130628,0.678 (0.013)
34059,profb,10,2,Hostility,0.6816112933783096,0.6800702370500439,0.007261919125125,0.682 (0.007)
42709,profb,2,6,LSC,0.6799154382884339,0.6829236172080773,0.0103819873644657,0.68 (0.01)
63662,profb,2,1,N1,0.6793632456910493,0.6783801580333626,0.0053300397606754,0.679 (0.005)
42999,profb,6,8,N2,0.6716175315373597,0.6725417032484635,0.004800451199347,0.672 (0.005)
26701,profb,4,6,TD_U,0.6743322859387274,0.6741000877963126,0.0043955632295024,0.674 (0.004)
59093,profb,2,2,kDN,0.6755672103876901,0.6769534679543459,0.0088086270748316,0.676 (0.009)
21870,ring,8,1,CLD,0.9490896159317213,0.95,0.0031588886399269,0.949 (0.003)
65062,ring,6,8,DCP,0.9478022759601706,0.9485135135135134,0.0024021480227265,0.948 (0.002)
52922,ring,6,1,F1,0.9488051209103842,0.9497297297297298,0.0027448896514641,0.949 (0.003)
14763,ring,4,1,Hostility,0.9470199146514936,0.947162162162162,0.0013198072780286,0.947 (0.001)
21874,ring,8,1,LSC,0.9540398293029873,0.955,0.0022350218101321,0.954 (0.002)
52925,ring,6,1,N1,0.947190611664296,0.9482432432432432,0.002149729149898,0.947 (0.002)
21876,ring,8,1,N2,0.950981507823613,0.9516216216216216,0.0021691151835381,0.951 (0.002)
52927,ring,6,1,TD_U,0.9503271692745378,0.9508108108108108,0.0015297524042728,0.95 (0.002)
14768,ring,4,1,kDN,0.9529516358463724,0.9536486486486486,0.0019207701375285,0.953 (0.002)
21051,saheart,6,8,CLD,0.6969010175763182,0.6948196114708602,0.0102957585392015,0.697 (0.01)
31627,saheart,6,2,DCP,0.7117094308388918,0.7120721554116558,0.004264840263613,0.712 (0.004)
55433,saheart,8,2,F1,0.6907785189152345,0.6904255319148935,0.0101259445711268,0.691 (0.01)
31629,saheart,6,2,Hostility,0.7106017819757534,0.7100832562442183,0.0122372610152042,0.711 (0.012)
45940,saheart,10,6,LSC,0.6948536929743415,0.6926456984273821,0.0085769509020381,0.695 (0.009)
26564,saheart,2,2,N1,0.7024636058230683,0.7034690101757632,0.0030255034107398,0.702 (0.003)
33513,saheart,8,1,N2,0.6967719947417109,0.6948658649398705,0.0040255454294809,0.697 (0.004)
22768,saheart,4,2,TD_U,0.698003797653245,0.6970397779833487,0.0037106143251241,0.698 (0.004)
31634,saheart,6,2,kDN,0.7070548712206047,0.7078168362627197,0.0075292724886894,0.707 (0.008)
55593,segment,6,2,CLD,0.9776258828890408,0.9774891774891774,0.0006620944700448,0.978 (0.001)
32869,segment,10,8,DCP,0.9778765094554568,0.977922077922078,0.0011713646926284,0.978 (0.001)
9137,segment,10,4,F1,0.9795397584871268,0.9796536796536796,0.0002828468815908,0.98 (0.0)
65298,segment,6,4,Hostility,0.9759854180906812,0.9757575757575758,0.00065124656769,0.976 (0.001)
28453,segment,4,2,LSC,0.9766461608566872,0.9766233766233766,0.0007563541887764,0.977 (0.001)
32873,segment,10,8,N1,0.9745044429254954,0.9744588744588744,0.0007342982890724,0.975 (0.001)
40965,segment,2,6,N2,0.9759854180906812,0.9757575757575758,0.0008821026753693,0.976 (0.001)
53440,segment,2,2,TD_U,0.977010708589656,0.9770562770562772,0.0007483425077996,0.977 (0.001)
32876,segment,10,8,kDN,0.97593984962406,0.976190476190476,0.0011299336116146,0.976 (0.001)
14400,sonar,2,4,CLD,0.8009899749373434,0.8026190476190477,0.0108826464005825,0.801 (0.011)
14401,sonar,2,4,DCP,0.7902631578947369,0.7883333333333333,0.0109942536173646,0.79 (0.011)
40844,sonar,10,2,F1,0.8116541353383459,0.8080952380952381,0.0079959967639592,0.812 (0.008)
22746,sonar,10,6,Hostility,0.8229323308270677,0.8266666666666665,0.0116593899754884,0.823 (0.012)
22747,sonar,10,6,LSC,0.7994611528822055,0.7978571428571428,0.0107118874756458,0.799 (0.011)
16484,sonar,6,6,N1,0.8050751879699248,0.8080952380952381,0.0081838646224505,0.805 (0.008)
57543,sonar,6,8,N2,0.8221428571428572,0.8223809523809523,0.0147962137571403,0.822 (0.015)
38176,sonar,8,8,TD_U,0.8142857142857143,0.8126190476190477,0.0096701716480471,0.814 (0.01)
14408,sonar,2,4,kDN,0.7910401002506265,0.7888095238095237,0.0085199107745576,0.791 (0.009)
61290,spambase,2,1,CLD,0.9487284316218224,0.9486596570995548,0.0008171478536437,0.949 (0.001)
55783,spambase,4,8,DCP,0.9496333936574884,0.9497480344794924,0.001210253631339,0.95 (0.001)
63344,spambase,8,1,F1,0.9503297886660386,0.9506157052192858,0.0010550715945734,0.95 (0.001)
4953,spambase,6,2,Hostility,0.9487610864330476,0.948658709860756,0.0009601053296258,0.949 (0.001)
55786,spambase,4,8,LSC,0.9462541940244188,0.9469181585677748,0.0016875089250928,0.946 (0.002)
39497,spambase,2,8,N1,0.9463912445222178,0.9467002936440276,0.0012952687943534,0.946 (0.001)
54276,spambase,10,2,N2,0.9485014183654648,0.948443213034006,0.0007560601030146,0.949 (0.001)
63349,spambase,8,1,TD_U,0.9524835354940347,0.9523581509898646,0.0008214581175275,0.952 (0.001)
66824,spambase,4,4,kDN,0.947021980925602,0.9471355498721228,0.0006966267265281,0.947 (0.001)
3663,spectfheart,6,8,CLD,0.8205203178887389,0.8240740740740741,0.0052193877521121,0.821 (0.005)
34489,spectfheart,2,6,DCP,0.8141475483580747,0.8128205128205128,0.0061037947024178,0.814 (0.006)
2576,spectfheart,8,1,F1,0.8147098515519569,0.8128205128205128,0.0076004329690269,0.815 (0.008)
34491,spectfheart,2,6,Hostility,0.8138326585695006,0.8128205128205128,0.0043438586605563,0.814 (0.004)
16852,spectfheart,4,8,LSC,0.8129404708352077,0.812962962962963,0.0078483095492307,0.813 (0.008)
33044,spectfheart,10,1,N1,0.8146723646723647,0.8125356125356126,0.0082223064611911,0.815 (0.008)
14055,spectfheart,6,6,N2,0.8254236017393912,0.8277777777777778,0.0084654183686062,0.825 (0.008)
31021,spectfheart,2,8,TD_U,0.8149722597091018,0.8131054131054132,0.0069607939351775,0.815 (0.007)
63431,spectfheart,2,1,kDN,0.8140950667266457,0.8162393162393162,0.0053940104228589,0.814 (0.005)
432,steel-plates-fault,8,2,CLD,1.0,1.0,0.0,1.0 (0.0)
433,steel-plates-fault,8,2,DCP,1.0,1.0,0.0,1.0 (0.0)
434,steel-plates-fault,8,2,F1,1.0,1.0,0.0,1.0 (0.0)
435,steel-plates-fault,8,2,Hostility,1.0,1.0,0.0,1.0 (0.0)
436,steel-plates-fault,8,2,LSC,1.0,1.0,0.0,1.0 (0.0)
437,steel-plates-fault,8,2,N1,1.0,1.0,0.0,1.0 (0.0)
438,steel-plates-fault,8,2,N2,1.0,1.0,0.0,1.0 (0.0)
439,steel-plates-fault,8,2,TD_U,1.0,1.0,0.0,1.0 (0.0)
440,steel-plates-fault,8,2,kDN,1.0,1.0,0.0,1.0 (0.0)
30915,sylvine,4,6,CLD,0.9454968916717964,0.94574310124269,0.0011616555548985,0.945 (0.001)
57745,sylvine,10,8,DCP,0.945692284324664,0.9461341069688108,0.0008305164616117,0.946 (0.001)
30917,sylvine,4,6,F1,0.945703986643326,0.9459403173732944,0.0011592508040748,0.946 (0.001)
36876,sylvine,2,6,Hostility,0.9443465377167334,0.9445727491471734,0.0011715001804818,0.944 (0.001)
10732,sylvine,2,8,LSC,0.9454145947150404,0.9459376522904483,0.0015592461238321,0.945 (0.002)
42206,sylvine,6,4,N1,0.9455483898891966,0.9457442434210526,0.0011726298548643,0.946 (0.001)
30048,sylvine,2,2,N2,0.9445526107392018,0.9447680616471734,0.0007032540950897,0.945 (0.001)
38437,sylvine,8,2,TD_U,0.9457759639183853,0.9457446241471734,0.000631510108616,0.946 (0.001)
36881,sylvine,2,6,kDN,0.9462170451485072,0.9461352491471734,0.0006421373685098,0.946 (0.001)
19755,teaching_assistant_LH,6,8,CLD,0.6864114832535885,0.6927272727272726,0.0095513386588183,0.686 (0.01)
48079,teaching_assistant_LH,4,4,DCP,0.6815311004784689,0.6836363636363636,0.0103166248617468,0.682 (0.01)
38558,teaching_assistant_LH,10,1,F1,0.6846889952153109,0.6836363636363636,0.0058467037474341,0.685 (0.006)
22557,teaching_assistant_LH,2,2,Hostility,0.6831100478468899,0.6927272727272726,0.014291712874412,0.683 (0.014)
27301,teaching_assistant_LH,8,1,LSC,0.6932535885167465,0.7027272727272728,0.0219781922749009,0.693 (0.022)
22559,teaching_assistant_LH,2,2,N1,0.6917224880382774,0.6927272727272726,0.0071767322283039,0.692 (0.007)
32595,teaching_assistant_LH,6,1,N2,0.69377990430622,0.6927272727272726,0.0132894013083548,0.694 (0.013)
22561,teaching_assistant_LH,2,2,TD_U,0.6791866028708133,0.6827272727272727,0.0085650684901395,0.679 (0.009)
32570,teaching_assistant_LH,8,4,kDN,0.6877990430622009,0.6927272727272726,0.0075168362571113,0.688 (0.008)
8766,teaching_assistant_LM,8,4,CLD,0.6825730994152047,0.6855555555555555,0.0149303487224442,0.683 (0.015)
25759,teaching_assistant_LM,10,4,DCP,0.6764912280701755,0.6766666666666666,0.0192209846097508,0.676 (0.019)
33059,teaching_assistant_LM,6,6,F1,0.6518713450292397,0.6466666666666667,0.0138730904299177,0.652 (0.014)
18039,teaching_assistant_LM,10,8,Hostility,0.6502923976608187,0.6455555555555555,0.0206474160483506,0.65 (0.021)
22135,teaching_assistant_LM,4,1,LSC,0.656140350877193,0.6566666666666666,0.0120320127465958,0.656 (0.012)
18041,teaching_assistant_LM,10,8,N1,0.6650292397660819,0.6666666666666667,0.0121341858621298,0.665 (0.012)
38589,teaching_assistant_LM,4,2,N2,0.6529239766081871,0.6555555555555556,0.007334928056269,0.653 (0.007)
62323,teaching_assistant_LM,8,6,TD_U,0.6502339181286549,0.6455555555555555,0.0101739260823844,0.65 (0.01)
32687,teaching_assistant_LM,10,2,kDN,0.668654970760234,0.6666666666666667,0.0064531544733446,0.669 (0.006)
35829,teaching_assistant_MH,2,6,CLD,0.7260765550239234,0.72,0.0109680755187846,0.726 (0.011)
8911,teaching_assistant_MH,6,2,DCP,0.7369377990430621,0.739090909090909,0.0051533911585516,0.737 (0.005)
25796,teaching_assistant_MH,6,8,F1,0.7385167464114832,0.739090909090909,0.0022920497063464,0.739 (0.002)
57702,teaching_assistant_MH,10,4,Hostility,0.7411961722488037,0.7381818181818182,0.0077675872400368,0.741 (0.008)
55003,teaching_assistant_MH,6,6,LSC,0.7199043062200957,0.7209090909090909,0.0102578990900301,0.72 (0.01)
13748,teaching_assistant_MH,10,2,N1,0.7290909090909091,0.7290909090909091,0.0033333333333332,0.729 (0.003)
35835,teaching_assistant_MH,2,6,N2,0.7269377990430622,0.73,0.0158047386459049,0.727 (0.016)
55006,teaching_assistant_MH,6,6,TD_U,0.7397607655502392,0.7381818181818182,0.0081696998092745,0.74 (0.008)
49049,teaching_assistant_MH,8,2,kDN,0.7270813397129187,0.7290909090909091,0.0052098210866282,0.727 (0.005)
47223,titanic,6,2,CLD,0.7993905491856477,0.7998355842630651,0.0023247559262884,0.799 (0.002)
52201,titanic,8,2,DCP,0.8036542324690176,0.8036582501467997,0.0029357741501047,0.804 (0.003)
16301,titanic,10,6,F1,0.7982655994066199,0.7990722254844392,0.0026939137470189,0.798 (0.003)
60744,titanic,6,1,Hostility,0.7990920048212133,0.8005695830886671,0.0052049867821902,0.799 (0.005)
24934,titanic,4,1,LSC,0.7954915474240505,0.7952495596007046,0.0022800532632035,0.795 (0.002)
24935,titanic,4,1,N1,0.7983870568964985,0.7983029947152085,0.0012488043602926,0.798 (0.001)
18420,titanic,8,1,N2,0.8038585159316377,0.8036641221374046,0.0028327734077657,0.804 (0.003)
60748,titanic,6,1,TD_U,0.7981450690731526,0.7983088667058132,0.0028060237538259,0.798 (0.003)
23453,titanic,10,2,kDN,0.8001829588651606,0.8005813270698766,0.0027404400182536,0.8 (0.003)
31608,vehicle2,2,4,CLD,0.9810290431962256,0.98109243697479,0.0009193974532498,0.981 (0.001)
61840,vehicle2,6,1,DCP,0.979029927760578,0.9787254901960784,0.0013609625009825,0.979 (0.001)
173,vehicle2,8,1,F1,0.9829713990859502,0.9834733893557424,0.0008216787510745,0.983 (0.001)
63471,vehicle2,2,2,Hostility,0.9768295739348372,0.9764005602240896,0.001369180130756,0.977 (0.001)
66874,vehicle2,4,8,LSC,0.9820846233230136,0.9822689075630252,0.0015352754039165,0.982 (0.002)
45635,vehicle2,4,6,N1,0.9771273772666962,0.9775490196078432,0.0011260548209771,0.977 (0.001)
63474,vehicle2,2,2,N2,0.9823846380657526,0.9822549019607842,0.001174420223822,0.982 (0.001)
13093,vehicle2,10,8,TD_U,0.9787896211116024,0.9787394957983192,0.0010779595229433,0.979 (0.001)
179,vehicle2,8,1,kDN,0.9794803184431666,0.9799159663865544,0.0012567022124713,0.979 (0.001)
29349,vertebral_column,10,4,CLD,0.8451612903225807,0.8451612903225806,0.0092498121150995,0.845 (0.009)
47431,vertebral_column,2,8,DCP,0.8466893039049236,0.8451612903225806,0.0046084296743714,0.847 (0.005)
31115,vertebral_column,10,1,F1,0.8487266553480475,0.8483870967741935,0.0072046811681233,0.849 (0.007)
22323,vertebral_column,10,2,Hostility,0.8477079796264855,0.8483870967741935,0.0064137732049834,0.848 (0.006)
11074,vertebral_column,4,2,LSC,0.8463497453310697,0.8451612903225806,0.0028873573330671,0.846 (0.003)
45329,vertebral_column,8,6,N1,0.8414261460101868,0.8419354838709678,0.0044676297353685,0.841 (0.004)
47436,vertebral_column,2,8,N2,0.8473684210526317,0.8483870967741935,0.007136791021047,0.847 (0.007)
33631,vertebral_column,2,4,TD_U,0.8443123938879458,0.8451612903225806,0.0067014446030528,0.844 (0.007)
60200,vertebral_column,8,4,kDN,0.8417657045840408,0.8419354838709678,0.0047450534954735,0.842 (0.005)
62487,wdbc,8,2,CLD,0.965093655190608,0.9648182957393484,0.0030556237031257,0.965 (0.003)
28,wdbc,4,6,DCP,0.9636195752539242,0.963063909774436,0.0014380666937327,0.964 (0.001)
51266,wdbc,10,6,F1,0.9613985621949608,0.9613095238095236,0.0018992147822175,0.961 (0.002)
58206,wdbc,4,2,Hostility,0.9623252209471046,0.963063909774436,0.0023621525213111,0.962 (0.002)
46372,wdbc,8,6,LSC,0.966018665083762,0.9665726817042606,0.0021127734443497,0.966 (0.002)
32468,wdbc,8,1,N1,0.9627869014641868,0.963063909774436,0.0021297437847961,0.963 (0.002)
51270,wdbc,10,6,N2,0.9617679066086268,0.9613095238095236,0.0021863390073791,0.962 (0.002)
58111,wdbc,2,8,TD_U,0.9659543595831684,0.9666040100250626,0.0034782407137539,0.966 (0.003)
51272,wdbc,10,6,kDN,0.9623285186650836,0.963063909774436,0.0017812313475712,0.962 (0.002)
40185,yeast1,10,2,CLD,0.7828112022301355,0.7830582260112461,0.0038646728955687,0.783 (0.004)
27001,yeast1,4,1,DCP,0.7830011838047867,0.7850580446218031,0.0055527510113552,0.783 (0.006)
2450,yeast1,2,4,F1,0.7759969259262796,0.7756575367313623,0.0027643175950674,0.776 (0.003)
27003,yeast1,4,1,Hostility,0.7814395639015914,0.7823598766551787,0.0020409304351916,0.781 (0.002)
27004,yeast1,4,1,LSC,0.7793609840854631,0.7803419191003084,0.0027306433970024,0.779 (0.003)
65318,yeast1,6,6,N1,0.7767155622595396,0.7762969345184111,0.0034306190238751,0.777 (0.003)
40191,yeast1,10,2,N2,0.7773108060374044,0.7776664248140758,0.0027866178956709,0.777 (0.003)
16072,yeast1,6,4,TD_U,0.7722832157484224,0.7722474152004353,0.0037138242330452,0.772 (0.004)
40193,yeast1,10,2,kDN,0.7824352964762714,0.7830400870669327,0.0047040404718252,0.782 (0.005)
