Dataset,n_trees,model,accuracy_mean,accuracy_std
wdbc,100,Incremental_Mixed_Bagging,0.9666353383458648,0.0254020333679315
wdbc,105,Grouped_Mixed_Bagging,0.9701441102756893,0.0274762252949392
wdbc,105,Incremental_Mixed_Bagging,0.96312656641604,0.0355048313134407
wdbc,110,Grouped_Mixed_Bagging,0.9701441102756893,0.023446782626468
wdbc,110,Incremental_Mixed_Bagging,0.963095238095238,0.0279810995913342
wdbc,115,Grouped_Mixed_Bagging,0.9613095238095236,0.0259482436841422
wdbc,115,Incremental_Mixed_Bagging,0.9666353383458648,0.0303125675882582
wdbc,120,Grouped_Mixed_Bagging,0.9666353383458648,0.0303125675882582
wdbc,120,Incremental_Mixed_Bagging,0.968358395989975,0.024544294844362
wdbc,125,Grouped_Mixed_Bagging,0.9701441102756893,0.0248625969917595
wdbc,125,Incremental_Mixed_Bagging,0.9701127819548871,0.0275056392491957
wdbc,130,Grouped_Mixed_Bagging,0.9648809523809524,0.0261296684637514
wdbc,130,Incremental_Mixed_Bagging,0.9596177944862156,0.0298496961043873
wdbc,135,Grouped_Mixed_Bagging,0.96312656641604,0.0279609236453886
wdbc,135,Incremental_Mixed_Bagging,0.963095238095238,0.0291777149205
wdbc,140,Grouped_Mixed_Bagging,0.9666040100250626,0.0279898282444157
wdbc,140,Incremental_Mixed_Bagging,0.9648496240601504,0.0309450941109027
wdbc,145,Grouped_Mixed_Bagging,0.9648809523809524,0.0261296684637514
wdbc,145,Incremental_Mixed_Bagging,0.9595551378446115,0.0249328518615797
wdbc,150,Grouped_Mixed_Bagging,0.9701441102756893,0.0262020198232207
wdbc,150,Incremental_Mixed_Bagging,0.968358395989975,0.025900183841988
wdbc,155,Grouped_Mixed_Bagging,0.9648809523809524,0.0286278500993206
wdbc,155,Incremental_Mixed_Bagging,0.9666040100250626,0.024046603590247
wdbc,160,Grouped_Mixed_Bagging,0.9666353383458648,0.0267144233115242
wdbc,160,Incremental_Mixed_Bagging,0.9683897243107767,0.0230766158571715
wdbc,165,Grouped_Mixed_Bagging,0.9648809523809524,0.0297985052469243
wdbc,165,Incremental_Mixed_Bagging,0.9666353383458648,0.0267144233115242
wdbc,170,Grouped_Mixed_Bagging,0.9666040100250626,0.0225796818087561
wdbc,170,Incremental_Mixed_Bagging,0.9683897243107767,0.0258713050831045
wdbc,175,Grouped_Mixed_Bagging,0.963095238095238,0.0279810995913342
wdbc,175,Incremental_Mixed_Bagging,0.9648496240601504,0.0261535923912072
wdbc,180,Grouped_Mixed_Bagging,0.9613408521303258,0.0284013494170424
wdbc,180,Incremental_Mixed_Bagging,0.963095238095238,0.0279810995913342
wdbc,185,Grouped_Mixed_Bagging,0.963095238095238,0.0225688608434929
wdbc,185,Incremental_Mixed_Bagging,0.9683897243107767,0.0295722127617884
wdbc,190,Grouped_Mixed_Bagging,0.9648496240601504,0.0233926520018959
wdbc,190,Incremental_Mixed_Bagging,0.9595864661654134,0.0262049122194658
wdbc,195,Grouped_Mixed_Bagging,0.9701441102756893,0.0274762252949392
wdbc,195,Incremental_Mixed_Bagging,0.9666040100250626,0.0303352058248415
wdbc,200,Grouped_Mixed_Bagging,0.9666353383458648,0.0254020333679315
wdbc,200,Incremental_Mixed_Bagging,0.9613408521303258,0.0245243819042095
wdbc,205,Grouped_Mixed_Bagging,0.9648809523809524,0.0286278500993207
wdbc,205,Incremental_Mixed_Bagging,0.963095238095238,0.0240364430275103
wdbc,210,Grouped_Mixed_Bagging,0.963095238095238,0.0254194356164049
wdbc,210,Incremental_Mixed_Bagging,0.968358395989975,0.0271885387009045
wdbc,215,Grouped_Mixed_Bagging,0.9613408521303258,0.0245243819042095
wdbc,215,Incremental_Mixed_Bagging,0.9666353383458648,0.0267144233115242
wdbc,220,Grouped_Mixed_Bagging,0.9648809523809524,0.0286278500993207
wdbc,220,Incremental_Mixed_Bagging,0.9648496240601504,0.0248115553991201
wdbc,225,Grouped_Mixed_Bagging,0.9683897243107767,0.0295722127617884
wdbc,225,Incremental_Mixed_Bagging,0.9718984962406017,0.0250705092473976
wdbc,230,Grouped_Mixed_Bagging,0.963095238095238,0.0254194356164049
wdbc,230,Incremental_Mixed_Bagging,0.9648496240601504,0.0261535923912072
wdbc,235,Grouped_Mixed_Bagging,0.9648809523809524,0.023365901368061
wdbc,235,Incremental_Mixed_Bagging,0.9648496240601504,0.0274300475502179
wdbc,240,Grouped_Mixed_Bagging,0.9613408521303258,0.0271705637605686
wdbc,240,Incremental_Mixed_Bagging,0.9613408521303258,0.0245243819042095
wdbc,245,Grouped_Mixed_Bagging,0.96312656641604,0.0253972247267224
wdbc,245,Incremental_Mixed_Bagging,0.9666040100250626,0.0254290435893347
wdbc,250,Grouped_Mixed_Bagging,0.9595864661654134,0.0262049122194658
wdbc,250,Incremental_Mixed_Bagging,0.963095238095238,0.0254194356164049
wdbc,255,Grouped_Mixed_Bagging,0.9648809523809524,0.0261296684637514
wdbc,255,Incremental_Mixed_Bagging,0.9701127819548871,0.0248950991808285
wdbc,260,Grouped_Mixed_Bagging,0.9701441102756893,0.023446782626468
wdbc,260,Incremental_Mixed_Bagging,0.968358395989975,0.025900183841988
wdbc,265,Grouped_Mixed_Bagging,0.9683897243107767,0.0245138188183984
wdbc,265,Incremental_Mixed_Bagging,0.9648496240601504,0.0261535923912072
wdbc,270,Grouped_Mixed_Bagging,0.9666353383458648,0.024018038753897
wdbc,270,Incremental_Mixed_Bagging,0.9701441102756893,0.021939792658342
wdbc,275,Grouped_Mixed_Bagging,0.96312656641604,0.0279609236453886
wdbc,275,Incremental_Mixed_Bagging,0.9648496240601504,0.0274300475502179
wdbc,280,Grouped_Mixed_Bagging,0.963095238095238,0.0254194356164049
wdbc,280,Incremental_Mixed_Bagging,0.968358395989975,0.0307312215444813
wdbc,285,Grouped_Mixed_Bagging,0.9701441102756893,0.0274762252949391
wdbc,285,Incremental_Mixed_Bagging,0.9683897243107767,0.0258713050831044
wdbc,290,Grouped_Mixed_Bagging,0.96312656641604,0.0253972247267224
wdbc,290,Incremental_Mixed_Bagging,0.9613408521303258,0.0284013494170423
wdbc,295,Grouped_Mixed_Bagging,0.9648809523809524,0.023365901368061
wdbc,295,Incremental_Mixed_Bagging,0.9666040100250626,0.0254290435893347
wdbc,300,Grouped_Mixed_Bagging,0.9648809523809524,0.0261296684637514
wdbc,300,Incremental_Mixed_Bagging,0.963095238095238,0.0240364430275103
sylvine,5,Grouped_Mixed_Bagging,0.9377425225389864,0.0098569300792536
sylvine,5,Incremental_Mixed_Bagging,0.9375498751218324,0.0082123555731662
sylvine,10,Grouped_Mixed_Bagging,0.9385214881822612,0.0087073955242121
sylvine,10,Incremental_Mixed_Bagging,0.9418391355994152,0.0076570818308595
sylvine,15,Grouped_Mixed_Bagging,0.9435958059210524,0.0051119052274871
sylvine,15,Incremental_Mixed_Bagging,0.9426222892300196,0.0051457717712
sylvine,20,Grouped_Mixed_Bagging,0.9443751522904484,0.0086205141274506
sylvine,20,Incremental_Mixed_Bagging,0.9449633741471736,0.0057478255096023
sylvine,25,Grouped_Mixed_Bagging,0.9430098684210526,0.0097877103928752
sylvine,25,Incremental_Mixed_Bagging,0.9439860501949318,0.008843623605406
sylvine,30,Grouped_Mixed_Bagging,0.9428126522904484,0.0089622995700683
sylvine,30,Incremental_Mixed_Bagging,0.942620766325536,0.0075058409966901
sylvine,35,Grouped_Mixed_Bagging,0.94437591374269,0.0072871370733502
sylvine,35,Incremental_Mixed_Bagging,0.9449629934210526,0.0080252163164462
sylvine,40,Grouped_Mixed_Bagging,0.9434008741471734,0.0079364970321471
sylvine,40,Incremental_Mixed_Bagging,0.9408640960038988,0.0079923438556977
sylvine,45,Grouped_Mixed_Bagging,0.9453539991471734,0.0078660226793129
sylvine,45,Incremental_Mixed_Bagging,0.9455481694688108,0.0064243006199378
sylvine,50,Grouped_Mixed_Bagging,0.9447650158382066,0.0088564306229746
sylvine,50,Incremental_Mixed_Bagging,0.9424246923732944,0.0068678818650737
sylvine,55,Grouped_Mixed_Bagging,0.9443762944688108,0.008716641081021
sylvine,55,Incremental_Mixed_Bagging,0.94437591374269,0.0074611399992071
sylvine,60,Grouped_Mixed_Bagging,0.9465220668859649,0.0069327321678344
sylvine,60,Incremental_Mixed_Bagging,0.94730560124269,0.004026778374559
sylvine,65,Grouped_Mixed_Bagging,0.9445727491471734,0.0068517339902624
sylvine,65,Incremental_Mixed_Bagging,0.9441813626949316,0.0076184076772426
sylvine,70,Grouped_Mixed_Bagging,0.9457392939814816,0.0089032545266556
sylvine,70,Incremental_Mixed_Bagging,0.94535247624269,0.0080954216146235
sylvine,75,Grouped_Mixed_Bagging,0.9453517147904484,0.0088919165004453
sylvine,75,Incremental_Mixed_Bagging,0.9453543798732944,0.006770192593876
sylvine,80,Grouped_Mixed_Bagging,0.947498248659844,0.0071824232334706
sylvine,80,Incremental_Mixed_Bagging,0.9447669194688108,0.0072138313985319
sylvine,85,Grouped_Mixed_Bagging,0.9447669194688108,0.0093137515906648
sylvine,85,Incremental_Mixed_Bagging,0.9434012548732944,0.0058454376355783
sylvine,90,Grouped_Mixed_Bagging,0.9437914991471734,0.0077044506962304
sylvine,90,Incremental_Mixed_Bagging,0.9447661580165692,0.0077283358124958
sylvine,95,Grouped_Mixed_Bagging,0.9449633741471736,0.0079140019439934
sylvine,95,Incremental_Mixed_Bagging,0.9463278965643276,0.0065502443803509
sylvine,100,Grouped_Mixed_Bagging,0.9432063230994152,0.0063595209972087
sylvine,100,Incremental_Mixed_Bagging,0.9465213054337231,0.0088189692787863
sylvine,105,Grouped_Mixed_Bagging,0.9432044194688108,0.0091582727389499
sylvine,105,Incremental_Mixed_Bagging,0.9463271351120858,0.0076322972856756
sylvine,110,Grouped_Mixed_Bagging,0.9451575444688108,0.0077414396644337
sylvine,110,Incremental_Mixed_Bagging,0.9469138340643276,0.006955898806091
sylvine,115,Grouped_Mixed_Bagging,0.948084186159844,0.0055690805782384
sylvine,115,Incremental_Mixed_Bagging,0.946912311159844,0.0086518024101825
sylvine,120,Grouped_Mixed_Bagging,0.94496185124269,0.0085940854948983
sylvine,120,Incremental_Mixed_Bagging,0.94496185124269,0.006189021711384
sylvine,125,Grouped_Mixed_Bagging,0.9451560215643274,0.0079681685953852
sylvine,125,Incremental_Mixed_Bagging,0.9474971064814814,0.0092519422102468
sylvine,130,Grouped_Mixed_Bagging,0.94457122624269,0.0079485116731771
sylvine,130,Incremental_Mixed_Bagging,0.9473048397904484,0.0075444174755632
sylvine,135,Grouped_Mixed_Bagging,0.9453517147904484,0.0080980707539615
sylvine,135,Incremental_Mixed_Bagging,0.9476924189814816,0.0076112680891792
sylvine,140,Grouped_Mixed_Bagging,0.9469130726120858,0.0085956091100429
sylvine,140,Incremental_Mixed_Bagging,0.9455474080165692,0.0065614946030323
sylvine,145,Grouped_Mixed_Bagging,0.9443762944688108,0.0083677622257328
sylvine,145,Incremental_Mixed_Bagging,0.9467158564814816,0.0094185818545997
sylvine,150,Grouped_Mixed_Bagging,0.945935748659844,0.0084681472148677
sylvine,150,Incremental_Mixed_Bagging,0.9469134533382066,0.0068379895777912
sylvine,155,Grouped_Mixed_Bagging,0.9461318226120856,0.009050368385371
sylvine,155,Incremental_Mixed_Bagging,0.9473040783382066,0.0077754505971276
sylvine,160,Grouped_Mixed_Bagging,0.9463282772904484,0.0077858405454666
sylvine,160,Incremental_Mixed_Bagging,0.9467177601120856,0.0073915774194927
sylvine,165,Grouped_Mixed_Bagging,0.94574310124269,0.0075935889123692
sylvine,165,Incremental_Mixed_Bagging,0.9459353679337232,0.0084216013986867
sylvine,170,Grouped_Mixed_Bagging,0.9455470272904484,0.0067567948062225
sylvine,170,Incremental_Mixed_Bagging,0.9474986293859649,0.0072979010113609
sylvine,175,Grouped_Mixed_Bagging,0.94613372624269,0.0075551071700844
sylvine,175,Incremental_Mixed_Bagging,0.9467192830165692,0.0055458338979401
sylvine,180,Grouped_Mixed_Bagging,0.9469119304337232,0.0089854209974916
sylvine,180,Incremental_Mixed_Bagging,0.9463275158382066,0.0066813101818998
sylvine,185,Grouped_Mixed_Bagging,0.94496185124269,0.0061201535307956
sylvine,185,Incremental_Mixed_Bagging,0.9461333455165692,0.0086604114376569
sylvine,190,Grouped_Mixed_Bagging,0.9453532376949316,0.006190847646674
sylvine,190,Incremental_Mixed_Bagging,0.94593841374269,0.0070899502947377
sylvine,195,Grouped_Mixed_Bagging,0.9459372715643276,0.007275244926204
sylvine,195,Incremental_Mixed_Bagging,0.94671966374269,0.0058379437593665
sylvine,200,Grouped_Mixed_Bagging,0.94554778874269,0.0064938955438346
sylvine,200,Incremental_Mixed_Bagging,0.9465213054337231,0.0083746593679796
sylvine,205,Grouped_Mixed_Bagging,0.9459372715643276,0.0074481958848941
sylvine,205,Incremental_Mixed_Bagging,0.9469145955165692,0.0068918704992513
sylvine,210,Grouped_Mixed_Bagging,0.9467177601120856,0.0080476717614467
sylvine,210,Incremental_Mixed_Bagging,0.9451556408382066,0.0088293312097877
sylvine,215,Grouped_Mixed_Bagging,0.9469115497076024,0.0083552174400398
sylvine,215,Incremental_Mixed_Bagging,0.9443751522904484,0.0072370673077403
sylvine,220,Grouped_Mixed_Bagging,0.9461318226120856,0.0072304163508301
sylvine,220,Incremental_Mixed_Bagging,0.9463286580165692,0.0067353293909977
sylvine,225,Grouped_Mixed_Bagging,0.9455474080165692,0.0062978067143835
sylvine,225,Incremental_Mixed_Bagging,0.9447661580165692,0.0076200243014413
sylvine,230,Grouped_Mixed_Bagging,0.9461329647904484,0.0075643647607794
sylvine,230,Incremental_Mixed_Bagging,0.9474986293859649,0.0058107933438422
sylvine,235,Grouped_Mixed_Bagging,0.9453520955165692,0.0069114822496915
sylvine,235,Incremental_Mixed_Bagging,0.9455458851120856,0.0073073960840085
sylvine,240,Grouped_Mixed_Bagging,0.9469130726120858,0.0068379645993192
sylvine,240,Incremental_Mixed_Bagging,0.9457411976120856,0.0078821889804588
sylvine,245,Grouped_Mixed_Bagging,0.94593841374269,0.0064630085864597
sylvine,245,Incremental_Mixed_Bagging,0.9455474080165692,0.007637094163387
sylvine,250,Grouped_Mixed_Bagging,0.9459376522904483,0.0078324983552067
sylvine,250,Incremental_Mixed_Bagging,0.9469134533382066,0.0077637134039339
sylvine,255,Grouped_Mixed_Bagging,0.94418060124269,0.0085183018734923
sylvine,255,Incremental_Mixed_Bagging,0.9453517147904484,0.0089453643711652
sylvine,260,Grouped_Mixed_Bagging,0.9459380330165692,0.006400353502009
sylvine,260,Incremental_Mixed_Bagging,0.9453528569688108,0.0075516482381366
sylvine,265,Grouped_Mixed_Bagging,0.9459368908382066,0.007618011184337
sylvine,265,Incremental_Mixed_Bagging,0.9467166179337232,0.0075689684462496
sylvine,270,Grouped_Mixed_Bagging,0.9461314418859648,0.0087680117907675
sylvine,270,Incremental_Mixed_Bagging,0.9457434819688108,0.0085377396225799
sylvine,275,Grouped_Mixed_Bagging,0.9447669194688108,0.008796677374865
sylvine,275,Incremental_Mixed_Bagging,0.9473040783382066,0.0067217806019294
sylvine,280,Grouped_Mixed_Bagging,0.9480849476120856,0.0064749239676701
sylvine,280,Incremental_Mixed_Bagging,0.9471095272904484,0.0069314310666398
sylvine,285,Grouped_Mixed_Bagging,0.9469134533382066,0.007198009971931
sylvine,285,Incremental_Mixed_Bagging,0.9471072429337232,0.008536293440854
sylvine,290,Grouped_Mixed_Bagging,0.9459372715643276,0.0071589298218875
sylvine,290,Incremental_Mixed_Bagging,0.9474978679337231,0.0084803243032906
sylvine,295,Grouped_Mixed_Bagging,0.9461325840643274,0.007222788096996
sylvine,295,Incremental_Mixed_Bagging,0.9457419590643276,0.0074927609498981
sylvine,300,Grouped_Mixed_Bagging,0.9465224476120856,0.0084189663305483
sylvine,300,Incremental_Mixed_Bagging,0.9467177601120856,0.008309819414015
titanic,5,Grouped_Mixed_Bagging,0.7968115091015855,0.0396778790671032
titanic,5,Incremental_Mixed_Bagging,0.7998297122724604,0.0267954780070425
titanic,10,Grouped_Mixed_Bagging,0.804445096887845,0.0333234423487018
titanic,10,Incremental_Mixed_Bagging,0.803681738109219,0.0265867130478118
titanic,15,Grouped_Mixed_Bagging,0.8006341749853201,0.0196338230516161
titanic,15,Incremental_Mixed_Bagging,0.7952730475631239,0.0353443244750437
titanic,20,Grouped_Mixed_Bagging,0.7945155607751028,0.0319700539114538
titanic,20,Incremental_Mixed_Bagging,0.7967880211391661,0.0277114279484484
titanic,25,Grouped_Mixed_Bagging,0.7945155607751028,0.03450253186952
titanic,25,Incremental_Mixed_Bagging,0.7990898414562537,0.0273620655882452
titanic,30,Grouped_Mixed_Bagging,0.7937404580152672,0.0282930601300021
titanic,30,Incremental_Mixed_Bagging,0.8044274809160304,0.0320445047886498
titanic,35,Grouped_Mixed_Bagging,0.796793893129771,0.0278966759164995
titanic,35,Incremental_Mixed_Bagging,0.8029242513211979,0.0307814031545909
titanic,40,Grouped_Mixed_Bagging,0.7983264826776277,0.0259360838952041
titanic,40,Incremental_Mixed_Bagging,0.8067351732237228,0.033882805418082
titanic,45,Grouped_Mixed_Bagging,0.8067234292425132,0.0271702708288117
titanic,45,Incremental_Mixed_Bagging,0.8021726365237816,0.0310709755239244
titanic,50,Grouped_Mixed_Bagging,0.8082560187903699,0.025256875010926
titanic,50,Incremental_Mixed_Bagging,0.8097827363476219,0.0252663385115256
titanic,55,Grouped_Mixed_Bagging,0.7998649442160892,0.0274639312210558
titanic,55,Incremental_Mixed_Bagging,0.8113153258954785,0.0263855088066024
titanic,60,Grouped_Mixed_Bagging,0.7975572519083969,0.0269691294251126
titanic,60,Incremental_Mixed_Bagging,0.8090311215502055,0.0353506818011854
titanic,65,Grouped_Mixed_Bagging,0.8059718144450969,0.034663450820878
titanic,65,Incremental_Mixed_Bagging,0.809019377568996,0.0287499653437644
titanic,70,Grouped_Mixed_Bagging,0.8006224310041103,0.0254650419465876
titanic,70,Incremental_Mixed_Bagging,0.8105460951262478,0.0268487376875159
titanic,75,Grouped_Mixed_Bagging,0.8113153258954785,0.0317329052394008
titanic,75,Incremental_Mixed_Bagging,0.8021491485613623,0.0361850613194949
titanic,80,Grouped_Mixed_Bagging,0.8059835584263066,0.0312679006085056
titanic,80,Incremental_Mixed_Bagging,0.8067410452143277,0.0293459195273183
titanic,85,Grouped_Mixed_Bagging,0.807492660011744,0.0295852930096165
titanic,85,Incremental_Mixed_Bagging,0.8044509688784498,0.0273116208378037
titanic,90,Grouped_Mixed_Bagging,0.8029125073399882,0.0295610416440368
titanic,90,Incremental_Mixed_Bagging,0.8075044039929538,0.0328375122572762
titanic,95,Grouped_Mixed_Bagging,0.803681738109219,0.0265867130478118
titanic,95,Incremental_Mixed_Bagging,0.804445096887845,0.0327353636755966
titanic,100,Grouped_Mixed_Bagging,0.8052025836758661,0.0309531111361863
titanic,100,Incremental_Mixed_Bagging,0.8090311215502055,0.0360758608647608
titanic,105,Grouped_Mixed_Bagging,0.8029125073399882,0.0253134061935244
titanic,105,Incremental_Mixed_Bagging,0.811332941867293,0.0338216804079916
titanic,110,Grouped_Mixed_Bagging,0.8021432765707575,0.0303841865398534
titanic,110,Incremental_Mixed_Bagging,0.803681738109219,0.0327021794986374
titanic,115,Grouped_Mixed_Bagging,0.8059600704638873,0.0247067682659974
titanic,115,Incremental_Mixed_Bagging,0.8082677627715796,0.0287741759887632
titanic,120,Grouped_Mixed_Bagging,0.8082618907809748,0.0278954103617786
titanic,120,Incremental_Mixed_Bagging,0.8059718144450969,0.0291877516754587
titanic,125,Grouped_Mixed_Bagging,0.8029125073399882,0.0268041803289288
titanic,125,Incremental_Mixed_Bagging,0.8052084556664709,0.0304965368281284
titanic,130,Grouped_Mixed_Bagging,0.8051967116852612,0.0281444924186738
titanic,130,Incremental_Mixed_Bagging,0.804445096887845,0.0275829990215725
titanic,135,Grouped_Mixed_Bagging,0.8029125073399882,0.0242687350266437
titanic,135,Incremental_Mixed_Bagging,0.811332941867293,0.0322538679691365
titanic,140,Grouped_Mixed_Bagging,0.8044333529066353,0.0288108268083933
titanic,140,Incremental_Mixed_Bagging,0.8036934820904287,0.0305984297593741
titanic,145,Grouped_Mixed_Bagging,0.8097886083382267,0.0254778244845454
titanic,145,Incremental_Mixed_Bagging,0.8090369935408104,0.0265328862574143
titanic,150,Grouped_Mixed_Bagging,0.800604815032296,0.0308835700791687
titanic,150,Incremental_Mixed_Bagging,0.8082677627715796,0.0298780771718741
titanic,155,Grouped_Mixed_Bagging,0.805965942454492,0.0246588060209752
titanic,155,Incremental_Mixed_Bagging,0.8021491485613623,0.0279005209828637
titanic,160,Grouped_Mixed_Bagging,0.8052084556664709,0.0291949175118208
titanic,160,Incremental_Mixed_Bagging,0.8067527891955374,0.0341849274699996
titanic,165,Grouped_Mixed_Bagging,0.8052025836758661,0.0274026815423132
titanic,165,Incremental_Mixed_Bagging,0.8075102759835584,0.0288180225577876
titanic,170,Grouped_Mixed_Bagging,0.805965942454492,0.0290024716936713
titanic,170,Incremental_Mixed_Bagging,0.8082618907809748,0.0303413210143452
titanic,175,Grouped_Mixed_Bagging,0.804445096887845,0.0319344171960074
titanic,175,Incremental_Mixed_Bagging,0.8074867880211392,0.0327401289420003
titanic,180,Grouped_Mixed_Bagging,0.8013916617733411,0.0291197593160605
titanic,180,Incremental_Mixed_Bagging,0.8074985320023489,0.0322713839806995
titanic,185,Grouped_Mixed_Bagging,0.8059600704638873,0.025733663390093
titanic,185,Incremental_Mixed_Bagging,0.8074985320023489,0.0272692002525098
titanic,190,Grouped_Mixed_Bagging,0.8036758661186141,0.0248665718238248
titanic,190,Incremental_Mixed_Bagging,0.805965942454492,0.0266767835585536
titanic,195,Grouped_Mixed_Bagging,0.8006165590135057,0.0292908595236656
titanic,195,Incremental_Mixed_Bagging,0.8074985320023489,0.0295482971713054
titanic,200,Grouped_Mixed_Bagging,0.8021491485613623,0.028813817942788
titanic,200,Incremental_Mixed_Bagging,0.8044392248972402,0.0307288025235377
titanic,205,Grouped_Mixed_Bagging,0.7998590722254845,0.0279688062283494
titanic,205,Incremental_Mixed_Bagging,0.8052084556664709,0.0302834856015315
titanic,210,Grouped_Mixed_Bagging,0.8029183793305931,0.0295250275553991
titanic,210,Incremental_Mixed_Bagging,0.8113211978860834,0.0277822431123596
titanic,215,Grouped_Mixed_Bagging,0.8006224310041103,0.0319999508272608
titanic,215,Incremental_Mixed_Bagging,0.8067351732237228,0.0251012782493332
titanic,220,Grouped_Mixed_Bagging,0.805965942454492,0.0323779477058363
titanic,220,Incremental_Mixed_Bagging,0.8067351732237228,0.0289354851877433
titanic,225,Grouped_Mixed_Bagging,0.8082677627715796,0.0256829290682808
titanic,225,Incremental_Mixed_Bagging,0.8036758661186143,0.0315257812888924
titanic,230,Grouped_Mixed_Bagging,0.8051967116852612,0.0239160001228025
titanic,230,Incremental_Mixed_Bagging,0.8036758661186141,0.0273466447225565
titanic,235,Grouped_Mixed_Bagging,0.8013916617733411,0.0250563962092397
titanic,235,Incremental_Mixed_Bagging,0.8074985320023489,0.0328677653487948
titanic,240,Grouped_Mixed_Bagging,0.8052025836758661,0.032183701449592
titanic,240,Incremental_Mixed_Bagging,0.8067351732237228,0.033691174581311
titanic,245,Grouped_Mixed_Bagging,0.8059718144450969,0.0317382410956088
titanic,245,Incremental_Mixed_Bagging,0.805965942454492,0.0249199914267905
titanic,250,Grouped_Mixed_Bagging,0.8082677627715796,0.028998318264402
titanic,250,Incremental_Mixed_Bagging,0.8013857897827364,0.030031074322237
titanic,255,Grouped_Mixed_Bagging,0.8067234292425132,0.0298933891836594
titanic,255,Incremental_Mixed_Bagging,0.8059776864357018,0.0350069346506246
titanic,260,Grouped_Mixed_Bagging,0.8075102759835584,0.0333970374049585
titanic,260,Incremental_Mixed_Bagging,0.803681738109219,0.0325035888115431
titanic,265,Grouped_Mixed_Bagging,0.8090252495596006,0.0258642956334775
titanic,265,Incremental_Mixed_Bagging,0.8021550205519672,0.0278625393880342
titanic,270,Grouped_Mixed_Bagging,0.8090252495596006,0.0317118669464268
titanic,270,Incremental_Mixed_Bagging,0.8067469172049325,0.0330528625843761
titanic,275,Grouped_Mixed_Bagging,0.806729301233118,0.0266448391909383
titanic,275,Incremental_Mixed_Bagging,0.8059718144450969,0.032344454282561
titanic,280,Grouped_Mixed_Bagging,0.800604815032296,0.0310925096955223
titanic,280,Incremental_Mixed_Bagging,0.8051967116852612,0.027445667754877
titanic,285,Grouped_Mixed_Bagging,0.8029125073399882,0.0268041803289288
titanic,285,Incremental_Mixed_Bagging,0.803681738109219,0.029801726918484
titanic,290,Grouped_Mixed_Bagging,0.8067234292425132,0.0281073059939208
titanic,290,Incremental_Mixed_Bagging,0.8036876100998238,0.0260579510147535
titanic,295,Grouped_Mixed_Bagging,0.8013799177921316,0.0259053410119907
titanic,295,Incremental_Mixed_Bagging,0.8097944803288314,0.0273988309318959
titanic,300,Grouped_Mixed_Bagging,0.8052084556664709,0.0224212674391711
titanic,300,Incremental_Mixed_Bagging,0.8067410452143277,0.0304290861604483
teaching_assistant_LM,5,Grouped_Mixed_Bagging,0.5755555555555556,0.0632455532033675
teaching_assistant_LM,5,Incremental_Mixed_Bagging,0.5855555555555556,0.13739193284133
teaching_assistant_LM,10,Grouped_Mixed_Bagging,0.6466666666666667,0.1642040284614326
teaching_assistant_LM,10,Incremental_Mixed_Bagging,0.5655555555555555,0.1333796215948678
teaching_assistant_LM,15,Grouped_Mixed_Bagging,0.5555555555555556,0.1257078722109418
teaching_assistant_LM,15,Incremental_Mixed_Bagging,0.5655555555555555,0.1333796215948678
teaching_assistant_LM,20,Grouped_Mixed_Bagging,0.5455555555555556,0.116587274573997
teaching_assistant_LM,20,Incremental_Mixed_Bagging,0.5955555555555556,0.1497322713593157
teaching_assistant_LM,25,Grouped_Mixed_Bagging,0.5555555555555556,0.1065740338513937
teaching_assistant_LM,25,Incremental_Mixed_Bagging,0.5555555555555556,0.1498970840359115
teaching_assistant_LM,30,Grouped_Mixed_Bagging,0.5355555555555556,0.1056432384355974
teaching_assistant_LM,30,Incremental_Mixed_Bagging,0.5255555555555556,0.1318903397842126
teaching_assistant_LM,35,Grouped_Mixed_Bagging,0.5255555555555556,0.1035779661015237
teaching_assistant_LM,35,Incremental_Mixed_Bagging,0.5466666666666666,0.1135292424395093
teaching_assistant_LM,40,Grouped_Mixed_Bagging,0.5355555555555556,0.1056432384355974
teaching_assistant_LM,40,Incremental_Mixed_Bagging,0.5455555555555556,0.1257569672615192
teaching_assistant_LM,45,Grouped_Mixed_Bagging,0.5455555555555556,0.116587274573997
teaching_assistant_LM,45,Incremental_Mixed_Bagging,0.5355555555555556,0.1056432384355974
teaching_assistant_LM,50,Grouped_Mixed_Bagging,0.5755555555555556,0.1398411797560202
teaching_assistant_LM,50,Incremental_Mixed_Bagging,0.5666666666666667,0.1217161238900368
teaching_assistant_LM,55,Grouped_Mixed_Bagging,0.5455555555555556,0.1066319387912006
teaching_assistant_LM,55,Incremental_Mixed_Bagging,0.5966666666666667,0.1469441818943254
teaching_assistant_LM,60,Grouped_Mixed_Bagging,0.5655555555555555,0.1247713958989315
teaching_assistant_LM,60,Incremental_Mixed_Bagging,0.5455555555555556,0.1066319387912006
teaching_assistant_LM,65,Grouped_Mixed_Bagging,0.5355555555555556,0.1056432384355974
teaching_assistant_LM,65,Incremental_Mixed_Bagging,0.5655555555555555,0.1333796215948678
teaching_assistant_LM,70,Grouped_Mixed_Bagging,0.5155555555555555,0.1003696870278774
teaching_assistant_LM,70,Incremental_Mixed_Bagging,0.5455555555555556,0.116587274573997
teaching_assistant_LM,75,Grouped_Mixed_Bagging,0.5455555555555556,0.1066319387912006
