dataset,CV_fold,n_trees,model,parameters,perf_measure,perf_value,Conf_Matrix
ilpd.csv,0,2,base,None,acc,0.7758620689655172,"[array([[34,  8],
       [ 5, 11]])]"
ilpd.csv,0,2,base,None,f1,0.781317277869002,"[array([[34,  8],
       [ 5, 11]])]"
ilpd.csv,0,2,base,None,auc,0.7485119047619048,"[array([[34,  8],
       [ 5, 11]])]"
ilpd.csv,0,2,wagging,None,acc,0.7068965517241379,"[array([[37,  5],
       [12,  4]])]"
ilpd.csv,0,2,wagging,None,f1,0.6771352785145887,"[array([[37,  5],
       [12,  4]])]"
ilpd.csv,0,2,wagging,None,auc,0.5654761904761905,"[array([[37,  5],
       [12,  4]])]"
ilpd.csv,0,2,AdaBoost,None,acc,0.8103448275862069,"[array([[35,  7],
       [ 4, 12]])]"
ilpd.csv,0,2,AdaBoost,None,f1,0.8149607735814632,"[array([[35,  7],
       [ 4, 12]])]"
ilpd.csv,0,2,AdaBoost,None,auc,0.7916666666666667,"[array([[35,  7],
       [ 4, 12]])]"
ilpd.csv,0,2,Grouped_Mixed_Bagging,"[[0.4, 0.4, 0.2], 2.0]",acc,0.7241379310344828,"[array([[38,  4],
       [12,  4]])]"
ilpd.csv,0,2,Grouped_Mixed_Bagging,"[[0.1, 0.7, 0.2], 1.0]",f1,0.8191894312583968,"[array([[39,  3],
       [ 7,  9]])]"
ilpd.csv,0,2,Grouped_Mixed_Bagging,"[[0.1, 0.7, 0.2], 1.0]",auc,0.7916666666666667,"[array([[35,  7],
       [ 4, 12]])]"
ilpd.csv,0,2,Incremental_Mixed_Bagging,"[[-3.0, 3.0]]",acc,0.7413793103448276,"[array([[37,  5],
       [10,  6]])]"
ilpd.csv,0,2,Incremental_Mixed_Bagging,"[[-2.0, 4.0]]",f1,0.6383788625167935,"[array([[34,  8],
       [12,  4]])]"
ilpd.csv,0,2,Incremental_Mixed_Bagging,"[[-2.0, 4.0]]",auc,0.6279761904761905,"[array([[37,  5],
       [10,  6]])]"
ilpd.csv,1,2,base,None,acc,0.6896551724137931,"[array([[33,  9],
       [ 9,  7]])]"
ilpd.csv,1,2,base,None,f1,0.6896551724137931,"[array([[33,  9],
       [ 9,  7]])]"
ilpd.csv,1,2,base,None,auc,0.6116071428571428,"[array([[33,  9],
       [ 9,  7]])]"
ilpd.csv,1,2,wagging,None,acc,0.7931034482758621,"[array([[42,  0],
       [12,  4]])]"
ilpd.csv,1,2,wagging,None,f1,0.7439655172413794,"[array([[42,  0],
       [12,  4]])]"
ilpd.csv,1,2,wagging,None,auc,0.625,"[array([[42,  0],
       [12,  4]])]"
ilpd.csv,1,2,AdaBoost,None,acc,0.7241379310344828,"[array([[35,  7],
       [ 9,  7]])]"
ilpd.csv,1,2,AdaBoost,None,f1,0.7181502272119753,"[array([[35,  7],
       [ 9,  7]])]"
ilpd.csv,1,2,AdaBoost,None,auc,0.6354166666666667,"[array([[35,  7],
       [ 9,  7]])]"
ilpd.csv,1,2,Grouped_Mixed_Bagging,"[[0.3, 0.6, 0.1], 1.0]",acc,0.7931034482758621,"[array([[40,  2],
       [10,  6]])]"
