dataset,CV_fold,n_trees,model,parameters,perf_measure,perf_value,Conf_Matrix
credit-a.csv,0,1,base,None,acc,0.7971014492753623,"[array([[31,  7],
       [ 7, 24]])]"
credit-a.csv,0,1,base,None,f1,0.7971014492753623,"[array([[31,  7],
       [ 7, 24]])]"
credit-a.csv,0,1,base,None,auc,0.7949915110356537,"[array([[31,  7],
       [ 7, 24]])]"
credit-a.csv,0,1,wagging,None,acc,0.8260869565217391,"[array([[32,  6],
       [ 6, 25]])]"
credit-a.csv,0,1,wagging,None,f1,0.8260869565217391,"[array([[32,  6],
       [ 6, 25]])]"
credit-a.csv,0,1,wagging,None,auc,0.8242784380305602,"[array([[32,  6],
       [ 6, 25]])]"
credit-a.csv,0,1,AdaBoost,None,acc,0.782608695652174,"[array([[30,  8],
       [ 7, 24]])]"
credit-a.csv,0,1,AdaBoost,None,f1,0.7828847481021394,"[array([[30,  8],
       [ 7, 24]])]"
credit-a.csv,0,1,AdaBoost,None,auc,0.7818336162988115,"[array([[30,  8],
       [ 7, 24]])]"
credit-a.csv,0,1,Grouped_Mixed_Bagging,"[[0.2, 0.6, 0.2], 2.0]",acc,0.8260869565217391,"[array([[31,  7],
       [ 5, 26]])]"
credit-a.csv,0,1,Grouped_Mixed_Bagging,"[[0.2, 0.6, 0.2], 2.0]",f1,0.8260869565217391,"[array([[32,  6],
       [ 6, 25]])]"
credit-a.csv,0,1,Grouped_Mixed_Bagging,"[[0.2, 0.6, 0.2], 2.0]",auc,0.853565365025467,"[array([[33,  5],
       [ 5, 26]])]"
credit-a.csv,0,1,Incremental_Mixed_Bagging,"[[-3.0, 1.0]]",acc,0.8405797101449275,"[array([[33,  5],
       [ 6, 25]])]"
credit-a.csv,0,1,Incremental_Mixed_Bagging,"[[-2.0, 2.0]]",f1,0.855072463768116,"[array([[33,  5],
       [ 5, 26]])]"
credit-a.csv,0,1,Incremental_Mixed_Bagging,"[[-2.0, 2.0]]",auc,0.8505942275042444,"[array([[34,  4],
       [ 6, 25]])]"
credit-a.csv,1,1,base,None,acc,0.6956521739130435,"[array([[31,  7],
       [14, 17]])]"
credit-a.csv,1,1,base,None,f1,0.6891185294537835,"[array([[31,  7],
       [14, 17]])]"
credit-a.csv,1,1,base,None,auc,0.682088285229202,"[array([[31,  7],
       [14, 17]])]"
credit-a.csv,1,1,wagging,None,acc,0.7681159420289855,"[array([[33,  5],
       [11, 20]])]"
credit-a.csv,1,1,wagging,None,f1,0.7641771448770388,"[array([[33,  5],
       [11, 20]])]"
credit-a.csv,1,1,wagging,None,auc,0.7567911714770797,"[array([[33,  5],
       [11, 20]])]"
credit-a.csv,1,1,AdaBoost,None,acc,0.7246376811594203,"[array([[32,  6],
       [13, 18]])]"
credit-a.csv,1,1,AdaBoost,None,f1,0.7187262885534231,"[array([[32,  6],
       [13, 18]])]"
credit-a.csv,1,1,AdaBoost,None,auc,0.7113752122241086,"[array([[32,  6],
       [13, 18]])]"
credit-a.csv,1,1,Grouped_Mixed_Bagging,"[[0.2, 0.8, 0.0], 2.0]",acc,0.7391304347826086,"[array([[32,  6],
       [12, 19]])]"
credit-a.csv,1,1,Grouped_Mixed_Bagging,"[[0.2, 0.8, 0.0], 2.0]",f1,0.7672240802675585,"[array([[31,  7],
       [ 9, 22]])]"
credit-a.csv,1,1,Grouped_Mixed_Bagging,"[[0.2, 0.8, 0.0], 2.0]",auc,0.7597623089983021,"[array([[32,  6],
       [10, 21]])]"
credit-a.csv,1,1,Incremental_Mixed_Bagging,"[[-3.0, 3.0]]",acc,0.7681159420289855,"[array([[34,  4],
       [12, 19]])]"
credit-a.csv,1,1,Incremental_Mixed_Bagging,"[[-3.0, 3.0]]",f1,0.7797835974800124,"[array([[33,  5],
       [10, 21]])]"
credit-a.csv,1,1,Incremental_Mixed_Bagging,"[[-3.0, 3.0]]",auc,0.7729202037351443,"[array([[33,  5],
       [10, 21]])]"
credit-a.csv,2,1,base,None,acc,0.855072463768116,"[array([[31,  7],
       [ 3, 28]])]"
credit-a.csv,2,1,base,None,f1,0.8554384423949641,"[array([[31,  7],
       [ 3, 28]])]"
credit-a.csv,2,1,base,None,auc,0.8595076400679117,"[array([[31,  7],
       [ 3, 28]])]"
credit-a.csv,2,1,wagging,None,acc,0.8405797101449275,"[array([[31,  7],
       [ 4, 27]])]"
credit-a.csv,2,1,wagging,None,f1,0.8409828805302301,"[array([[31,  7],
       [ 4, 27]])]"
credit-a.csv,2,1,wagging,None,auc,0.8433786078098472,"[array([[31,  7],
       [ 4, 27]])]"
credit-a.csv,2,1,AdaBoost,None,acc,0.855072463768116,"[array([[31,  7],
       [ 3, 28]])]"
credit-a.csv,2,1,AdaBoost,None,f1,0.8554384423949641,"[array([[31,  7],
       [ 3, 28]])]"
credit-a.csv,2,1,AdaBoost,None,auc,0.8595076400679117,"[array([[31,  7],
       [ 3, 28]])]"
