dataset,CV_fold,n_trees,model,parameters,perf_measure,perf_value,Conf_Matrix
bupa.csv,0,2,base,None,acc,0.7428571428571429,"[array([[10,  5],
       [ 4, 16]])]"
bupa.csv,0,2,base,None,f1,0.7415595338219392,"[array([[10,  5],
       [ 4, 16]])]"
bupa.csv,0,2,base,None,auc,0.7333333333333334,"[array([[10,  5],
       [ 4, 16]])]"
bupa.csv,0,2,wagging,None,acc,0.6285714285714286,"[array([[11,  4],
       [ 9, 11]])]"
bupa.csv,0,2,wagging,None,f1,0.6285714285714286,"[array([[11,  4],
       [ 9, 11]])]"
bupa.csv,0,2,wagging,None,auc,0.6416666666666667,"[array([[11,  4],
       [ 9, 11]])]"
bupa.csv,0,2,AdaBoost,None,acc,0.7714285714285715,"[array([[11,  4],
       [ 4, 16]])]"
bupa.csv,0,2,AdaBoost,None,f1,0.7714285714285716,"[array([[11,  4],
       [ 4, 16]])]"
bupa.csv,0,2,AdaBoost,None,auc,0.7666666666666667,"[array([[11,  4],
       [ 4, 16]])]"
bupa.csv,0,2,Grouped_Mixed_Bagging,"[[0.0, 0.8, 0.2], 1.0]",acc,0.4857142857142857,"[array([[12,  3],
       [15,  5]])]"
bupa.csv,0,2,Grouped_Mixed_Bagging,"[[0.0, 0.8, 0.2], 1.0]",f1,0.48319327731092443,"[array([[ 9,  6],
       [12,  8]])]"
bupa.csv,0,2,Grouped_Mixed_Bagging,"[[0.0, 0.8, 0.2], 1.0]",auc,0.5416666666666667,"[array([[11,  4],
       [13,  7]])]"
bupa.csv,0,2,Incremental_Mixed_Bagging,"[[-4.0, 3.0]]",acc,0.4857142857142857,"[array([[10,  5],
       [13,  7]])]"
bupa.csv,0,2,Incremental_Mixed_Bagging,"[[-4.0, 3.0]]",f1,0.4998227578872739,"[array([[11,  4],
       [13,  7]])]"
bupa.csv,0,2,Incremental_Mixed_Bagging,"[[-4.0, 3.0]]",auc,0.5083333333333334,"[array([[10,  5],
       [13,  7]])]"
bupa.csv,1,2,base,None,acc,0.5428571428571428,"[array([[ 9,  6],
       [10, 10]])]"
bupa.csv,1,2,base,None,f1,0.5443510737628384,"[array([[ 9,  6],
       [10, 10]])]"
bupa.csv,1,2,base,None,auc,0.5499999999999999,"[array([[ 9,  6],
       [10, 10]])]"
bupa.csv,1,2,wagging,None,acc,0.6,"[array([[12,  3],
       [11,  9]])]"
bupa.csv,1,2,wagging,None,f1,0.5921052631578948,"[array([[12,  3],
       [11,  9]])]"
bupa.csv,1,2,wagging,None,auc,0.625,"[array([[12,  3],
       [11,  9]])]"
bupa.csv,1,2,AdaBoost,None,acc,0.6285714285714286,"[array([[ 9,  6],
       [ 7, 13]])]"
bupa.csv,1,2,AdaBoost,None,f1,0.6298003072196622,"[array([[ 9,  6],
       [ 7, 13]])]"
