dataset,CV_fold,n_trees,model,parameters,perf_measure,perf_value,Conf_Matrix
spectfheart.csv,0,2,base,None,acc,0.7777777777777778,"[array([[ 4,  1],
       [ 5, 17]])]"
spectfheart.csv,0,2,base,None,f1,0.7984126984126984,"[array([[ 4,  1],
       [ 5, 17]])]"
spectfheart.csv,0,2,base,None,auc,0.7863636363636364,"[array([[ 4,  1],
       [ 5, 17]])]"
spectfheart.csv,0,2,wagging,None,acc,0.7037037037037037,"[array([[ 4,  1],
       [ 7, 15]])]"
spectfheart.csv,0,2,wagging,None,f1,0.7358674463937622,"[array([[ 4,  1],
       [ 7, 15]])]"
spectfheart.csv,0,2,wagging,None,auc,0.740909090909091,"[array([[ 4,  1],
       [ 7, 15]])]"
spectfheart.csv,0,2,AdaBoost,None,acc,0.7777777777777778,"[array([[ 3,  2],
       [ 4, 18]])]"
spectfheart.csv,0,2,AdaBoost,None,f1,0.791005291005291,"[array([[ 3,  2],
       [ 4, 18]])]"
spectfheart.csv,0,2,AdaBoost,None,auc,0.7090909090909092,"[array([[ 3,  2],
       [ 4, 18]])]"
spectfheart.csv,0,2,Grouped_Mixed_Bagging,"[[0.2, 0.7, 0.1], 1.0]",acc,0.7777777777777778,"[array([[ 1,  4],
       [ 2, 20]])]"
spectfheart.csv,0,2,Grouped_Mixed_Bagging,"[[0.2, 0.7, 0.1], 1.0]",f1,0.8518518518518519,"[array([[ 3,  2],
       [ 2, 20]])]"
spectfheart.csv,0,2,Grouped_Mixed_Bagging,"[[0.0, 1.0, 0.0], 2.0]",auc,0.6636363636363637,"[array([[ 3,  2],
       [ 6, 16]])]"
spectfheart.csv,0,2,Incremental_Mixed_Bagging,"[[-5.0, 5.0]]",acc,0.6666666666666666,"[array([[ 4,  1],
       [ 8, 14]])]"
spectfheart.csv,0,2,Incremental_Mixed_Bagging,"[[-5.0, 5.0]]",f1,0.7673314339981007,"[array([[ 4,  1],
       [ 6, 16]])]"
spectfheart.csv,0,2,Incremental_Mixed_Bagging,"[[-5.0, 5.0]]",auc,0.6863636363636363,"[array([[ 3,  2],
       [ 5, 17]])]"
spectfheart.csv,1,2,base,None,acc,0.7037037037037037,"[array([[ 2,  3],
       [ 5, 17]])]"
spectfheart.csv,1,2,base,None,f1,0.7213403880070547,"[array([[ 2,  3],
       [ 5, 17]])]"
spectfheart.csv,1,2,base,None,auc,0.5863636363636364,"[array([[ 2,  3],
       [ 5, 17]])]"
spectfheart.csv,1,2,wagging,None,acc,0.6296296296296297,"[array([[ 5,  0],
       [10, 12]])]"
spectfheart.csv,1,2,wagging,None,f1,0.667755991285403,"[array([[ 5,  0],
       [10, 12]])]"
spectfheart.csv,1,2,wagging,None,auc,0.7727272727272727,"[array([[ 5,  0],
       [10, 12]])]"
spectfheart.csv,1,2,AdaBoost,None,acc,0.5925925925925926,"[array([[ 2,  3],
       [ 8, 14]])]"
spectfheart.csv,1,2,AdaBoost,None,f1,0.6343779677113011,"[array([[ 2,  3],
       [ 8, 14]])]"
