,150,500,1000,1500,1590,151,501,1001,1501,1591,152,502,1002,1502,1592,153,503,1003,1503,1593,154,504,1004,1504,1594,155,505,1005,1505,1595,156,506,1006,1506,1596,157,507,1007,1507,1597,158,508,1008,1508,1598,159,509,1009,1509,1599
n_ensemble,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159
weights,CLD,CLD,CLD,CLD,CLD,DCP,DCP,DCP,DCP,DCP,F1,F1,F1,F1,F1,Hostility,Hostility,Hostility,Hostility,Hostility,LSC,LSC,LSC,LSC,LSC,N1,N1,N1,N1,N1,N2,N2,N2,N2,N2,TD_U,TD_U,TD_U,TD_U,TD_U,Uniform,Uniform,Uniform,Uniform,Uniform,kDN,kDN,kDN,kDN,kDN
accuracy_mean,0.8932,0.8952,0.8968,0.8956,0.8952,0.9052,0.9044,0.904,0.906,0.9052,0.904,0.91,0.9108,0.9132,0.9132,0.9132,0.9152,0.9132,0.9124,0.9124,0.91,0.9132,0.9108,0.912,0.9112,0.9148,0.916,0.9176,0.9184,0.9192,0.9124,0.9128,0.9148,0.9144,0.914,0.9136,0.9116,0.9148,0.9148,0.9148,0.906,0.9124,0.9124,0.9116,0.912,0.9044,0.9092,0.912,0.9112,0.912
accuracy_std,0.0125379424149259,0.0083186537372341,0.0080746516952745,0.0088769364084688,0.0083186537372341,0.0041472882706655,0.0055497747702046,0.0063245553203367,0.0034641016151377,0.0038987177379236,0.0046904157598234,0.0054772255750516,0.0055856960175076,0.0071554175279993,0.0071554175279993,0.0107331262919989,0.0122147451876819,0.0097570487341204,0.0104307238483242,0.0104307238483242,0.0037416573867739,0.0030331501776206,0.0026832815729997,0.004,0.0036331804249169,0.0100598210719674,0.010770329614269,0.011081516141756,0.0102371871136558,0.0106395488626163,0.0049799598391954,0.0060991802727907,0.0041472882706655,0.0038470768123342,0.0042426406871192,0.0055497747702046,0.0063874877690685,0.0075630681604756,0.0085556998544829,0.0072938330115242,0.0048989794855663,0.0066932802122726,0.0053665631459995,0.0040987803063838,0.0037416573867739,0.0035777087639996,0.0022803508501982,0.0,0.0017888543819998,0.0024494897427831
