,150,500,1000,1500,1590,151,501,1001,1501,1591,152,502,1002,1502,1592,153,503,1003,1503,1593,154,504,1004,1504,1594,155,505,1005,1505,1595,156,506,1006,1506,1596,157,507,1007,1507,1597,158,508,1008,1508,1598,159,509,1009,1509,1599
n_ensemble,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159
weights,CLD,CLD,CLD,CLD,CLD,DCP,DCP,DCP,DCP,DCP,F1,F1,F1,F1,F1,Hostility,Hostility,Hostility,Hostility,Hostility,LSC,LSC,LSC,LSC,LSC,N1,N1,N1,N1,N1,N2,N2,N2,N2,N2,TD_U,TD_U,TD_U,TD_U,TD_U,Uniform,Uniform,Uniform,Uniform,Uniform,kDN,kDN,kDN,kDN,kDN
accuracy_mean,0.9393333333333332,0.9393333333333332,0.9386666666666666,0.938,0.938,0.9366666666666668,0.936,0.934,0.934,0.934,0.926,0.9313333333333332,0.9306666666666666,0.932,0.932,0.9433333333333334,0.944,0.9433333333333334,0.9453333333333334,0.9446666666666668,0.942,0.9466666666666668,0.946,0.9453333333333334,0.946,0.9473333333333332,0.9493333333333334,0.9466666666666668,0.9466666666666668,0.946,0.946,0.9473333333333332,0.9486666666666668,0.9486666666666668,0.9473333333333332,0.9413333333333334,0.9453333333333334,0.9453333333333334,0.946,0.946,0.9466666666666668,0.9466666666666668,0.948,0.9486666666666668,0.948,0.942,0.9453333333333334,0.9433333333333334,0.9433333333333334,0.9433333333333334
accuracy_std,0.0201935083078146,0.0175435964892543,0.0193792558049981,0.0183484785926971,0.0183484785926971,0.0177951304200521,0.0201935083078146,0.0207364413533277,0.0193505670316,0.0192064803878505,0.0132077418374393,0.017256238807393,0.0136218778278016,0.0142594997574715,0.0160900245148629,0.0158113883008418,0.0165663648530522,0.0152752523165194,0.0170945085399441,0.0157409586041567,0.0207632153365299,0.0171593835683117,0.0181659021245849,0.0178885438199984,0.0162275485928508,0.0184691935695934,0.0170619785227596,0.0169967317119759,0.0169967317119759,0.0165663648530522,0.0168983891408486,0.0162275485928507,0.0150185071014251,0.0150185071014251,0.0178574603146384,0.0181964587519415,0.0177325814376938,0.017094508539944,0.017384539747207,0.017384539747207,0.0143372087784043,0.0139443337755679,0.0175752351019521,0.0160900245148628,0.0157409586041567,0.0192353840616713,0.0180431581369658,0.0169967317119759,0.0169967317119759,0.0169967317119759
