,150,500,1000,1500,1590,151,501,1001,1501,1591,152,502,1002,1502,1592,153,503,1003,1503,1593,154,504,1004,1504,1594,155,505,1005,1505,1595,156,506,1006,1506,1596,157,507,1007,1507,1597,158,508,1008,1508,1598,159,509,1009,1509,1599
n_ensemble,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159,15,50,100,150,159
weights,CLD,CLD,CLD,CLD,CLD,DCP,DCP,DCP,DCP,DCP,F1,F1,F1,F1,F1,Hostility,Hostility,Hostility,Hostility,Hostility,LSC,LSC,LSC,LSC,LSC,N1,N1,N1,N1,N1,N2,N2,N2,N2,N2,TD_U,TD_U,TD_U,TD_U,TD_U,Uniform,Uniform,Uniform,Uniform,Uniform,kDN,kDN,kDN,kDN,kDN
accuracy_mean,0.893,0.8936666666666667,0.892,0.8923333333333334,0.8926666666666666,0.8856666666666667,0.8853333333333333,0.8876666666666667,0.8876666666666667,0.889,0.8766666666666666,0.882,0.8806666666666667,0.8826666666666666,0.8823333333333334,0.8913333333333334,0.8939999999999999,0.8953333333333333,0.8949999999999999,0.8949999999999999,0.8939999999999999,0.8976666666666666,0.8966666666666667,0.8960000000000001,0.897,0.8963333333333333,0.8959999999999999,0.8973333333333333,0.8973333333333333,0.898,0.891,0.8946666666666667,0.8939999999999999,0.8933333333333333,0.893,0.8843333333333334,0.8873333333333333,0.8866666666666667,0.884,0.8846666666666667,0.8816666666666666,0.8833333333333334,0.8873333333333333,0.883,0.885,0.8963333333333333,0.8936666666666667,0.8943333333333333,0.8953333333333333,0.8949999999999999
accuracy_std,0.0170538363230486,0.0160468065358812,0.014972196454317,0.0143662412930066,0.015392999852025,0.0149350445448132,0.0144048602908879,0.0131550581737807,0.0125609624542778,0.0129421791055447,0.0126381257400859,0.0124387387713635,0.010903618155864,0.0136727628679957,0.0142204860051343,0.0181582549332864,0.0166499916583229,0.0154290490813774,0.0165411943677326,0.0169558249578131,0.014023789311975,0.0175039678041548,0.018892973414591,0.0169394345963625,0.016431676725155,0.0161761140780678,0.0167746501867815,0.014073221221723,0.0138242942355517,0.0142594997574716,0.0175435964892543,0.0145009578227708,0.0174244400515801,0.0185965946703511,0.0183105919559629,0.014023789311975,0.0176225865171817,0.0185592145427667,0.0161846978484136,0.0168077363139716,0.0164991582276861,0.0124163870214594,0.0152570566551277,0.0143081173542231,0.0126381257400858,0.0145964226972074,0.017256238807393,0.016691647944739,0.0171755640373177,0.0171188654868117
