dataset,n_ensemble,method_weights,compl_measure,exp_loss_avg_train_mean,misc_rate_train_mean,misc_rate_test_mean,exp_loss_avg_train_std,misc_rate_train_std,misc_rate_test_std,conf_matrix_test_total
phoneme,1,classic,none,0.9388557749746607,0.24292705661439223,0.2468569863763949,0.008891706527199918,0.003783057137489124,0.019477360395668542,"[[2949, 869], [465, 1121]]"
phoneme,2,classic,none,0.9388557749746607,0.24292705661439223,0.2468569863763949,0.008891706527199918,0.003783057137489124,0.019477360395668542,"[[2949, 869], [465, 1121]]"
phoneme,3,classic,none,0.9303027070768419,0.23928807635123434,0.24444957896898747,0.02328006911018455,0.009904716416260142,0.01999832653929448,"[[2993, 825], [496, 1090]]"
phoneme,4,classic,none,0.9303027070768419,0.23928807635123434,0.24444957896898747,0.02328006911018455,0.009904716416260142,0.01999832653929448,"[[2993, 825], [496, 1090]]"
phoneme,5,classic,none,0.9063325621638448,0.22908976092973798,0.23519853494899703,0.01376028070311001,0.005854436149969055,0.024136175013055844,"[[3055, 763], [508, 1078]]"
phoneme,6,classic,none,0.9025634235354548,0.22748614673636589,0.23390292325597314,0.01906880457143723,0.008112995746844414,0.018378061979384203,"[[3040, 778], [486, 1100]]"
phoneme,7,classic,none,0.8817819122887964,0.21864446441037044,0.22243581844321217,0.00788745897886557,0.003355790915430354,0.019396421473115634,"[[3150, 668], [534, 1052]]"
phoneme,8,classic,none,0.8796077910344835,0.2177194648162278,0.21928801259670022,0.008107559959550155,0.0034494348726842325,0.018720880967227863,"[[3149, 669], [516, 1070]]"
phoneme,9,classic,none,0.8806704966862551,0.21817160256826523,0.22206544807284181,0.00738545230278802,0.0031422076248445764,0.019397024244231502,"[[3152, 666], [534, 1052]]"
phoneme,10,classic,none,0.8796077910344835,0.2177194648162278,0.21928801259670022,0.008107559959550155,0.0034494348726842325,0.018720880967227863,"[[3149, 669], [516, 1070]]"
phoneme,11,classic,none,0.8806704966862551,0.21817160256826523,0.22206544807284181,0.00738545230278802,0.0031422076248445764,0.019397024244231502,"[[3152, 666], [534, 1052]]"
phoneme,12,classic,none,0.8792212116944691,0.2175549911320173,0.21854727185595949,0.007702886820103664,0.0032772630175009576,0.01857503018398069,"[[3175, 643], [538, 1048]]"
phoneme,13,classic,none,0.8794139945902026,0.21763701236241437,0.22243376463339493,0.007115092165279843,0.0030271804537650646,0.01913370358025556,"[[3161, 657], [545, 1041]]"
phoneme,14,classic,none,0.8688793995355457,0.2131549734095804,0.21651160402546724,0.018930220808468887,0.008054034028749706,0.020176128985723737,"[[3185, 633], [537, 1049]]"
phoneme,15,classic,none,0.8677673082339729,0.2126818240851976,0.21669952762374206,0.01975207243230711,0.008403698251473147,0.02205482816013498,"[[3222, 596], [575, 1011]]"
phoneme,16,classic,none,0.8580057029345868,0.20852866063021525,0.21096015608954613,0.019300768313380345,0.008211686823401194,0.01862206023102966,"[[3252, 566], [574, 1012]]"
phoneme,17,classic,none,0.8561695206267717,0.20774744022397912,0.21021975765044157,0.01643744839910587,0.006993461412398813,0.01900860152948043,"[[3225, 593], [543, 1043]]"
phoneme,18,classic,none,0.8475675539799242,0.20408765554482286,0.20836687889368113,0.009914629497177503,0.00421826898696232,0.013055637598392907,"[[3278, 540], [586, 1000]]"
phoneme,19,classic,none,0.849645725971766,0.20497183265555158,0.21040049291435614,0.010978438037940939,0.004670875973118027,0.015347308229297104,"[[3265, 553], [584, 1002]]"
phoneme,20,classic,none,0.8479541233831881,0.20425212500135287,0.2089224344492367,0.010502063687723266,0.004468198187903816,0.01453332675869159,"[[3280, 538], [591, 995]]"
phoneme,21,classic,none,0.8493557914667551,0.20484847739239367,0.21040049291435614,0.01140749139524678,0.004853420612974777,0.015347308229297104,"[[3265, 553], [584, 1002]]"
phoneme,22,classic,none,0.8472776095381629,0.20396429605398442,0.20836687889368113,0.010390179569034234,0.004420596075476527,0.013055637598392907,"[[3278, 540], [586, 1000]]"
phoneme,23,classic,none,0.8493557914667551,0.20484847739239367,0.21040049291435614,0.01140749139524678,0.004853420612974777,0.015347308229297104,"[[3265, 553], [584, 1002]]"
phoneme,24,classic,none,0.8472776095381629,0.20396429605398442,0.20836687889368113,0.010390179569034234,0.004420596075476527,0.013055637598392907,"[[3278, 540], [586, 1000]]"
phoneme,25,classic,none,0.8493074591125029,0.2048279139541868,0.21003080714725816,0.010996509672630807,0.0046785647139003135,0.015184505914834837,"[[3266, 552], [583, 1003]]"
phoneme,26,classic,none,0.8472776095381629,0.20396429605398442,0.20836687889368113,0.010390179569034234,0.004420596075476527,0.013055637598392907,"[[3278, 540], [586, 1000]]"
