weights,n_cycle,n_ensemble,alpha,split,accuracy_mean_mean,accuracy_mean_median,accuracy_mean_std
CLD,16,271,2,8,0.814838088111642,0.802857142857143,0.122375583390905
CLD,16,271,20,8,0.815274518179733,0.795261303581914,0.122170556664988
CLD,16,271,4,8,0.815087107235988,0.798095238095238,0.121610123669411
CLD,16,271,6,8,0.818194671562498,0.796018790369935,0.119773326053953
CLD,16,271,8,8,0.816978883677134,0.803637520240574,0.12115259852765
CLD,17,50,10,1,0.809843469656485,0.795180722891566,0.121195320142874
CLD,17,50,12,1,0.80796512649734,0.794540828128614,0.123989186520067
CLD,17,50,14,1,0.807132769202236,0.792201996476806,0.123734856202473
CLD,17,50,16,1,0.806399945480896,0.795180722891566,0.123998254380429
CLD,17,50,18,1,0.805719075871171,0.791527874161462,0.124914852389371
CLD,17,50,2,1,0.813305418859896,0.794017094017094,0.120410504771368
CLD,17,50,20,1,0.804679304320268,0.786840869054609,0.127305505046812
CLD,17,50,4,1,0.812465979875345,0.796001174398121,0.122188103831863
CLD,17,50,6,1,0.811080256625523,0.794503816793893,0.121567043745739
CLD,17,50,8,1,0.81050878281119,0.79142689371697,0.123129821053419
CLD,17,84,10,2,0.811608821882082,0.791421021726365,0.123224849329126
CLD,17,84,12,2,0.812810066053184,0.792959483264827,0.122485524743884
CLD,17,84,14,2,0.812030443792015,0.786858485026424,0.123620669460328
CLD,17,84,16,2,0.812619121974553,0.78302407516148,0.123229584566165
CLD,17,84,18,2,0.812074391407097,0.792201996476806,0.122277554596334
CLD,17,84,2,2,0.815175225887021,0.805181586860976,0.120711242039386
CLD,17,84,20,2,0.812686656318074,0.792965355255432,0.124376299998216
CLD,17,84,4,2,0.81356517337423,0.801387925052047,0.123196100083933
CLD,17,84,6,2,0.813070332354656,0.796788021139166,0.122397290109868
CLD,17,84,8,2,0.812642888704341,0.79002849002849,0.12141681132508
CLD,17,152,10,4,0.814292523708996,0.798095238095238,0.123232979979676
CLD,17,152,12,4,0.814154320848668,0.794480328831474,0.12268051335942
CLD,17,152,14,4,0.8154904059368,0.799066353493834,0.120662082249598
CLD,17,152,16,4,0.814827326214576,0.793722842043453,0.122167247946366
CLD,17,152,18,4,0.814851879453821,0.807380952380952,0.12224974594483
CLD,17,152,2,4,0.815201024068556,0.795249559600705,0.122146249924443
CLD,17,152,20,4,0.814442949469467,0.796776277157957,0.123804829437089
CLD,17,152,4,4,0.81541961840103,0.79602466236054,0.121642405583296
CLD,17,152,6,4,0.817288555944903,0.808211889891279,0.121577995355944
CLD,17,152,8,4,0.812394803065219,0.796018790369935,0.123416505509676
CLD,17,220,10,6,0.814204295093571,0.792196124486201,0.12227103191435
CLD,17,220,12,6,0.816827943108793,0.792196124486201,0.120142886354188
CLD,17,220,14,6,0.816267311524124,0.79143863769818,0.121524564099262
CLD,17,220,16,6,0.817100123916234,0.798095238095238,0.120699843999947
CLD,17,220,18,6,0.815852925544946,0.798297122724604,0.121372707003486
CLD,17,220,2,6,0.815192318109069,0.792196124486201,0.121122241609673
CLD,17,220,20,6,0.815171738867324,0.796007046388726,0.121659618510475
CLD,17,220,4,6,0.815049531251474,0.794486200822079,0.122263615586338
CLD,17,220,6,6,0.816680583151154,0.799823840281855,0.121524057473135
CLD,17,220,8,6,0.813458937157731,0.797545507927187,0.122583217132326
CLD,17,288,10,8,0.815718523267476,0.794492072812684,0.121888553703348
CLD,17,288,12,8,0.815493959910291,0.796007046388726,0.122531458050293
CLD,17,288,14,8,0.815391496557294,0.792971227246036,0.121253548444927
CLD,17,288,16,8,0.816036705071896,0.7952436876101,0.122374275778299
CLD,17,288,18,8,0.814959494393034,0.793571428571429,0.122296746539049
CLD,17,288,2,8,0.814508641778292,0.802857142857143,0.122814418326442
CLD,17,288,20,8,0.815016232556669,0.79602466236054,0.122052994146068
CLD,17,288,4,8,0.815118870588288,0.798917748917749,0.121800569023316
CLD,17,288,6,8,0.817682673637363,0.796018790369935,0.119906355166216
CLD,17,288,8,8,0.816670533116448,0.802619047619048,0.121131268528353
CLD,18,53,10,1,0.810091736576844,0.797590361445783,0.121008013338601
CLD,18,53,12,1,0.808546140405838,0.798795180722892,0.123132545373674
CLD,18,53,14,1,0.808115404219434,0.792965355255432,0.123023486598672
CLD,18,53,16,1,0.807456852348604,0.795180722891566,0.123556624721153
CLD,18,53,18,1,0.805169067048663,0.788491788110109,0.125309089474739
CLD,18,53,2,1,0.814102627557767,0.792953611274222,0.119604062465646
CLD,18,53,20,1,0.804338149923119,0.789156626506024,0.127618713516362
CLD,18,53,4,1,0.812547122906075,0.796770405167352,0.12231053009519
CLD,18,53,6,1,0.811788275378676,0.795180722891566,0.121343913642379
CLD,18,53,8,1,0.811233717223395,0.792190252495596,0.122168935938343
CLD,18,89,10,2,0.812166326647259,0.792953611274222,0.12342955916982
CLD,18,89,12,2,0.812528668548329,0.790669406928949,0.12292598971066
CLD,18,89,14,2,0.81251294841969,0.78433734939759,0.122682922913217
CLD,18,89,16,2,0.812509775562735,0.788373458602466,0.123482210927368
CLD,18,89,18,2,0.811774145483047,0.795255431591309,0.122289664119931
CLD,18,89,2,2,0.814643052145284,0.798333333333333,0.121513649221977
CLD,18,89,20,2,0.813044634028585,0.796776277157957,0.123940680570507
CLD,18,89,4,2,0.813505606691703,0.800593071051086,0.122808440773005
CLD,18,89,6,2,0.812851966826623,0.796385542168675,0.122888340207562
CLD,18,89,8,2,0.814075867149185,0.79002849002849,0.120722130156746
CLD,18,161,10,4,0.814099779505801,0.796782149148561,0.123262636837157
CLD,18,161,12,4,0.813906224564757,0.794480328831474,0.122900030918652
CLD,18,161,14,4,0.81542653896189,0.797857142857143,0.120581361654586
CLD,18,161,16,4,0.813860233893481,0.797539635936583,0.123274301824379
CLD,18,161,18,4,0.814594224568283,0.802619047619048,0.12312991215358
CLD,18,161,2,4,0.815170100229806,0.796018790369935,0.12211625574812
CLD,18,161,20,4,0.814910941055905,0.796782149148561,0.123056224497292
CLD,18,161,4,4,0.814894038242735,0.79602466236054,0.121005466192588
CLD,18,161,6,4,0.817791841606247,0.805128205128205,0.120978697118524
CLD,18,161,8,4,0.81398646585088,0.796782149148561,0.121913620022747
CLD,18,233,10,6,0.815065094435573,0.795249559600705,0.121599909364752
CLD,18,233,12,6,0.817282333423153,0.798095238095238,0.11953208989542
CLD,18,233,14,6,0.816272764200452,0.795255431591309,0.121318278426274
CLD,18,233,16,6,0.816392533632162,0.802857142857143,0.121447601988588
CLD,18,233,18,6,0.815826243381321,0.797527891955373,0.121114346751363
CLD,18,233,2,6,0.814981985974503,0.790669406928949,0.120989479332716
CLD,18,233,20,6,0.814917375230294,0.7952436876101,0.12131590028837
CLD,18,233,4,6,0.81606603983169,0.793333333333333,0.12147579682678
CLD,18,233,6,6,0.816499021282263,0.801350557839107,0.121365551143071
CLD,18,233,8,6,0.813887271421695,0.796782149148561,0.12258790620675
CLD,18,305,10,8,0.815779228707018,0.796018790369935,0.122324390833737
CLD,18,305,12,8,0.815413941480537,0.798302994715209,0.122681353653288
CLD,18,305,14,8,0.814982775703631,0.79602466236054,0.121515417513654
CLD,18,305,16,8,0.815898241563394,0.7952436876101,0.122087860617819
CLD,18,305,18,8,0.814981671009639,0.798333333333333,0.122540928757799
CLD,18,305,2,8,0.814672516142312,0.795255431591309,0.122818560150519
CLD,18,305,20,8,0.815424732012198,0.79602466236054,0.12191107512859
CLD,18,305,4,8,0.814508355291374,0.798095238095238,0.121900858335445
CLD,18,305,6,8,0.817175453771258,0.797551379917792,0.120494730908943
CLD,18,305,8,8,0.816971187193832,0.797857142857143,0.120901116696329
CLD,19,56,10,1,0.81010460787475,0.795180722891566,0.12167536565764
CLD,19,56,12,1,0.807542133720136,0.794372294372294,0.123966798666597
CLD,19,56,14,1,0.8083889087762,0.793722842043453,0.123709560145521
CLD,19,56,16,1,0.807333739171845,0.795275271801989,0.123597858874984
CLD,19,56,18,1,0.806640592337096,0.793333333333333,0.124572979507313
CLD,19,56,2,1,0.813371667295965,0.792947739283617,0.121074481271416
CLD,19,56,20,1,0.805862158261003,0.790361445783133,0.125600165056018
CLD,19,56,4,1,0.812712182533044,0.79523194362889,0.121834276310706
CLD,19,56,6,1,0.811571784754554,0.793975903614458,0.12128675848881
CLD,19,56,8,1,0.810746463775229,0.794480328831474,0.122131434267239
CLD,19,94,10,2,0.812624593250549,0.790663534938344,0.12202671988741
CLD,19,94,12,2,0.813457912124214,0.792953611274222,0.122463513791222
CLD,19,94,14,2,0.812058187942369,0.786858485026424,0.123256609938268
CLD,19,94,16,2,0.812112654552565,0.786846741045214,0.124149157489007
CLD,19,94,18,2,0.812196726987865,0.792965355255432,0.123023560844015
CLD,19,94,2,2,0.814281757641402,0.802857142857143,0.121711406605449
CLD,19,94,20,2,0.812737486946925,0.792771084337349,0.1242558027891
CLD,19,94,4,2,0.814295866138731,0.794474456840869,0.122297631187444
CLD,19,94,6,2,0.812923508260361,0.79530418690724,0.122139458645675
CLD,19,94,8,2,0.814038905254024,0.793711098062243,0.12128798962276
CLD,19,170,10,4,0.813912530825423,0.795255431591309,0.123656116253105
CLD,19,170,12,4,0.813638638692399,0.792953611274222,0.123164713970493
CLD,19,170,14,4,0.815380432845618,0.797857142857143,0.120913922951538
CLD,19,170,16,4,0.81454680708012,0.79906048150323,0.122508176436589
CLD,19,170,18,4,0.814672334681292,0.797857142857143,0.123093377743447
CLD,19,170,2,4,0.814677781327269,0.793728714034058,0.122186508378172
CLD,19,170,20,4,0.8151279691187,0.796012918379331,0.123038439892157
CLD,19,170,4,4,0.815046011004984,0.796788021139166,0.121627405255848
CLD,19,170,6,4,0.817186504785451,0.805128205128205,0.12170615315913
CLD,19,170,8,4,0.814404398910512,0.797545507927187,0.121830691434175
CLD,19,246,10,6,0.814970180589784,0.793728714034058,0.12164463882903
CLD,19,246,12,6,0.817476007317233,0.793333333333333,0.119901004887045
CLD,19,246,14,6,0.815398102992912,0.796018790369935,0.122315769409333
CLD,19,246,16,6,0.817017011103289,0.798095238095238,0.120734511755293
CLD,19,246,18,6,0.816392771174362,0.796764533176747,0.121239444370371
CLD,19,246,2,6,0.815667439153088,0.792196124486201,0.12054708338649
CLD,19,246,20,6,0.815837983576932,0.794486200822079,0.121452768187962
CLD,19,246,4,6,0.816123487165766,0.794486200822079,0.121595704540138
CLD,19,246,6,6,0.816666332372895,0.802119788608338,0.12157729459401
CLD,19,246,8,6,0.813532140243651,0.796018790369935,0.12257621916366
CLD,20,59,10,1,0.809218505377841,0.793975903614458,0.122934720750737
CLD,20,59,12,1,0.807760818150605,0.799861207494795,0.123744614687914
CLD,20,59,14,1,0.809367532507068,0.79528683784409,0.122657501059504
CLD,20,59,16,1,0.808982035610394,0.793874643874644,0.12234684690143
CLD,20,59,18,1,0.806805079780224,0.792190252495596,0.124607451353075
CLD,20,59,2,1,0.813643631268422,0.793711098062243,0.120505149452287
CLD,20,59,20,1,0.805359763712083,0.793722842043453,0.126193161477779
CLD,20,59,4,1,0.813520199436275,0.799092065695119,0.120565557283846
CLD,20,59,6,1,0.811489232332429,0.793734586024662,0.120807940392205
CLD,20,59,8,1,0.810856558461884,0.79000693962526,0.121960524862062
CLD,20,99,10,2,0.811435147723434,0.792959483264827,0.122430030751694
CLD,20,99,12,2,0.813385565939335,0.792196124486201,0.122993010467171
CLD,20,99,14,2,0.812726905806355,0.791444509688785,0.123282763888926
CLD,20,99,16,2,0.81304619022307,0.789894304169113,0.123157032051008
CLD,20,99,18,2,0.812714148427123,0.792965355255432,0.12263597493509
CLD,20,99,2,2,0.814452682109728,0.802857142857143,0.121771932260215
CLD,20,99,20,2,0.813223227952732,0.795249559600705,0.123475921963069
CLD,20,99,4,2,0.814139024755505,0.795237815619495,0.12245032939185
CLD,20,99,6,2,0.813029414889415,0.79602466236054,0.122112826577818
CLD,20,99,8,2,0.81445126855951,0.796007046388726,0.12134480843978
CLD,20,179,10,4,0.814891697798812,0.794492072812684,0.12255845572669
CLD,20,179,12,4,0.813872920185063,0.793722842043453,0.122460616000318
CLD,20,179,14,4,0.816284057235495,0.802619047619048,0.120336744398265
CLD,20,179,16,4,0.815185715338835,0.796770405167352,0.121545666063687
CLD,20,179,18,4,0.814497666957804,0.795255431591309,0.122920248913357
CLD,20,179,2,4,0.815031317677854,0.798314738696418,0.121999141268307
CLD,20,179,20,4,0.815926583365652,0.795249559600705,0.123001019612396
CLD,20,179,4,4,0.815420340832684,0.795261303581914,0.121321595195292
CLD,20,179,6,4,0.815623577093407,0.8,0.122670521696826
CLD,20,179,8,4,0.814293502923808,0.797545507927187,0.121630910389104
CLD,20,259,10,6,0.81450047099409,0.791432765707575,0.122050623142486
CLD,20,259,12,6,0.817515656952387,0.789900176159718,0.119371131522095
CLD,20,259,14,6,0.815108727556276,0.798314738696418,0.122344600463396
CLD,20,259,16,6,0.816652414709511,0.798095238095238,0.120583376250907
CLD,20,259,18,6,0.816648273817828,0.798291250733999,0.121090669290713
CLD,20,259,2,6,0.814618371592249,0.792959483264827,0.121418523484191
CLD,20,259,20,6,0.815511832383091,0.797545507927187,0.121998965089718
CLD,20,259,4,6,0.816410862767047,0.793722842043453,0.120984825184133
CLD,20,259,6,6,0.815780469808388,0.799861207494795,0.121945063505118
CLD,20,259,8,6,0.813630579692528,0.794492072812684,0.122634459358976
CLD,21,62,10,1,0.809287472642164,0.793975903614458,0.122611287986772
CLD,21,62,12,1,0.808336473868994,0.795180722891566,0.123412846292853
CLD,21,62,14,1,0.809981224307722,0.797571131158917,0.122474514773275
CLD,21,62,16,1,0.807784317040423,0.794523479065464,0.123698951039478
CLD,21,62,18,1,0.806560034232198,0.793048808697664,0.124134653941047
CLD,21,62,2,1,0.812842825910973,0.796001174398121,0.121002679395973
CLD,21,62,20,1,0.805747807659282,0.79523194362889,0.126936877389255
CLD,21,62,4,1,0.812410894286846,0.79982971227246,0.121962665421247
CLD,21,62,6,1,0.813396921612079,0.796385542168675,0.119997358955701
CLD,21,62,8,1,0.810445231732511,0.79000693962526,0.12215899357792
CLD,21,104,10,2,0.811829679227296,0.79142689371697,0.121876454402754
CLD,21,104,12,2,0.814578793702868,0.792953611274222,0.12109962515449
CLD,21,104,14,2,0.812385091613608,0.789917792131533,0.122999276082145
CLD,21,104,16,2,0.814292754637314,0.789894304169113,0.122612317124544
CLD,21,104,18,2,0.812597442375099,0.79143863769818,0.122310728002252
CLD,21,104,2,2,0.81532025318744,0.803095238095238,0.120872611090577
CLD,21,104,20,2,0.812572999600799,0.796782149148561,0.123841084266043
CLD,21,104,4,2,0.815233071783794,0.797539635936583,0.121612228916136
CLD,21,104,6,2,0.814663632952586,0.794546611149664,0.121091604222448
CLD,21,104,8,2,0.814547021167573,0.793732193732194,0.120936323061751
CLD,21,188,10,4,0.813548128607094,0.795255431591309,0.123763152492581
CLD,21,188,12,4,0.814127885985525,0.795249559600705,0.122530374260789
CLD,21,188,14,4,0.816437676135471,0.803654869303724,0.120536069435033
CLD,21,188,16,4,0.814256159090219,0.797533763945978,0.122102996444917
CLD,21,188,18,4,0.814860700347819,0.794492072812684,0.122251280973137
CLD,21,188,2,4,0.815002367668722,0.798314738696418,0.122092519578699
CLD,21,188,20,4,0.81545142620132,0.798308866705813,0.122459174064488
CLD,21,188,4,4,0.815138000795953,0.794497944803288,0.120821022795139
CLD,21,188,6,4,0.816328969214652,0.799072225484439,0.122019118381956
CLD,21,188,8,4,0.81437140559738,0.796782149148561,0.121926186720077
CLD,21,272,10,6,0.815526845809304,0.790663534938344,0.121830488427218
CLD,21,272,12,6,0.817252791728967,0.789900176159718,0.119762260101511
CLD,21,272,14,6,0.815434589338892,0.793728714034058,0.122196290750338
CLD,21,272,16,6,0.816718421109647,0.798095238095238,0.121143159912054
CLD,21,272,18,6,0.815594005228908,0.797527891955373,0.121546473861475
CLD,21,272,2,6,0.816246550932792,0.793722842043453,0.119935218867661
CLD,21,272,20,6,0.815195585172965,0.796776277157957,0.122604367581006
CLD,21,272,4,6,0.816716458910745,0.803095238095238,0.121207753394116
CLD,21,272,6,6,0.816562958702394,0.801356429829712,0.121179397196435
CLD,21,272,8,6,0.813177081534105,0.796018790369935,0.122905044920516
CLD,22,65,10,1,0.809551779414169,0.792771084337349,0.122442205155198
CLD,22,65,12,1,0.808300708619802,0.793975903614458,0.123030401685118
CLD,22,65,14,1,0.8097653829499,0.796050196622716,0.123011398346059
CLD,22,65,16,1,0.807861498320836,0.792771084337349,0.124381568908908
CLD,22,65,18,1,0.806826531524158,0.793975903614458,0.124116592925791
CLD,22,65,2,1,0.814217088228724,0.795237815619495,0.120078046884345
CLD,22,65,20,1,0.80519513883166,0.797594263243118,0.126349355356973
CLD,22,65,4,1,0.81308749667155,0.796770405167352,0.121636836885301
CLD,22,65,6,1,0.813287258428569,0.797588480222068,0.120102171375407
CLD,22,65,8,1,0.811518234616173,0.79000115660421,0.121972297271045
CLD,22,109,10,2,0.812373261463061,0.790669406928949,0.121702466004753
CLD,22,109,12,2,0.81362598238535,0.793711098062243,0.122235765513772
CLD,22,109,14,2,0.812577146661589,0.790681150910159,0.122781052758992
CLD,22,109,16,2,0.814777937152687,0.790657662947739,0.122059761552707
CLD,22,109,18,2,0.812964845395645,0.789156626506024,0.121729036835479
CLD,22,109,2,2,0.815391937119567,0.798095238095238,0.12134430155807
CLD,22,109,20,2,0.813312646679224,0.797533763945978,0.123377384267388
CLD,22,109,4,2,0.81536664458866,0.798302994715209,0.121607075468247
CLD,22,109,6,2,0.813762658187107,0.792268100855887,0.121815423318131
CLD,22,109,8,2,0.813765771465565,0.788095238095238,0.121213215752099
CLD,22,197,10,4,0.814433974185967,0.795255431591309,0.123895929047655
CLD,22,197,12,4,0.814127052110981,0.794486200822079,0.122873309814632
CLD,22,197,14,4,0.816484952753814,0.802857142857143,0.1202677495262
CLD,22,197,16,4,0.815101417901659,0.796770405167352,0.121911071660409
CLD,22,197,18,4,0.814629916303333,0.794486200822079,0.12284971290914
CLD,22,197,2,4,0.815287594753644,0.799072225484439,0.122281818562788
CLD,22,197,20,4,0.814490178508012,0.796018790369935,0.123612716905724
CLD,22,197,4,4,0.815116675673834,0.79602466236054,0.121131048399095
CLD,22,197,6,4,0.81663719952331,0.797545507927187,0.121185572893378
CLD,22,197,8,4,0.813983432432284,0.796018790369935,0.121943456156806
CLD,22,285,10,6,0.814641230282281,0.789136817381092,0.121586969185376
CLD,22,285,12,6,0.81694527687015,0.793333333333333,0.119823155500193
CLD,22,285,14,6,0.815731937896778,0.796018790369935,0.122003524529919
CLD,22,285,16,6,0.816826613969107,0.794474456840869,0.120892696921745
CLD,22,285,18,6,0.816644096624424,0.798291250733999,0.120504508417199
CLD,22,285,2,6,0.816209058111141,0.790669406928949,0.12008285582408
CLD,22,285,20,6,0.814899531720626,0.797619047619048,0.122179763121097
CLD,22,285,4,6,0.816054742142959,0.803095238095238,0.122011394703852
CLD,22,285,6,6,0.816123504999926,0.79910363173722,0.121339951748772
CLD,22,285,8,6,0.814448838928718,0.795255431591309,0.121732646817854
CLD,23,68,10,1,0.810055478812933,0.796385542168675,0.122402354744484
CLD,23,68,12,1,0.809188379953412,0.796385542168675,0.122232472479569
CLD,23,68,14,1,0.80927743287736,0.796801989359241,0.122833288233806
CLD,23,68,16,1,0.807727481993042,0.790361445783133,0.12451317690416
CLD,23,68,18,1,0.807106703249128,0.793975903614458,0.124480893123133
CLD,23,68,2,1,0.813500424303948,0.797527891955373,0.120752517827184
CLD,23,68,20,1,0.804963243642831,0.796385542168675,0.12645836580072
CLD,23,68,4,1,0.813515959140444,0.798302994715209,0.12094657614566
CLD,23,68,6,1,0.813899155608576,0.795261303581914,0.11986855106033
CLD,23,68,8,1,0.811269536527872,0.789125073399883,0.121568649777676
CLD,23,114,10,2,0.812632269764078,0.792190252495596,0.121455544083417
CLD,23,114,12,2,0.81339282624018,0.796007046388726,0.122494486197197
CLD,23,114,14,2,0.812929232014421,0.791444509688785,0.122664024937137
CLD,23,114,16,2,0.81448250967704,0.791421021726365,0.122474558256498
CLD,23,114,18,2,0.812841726196064,0.789142689371697,0.121457946917756
CLD,23,114,2,2,0.815728771447976,0.798333333333333,0.120856980725717
CLD,23,114,20,2,0.812832733582519,0.795249559600705,0.123378614514832
CLD,23,114,4,2,0.815259501363616,0.796012918379331,0.121469727312146
CLD,23,114,6,2,0.814519903502495,0.79529840388619,0.121282565639689
CLD,23,114,8,2,0.813929343103162,0.793095238095238,0.121559875783813
CLD,23,206,10,4,0.814260050587001,0.794492072812684,0.123377881552441
CLD,23,206,12,4,0.814784658443098,0.796012918379331,0.122124819610486
CLD,23,206,14,4,0.816685121621445,0.807619047619048,0.120598873412282
CLD,23,206,16,4,0.81450124309998,0.797533763945978,0.122315916756428
CLD,23,206,18,4,0.814957818302906,0.793722842043453,0.12253990701003
CLD,23,206,2,4,0.81552648524665,0.79984145625367,0.122113022042454
CLD,23,206,20,4,0.815002738518974,0.795255431591309,0.122992954736229
CLD,23,206,4,4,0.815451413624861,0.796788021139166,0.121049563519058
CLD,23,206,6,4,0.816736065824225,0.793874643874644,0.121514139494248
CLD,23,206,8,4,0.813984294403868,0.799072225484439,0.122176381902656
CLD,23,298,10,6,0.814838723812275,0.79142689371697,0.121342364707966
CLD,23,298,12,6,0.817200646577214,0.793333333333333,0.119921418517607
CLD,23,298,14,6,0.81506901754026,0.792965355255432,0.122568603021462
CLD,23,298,16,6,0.816779251831999,0.798333333333333,0.121288691084066
CLD,23,298,18,6,0.815771976593603,0.799817968291251,0.121278822570613
CLD,23,298,2,6,0.815681808452373,0.793722842043453,0.120807103937548
CLD,23,298,20,6,0.814838050901667,0.797619047619048,0.122440112916998
CLD,23,298,4,6,0.815601358541604,0.798095238095238,0.121835984791171
CLD,23,298,6,6,0.816197265171609,0.799861207494795,0.121282766244257
CLD,23,298,8,6,0.814400829611504,0.794492072812684,0.122270150347213
CLD,24,71,10,1,0.810113009936637,0.795180722891566,0.122413995628043
CLD,24,71,12,1,0.809331263335758,0.795180722891566,0.122387547971776
CLD,24,71,14,1,0.809036610178189,0.796385542168675,0.122995852273373
CLD,24,71,16,1,0.807278493563483,0.792771084337349,0.124739383648286
CLD,24,71,18,1,0.807044975378405,0.796007046388726,0.124443221321715
CLD,24,71,2,1,0.814389613796002,0.79906048150323,0.1193467310399
CLD,24,71,20,1,0.80500797029015,0.797590361445783,0.12661346884492
CLD,24,71,4,1,0.813525717415035,0.797539635936583,0.120677124240172
CLD,24,71,6,1,0.813286121526793,0.798346055979644,0.12107392250095
CLD,24,71,8,1,0.811355565841296,0.790752949340736,0.122151570724562
CLD,24,119,10,2,0.813452014943671,0.792196124486201,0.121605812821988
CLD,24,119,12,2,0.812882609712652,0.796007046388726,0.122966861519395
CLD,24,119,14,2,0.813314354392883,0.792207868467411,0.122274882052561
CLD,24,119,16,2,0.813367876274668,0.790657662947739,0.1232334025628
CLD,24,119,18,2,0.812629020448688,0.788379330593071,0.122679356098865
CLD,24,119,2,2,0.81563805327263,0.798095238095238,0.121457768209739
CLD,24,119,20,2,0.813896412726994,0.796012918379331,0.123302978483647
CLD,24,119,4,2,0.815271216978795,0.798302994715209,0.121322965025452
CLD,24,119,6,2,0.81437991789694,0.794497944803288,0.121567711816861
CLD,24,119,8,2,0.813613007762104,0.789125073399883,0.121581968056724
CLD,24,215,10,4,0.813503559158993,0.795255431591309,0.123834414713615
CLD,24,215,12,4,0.815641710336031,0.797539635936583,0.121437325477772
CLD,24,215,14,4,0.815688553492354,0.799072225484439,0.121428491380339
CLD,24,215,16,4,0.815311480875142,0.7952436876101,0.121896507729099
CLD,24,215,18,4,0.815094124656344,0.796012918379331,0.122035713797485
CLD,24,215,2,4,0.815585549266179,0.801368173810922,0.122351715178124
CLD,24,215,20,4,0.81490652685929,0.796776277157957,0.122930062242698
CLD,24,215,4,4,0.815637422507477,0.79602466236054,0.120636721979819
CLD,24,215,6,4,0.817140834322555,0.799835584263065,0.121548139424958
CLD,24,215,8,4,0.814398490467389,0.798308866705813,0.122239954935803
CLD,24,311,10,6,0.814625204130531,0.789136817381092,0.121364664752246
CLD,24,311,12,6,0.81708303670113,0.796,0.120004490929218
CLD,24,311,14,6,0.815807066895002,0.794492072812684,0.122352690502497
CLD,24,311,16,6,0.816015480296754,0.798333333333333,0.121065100310249
CLD,24,311,18,6,0.816072800295801,0.797527891955373,0.121052536486285
CLD,24,311,2,6,0.815708267400599,0.798095238095238,0.121116212134786
CLD,24,311,20,6,0.814448778916698,0.797619047619048,0.122198525584867
CLD,24,311,4,6,0.815784279453177,0.797539635936583,0.121566131461999
CLD,24,311,6,6,0.816556708063264,0.804415736934821,0.120987822545158
CLD,24,311,8,6,0.814456940702467,0.795255431591309,0.121388729185149
CLD,25,74,10,1,0.809789872739455,0.790361445783133,0.122155740359998
CLD,25,74,12,1,0.808864965169792,0.792771084337349,0.122830833678799
CLD,25,74,14,1,0.810701541122733,0.792971227246036,0.122685818156768
CLD,25,74,16,1,0.808314103998543,0.793874643874644,0.124193237606908
CLD,25,74,18,1,0.808079257937555,0.792184380504991,0.123532598398614
CLD,25,74,2,1,0.814072412567163,0.796770405167352,0.119924015716065
CLD,25,74,20,1,0.805402464286501,0.796385542168675,0.126855617012623
CLD,25,74,4,1,0.813587734359604,0.795249559600705,0.120766906808468
CLD,25,74,6,1,0.813362547852286,0.797590361445783,0.121057350085282
CLD,25,74,8,1,0.811960753557506,0.790758732361786,0.121065464076803
CLD,25,124,10,2,0.812831606214653,0.790669406928949,0.121870543860327
CLD,25,124,12,2,0.813731233957187,0.796770405167352,0.123063258559012
CLD,25,124,14,2,0.81341060943284,0.791444509688785,0.122613671193007
CLD,25,124,16,2,0.814525628545388,0.792184380504991,0.122142424568339
CLD,25,124,18,2,0.812767450017075,0.786852613035819,0.122305067585349
CLD,25,124,2,2,0.815152078987479,0.793939393939394,0.121812270549816
CLD,25,124,20,2,0.813744255084646,0.796782149148561,0.122690669309925
CLD,25,124,4,2,0.815556991464893,0.801362301820317,0.121684040224889
CLD,25,124,6,2,0.813845262336169,0.793975903614458,0.122205437884936
CLD,25,124,8,2,0.814512424114422,0.789888432178508,0.12100404717023
CLD,25,224,10,4,0.81444142321664,0.796018790369935,0.122475835504159
CLD,25,224,12,4,0.814969457174405,0.797539635936583,0.12196523421742
CLD,25,224,14,4,0.815248411854153,0.797545507927187,0.122045356206426
CLD,25,224,16,4,0.814730718268102,0.794480328831474,0.122531413577073
CLD,25,224,18,4,0.814088789570036,0.795249559600705,0.122965848834141
CLD,25,224,2,4,0.815750622253729,0.799072225484439,0.122511009666268
CLD,25,224,20,4,0.815551104102347,0.795249559600705,0.122154057711255
CLD,25,224,4,4,0.815571197173746,0.795255431591309,0.120946683447484
CLD,25,224,6,4,0.816984116181458,0.799072225484439,0.121575303779056
CLD,25,224,8,4,0.814439288240562,0.798308866705813,0.122171550684659
CLD,26,77,10,1,0.810207062897768,0.792207868467411,0.121625512296226
CLD,26,77,12,1,0.809311359372696,0.795180722891566,0.122163137037248
CLD,26,77,14,1,0.810374359580828,0.794492072812684,0.122811228641926
CLD,26,77,16,1,0.808317609641584,0.793765903307888,0.124656131302743
CLD,26,77,18,1,0.808246701840626,0.792771084337349,0.1237525305637
CLD,26,77,2,1,0.813979594284862,0.799861207494795,0.119818530329967
CLD,26,77,20,1,0.806431948627813,0.797590361445783,0.12601669331977
CLD,26,77,4,1,0.813643859842616,0.798701298701299,0.120770943942151
CLD,26,77,6,1,0.813386634021711,0.796385542168675,0.120995733925781
CLD,26,77,8,1,0.811858992084435,0.793031459634513,0.120685231998503
CLD,26,129,10,2,0.813580500416357,0.789906048150323,0.12088719248225
CLD,26,129,12,2,0.814074266886591,0.797578347578348,0.122060443570088
