,n_cycle,n_ensemble,alpha,split,accuracy_mean_mean,accuracy_mean_median,accuracy_mean_std
651,5,24,4,2,0.808619857145195,0.7906517909571344,0.1235848522158233
652,5,24,6,2,0.8084807345613628,0.7891774891774892,0.12301364546258235
653,5,24,8,2,0.8081486492333175,0.7899119201409277,0.12377103007130734
654,5,24,10,2,0.8081783406311831,0.791566265060241,0.12294142797305925
655,5,24,12,2,0.8074932443462058,0.7906635349383441,0.12329505524123388
656,5,24,14,2,0.8085786626589477,0.7922681008558871,0.12366332482433406
657,5,24,16,2,0.8074599270025302,0.7899953735831599,0.12350838196645182
658,5,24,18,2,0.8083071327757596,0.7915163081193615,0.12298805734848196
659,5,24,20,2,0.8080641572539597,0.7891566265060241,0.12311632701923693
660,5,44,2,4,0.8110958849705411,0.794474456840869,0.12295247867482999
661,5,44,4,4,0.8110163198158932,0.7930372426555633,0.12258132149153927
662,5,44,6,4,0.8113155144988907,0.7937169700528479,0.12248711994206447
663,5,44,8,4,0.8108612091977829,0.7944920728126835,0.12323528065489367
664,5,44,10,4,0.8116453493157878,0.7929477392836171,0.1221752436108937
665,5,44,12,4,0.8107568948439986,0.7922970159611381,0.1226550685271969
666,5,44,14,4,0.8115429861249611,0.7939759036144578,0.12218061557318677
667,5,44,16,4,0.811208654580844,0.7904558404558404,0.121949507175482
668,5,44,18,4,0.8105237349571806,0.7939759036144578,0.12288646171102507
669,5,44,20,4,0.811254189913908,0.793054591718714,0.12263352574254731
670,5,64,2,6,0.8122252973037651,0.7929594832648268,0.12169155952238887
671,5,64,4,6,0.8123817644343466,0.7960559796437658,0.12191902679246337
672,5,64,6,6,0.8118250278349942,0.796,0.12202373556450823
673,5,64,8,6,0.8128591547393603,0.7937890353920889,0.12131493386895749
674,5,64,10,6,0.8122115352879787,0.7943019943019942,0.12203031315562575
675,5,64,12,6,0.8119496161504028,0.7939759036144578,0.12241580433685595
676,5,64,14,6,0.8118912190541859,0.7960187903699354,0.122331608077841
677,5,64,16,6,0.8123128575142375,0.7939759036144578,0.12212177162055315
678,5,64,18,6,0.8121124205879826,0.793765903307888,0.12238325902487474
679,5,64,20,6,0.8122142143782605,0.7939759036144578,0.12228017412401947
680,5,84,2,8,0.8124009791418735,0.7944862008220787,0.12209677113518523
681,5,84,4,8,0.8128814109133164,0.7938746438746438,0.12191481789345159
682,5,84,6,8,0.813507767252852,0.796001174398121,0.1214321480198682
683,5,84,8,8,0.8136428876981845,0.7960129183793306,0.12157177097719926
684,5,84,10,8,0.8138294082543153,0.796,0.12144401320526305
685,5,84,12,8,0.8135653650738831,0.7975396359365825,0.12169219106030463
686,5,84,14,8,0.8127095096875119,0.7953099699282905,0.12217706933660838
687,5,84,16,8,0.8137327308468059,0.7952554315913094,0.1208879476052477
688,5,84,18,8,0.8132873811370267,0.7952319436288902,0.12128327246153711
689,5,84,20,8,0.8127296919408682,0.7937948184131389,0.12205245566817442
690,5,104,2,10,0.8133650655620812,0.7944862008220787,0.12151959189044319
691,5,104,4,10,0.8134700818349437,0.7937287140340575,0.12131347180029968
692,5,104,6,10,0.8138805393925503,0.7952495596007046,0.1212837628105646
693,5,104,8,10,0.8130376617586492,0.7943722943722944,0.12183324220879387
694,5,104,10,10,0.8140209262285545,0.7944920728126835,0.12136258995056451
695,5,104,12,10,0.8137773493365966,0.7967704051673518,0.12162167929394978
696,5,104,14,10,0.8136563834919696,0.7952554315913094,0.12152570585241873
697,5,104,16,10,0.8133024246646808,0.7960386305806153,0.12150244268859671
698,5,104,18,10,0.8140421448245819,0.7953099699282905,0.12115342192246728
699,5,104,20,10,0.8136764149142754,0.796001174398121,0.1210335124946379
700,5,124,2,12,0.8136253428261264,0.7943722943722944,0.1216971695682261
701,5,124,4,12,0.8142064603447028,0.7963855421686747,0.12137688878863247
702,5,124,6,12,0.8140037689875266,0.7960386305806153,0.12102171602269866
703,5,124,8,12,0.8137486024373297,0.795237815619495,0.12151178729480265
704,5,124,10,12,0.8141212369395697,0.7939759036144578,0.12085237623145371
705,5,124,12,12,0.8138446182327209,0.7944685848502642,0.12112205168690914
706,5,124,14,12,0.8138361551975253,0.7943019943019942,0.1214783027977275
707,5,124,16,12,0.8137237377381709,0.7951807228915663,0.12157101004496267
708,5,124,18,12,0.8142063533533525,0.7975903614457832,0.12078952511655043
709,5,124,20,12,0.8142928044052488,0.7967704051673518,0.12107550873370575
710,5,144,2,14,0.8140326563646634,0.7943722943722944,0.12114457186560132
711,5,144,4,14,0.8135371205723244,0.7928571428571429,0.12137899659895429
712,5,144,6,14,0.8140832645273344,0.7944862008220787,0.12136321163574937
713,5,144,8,14,0.814413295177328,0.7967762771579565,0.12125487657584018
714,5,144,10,14,0.8146070540931805,0.7968135554013417,0.1210704756751169
715,5,144,12,14,0.8140062035825443,0.7943019943019942,0.12113432526559702
716,5,144,14,14,0.8140632760377557,0.7975220199647681,0.12133321105786035
717,5,144,16,14,0.8142929946599656,0.7943722943722944,0.12119230082479521
718,5,144,18,14,0.8134529660668011,0.7944862008220788,0.12157015113243536
719,5,144,20,14,0.8137908889261359,0.7975826972010178,0.12164411112679956
720,5,164,2,16,0.8143745373993617,0.7998322923895442,0.12077517645478758
721,5,164,4,16,0.8144070885695416,0.7983402729585936,0.12113099187677354
722,5,164,6,16,0.8144395031552948,0.796,0.12077872624113957
723,5,164,8,16,0.814164496231664,0.794474456840869,0.12113132096665792
724,5,164,10,16,0.8144997227221006,0.7944920728126835,0.1209217557923309
725,5,164,12,16,0.814358545663672,0.7960246623605401,0.12095614716208594
726,5,164,14,16,0.8147285805281467,0.7975903614457831,0.1209029999054042
727,5,164,16,16,0.8138058852169681,0.7951807228915663,0.12115889417257236
728,5,164,18,16,0.8143703128854021,0.7978571428571428,0.12136630996875619
729,5,164,20,16,0.8141597554256548,0.7940170940170941,0.12088686879482562
730,5,184,2,18,0.8142519708942062,0.7952436876100999,0.12086472087747907
731,5,184,4,18,0.8142286227042225,0.7953331020124914,0.1212503178853741
732,5,184,6,18,0.8142999151478167,0.7960070463887258,0.12101365056478375
733,5,184,8,18,0.8139885866534945,0.7941595441595442,0.12108233813345409
734,5,184,10,18,0.8141432105303449,0.7960246623605401,0.12121599665002947
735,5,184,12,18,0.8139484654593578,0.7975455079271873,0.12115612500330646
736,5,184,14,18,0.814304151909868,0.7952436876100999,0.12133311425280628
737,5,184,16,18,0.8141538295526629,0.7960129183793306,0.12099838901065632
738,5,184,18,18,0.8142558243696534,0.7968193384223918,0.12098283654341023
739,5,184,20,18,0.8143519725976852,0.7963855421686747,0.12128584645930658
740,5,204,2,20,0.8138494636840929,0.7944979448032883,0.12083945065157745
741,5,204,4,20,0.8147822081774466,0.7952554315913094,0.12060501988039765
742,5,204,6,20,0.8143951422355241,0.7960187903699354,0.12105374392726014
743,5,204,8,20,0.8140676901029804,0.7951807228915663,0.12144949728931768
744,5,204,10,20,0.8146641837711838,0.7978632478632479,0.12125091515453586
745,5,204,12,20,0.8142193980456044,0.7944803288314739,0.12136323795102887
746,5,204,14,20,0.8147740252224631,0.7960187903699354,0.12126737254115842
747,5,204,16,20,0.8143994212505924,0.7960501966227157,0.12104532781660061
748,5,204,18,20,0.8147000637875145,0.7944862008220787,0.12099165408058797
749,5,204,20,20,0.8142024083592144,0.7975455079271873,0.12143740019222346
750,5,224,2,22,0.8142127005995791,0.7963855421686747,0.12096934068317776
751,5,224,4,22,0.8143222489469009,0.7944920728126835,0.12130983969360251
752,5,224,6,22,0.8139941185287496,0.7951807228915663,0.12154241700997469
753,5,224,8,22,0.8143778100559614,0.7951807228915663,0.12114661964580622
754,5,224,10,22,0.8148192384947205,0.7959953024075161,0.12055720810915287
755,5,224,12,22,0.8140995958202607,0.7963855421686747,0.12155875154853085
756,5,224,14,22,0.8141829470216561,0.7940170940170941,0.12145814871920364
757,5,224,16,22,0.8145341558582201,0.7952868378440897,0.12092041806812351
758,5,224,18,22,0.8143921564587903,0.7951807228915662,0.12091615493115956
759,5,224,20,22,0.8144772208333809,0.7959953024075161,0.1208879697189867
760,5,244,2,24,0.8143622366264199,0.7967821491485614,0.12103439744481587
761,5,244,4,24,0.8147462162860567,0.7975903614457831,0.12103922728995258
762,5,244,6,24,0.8142802334835507,0.7952436876100999,0.12119797307245925
763,5,244,8,24,0.8148157259493465,0.7963855421686747,0.12100805236979921
764,5,244,10,24,0.814745585461918,0.7951807228915663,0.12074551118723277
765,5,244,12,24,0.8144978194108077,0.7944862008220787,0.12118640638985269
766,5,244,14,24,0.8146314203368655,0.7968193384223918,0.12108580964035909
767,5,244,16,24,0.8145547690857234,0.7960675456858664,0.12062399050623587
768,5,244,18,24,0.814808481781929,0.7980952380952381,0.12104246536373146
769,5,244,20,24,0.8144899448433784,0.7960187903699354,0.12097072768616392
770,5,264,2,26,0.8141266023320977,0.7953157529493408,0.12112591727848451
771,5,264,4,26,0.8143821761933052,0.7975513799177921,0.12134155373416182
772,5,264,6,26,0.8148313667094023,0.7960187903699354,0.12124472251706388
773,5,264,8,26,0.8146095995170429,0.798005698005698,0.12138861126296656
774,5,264,10,26,0.8144751113066614,0.7960070463887258,0.12105811973524529
775,5,264,12,26,0.8148945286339995,0.7963855421686747,0.12109856348728583
776,5,264,14,26,0.8151734682640036,0.7976190476190477,0.12071609201685665
777,5,264,16,26,0.8147027488118507,0.7951807228915663,0.12087965006037983
778,5,264,18,26,0.8143882647370244,0.796764533176747,0.12095475546174773
779,5,264,20,26,0.8144140020596365,0.7968251214434421,0.12103576357946574
780,5,284,2,28,0.814545917310232,0.7967762771579565,0.12105913687063632
781,5,284,4,28,0.8146957075310839,0.7968309044644922,0.12072115961218928
782,5,284,6,28,0.814908365967239,0.7960187903699354,0.1207211575800619
783,5,284,8,28,0.815036353378055,0.7951807228915663,0.12076639906025974
784,5,284,10,28,0.8150227040015842,0.7978632478632479,0.12052835045038537
785,5,284,12,28,0.8143847106117457,0.796796206338191,0.12096987554010571
786,5,284,14,28,0.8147016815636097,0.7951807228915663,0.1208046586922551
787,5,284,16,28,0.8146254841116123,0.7944862008220787,0.12097550857271076
788,5,284,18,28,0.8143485464658959,0.7975278919553729,0.12116047905321578
789,5,284,20,28,0.8147946088025125,0.7980952380952381,0.12086506183329417
790,5,304,2,30,0.814436275995499,0.7941595441595442,0.12091046178499466
791,5,304,4,30,0.8148246233038086,0.798005698005698,0.1211557847098489
792,5,304,6,30,0.8149180732286332,0.7967762771579565,0.1205681636220629
793,5,304,8,30,0.8148067318794937,0.7967762771579565,0.12065897255238105
794,5,304,10,30,0.8152487451875154,0.796,0.12087312178270507
795,5,304,12,30,0.8148681169246441,0.7982971227246036,0.12088460853572791
796,5,304,14,30,0.8151908023802062,0.795237815619495,0.12056752837509468
797,5,304,16,30,0.8149007552169456,0.7983333333333333,0.12089419088011448
798,5,304,18,30,0.8150070947651853,0.7967821491485614,0.12077804140637194
799,5,304,20,30,0.8141137467917283,0.7941595441595442,0.12137143630589198
800,6,17,2,1,0.8044037429771613,0.7844155844155845,0.12533162292302483
801,6,17,4,1,0.8052921499219509,0.7903614457831325,0.12460090977903047
802,6,17,6,1,0.8036376589455498,0.7879518072289157,0.125298791379752
803,6,17,8,1,0.804622485925496,0.7855421686746988,0.12460866698766117
804,6,17,10,1,0.803212247814052,0.7869361554476059,0.12483790136098541
805,6,17,12,1,0.8037835228069979,0.7899780245200092,0.1243582115633286
806,6,17,14,1,0.803067078731206,0.7876159718144451,0.125414003579783
807,6,17,16,1,0.8034963189135544,0.7866666666666667,0.1243833241708335
808,6,17,18,1,0.803445436065643,0.7866096866096866,0.12472864751985695
809,6,17,20,1,0.802222369117023,0.786941938468656,0.1256028386228179
810,6,29,2,2,0.810074826162362,0.7929653552554317,0.12259768697262717
811,6,29,4,2,0.8092280544567129,0.791566265060241,0.12311945301350313
812,6,29,6,2,0.8092887692090412,0.7906694069289489,0.12283289195304421
813,6,29,8,2,0.8088806035021756,0.7914327657075748,0.12340951649786089
814,6,29,10,2,0.8090843948835309,0.7899838075410595,0.12278191556007659
815,6,29,12,2,0.8085056709329306,0.791566265060241,0.12328702542881638
816,6,29,14,2,0.8090480687654894,0.7921902524955959,0.12367873124117156
817,6,29,16,2,0.8083915765618455,0.7903133903133903,0.12356013456725111
818,6,29,18,2,0.8084499418603698,0.7901709401709403,0.12329833441152281
819,6,29,20,2,0.8091750124591147,0.7903614457831326,0.12277754951216453
820,6,53,2,4,0.8115099732564459,0.7930430256766134,0.12271957318984271
821,6,53,4,4,0.81153070249072,0.7935714285714286,0.12201127709605612
822,6,53,6,4,0.8121671570024149,0.7952984038861901,0.12223508528853702
823,6,53,8,4,0.8115168590327586,0.7952613035819143,0.12289060547300124
824,6,53,10,4,0.8120236882732096,0.7930372426555633,0.12198106784996271
825,6,53,12,4,0.8116011213393767,0.7933333333333333,0.12236569022852778
826,6,53,14,4,0.8124297536551618,0.7939759036144578,0.12169964931912236
827,6,53,16,4,0.8115056923804309,0.7938095238095239,0.122060914253643
828,6,53,18,4,0.8114270224475784,0.7938095238095239,0.12260072639444196
829,6,53,20,4,0.8115482328201101,0.7928571428571429,0.12250354683259836
830,6,77,2,6,0.8127524915280384,0.7952926208651399,0.12150844120234304
831,6,77,4,6,0.8126605973464538,0.7945523941707148,0.12179599990579117
832,6,77,6,6,0.8125084356974488,0.7952436876100999,0.12194054213334461
833,6,77,8,6,0.813264885337996,0.7939759036144578,0.1212625299013789
834,6,77,10,6,0.812728364685078,0.7933333333333333,0.12204208776268469
835,6,77,12,6,0.8123914461131014,0.7937345860246623,0.1222384903147427
836,6,77,14,6,0.8123982784017335,0.7944920728126835,0.12178924614414584
837,6,77,16,6,0.8127090542985013,0.795237815619495,0.12205729503637408
838,6,77,18,6,0.8126922619968098,0.7940170940170941,0.12185800571836913
839,6,77,20,6,0.8127461853859094,0.7968309044644922,0.12228150587726856
840,6,101,2,8,0.8131085935637976,0.7952436876100999,0.12170420540142782
841,6,101,4,8,0.813210346176113,0.7930372426555633,0.12171882500249899
842,6,101,6,8,0.8136672789141158,0.7937832523710386,0.12112708830438515
843,6,101,8,8,0.8140929452471158,0.7960070463887258,0.12100430458203928
844,6,101,10,8,0.8136146723575254,0.7963855421686746,0.12153762982667998
845,6,101,12,8,0.8130764188587241,0.7960617626648161,0.12155105577207938
846,6,101,14,8,0.813390139578182,0.7952495596007046,0.12178735390669045
847,6,101,16,8,0.8135835411783015,0.795237815619495,0.1212103252979663
848,6,101,18,8,0.8137208017219081,0.796,0.1210923360630909
849,6,101,20,8,0.8132449563557126,0.7975903614457831,0.12216182706312897
850,6,125,2,10,0.8136738135867558,0.7935714285714286,0.12108794186779641
851,6,125,4,10,0.8138954219273055,0.7941558441558441,0.12110700525821046
852,6,125,6,10,0.8138227700279024,0.7940170940170941,0.12125719023596421
853,6,125,8,10,0.8133172151989351,0.7941595441595442,0.12159874064743696
854,6,125,10,10,0.814329246977004,0.7952554315913095,0.12117794386259928
855,6,125,12,10,0.8141426424076214,0.7952436876100999,0.12137864724148795
856,6,125,14,10,0.8138173182925835,0.7951807228915663,0.12136808469822516
857,6,125,16,10,0.8139438774767996,0.7952868378440897,0.12129771811653864
858,6,125,18,10,0.8136001242027147,0.7944803288314739,0.12150958289193438
859,6,125,20,10,0.8139331652516676,0.7937287140340575,0.12096726331626122
860,6,149,2,12,0.8138452679628667,0.7975455079271873,0.12141619185767928
861,6,149,4,12,0.8141903050933446,0.7977207977207976,0.1214606379559541
862,6,149,6,12,0.8140402257650063,0.7952495596007046,0.12121039777599601
863,6,149,8,12,0.8139520525165249,0.7967762771579565,0.1214182060055114
864,6,149,10,12,0.8143875873860152,0.7945350451075642,0.12100041700016284
865,6,149,12,12,0.8142864193586963,0.7963855421686747,0.12113156831708474
866,6,149,14,12,0.8138290415219265,0.7939759036144578,0.12124998110915189
867,6,149,16,12,0.8139961988566642,0.7952554315913094,0.12120345831302372
868,6,149,18,12,0.8148339714969964,0.7975572519083969,0.12043570870680133
869,6,149,20,12,0.8143333414172459,0.796001174398121,0.12120454761855244
870,6,173,2,14,0.8139662954546675,0.7960129183793306,0.12142205690644015
871,6,173,4,14,0.8140100890008173,0.7941558441558442,0.12135130407816175
872,6,173,6,14,0.8145524445905433,0.796,0.12123972008723899
873,6,173,8,14,0.8148381509313855,0.7963855421686746,0.12079009694016586
874,6,173,10,14,0.8147945158023095,0.7983333333333333,0.12103597678256921
875,6,173,12,14,0.8142924104611884,0.7944920728126835,0.12106756675154415
876,6,173,14,14,0.8138951702299402,0.7952984038861901,0.12115883537725416
877,6,173,16,14,0.8142360823689834,0.7960129183793306,0.12105063417251011
878,6,173,18,14,0.8135626598051608,0.7940170940170941,0.12136428084522125
879,6,173,20,14,0.8139872613347083,0.7951807228915663,0.12145235053425056
880,6,197,2,16,0.8143723850865533,0.7968077723802914,0.12092955362510772
881,6,197,4,16,0.8148525433274834,0.7977207977207976,0.12100711148281637
882,6,197,6,16,0.8147871176956607,0.7963855421686746,0.1204605900327795
883,6,197,8,16,0.8145687729716709,0.796,0.12101196946086576
884,6,197,10,16,0.8146423898639501,0.7944920728126835,0.12087506519739345
885,6,197,12,16,0.8148971163081649,0.7975337639459777,0.1208417588725358
886,6,197,14,16,0.8148015662087835,0.7967880211391661,0.12070451629974173
887,6,197,16,16,0.8140812262908698,0.7951807228915663,0.12095157502266045
888,6,197,18,16,0.8141234165626858,0.7952554315913095,0.12153359863156375
889,6,197,20,16,0.8144233609415604,0.7939759036144578,0.12081238914853876
890,6,221,2,18,0.8141866258527922,0.7944920728126835,0.1209456044303809
891,6,221,4,18,0.8147645564888196,0.7963855421686747,0.12079350746586973
892,6,221,6,18,0.8145391194245016,0.7960070463887258,0.1207885439812843
893,6,221,8,18,0.8143716817483974,0.7944979448032883,0.12097651713675966
894,6,221,10,18,0.8144409034488624,0.7951807228915663,0.12129947134646812
895,6,221,12,18,0.8142043882051042,0.7951807228915663,0.12123888407248717
896,6,221,14,18,0.8143372493042997,0.7983333333333333,0.12119937572042495
897,6,221,16,18,0.8145089358641588,0.7975903614457831,0.12100612654007047
898,6,221,18,18,0.8144280178764504,0.7967762771579565,0.12099713270194737
899,6,221,20,18,0.8145688854639805,0.7975513799177921,0.12096527561902043
900,6,245,2,20,0.814093538770456,0.7960187903699354,0.12106362660083198
901,6,245,4,20,0.8152050998311171,0.7975903614457831,0.12021356129221085
902,6,245,6,20,0.8146029149354738,0.7975337639459777,0.12092318365794433
903,6,245,8,20,0.8141865113390316,0.7952984038861901,0.12155863122546201
904,6,245,10,20,0.8151469021824009,0.7975903614457832,0.12070287587262268
905,6,245,12,20,0.814630215420173,0.795237815619495,0.1211493578679081
906,6,245,14,20,0.8148988114062857,0.7975396359365825,0.12105706301080252
907,6,245,16,20,0.8141854587312409,0.7975769141799676,0.12107337620279661
908,6,245,18,20,0.8149020928995829,0.7960559796437658,0.12088392523721012
909,6,245,20,20,0.8142504496052853,0.7952613035819143,0.12154675284677778
910,6,269,2,22,0.8143738390630354,0.7967821491485614,0.12094930146916649
911,6,269,4,22,0.8143483884138194,0.7960501966227157,0.12094333924344383
912,6,269,6,22,0.814469565587132,0.7944803288314739,0.1211749806441327
913,6,269,8,22,0.8147382754756516,0.7963855421686746,0.12113206105181903
914,6,269,10,22,0.8150427830588374,0.7968019893592413,0.12065599390165367
915,6,269,12,22,0.8143408527722866,0.7967880211391661,0.12102181965622792
916,6,269,14,22,0.81421957525695,0.7953157529493408,0.12110498518288476
917,6,269,16,22,0.8147463554623353,0.7952926208651399,0.12102624005016027
918,6,269,18,22,0.8144284773561807,0.7960070463887258,0.12107765989450262
919,6,269,20,22,0.8147082457603776,0.7967880211391661,0.1211232509088499
920,6,293,2,24,0.8148066716431017,0.7975711311589174,0.12067781215802881
921,6,293,4,24,0.8147300101875438,0.7951807228915663,0.12122593728558687
922,6,293,6,24,0.8142693476022409,0.7963855421686747,0.12114923912961188
923,6,293,8,24,0.8148060693907205,0.7967762771579565,0.12097576451027836
924,6,293,10,24,0.8150481210523809,0.7960675456858664,0.12055358167070772
925,6,293,12,24,0.8145588531229706,0.796030534351145,0.12136915897893014
926,6,293,14,24,0.81460884004592,0.7975903614457831,0.12123694292735021
927,6,293,16,24,0.8150827563844242,0.7975711311589174,0.1203371131889029
928,6,293,18,24,0.8149428389655183,0.7967821491485614,0.12102265521430285
929,6,293,20,24,0.8145230729972238,0.7963855421686747,0.1211067920275727
930,6,317,2,26,0.8142769305794354,0.7975711311589174,0.1209830040976072
931,6,317,4,26,0.8147684835678218,0.7967880211391661,0.12116841016106636
932,6,317,6,26,0.8148685056668963,0.796,0.12110898533360856
933,6,317,8,26,0.8145743115790485,0.7960070463887258,0.1212206788679059
934,6,317,10,26,0.8146527082756237,0.7963855421686747,0.12119162830129987
935,6,317,12,26,0.814479414482149,0.7960246623605403,0.12135630367920731
936,6,317,14,26,0.815127124046427,0.7975903614457831,0.1207784573317505
937,6,317,16,26,0.8145545398593138,0.7945523941707148,0.12108403829563356
938,6,317,18,26,0.8146877792018632,0.7967821491485614,0.12071407128430396
939,6,317,20,26,0.8147004930236948,0.797559565116817,0.12108783329484649
940,6,341,2,28,0.814560166864025,0.7952613035819143,0.1211694771382833
941,6,341,4,28,0.8147801042804125,0.7952554315913094,0.12095079659295768
942,6,341,6,28,0.8147565035818135,0.7945408281286144,0.12075225859828455
943,6,341,8,28,0.8152660082383062,0.7960187903699354,0.12035522077851998
944,6,341,10,28,0.8151489244749076,0.798005698005698,0.12054907176700934
945,6,341,12,28,0.814748606782204,0.7967880211391661,0.12074621885886952
946,6,341,14,28,0.8146244693583226,0.7952436876100999,0.12087797213361369
947,6,341,16,28,0.81498499224378,0.7951807228915663,0.1208733346633469
948,6,341,18,28,0.8144067203390388,0.7967821491485614,0.12107462968039909
949,6,341,20,28,0.8150635377077476,0.7978632478632479,0.12077279325544907
950,7,20,2,1,0.8066699351317593,0.7868945868945869,0.12412497642178771
951,7,20,4,1,0.8068363729759116,0.7906576629477392,0.12397112192988131
952,7,20,6,1,0.8067972198212208,0.7921902524955959,0.12351424861766538
953,7,20,8,1,0.8074303500170769,0.791566265060241,0.1230869887658485
954,7,20,10,1,0.8056951882477712,0.7903133903133903,0.12366514507292567
955,7,20,12,1,0.8055469032227578,0.7898884321785086,0.12328148585788441
956,7,20,14,1,0.8052060030668036,0.7883734586024662,0.12440050769174689
957,7,20,16,1,0.8050186869284439,0.7879518072289157,0.12382952630789064
958,7,20,18,1,0.8057713932050823,0.7892493638676845,0.12360356165999607
959,7,20,20,1,0.8042060593075985,0.7883617146212566,0.1247885024026307
960,7,34,2,2,0.8106338421876811,0.7929594832648268,0.1224839997135313
961,7,34,4,2,0.8106296450451259,0.7907529493407356,0.12276440380181083
962,7,34,6,2,0.8100238926805822,0.792,0.12277104500473812
963,7,34,8,2,0.8101546926682918,0.7922681008558871,0.1227532008324111
964,7,34,10,2,0.8095876307064813,0.7903614457831325,0.12242719466035107
965,7,34,12,2,0.8092415591641537,0.7928571428571429,0.12264557458748693
966,7,34,14,2,0.81030322875109,0.793031459634513,0.12324603282847658
967,7,34,16,2,0.8091674706910426,0.7914210217263652,0.12310517950081146
968,7,34,18,2,0.8092283453419994,0.7903614457831325,0.1229568300582798
969,7,34,20,2,0.810075578939037,0.7906459189665297,0.12259336661039733
970,7,62,2,4,0.8117745985899507,0.7930141105713624,0.1225994796224063
971,7,62,4,4,0.8119812162549657,0.7937287140340575,0.12209721722711253
972,7,62,6,4,0.8125441415930164,0.7960386305806153,0.12206010037464088
973,7,62,8,4,0.811877018540763,0.7938746438746438,0.12236255300453924
974,7,62,10,4,0.8126276090109298,0.7930430256766134,0.12198905648700994
975,7,62,12,4,0.812102714389571,0.794474456840869,0.12193282001000313
976,7,62,14,4,0.8121900786025368,0.7951807228915663,0.12188406154205776
977,7,62,16,4,0.8124060775741737,0.793711098062243,0.1215618285482442
978,7,62,18,4,0.8120436137322625,0.7941558441558442,0.12184685739084897
979,7,62,20,4,0.8121144852162757,0.7937228420434528,0.12207167131527213
980,7,90,2,6,0.8130544626962625,0.7960129183793306,0.12126601951849567
981,7,90,4,6,0.813058513251645,0.7951807228915663,0.1215465475738944
982,7,90,6,6,0.8127359750500341,0.7951807228915663,0.12185592785689602
983,7,90,8,6,0.8132961306294008,0.794474456840869,0.1215177103645322
984,7,90,10,6,0.8134473331133224,0.7952554315913094,0.12162021243884392
985,7,90,12,6,0.813439121053213,0.7951807228915663,0.1216916116795868
986,7,90,14,6,0.813025809954195,0.7940170940170941,0.12162320440459194
987,7,90,16,6,0.8131468487119076,0.7952495596007046,0.1217210632184822
988,7,90,18,6,0.813134523170759,0.7939759036144578,0.12166305085915147
989,7,90,20,6,0.8134208237335706,0.7960675456858664,0.12157663125085028
990,7,118,2,8,0.8131612109680311,0.7933333333333333,0.12187054801164816
991,7,118,4,8,0.8136884605697585,0.7937169700528479,0.12126853169049663
992,7,118,6,8,0.8139119995703884,0.7937345860246624,0.12099350929180631
993,7,118,8,8,0.8145666465492997,0.7975337639459777,0.12082832907918199
994,7,118,10,8,0.8140371591868251,0.7952554315913094,0.120995472805244
995,7,118,12,8,0.813755136638254,0.7975826972010178,0.12141483842757513
996,7,118,14,8,0.8137859638864862,0.7960246623605401,0.1215378375934949
997,7,118,16,8,0.8138880638999475,0.7960791117279667,0.1208272128915306
998,7,118,18,8,0.8140029073472173,0.7951807228915663,0.12107681861587576
999,7,118,20,8,0.8136462130496753,0.7960070463887258,0.12183336443478913
1000,7,146,2,10,0.8139740439694865,0.7952495596007046,0.12085779627519512
1001,7,146,4,10,0.8138285040168123,0.7963855421686746,0.12117375806266496
1002,7,146,6,10,0.8142118216833827,0.7960733287069165,0.12134620499857855
1003,7,146,8,10,0.8137671106785234,0.7975455079271873,0.12151377844944744
1004,7,146,10,10,0.8147211438623686,0.7967821491485614,0.1209172185798324
1005,7,146,12,10,0.8146656300535404,0.7960129183793306,0.12093785720627402
1006,7,146,14,10,0.8139018291251574,0.7963855421686747,0.12143390582572493
1007,7,146,16,10,0.8142103115202102,0.795237815619495,0.12107142187327799
1008,7,146,18,10,0.8142673624747945,0.7944803288314739,0.12091648324703134
1009,7,146,20,10,0.8142850195309377,0.7975903614457831,0.12094996138501664
1010,7,174,2,12,0.8142104367898033,0.7967821491485614,0.121394876464728
1011,7,174,4,12,0.8144987023691682,0.7975455079271873,0.12108738385663506
1012,7,174,6,12,0.8144428183568436,0.7944920728126835,0.1211924699255618
1013,7,174,8,12,0.814154112994948,0.796825121443442,0.12135720977482607
1014,7,174,10,12,0.8142425848691779,0.7945523941707148,0.12109016163434894
1015,7,174,12,12,0.8144183965960907,0.7975769141799676,0.12106085762240548
1016,7,174,14,12,0.8139598683411815,0.7953099699282905,0.12140551017061921
1017,7,174,16,12,0.8143271600870072,0.7977207977207976,0.12100700782818656
1018,7,174,18,12,0.8143710687201359,0.7963855421686747,0.12083645668672326
1019,7,174,20,12,0.814638686554595,0.7975396359365825,0.12078323195152886
1020,7,202,2,14,0.814141288150903,0.7960617626648161,0.12125458296616834
1021,7,202,4,14,0.8144535786813764,0.7952554315913094,0.12091633834964673
1022,7,202,6,14,0.814537510206894,0.7953041869072404,0.12124056011234034
1023,7,202,8,14,0.814843412702568,0.7977207977207976,0.1208937561630901
1024,7,202,10,14,0.8147969663439862,0.7975903614457831,0.12110039589659921
1025,7,202,12,14,0.8146732791965822,0.7944920728126835,0.12065790550643
1026,7,202,14,14,0.8143641687708746,0.7960733287069165,0.12091511470817748
1027,7,202,16,14,0.8142051015929251,0.7953041869072404,0.12134658458309384
1028,7,202,18,14,0.8138997275608844,0.7953041869072404,0.12109438491988322
1029,7,202,20,14,0.8142357930958585,0.7960070463887258,0.12131085828868089
