dataset,CV_fold,n_trees,model,parameters,perf_measure,perf_value,Conf_Matrix
Yeast_CYTvsNUC.csv,0,2,base,None,acc,0.5888888888888889,"[array([[36, 11],
       [26, 17]])]"
Yeast_CYTvsNUC.csv,0,2,base,None,f1,0.5737491206156409,"[array([[36, 11],
       [26, 17]])]"
Yeast_CYTvsNUC.csv,0,2,base,None,auc,0.5806531420089065,"[array([[36, 11],
       [26, 17]])]"
Yeast_CYTvsNUC.csv,0,2,wagging,None,acc,0.5111111111111111,"[array([[35, 12],
       [32, 11]])]"
Yeast_CYTvsNUC.csv,0,2,wagging,None,f1,0.4799220272904483,"[array([[35, 12],
       [32, 11]])]"
Yeast_CYTvsNUC.csv,0,2,wagging,None,auc,0.500247402276101,"[array([[35, 12],
       [32, 11]])]"
Yeast_CYTvsNUC.csv,0,2,AdaBoost,None,acc,0.6111111111111112,"[array([[37, 10],
       [25, 18]])]"
Yeast_CYTvsNUC.csv,0,2,AdaBoost,None,f1,0.5967897086904712,"[array([[37, 10],
       [25, 18]])]"
Yeast_CYTvsNUC.csv,0,2,AdaBoost,None,auc,0.6029193468579911,"[array([[37, 10],
       [25, 18]])]"
Yeast_CYTvsNUC.csv,0,2,Grouped_Mixed_Bagging,"[[0.1, 0.8, 0.1], 1.0]",acc,0.6555555555555556,"[array([[42,  5],
       [26, 17]])]"
Yeast_CYTvsNUC.csv,0,2,Grouped_Mixed_Bagging,"[[0.2, 0.7, 0.1], 1.0]",f1,0.5411522633744856,"[array([[34, 13],
       [27, 16]])]"
Yeast_CYTvsNUC.csv,0,2,Grouped_Mixed_Bagging,"[[0.2, 0.7, 0.1], 1.0]",auc,0.5633349826818407,"[array([[30, 17],
       [22, 21]])]"
Yeast_CYTvsNUC.csv,0,2,Incremental_Mixed_Bagging,"[[-4.0, 3.0]]",acc,0.6444444444444445,"[array([[42,  5],
       [27, 16]])]"
Yeast_CYTvsNUC.csv,0,2,Incremental_Mixed_Bagging,"[[-4.0, 2.0]]",f1,0.5722704382299367,"[array([[42,  5],
       [30, 13]])]"
Yeast_CYTvsNUC.csv,0,2,Incremental_Mixed_Bagging,"[[-4.0, 3.0]]",auc,0.5215239980207818,"[array([[37, 10],
       [32, 11]])]"
Yeast_CYTvsNUC.csv,1,2,base,None,acc,0.6666666666666666,"[array([[32, 15],
       [15, 28]])]"
Yeast_CYTvsNUC.csv,1,2,base,None,f1,0.6666666666666666,"[array([[32, 15],
       [15, 28]])]"
Yeast_CYTvsNUC.csv,1,2,base,None,auc,0.6660069272637309,"[array([[32, 15],
       [15, 28]])]"
Yeast_CYTvsNUC.csv,1,2,wagging,None,acc,0.5777777777777777,"[array([[38,  9],
       [29, 14]])]"
Yeast_CYTvsNUC.csv,1,2,wagging,None,f1,0.5508417508417509,"[array([[38,  9],
       [29, 14]])]"
Yeast_CYTvsNUC.csv,1,2,wagging,None,auc,0.5670460168233549,"[array([[38,  9],
       [29, 14]])]"
Yeast_CYTvsNUC.csv,1,2,AdaBoost,None,acc,0.6777777777777778,"[array([[35, 12],
       [17, 26]])]"
Yeast_CYTvsNUC.csv,1,2,AdaBoost,None,f1,0.6759695722658686,"[array([[35, 12],
       [17, 26]])]"
Yeast_CYTvsNUC.csv,1,2,AdaBoost,None,auc,0.6746660069272638,"[array([[35, 12],
       [17, 26]])]"
Yeast_CYTvsNUC.csv,1,2,Grouped_Mixed_Bagging,"[[0.1, 0.8, 0.1], 2.0]",acc,0.5444444444444444,"[array([[37, 10],
       [31, 12]])]"
Yeast_CYTvsNUC.csv,1,2,Grouped_Mixed_Bagging,"[[0.2, 0.6, 0.2], 2.0]",f1,0.6,"[array([[29, 18],
       [18, 25]])]"
Yeast_CYTvsNUC.csv,1,2,Grouped_Mixed_Bagging,"[[0.1, 0.8, 0.1], 2.0]",auc,0.6009401286491834,"[array([[39,  8],
       [27, 16]])]"
Yeast_CYTvsNUC.csv,1,2,Incremental_Mixed_Bagging,"[[-2.0, 3.0]]",acc,0.6,"[array([[37, 10],
       [26, 17]])]"
Yeast_CYTvsNUC.csv,1,2,Incremental_Mixed_Bagging,"[[-2.0, 0.0]]",f1,0.5886643478771335,"[array([[39,  8],
       [27, 16]])]"
Yeast_CYTvsNUC.csv,1,2,Incremental_Mixed_Bagging,"[[-2.0, 0.0]]",auc,0.5447798119742703,"[array([[37, 10],
       [30, 13]])]"
